PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	IGNORANCE TYPE	C_START	C_END	CONCEPT_MENTION_ID
BMJ_2008_Nov_7_337_a2001	BMJ_2008_Nov_7_337_a2001_14	[2292]	[2430]	['Pregnant women in developing countries need sufficient doses of iron in nutrient supplements to maximise reductions in neonatal mortality.']	need	IMPORTANT_CONSIDERATION	[2331]	[2335]	BMJ_2008_Nov_7_337_a2001_T153
BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640_27	[8976]	[9977]	['Caption (TABLE-WRAP): TABLE 1\n\n\u2002Monthly averages of daily ambient ultraviolet radiation in minimum erythemal dose units*, 1996-2000, for capital cities of Australian states included in 1981 multiple sclerosis survey (data provided by H P Gies, personal communication) (capital city latitudes shown in decimal degrees in parentheses)Brisbane (Qld) (27.5º S)Perth (WA) (31.9º S)Sydney (NSW) (33.9º S)Adelaide (SA) (34.9º S)Hobart† (Tas) (42.9º S)January24.730.422.228.120.4February22.327.921.724.518.6March19.018.916.213.712.4April12.511.89.89.46.5May8.67.15.65.23.7June6.64.93.93.61.7July7.55.44.13.71.6August10.47.96.96.33.9September14.612.110.410.07.0October18.918.815.315.512.0November22.723.819.121.515.7December24.429.221.926.118.1 Seasonal variation‡ Max:min3.76.25.77.812.8\n*Minimum erythemal dose is measure of ultraviolet radiation exposure required to induce erythema or sunburn.28\n†1991 data.28\n‡Seasonal variation as given by ratio of summer maximum to winter minimum ultraviolet radiation.']	required	IMPORTANT_CONSIDERATION	[9825]	[9833]	BMJ_2010_Apr_29_340_c1640_T225
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_0	[0]	[236]	['Low glycaemic index diet in pregnancy to prevent macrosomia (ROLO study): randomised control trial\n\nAbstract\nObjective To determine if a low glycaemic index diet in pregnancy could reduce the incidence of macrosomia in an at risk group.']	at	IMPORTANT_CONSIDERATION	[222]	[224]	BMJ_2012_Aug_30_345_e5605_T95
BMJ_2012_Jan_30_344_e184	BMJ_2012_Jan_30_344_e184_11	[2521]	[3175]	['Introduction\nThe prevalence of allergic diseases in Australia and other industrialised countries has increased over the past 30 years and is now estimated to be at least 20%.123The cost to healthcare systems and the burden to families are high.45The pattern of allergic disease differs with age; the incidence of food allergy and atopic dermatitis peaks by 1 year of age, whereas asthma and allergic rhinitis continue to rise until around 15 years of age.6The increase in allergic disease has occurred too rapidly (within one to two generations) to be a result of genetic changes in the population, so it is likely to be related to environmental changes.']	prevalence	IMPORTANT_CONSIDERATION	[2538]	[2548]	BMJ_2012_Jan_30_344_e184_T100
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_8	[1473]	[1675]	['Interventions were associated with a reduced the risk of pre-eclampsia (0.74, 0.60 to 0.92) and shoulder dystocia (0.39, 0.22 to 0.70), with no significant effect on other critically important outcomes.']	important	IMPORTANT_CONSIDERATION	[1656]	[1665]	BMJ_2012_May_17_344_e2088_T176
BMJ_2014_Feb_10_348_g1285	BMJ_2014_Feb_10_348_g1285_15	[2209]	[4265]	['Introduction\nThe World Health Organization has identified obesity as a health problem of global importance,1contributing to the burden of disease through an increased risk of cardiovascular disease and diabetes and their complications.2Overweight and obesity are commonly encountered during pregnancy, with about half of women entering pregnancy with a body mass index (BMI) ≥25.34\nThe risks associated with overweight and obesity during pregnancy are well documented and increase with increasing BMI.56Maternal complications include an increased risk of hypertension and pre-eclampsia,567gestational diabetes,567need for both induction of labour and caesarean section,567and perinatal death.89Infants born to overweight or obese women are more likely to be macrosomic,6789be admitted to intensive care,569and require treatment for jaundice or hypoglycaemia.56Furthermore, population studies consistently identify both maternal overweight and obesity and high infant birth weight (variably defined as birth weight above the 90th centile for gestational age or birth weight above 4000 g or 4500 g) as important risk factors for the development of early infant10and childhood obesity.11\nSubstantial literature on maternal weight gain in pregnancy has been summarised by the Institute of Medicine.12Several population based cohort studies have evaluated the effect of varying degrees of gestational weight gain on pregnancy outcomes for women who are overweight or obese, suggesting that, compared with higher weight gain, weight gain within the recommendations of the Institute of Medicine is associated with a reduced risk of maternal complications and of infants being born large for gestational age.13141516Most small randomised trials to date evaluating antenatal dietary and lifestyle interventions in women who are overweight or obese have primarily focused on limiting gestational weight gain, often as a surrogate measure for clinical outcomes, based on the assumption that lower weight gain will in turn improve outcomes in pregnancy and childbirth.']	health	IMPORTANT_CONSIDERATION	[2280]	[2286]	BMJ_2014_Feb_10_348_g1285_T129
PMC1074510	PMC1074510_12	[1339]	[1493]	['Only multivitamins were able to reduce the prevalence at birth of obstructive defects of urinary tract, limb deficiencies and congenital pyloric stenosis.']	prevalence	IMPORTANT_CONSIDERATION	[1382]	[1392]	PMC1074510_T185
PMC1164414	PMC1164414_0	[0]	[364]	['Polymorphisms of methylenetetrahydrofolate reductase (MTHFR) and susceptibility to pediatric acute lymphoblastic leukemia in a German study population\n\nAbstract\n\nBackground\nMethylenetetrahydrofolate reductase (MTHFR) has a major impact on the regulation of the folic acid pathway due to conversion of 5,10-methylenetetrahydrofolate (methylene-THF) to 5-methyl-THF.']	major	IMPORTANT_CONSIDERATION	[223]	[228]	PMC1164414_T93
PMC1168874	PMC1168874_3	[219]	[299]	['The previous human teratogenic studies had serious methodological problems, e.g.']	serious	IMPORTANT_CONSIDERATION	[262]	[269]	PMC1168874_T242
PMC1182379	PMC1182379_1	[365]	[543]	['More children are affected by serious CMV-related disabilities than by several better-known childhood maladies, including Down syndrome, fetal alcohol syndrome, and spina bifida.']	serious	IMPORTANT_CONSIDERATION	[395]	[402]	PMC1182379_T237
