PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	IGNORANCE TYPE	C_START	C_END	CONCEPT_MENTION_ID
PMC1533075	PMC1533075.nxml.gz-2623	[1621]	[1847]	Mothers also took individual micronutrient supplements (e.g., vitamin C tablets), but most mothers who took these also took multivitamins, making it impossible to determine potential independent effects of these micronutrients	impossible	DIFFICULT_TASK	[1770]	[1780]	PMC1533075.nxml.gz-13
PMC2009866	PMC2009866.nxml.gz-10	[1125]	[1209]	The use of opium, bread and tea could not be assessed in the retrospective framework	could not be assessed	DIFFICULT_TASK	[1157]	[1178]	PMC2009866.nxml.gz-922
PMC2396486	PMC2396486.nxml.gz-81	[5987]	[6143]	Female rats were not used in these experiments, because the estrous cycle can introduce variability in protein expression in the region of interest[20],[21]	variability	DIFFICULT_TASK	[6075]	[6086]	PMC2396486.nxml.gz-82
PMC2516588	PMC2516588.nxml.gz-5	[757]	[1061]	It cannot, however, correct for potential bias and confounding of the studies included; we addressed this issue in our review (Martin et al. 2008) by rating the quality of individual studies and carrying out a sensitivity analysis by excluding studies for which the quality score was below a chosen value	cannot, however, correct for	DIFFICULT_TASK	[760]	[788]	PMC2516588.nxml.gz-6
PMC2672462	PMC2672462.nxml.gz-58	[2321]	[2431]	The diagnosis is made with an oral glucose tolerance test, though the criteria vary around the world (Table 1)	vary	DIFFICULT_TASK	[2400]	[2404]	PMC2672462.nxml.gz-60
PMC2874300	PMC2874300.nxml.gz-41	[1859]	[1981]	At present, it is impossible to conclusively state that a particular dietary pattern or food will alter AM risk in infants	impossible	DIFFICULT_TASK	[1877]	[1887]	PMC2874300.nxml.gz-43
PMC2889879	PMC2889879.nxml.gz-217	[30760]	[30936]	This suggestion has earlier been supported by ecological studies showing that variations in schizophrenia outcome between countries may be due to differences in the diet [6,14]	variations	DIFFICULT_TASK	[30838]	[30848]	PMC2889879.nxml.gz-221
PMC2898025	PMC2898025.nxml.gz-109	[9074]	[9364]	Farmers represent a diverse group (e.g., with dairy, field crop, hog, beef cattle, poultry, fish, marijuana, cotton, and organic), and the heterogeneity of brain cancer risk for farmers could reflect differences in activities, as well as in the type, magnitude, and seasonality of exposures	heterogeneity	DIFFICULT_TASK	[9213]	[9226]	PMC2898025.nxml.gz-110
PMC2999828	PMC2999828.nxml.gz-330	[17584]	[17611]	The course is variable [43]	variable	DIFFICULT_TASK	[17598]	[17606]	PMC2999828.nxml.gz-331
PMC3272870	PMC3272870.nxml.gz-332	[16083]	[16325]	Medullary carcinoma of the thyroid (MTC) constitutes approximately 5-10% of thyroid cancers, although there are no precise figures for incidence and survival rates because of the large geographic variations, mainly due to its familial pattern	variations	DIFFICULT_TASK	[16279]	[16289]	PMC3272870.nxml.gz-337
PMC3279448	PMC3279448.nxml.gz-5625	[23611]	[23708]	the variation in sequence features (bioinformatic attributes) observed between RPMM-based classes	variation	DIFFICULT_TASK	[23615]	[23624]	PMC3279448.nxml.gz-179
PMC3342123	PMC3342123.nxml.gz-284	[45520]	[45705]	It should be noted here that the interactions presented in the networks are not specific for porcine liver tissue, as the database contains literature from many different research areas	not specific	DIFFICULT_TASK	[45596]	[45608]	PMC3342123.nxml.gz-5671
PMC3348565	PMC3348565.nxml.gz-89	[16574]	[16694]	The difference was not statistically significant, although our study was not powered to detect differences in death rate	not powered	DIFFICULT_TASK	[16647]	[16658]	PMC3348565.nxml.gz-92
PMC3400371	PMC3400371.nxml.gz-89	[6307]	[6483]	The high physiological requirement for iron in pregnancy is difficult to meet with most diets; this is so especially in developing countries where food requirement is a problem	difficult	DIFFICULT_TASK	[6367]	[6376]	PMC3400371.nxml.gz-91
PMC3427250	PMC3427250.nxml.gz-35	[3001]	[3252]	However there is so far no conclusive evidence about the causality of these relationships, as no randomised controlled trials of vitamin D supplementation with an appropriate assessment of a variety of health outcomes have been carried out to date[21]	variety	DIFFICULT_TASK	[3192]	[3199]	PMC3427250.nxml.gz-42
PMC3915248	PMC3915248.nxml.gz-49	[4873]	[5057]	To get access to the workers, the researchers had to strike a Faustian bargain with the mining companies: They could not inform the miners of the potential health hazards of their work	could not	DIFFICULT_TASK	[4984]	[4993]	PMC3915248.nxml.gz-51
PMC3933411	PMC3933411.nxml.gz-73	[3621]	[3835]	Daily use of iron supplements is effective when administered under supervision in clinical interventional trials, but is less so in public health programmes because of difficulty engaging with the target population	difficulty	DIFFICULT_TASK	[3789]	[3799]	PMC3933411.nxml.gz-76
PMC4122855	PMC4122855.nxml.gz-7	[327]	[467]	No Australian GDM Nutrition Practice Guidelines exist and systematic delivery of dietetic care to women with GDM does not occur in Australia	does not occur	DIFFICULT_TASK	[440]	[454]	PMC4122855.nxml.gz-12
PMC4311629	PMC4311629.nxml.gz-50	[3646]	[3893]	Although the pathogenesis of obesity is extremely complex and is far from being unraveled, the key component of the obesity epidemic is long-term dysregulation of energy balance, comprising increased energy intake and/or reduced energy expenditure	complex	DIFFICULT_TASK	[3696]	[3703]	PMC4311629.nxml.gz-52
PMC4377896	PMC4377896.nxml.gz-15	[1200]	[1315]	Due to heterogeneity in methodology and measured outcomes, a qualitative comparison of study findings was conducted	heterogeneity	DIFFICULT_TASK	[1207]	[1220]	PMC4377896.nxml.gz-17
PMC4897523	PMC4897523.nxml.gz-6	[273]	[418]	It is a complex condition that lacks an established preventive method, warranting a need for research to identify possible environmental triggers	complex	DIFFICULT_TASK	[281]	[288]	PMC4897523.nxml.gz-7
PMC5030620	PMC5030620.nxml.gz-67	[2613]	[2821]	It is the complex interaction among our genome, epigenome and environment that shapes our development into unique individuals, and thus influences our health and potentially the health of our future offspring	complex	DIFFICULT_TASK	[2623]	[2630]	PMC5030620.nxml.gz-68
PMC5143410	PMC5143410.nxml.gz-7	[419]	[537]	Therefore, it is crucial for dermatologists to be aware of this condition, as it is rare and likely often misdiagnosed	rare	DIFFICULT_TASK	[503]	[507]	PMC5143410.nxml.gz-9
PMC5187359	PMC5187359.nxml.gz-141	[12323]	[12524]	In order to minimize the estrous cycle-related variability, the female rats were closely housed in adjacent cages and randomly distributed among the different experimental groups (McClintock,1978,1984)	variability	DIFFICULT_TASK	[12370]	[12381]	PMC5187359.nxml.gz-143
PMC5273824	PMC5273824.nxml.gz-84	[9553]	[9802]	The serum level of 25-OH Vitamin D2 in the intervention group was 11.61 ± 6.71 (6.06–24.71) nmol/L, however, the serum 25-OH Vitamin D2 level in the fourteen cases in the control group was too low to be detected with the current technology (Table 2)	too ... to be	DIFFICULT_TASK	[9742, 9750]	[9745, 9755]	PMC5273824.nxml.gz-86
PMC5540678	PMC5540678.nxml.gz-57	[3078]	[3272]	One ecological study reported a correlation between perinatal consumption of sugar and severe childhood asthma symptoms [9], but could not specifically address maternal sugar intake in pregnancy	could not	DIFFICULT_TASK	[3207]	[3216]	PMC5540678.nxml.gz-60
PMC5812027	PMC5812027.nxml.gz-32	[2556]	[2638]	These processes are complex and normal development is dependent on several factors	complex	DIFFICULT_TASK	[2576]	[2583]	PMC5812027.nxml.gz-33
PMC6000839	PMC6000839.nxml.gz-141	[18205]	[18377]	This might be a reason why we failed to report a significant positive association between high adherence to healthy dietary pattern and neonatal anthropometric measurements	failed	DIFFICULT_TASK	[18235]	[18241]	PMC6000839.nxml.gz-8129
PMC6011374	PMC6011374.nxml.gz-41	[3066]	[3295]	This may be explained, in part, by inadequate control of related risk factors and confounders in statistical analyses, variations between assays that measure vitamin D and significant heterogeneity between studied populations [6]	variations	DIFFICULT_TASK	[3185]	[3195]	PMC6011374.nxml.gz-48
PMC6022422	PMC6022422.nxml.gz-192	[17690]	[17753]	However, we could not do it, which is a limitation of our study	could not	DIFFICULT_TASK	[17702]	[17711]	PMC6022422.nxml.gz-193
PMC6029118	PMC6029118.nxml.gz-104	[9834]	[10104]	We will also exclude three Upazilas from Gazipur because of the high number of garment industries, which would have high numbers of working women and would be difficult to follow-up and eight Upazilas from Mymensingh because of the high prevalence of malaria and kalazar	difficult	DIFFICULT_TASK	[9993]	[10002]	PMC6029118.nxml.gz-107
PMC6033232	PMC6033232.nxml.gz-168	[19478]	[19583]	we were unable to compare to exclusively formula-fed infants since most infants received some breast milk	unable to	DIFFICULT_TASK	[19486]	[19495]	PMC6033232.nxml.gz-169
PMC6039335	PMC6039335.nxml.gz-80	[8795]	[8881]	Intramuscular fat content in the LM varies significantly depending on the cattle breed	varies	DIFFICULT_TASK	[8831]	[8837]	PMC6039335.nxml.gz-81
PMC6054603	PMC6054603.nxml.gz-118	[25236]	[25454]	Again, the resources and intensive psychology training required to administer, for example, the more complex Bayley Scale, while generating more detailed information, was not considered feasible in our study population	complex	DIFFICULT_TASK	[25337]	[25344]	PMC6054603.nxml.gz-120
PMC6056931	PMC6056931.nxml.gz-154	[40578]	[40612]	This study also has its challenges	challenges	DIFFICULT_TASK	[40602]	[40612]	PMC6056931.nxml.gz-157
