PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	IGNORANCE TYPE	C_START	C_END	CONCEPT_MENTION_ID
PMC1247630	PMC1247630.nxml.gz-9	[562]	[758]	New findings from the NIEHS-funded Northern California Childhood Leukemia Study (NCCLS) show that the disease may originate even earlier—in the foods a woman eats before she even becomes pregnant.	New	FULL_UNKNOWN	[562]	[565]	PMC1247630.nxml.gz-8
PMC1626394	PMC1626394.nxml.gz-3	[181]	[452]	But new research suggests that a weekly iron supplement coinciding with the renewal of the small intestine’s mucosal lining cells (where nutrient absorption occurs) works better than a daily supplement and prevents problems resulting from too much iron at the wrong times	new	FULL_UNKNOWN	[185]	[188]	PMC1626394.nxml.gz-4
PMC2396486	PMC2396486.nxml.gz-167	[20827]	[20929]	Thus, these neuropeptides are of interest as potential targets for novel antipsychotic agents[39],[40]	novel	FULL_UNKNOWN	[20894]	[20899]	PMC2396486.nxml.gz-171
PMC2672462	PMC2672462.nxml.gz-108	[4485]	[4642]	It is unknown however, what degree of hyperglycemia, or indeed if it is related metabolic disturbances, which increases the risk of diabetes to the offspring	unknown	FULL_UNKNOWN	[4491]	[4498]	PMC2672462.nxml.gz-109
PMC2885310	PMC2885310.nxml.gz-9	[297]	[453]	Little, however, is known about the consequences of insufficient sleep and poor sleep quality during pregnancy on glucose tolerance and gestational diabetes	Little ... is known	FULL_UNKNOWN	[297, 314]	[303, 322]	PMC2885310.nxml.gz-7
PMC2889879	PMC2889879.nxml.gz-30	[2678]	[2787]	The biological mechanisms underlying the etiology of schizophrenia and psychotic symptoms are largely unknown	unknown	FULL_UNKNOWN	[2780]	[2787]	PMC2889879.nxml.gz-32
PMC2898025	PMC2898025.nxml.gz-5	[184]	[231]	The etiology of this disease is largely unknown	unknown	FULL_UNKNOWN	[224]	[231]	PMC2898025.nxml.gz-6
PMC2999828	PMC2999828.nxml.gz-239	[13466]	[13578]	Furthermore, during pregnancy, nasal congestion can worsen, although the exact mechanism for this is not defined	not defined	FULL_UNKNOWN	[13567]	[13578]	PMC2999828.nxml.gz-242
PMC3205727	PMC3205727.nxml.gz-301	[20223]	[20362]	No prior studies have specifically examined impacts of maternal intake of sweets or soft drinks in pregnancy on offspring weight parameters	No prior studies	FULL_UNKNOWN	[20223]	[20239]	PMC3205727.nxml.gz-667
PMC3272870	PMC3272870.nxml.gz-77	[3447]	[3498]	However, such a relation has not yet been confirmed	not yet	FULL_UNKNOWN	[3476]	[3483]	PMC3272870.nxml.gz-79
