PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	C_START	C_END	CONCEPT_MENTION_ID
PMC1247630	PMC1247630.nxml.gz-9	[562]	[758]	New findings from the NIEHS-funded Northern California Childhood Leukemia Study (NCCLS) show that the disease may originate even earlier—in the foods a woman eats before she even becomes pregnant.	New	[562]	[565]	PMC1247630.nxml.gz-8
PMC1247630	PMC1247630.nxml.gz-912	[759]	[841]	The effect of maternal diet on child leukemia risk has not been rigorously studied	has not been rigorously studied	[810]	[841]	PMC1247630.nxml.gz-15
PMC1626394	PMC1626394.nxml.gz-3	[181]	[452]	But new research suggests that a weekly iron supplement coinciding with the renewal of the small intestine’s mucosal lining cells (where nutrient absorption occurs) works better than a daily supplement and prevents problems resulting from too much iron at the wrong times	new	[185]	[188]	PMC1626394.nxml.gz-4
PMC2396486	PMC2396486.nxml.gz-167	[20827]	[20929]	Thus, these neuropeptides are of interest as potential targets for novel antipsychotic agents[39],[40]	novel	[20894]	[20899]	PMC2396486.nxml.gz-171
PMC2672462	PMC2672462.nxml.gz-108	[4485]	[4642]	It is unknown however, what degree of hyperglycemia, or indeed if it is related metabolic disturbances, which increases the risk of diabetes to the offspring	unknown	[4491]	[4498]	PMC2672462.nxml.gz-109
PMC2672462	PMC2672462.nxml.gz-145	[6645]	[6797]	These are largely consensus-based as the risk of complications is continuous and there are no obvious thresholds above which the risk markedly increases	there are no	[6726]	[6738]	PMC2672462.nxml.gz-149
PMC2672462	PMC2672462.nxml.gz-20343	[16276]	[16336]	To date no randomized controlled studies have been published	no ... studies	[16284, 16309]	[16286, 16316]	PMC2672462.nxml.gz-389
PMC2672462	PMC2672462.nxml.gz-20347	[26875]	[26925]	There are no studies using glitazones in pregnancy	There are no	[26875]	[26887]	PMC2672462.nxml.gz-651
PMC2672462	PMC2672462.nxml.gz-377	[15922]	[16013]	Data regarding the long-acting insulin analogs are less clear than for rapid-acting analogs	less clear	[15973]	[15983]	PMC2672462.nxml.gz-378
PMC2672462	PMC2672462.nxml.gz-535	[22841]	[23022]	However, as there was no evaluation of glycemic control early in pregnancy, and more women on metformin had pre-existing type 2 diabetes, the groups do not appear to be well matched	there was no	[22853]	[22865]	PMC2672462.nxml.gz-537
PMC2672462	PMC2672462.nxml.gz-544	[23267]	[23525]	Although the above randomized trials have demonstrated non-inferiority of glyburide and metformin in achieving glycemic control, and satisfactory birth outcomes compared to insulin therapy, concerns must remain as long-term issues have not yet been addressed	not yet	[23503]	[23510]	PMC2672462.nxml.gz-555
PMC2672462	PMC2672462.nxml.gz-595	[24965]	[25038]	The programming and developmental effects of these on a fetus are unknown	unknown	[25031]	[25038]	PMC2672462.nxml.gz-597
PMC2672462	PMC2672462.nxml.gz-724	[31825]	[31915]	However, it is unclear if less intensive interventions can be effective in this population	unclear	[31840]	[31847]	PMC2672462.nxml.gz-725
PMC2672462	PMC2672462.nxml.gz-758	[33210]	[33340]	The rapid acting analogs lispro and aspart are considered safe, but the safety of the long-acting analogs are yet to be determined	yet to be determined	[33320]	[33340]	PMC2672462.nxml.gz-763
PMC2885310	PMC2885310.nxml.gz-402	[28552]	[28705]	Causal biological mechanisms for the observed positive, though statistically in-significant association between long sleep duration and GDM are not clear	not clear	[28696]	[28705]	PMC2885310.nxml.gz-406
PMC2885310	PMC2885310.nxml.gz-419	[28999]	[29193]	Despite unclear mechanisms, the positive relationship between later pregnancy hyperglycemia and GDM risk were evident among women who reported short/long sleep duration and snoring in our cohort	unclear	[29007]	[29014]	PMC2885310.nxml.gz-420
