	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)	CLUSTER	PREPROCESSED_SENTENCE
S103-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S103-BMJ_2010_Apr_29_340_c1640	['overall, epidemiological studies SUPPORT a PROTECTIVE ROLE for Vitamin D in Autoimmune disease, PARTICULARLY in childhood and Adolescence, and Vitamin D supplementation in early Adulthood EFFECTIVELY reduces the risk of multiple sclerosis; THEREFORE, supplementation of adolescents and young Adults COULD BE effectively used for PREVENTION.6the FINDINGS HERE provide the FIRST population BASED evidence beyond month of Birth PATTERNS to INDICATE that Vitamin D supplementation for the PREVENTION of multiple sclerosis MIGHT also NEED to be CONSIDERED during in utero development.14they are CONSISTENT with a multi-hit causal cascade for multiple sclerosis, with PUTATIVE adverse environmental FACTORS, such as low Vitamin D concentrations, acting at more than one stage of Life.53\n\nwhat is already known on this topic\nin the northern hemisphere, there are more cases of multiple sclerosis in People Born in may and fewer in those Born in november\nmaternal exposure to ambient ultraviolet radiation in Pregnancy can be used as an instrumental variable for Vitamin D status during Pregnancy\nlow Vitamin D concentrations HAVE BEEN ASSOCIATED with a higher risk of multiple sclerosis\n\nwhat THIS STUDY adds\nin australia there is a reciprocal PATTERN of month of Birth and risk of multiple sclerosis, with a higher risk for those Born in november-december compared with may-june\nthis PATTERN was accounted FOR by maternal exposure to ambient ultraviolet radiation in the first trimester\nlow maternal exposure to Ultraviolet Radiation in the first trimester was inversely RELATED to risk of multiple sclerosis in the offspring after adjustment for either month of Birth or place of Birth\n\npubmed central:']	[('INCOMPLETE_EVIDENCE', 33), ('SUPERFICIAL_RELATIONSHIP', 43), ('SUPERFICIAL_RELATIONSHIP', 54), ('IMPORTANT_CONSIDERATION', 96), ('IMPORTANT_CONSIDERATION', 188), ('PROBABLE_UNDERSTANDING', 240), ('INCOMPLETE_EVIDENCE', 299), ('SUPERFICIAL_RELATIONSHIP', 329), ('INCOMPLETE_EVIDENCE', 345), ('QUESTION_ANSWERED_BY_THIS_WORK', 354), ('INCOMPLETE_EVIDENCE', 371), ('QUESTION_ANSWERED_BY_THIS_WORK', 388), ('SUPERFICIAL_RELATIONSHIP', 425), ('INCOMPLETE_EVIDENCE', 437), ('SUPERFICIAL_RELATIONSHIP', 485), ('INCOMPLETE_EVIDENCE', 518), ('FUTURE_WORK', 529), ('IMPORTANT_CONSIDERATION', 529), ('FUTURE_WORK', 540), ('IMPORTANT_CONSIDERATION', 540), ('INCOMPLETE_EVIDENCE', 590), ('SUPERFICIAL_RELATIONSHIP', 590), ('PROBABLE_UNDERSTANDING', 662), ('SUPERFICIAL_RELATIONSHIP', 693), ('INCOMPLETE_EVIDENCE', 1118), ('SUPERFICIAL_RELATIONSHIP', 1128), ('QUESTION_ANSWERED_BY_THIS_WORK', 1186), ('SUPERFICIAL_RELATIONSHIP', 1237), ('SUPERFICIAL_RELATIONSHIP', 1378), ('QUESTION_ANSWERED_BY_THIS_WORK', 1400), ('SUPERFICIAL_RELATIONSHIP', 1565)]	31	[('CHEBI_27300', 'vitamin D', 63, 'vitamin D'), ('UBERON_0001442', 'skeleton of manus', 76, 'autoimmune'), ('GO_0048848', 'neurohypophysis morphogenesis', 126, 'adolescence'), ('CHEBI_27300', 'vitamin D', 143, 'vitamin D'), ('UBERON_0000113', 'post-juvenile adult stage', 178, 'adulthood'), ('UBERON_0007023', 'adult organism', 292, 'adults'), ('GO_0007567', 'parturition', 419, 'birth'), ('CHEBI_27300', 'vitamin D', 451, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 714, 'vitamin D'), ('UBERON_0000104', 'life cycle', 773, 'life'), ('NCBITaxon_10088', 'Mus <genus>', 892, 'people'), ('GO_0007567', 'parturition', 899, 'born'), ('GO_0007567', 'parturition', 930, 'born'), ('GO_0007565', 'female pregnancy', 1001, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 1055, 'vitamin D'), ('GO_0007565', 'female pregnancy', 1079, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 1093, 'vitamin D'), ('GO_0007567', 'parturition', 1257, 'birth'), ('GO_0007567', 'parturition', 1324, 'born'), ('CHEBI_52927', 'To-Pro-1(2+)', 1506, 'ultraviolet radiation'), ('GO_0007567', 'parturition', 1657, 'birth'), ('GO_0007567', 'parturition', 1675, 'birth')]	0	['overall, epidemiological   disease, childhood adolescence,  supplementation adulthood reduces sclerosis; therefore, supplementation adolescents young adults prevention.6the month birth  supplementation sclerosis utero development.14they multi-hit causal cascade sclerosis, environmental factors,  concentrations, life.53\n\nwhat topic\nin northern hemisphere, cases sclerosis people born born november\nmaternal exposure ambient ultraviolet radiation pregnancy  status pregnancy\nlow  concentrations higher sclerosis\n\nwhat adds\nin australia reciprocal month birth sclerosis, higher born november-december may-june\nthis maternal exposure ambient ultraviolet radiation trimester\nlow maternal exposure ultraviolet radiation trimester sclerosis offspring adjustment place birth\n\npubmed central:']
S8-PMC2685863	PMC2685863	5/2009	S8-PMC2685863	['the next step is determining HOW Vitamin D and Hla-Drb1*15 MIGHT INTERACT to Modulate the Autoimmune nature of ms. epidemiologic and Animal studies of ms POINT TO involvement of the Thymus Gland early in development.']	[('EXPLICIT_QUESTION', 29), ('INCOMPLETE_EVIDENCE', 59), ('SUPERFICIAL_RELATIONSHIP', 65), ('INCOMPLETE_EVIDENCE', 154)]	4	[('CHEBI_27300', 'vitamin D', 33, 'vitamin D'), ('PR_000002011', 'MHC class I histocompatibility antigen C alpha chain', 47, 'HLA-DRB1'), ('GO_0065007', 'biological regulation', 77, 'modulate'), ('UBERON_0001442', 'skeleton of manus', 90, 'autoimmune'), ('NCBITaxon_33208', 'Metazoa', 133, 'animal'), ('UBERON_0002370', 'thymus', 182, 'thymus gland')]	0	[' hla-drb1*15  nature ms. epidemiologic animal ms thymus gland development.']
S12-PMC2685863	PMC2685863	5/2009	S12-PMC2685863	['the researchers REASON that a lack of Vitamin D in the Thymus in early Life COULD limit this process, THUS enabling “self-directed” T Cells to survive and trigger an Autoimmune response to the Myelin Sheath on Nerve Fibers—a classic feature of ms.']	[('PROBABLE_UNDERSTANDING', 16), ('INCOMPLETE_EVIDENCE', 76), ('PROBABLE_UNDERSTANDING', 102)]	3	[('CHEBI_27300', 'vitamin D', 38, 'vitamin D'), ('UBERON_0002370', 'thymus', 55, 'thymus'), ('UBERON_0000104', 'life cycle', 71, 'life'), ('CL_0000084', 'T cell', 132, 'T cells'), ('UBERON_0001442', 'skeleton of manus', 166, 'autoimmune'), ('UBERON_0000347', 'entire myelin sheath', 193, 'myelin sheath'), ('UBERON_0006134', 'nerve fiber', 210, 'nerve fibers')]	0	[' thymus life process, enabling “self-directed” cells survive  response myelin sheath nerve fibers—a ms.']
S10-PMC3075531	PMC3075531	7/2010	S10-PMC3075531	['introduction\nmultiple sclerosis (ms) is a chronic PROBABLY with Autoimmune basis and UNCERTAIN etiology characterized by Demyelinative and inflammatory physiopathology causing Axonal damages.12this disease AFFECTS females more than males with ordinary 10 years Relapsing-remitting course and secondary progressive phase.2on histological basis, T Helper Cells type 1 (th1) is the MOST RESPONSIBLE cause for pathologies SEEN in ms.1–3there are multiple RISK FACTORS for ms in a COMPLEX RELATIONSHIP with each other from Genetic ones to environmental FACTORS BUT exact mechanism leading to ms has REMAINED UNCLEAR yet.45from GUESSED environmental RISK FACTORS for ms, past infection with Ebv, smoking and low Serum level of Vitamin D are more favorable.67the MOST IMPORTANT Vitamin in calcium and Phosphor Homeostasis is Vitamin D. this Vitamin has PROPOSED POTENTIAL power for Modulating Immune System.48this is achieved via enhancing the Phagocytic function of Monocytes9And decreasing the secretion of Il-6, Il-12, Tnf-Α and Pge2 by Monocytes.10also, immature or semi mature Apc’S cannot mature in presence of 1,25 (Oh)2D.8MANY STUDIES SHOWED a ROLE of paracrine function and Nerve Growth Factor Synthesis Of Vitamin D in Cns and also, SHOWED that deficiency of this Vitamin in Pregnancy Period CAN cause Neural System disorder in Animal cases.811–14then, Vitamin D has a near RELATION with ms and the results of DIFFERENT studies can be summarized as follows: first, the EFFECT of latitude via exposure to sun light and Serum level of Vitamin D on ms prevalence, that increases with distance from equator, with ONLY one EXCEPTION in norway.23815second, vander et al.']	[('PROBABLE_UNDERSTANDING', 50), ('FULL_UNKNOWN', 85), ('SUPERFICIAL_RELATIONSHIP', 206), ('PROBABLE_UNDERSTANDING', 379), ('PROBABLE_UNDERSTANDING', 384), ('INCOMPLETE_EVIDENCE', 418), ('SUPERFICIAL_RELATIONSHIP', 451), ('DIFFICULT_TASK', 476), ('SUPERFICIAL_RELATIONSHIP', 484), ('SUPERFICIAL_RELATIONSHIP', 548), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 556), ('INCOMPLETE_EVIDENCE', 594), ('FULL_UNKNOWN', 603), ('INCOMPLETE_EVIDENCE', 622), ('SUPERFICIAL_RELATIONSHIP', 644), ('PROBABLE_UNDERSTANDING', 756), ('IMPORTANT_CONSIDERATION', 761), ('INCOMPLETE_EVIDENCE', 846), ('INCOMPLETE_EVIDENCE', 855), ('INCOMPLETE_EVIDENCE', 1123), ('INCOMPLETE_EVIDENCE', 1136), ('SUPERFICIAL_RELATIONSHIP', 1145), ('INCOMPLETE_EVIDENCE', 1236), ('INCOMPLETE_EVIDENCE', 1295), ('SUPERFICIAL_RELATIONSHIP', 1377), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 1413), ('SUPERFICIAL_RELATIONSHIP', 1472), ('ANOMALY_CURIOUS_FINDING', 1612), ('ANOMALY_CURIOUS_FINDING', 1621)]	29	[('UBERON_0001442', 'skeleton of manus', 64, 'autoimmune'), ('GO_0006188', 'IMP biosynthetic process', 121, 'demyelinative'), ('GO_0030424', 'axon', 176, 'axonal'), ('GO_0065007', 'biological regulation', 261, 'relapsing'), ('CL_0000545', 'T-helper 1 cell', 344, 'T helper cells'), ('SO_0000704', 'gene', 518, 'genetic'), ('NCBITaxon_10088', 'Mus <genus>', 685, 'EBV'), ('UBERON_0001977', 'blood serum', 706, 'serum'), ('CHEBI_27300', 'vitamin D', 721, 'vitamin D'), ('CHEBI_33229', 'vitamin (role)', 771, 'vitamin'), ('CHEBI_30215', 'muonide', 794, 'phosphor'), ('GO_0042592', 'homeostatic process', 803, 'homeostasis'), ('CHEBI_27300', 'vitamin D', 818, 'vitamin D'), ('CHEBI_33229', 'vitamin (role)', 834, 'vitamin'), ('GO_0065007', 'biological regulation', 875, 'modulating'), ('UBERON_0002405', 'immune system', 886, 'immune system'), ('GO_0006909', 'phagocytosis', 937, 'phagocytic'), ('CL_0002198', 'oncocyte', 960, 'monocytes9and'), ('PR_000001470', 'interleukin-28B', 1002, 'IL-6'), ('PR_000001470', 'interleukin-28B', 1008, 'IL-12'), ('PR_000000134', 'tumor necrosis factor alpha', 1015, 'TNF-α'), ('PR_000012560', 'peroxisomal membrane protein PEX14', 1025, 'PGE2'), ('CL_0000576', 'monocyte', 1033, 'monocytes'), ('PR_000004122', 'adenomatous polyposis coli protein', 1075, 'APC'), ('PR_000011000', 'N-alpha-acetyltransferase 60', 1079, 's'), ('CHEBI_82784', 'PVP38-Ag NP', 1110, '1,25 (OH)2D'), ('UBERON_0001021', 'nerve', 1176, 'nerve'), ('GO_0040007', 'growth', 1182, 'growth factor'), ('GO_0030474', 'spindle pole body duplication', 1196, 'synthesis of vitamin D'), ('CHEBI_27300', 'vitamin D', 1209, 'vitamin D'), ('UBERON_0001017', 'central nervous system', 1222, 'CNS'), ('CHEBI_33229', 'vitamin (role)', 1267, 'vitamin'), ('GO_0007565', 'female pregnancy', 1278, 'pregnancy'), ('UBERON_0018298', 'stylocone', 1278, 'pregnancy period'), ('UBERON_0023879', 'neural system', 1305, 'neural system'), ('NCBITaxon_33208', 'Metazoa', 1331, 'animal'), ('CHEBI_27300', 'vitamin D', 1356, 'vitamin D'), ('UBERON_0001977', 'blood serum', 1521, 'serum'), ('CHEBI_27300', 'vitamin D', 1536, 'vitamin D')]	0	['introduction\nmultiple sclerosis (ms) chronic  etiology demyelinative inflammatory physiopathology axonal damages.12this disease females males ordinary 10 relapsing-remitting course secondary progressive phase.2on histological basis, helper cells type (th1) pathologies ms.1–3there ms genetic ones environmental exact ms yet.45from environmental ms, infection ebv, smoking serum  favorable.67the vitamin calcium phosphor homeostasis . vitamin immune system.48this achieved via phagocytic monocytes9and decreasing secretion il-6, il-12, tnf-α pge2 monocytes.10also, immature semi mature apc’s mature presence 1,25 (oh)2d.8many paracrine nerve synthesis  cns also, vitamin pregnancy period neural system disorder animal cases.811–14then,  ms results follows: first, latitude via exposure sun serum  ms prevalence, distance equator, norway.23815second, vander et al.']
S11-PMC3075531	PMC3075531	7/2010	S11-PMC3075531	['SHOWED that sun exposure in Childhood period PREVENTS from ms.16third, it SEEMS low risk of ms in white population is ASSOCIATED with high Serum level of vitamin d or high oral Intake via supplements or oily fish in SOME STUDIES.217–19fourth, it HAVE BEEN SHOWN that Vitamin D CAN be a PROTECTIVE agent against experimental Autoimmune encephalitis in Mice (like ms in Humans).48finally, some scientists administered 100-1700 iu/day Vitamin D supplements in ms patients and OBSERVED the reduction of relapses.20–22the CANDIDATE for estimating Serum level of Vitamin D is 25-Hydroxy Vitamin D, BECAUSE of its prolonged half-Life.823–25it is used to assess an Individual’s overall Vitamin D nutritional status, BECAUSE its formation, UNLIKE that of 1, 25-Dihydroxy Vitamin D, is not tightly Regulated and it has a relatively long half-life (20-60 days).']	[('INCOMPLETE_EVIDENCE', 0), ('SUPERFICIAL_RELATIONSHIP', 45), ('ANOMALY_CURIOUS_FINDING', 74), ('SUPERFICIAL_RELATIONSHIP', 118), ('INCOMPLETE_EVIDENCE', 216), ('INCOMPLETE_EVIDENCE', 246), ('INCOMPLETE_EVIDENCE', 277), ('SUPERFICIAL_RELATIONSHIP', 286), ('INCOMPLETE_EVIDENCE', 473), ('INCOMPLETE_EVIDENCE', 517), ('PROBABLE_UNDERSTANDING', 592), ('PROBABLE_UNDERSTANDING', 708), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 731)]	13	[('UBERON_0013628', 'pollical pad', 28, 'childhood'), ('UBERON_0001977', 'blood serum', 139, 'serum'), ('GO_0007631', 'feeding behavior', 177, 'intake'), ('CHEBI_27300', 'vitamin D', 267, 'vitamin D'), ('UBERON_0001442', 'skeleton of manus', 324, 'autoimmune'), ('NCBITaxon_10088', 'Mus <genus>', 351, 'mice'), ('NCBITaxon_9606', 'Homo sapiens', 368, 'humans'), ('CHEBI_27300', 'vitamin D', 432, 'vitamin D'), ('UBERON_0001977', 'blood serum', 542, 'serum'), ('CHEBI_27300', 'vitamin D', 557, 'vitamin D'), ('CHEBI_62218', '23,24-dihydrocucurbitacin D', 570, '25-hydroxy vitamin D'), ('UBERON_0000104', 'life cycle', 622, 'life'), ('NCBITaxon_1', 'root', 657, 'individual'), ('CHEBI_27300', 'vitamin D', 678, 'vitamin D'), ('CHEBI_43176', 'hydroxy group', 752, 'dihydroxy'), ('CHEBI_27300', 'vitamin D', 762, 'vitamin D'), ('GO_0065007', 'biological regulation', 788, 'regulated')]	0	['showed sun exposure childhood period ms.16third, ms white population serum vitamin oral intake via supplements oily fish studies.217–19fourth,  agent  encephalitis mice (like ms humans).48finally, scientists administered 100-1700 iu/day  supplements ms patients reduction relapses.20–22the serum  25-hydroxy vitamin d, prolonged half-life.823–25it individual’s  nutritional status, formation, 1, 25-dihydroxy tightly half-life (20-60 days).']
S12-PMC3075531	PMC3075531	7/2010	S12-PMC3075531	['there are DIFFERENCES in OPTIMAL level of 25-Hydroxy Vitamin D BUT nowadays internationally ACCEPTED normal range is between 75 nmol/l and 200 nmol/l, and we CONSIDER Serum level below 75 nmol/l and below 2 nmol/l as insufficiency and deficiency, respectively.42325even it SEEMS to achieve the prevention of Autoimmune diseases, the Serum level of Vitamin D MUST BE higher than the level required to reduce osteoporosis (higher than 75 nmol/l).4in attention to high prevalence of ms in iran and especially in isfahan which is ABOUT 43.5/100,0002627and GIVEN that iran is located in an latitude of 32° 50’ and longitude of 51° 43’ with enough sun exposure and BECAUSE nobody INVESTIGATED the RELATIONSHIP between Vitamin D, AS an environmental agent, and ms disease in iran before, we DECIDED to compare the Serum level of 25-Hydroxy Vitamin D in ms patients and healthy control group in isfahan region.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 10), ('IMPORTANT_CONSIDERATION', 25), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 63), ('INCOMPLETE_EVIDENCE', 92), ('INCOMPLETE_EVIDENCE', 158), ('ANOMALY_CURIOUS_FINDING', 273), ('IMPORTANT_CONSIDERATION', 358), ('INCOMPLETE_EVIDENCE', 526), ('PROBABLE_UNDERSTANDING', 552), ('PROBABLE_UNDERSTANDING', 659), ('QUESTION_ANSWERED_BY_THIS_WORK', 674), ('SUPERFICIAL_RELATIONSHIP', 691), ('PROBABLE_UNDERSTANDING', 723), ('QUESTION_ANSWERED_BY_THIS_WORK', 784)]	14	[('CHEBI_62218', '23,24-dihydrocucurbitacin D', 42, '25-hydroxy vitamin D'), ('UBERON_0001977', 'blood serum', 167, 'serum'), ('UBERON_0001442', 'skeleton of manus', 308, 'autoimmune'), ('UBERON_0001977', 'blood serum', 333, 'serum'), ('CHEBI_27300', 'vitamin D', 348, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 712, 'vitamin D'), ('UBERON_0001977', 'blood serum', 807, 'serum'), ('CHEBI_62218', '23,24-dihydrocucurbitacin D', 822, '25-hydroxy vitamin D'), ('PR_000006444', 'diacylglycerol kinase delta', 841, 'D')]	0	['25-hydroxy vitamin nowadays internationally normal 75 nmol/l 200 nmol/l, serum 75 nmol/l 2 nmol/l deficiency, respectively.42325even achieve  diseases, serum  higher osteoporosis (higher 75 nmol/l).4in ms iran isfahan 43.5/100,0002627and iran located latitude 32° 50’ longitude 51° 43’ sun exposure nobody environmental agent, ms disease iran before, serum 25-hydroxy vitamin ms patients healthy isfahan region.']
S9-PMC3277098	PMC3277098	12/2011	S9-PMC3277098	['aside from Skeletal health, Vitamin D HAS BEEN ASSOCIATED with various cancers and Autoimmune disorders [1] with EVIDENCE FOR a ROLE in development and maintenance of Lung structure and function [3,4,5].']	[('INCOMPLETE_EVIDENCE', 38), ('SUPERFICIAL_RELATIONSHIP', 47), ('INCOMPLETE_EVIDENCE', 113), ('SUPERFICIAL_RELATIONSHIP', 128)]	4	[('UBERON_0004288', 'skeleton', 11, 'skeletal'), ('CHEBI_27300', 'vitamin D', 28, 'vitamin D'), ('UBERON_0001442', 'skeleton of manus', 83, 'autoimmune'), ('UBERON_0002048', 'lung', 167, 'lung')]	0	['aside skeletal health,  cancers  disorders [1] maintenance lung structure [3,4,5].']
S47-PMC3277098	PMC3277098	12/2011	S47-PMC3277098	['this MAY BE one POSSIBLE EXPLANATION for the epidemiological LINKS between both Autoimmune disease and allergy with Vitamin D deficiency [31].']	[('INCOMPLETE_EVIDENCE', 5), ('INCOMPLETE_EVIDENCE', 16), ('PROBABLE_UNDERSTANDING', 25), ('SUPERFICIAL_RELATIONSHIP', 61)]	4	[('UBERON_0001442', 'skeleton of manus', 80, 'autoimmune'), ('CHEBI_27300', 'vitamin D', 116, 'vitamin D')]	0	['epidemiological  disease allergy  [31].']
S78-PMC3347028	PMC3347028	3/2012	S78-PMC3347028	['these in vitro FINDINGS HELP to EXPLAIN the significant ASSOCIATION between Vitamin D deficiency and Autoimmune diseases, such as systemic lupus erythematosus [25], multiple sclerosis [26,27,28,29,30,31,32,33,34,35], rheumatoid arthritis [31,36,37], diabetes—both types 1 [31,38,39,40,41,42] and 2 [43,44,45], and certain cancers, such as Colon [46,47,48,49], Breast [50,51,52,53,54,55], and Prostate [55,56,57,58,59].']	[('INCOMPLETE_EVIDENCE', 15), ('INCOMPLETE_EVIDENCE', 24), ('PROBABLE_UNDERSTANDING', 32), ('SUPERFICIAL_RELATIONSHIP', 56)]	4	[('CHEBI_27300', 'vitamin D', 76, 'vitamin D'), ('UBERON_0001442', 'skeleton of manus', 101, 'autoimmune'), ('UBERON_0001155', 'colon', 339, 'colon'), ('UBERON_0000310', 'breast', 360, 'breast'), ('UBERON_0002367', 'prostate gland', 392, 'prostate')]	0	['  diseases, systemic lupus erythematosus [25], sclerosis [26,27,28,29,30,31,32,33,34,35], rheumatoid arthritis [31,36,37], diabetes—both [31,38,39,40,41,42] 2 [43,44,45], cancers, colon [46,47,48,49], breast [50,51,52,53,54,55], prostate [55,56,57,58,59].']
S155-PMC3347028	PMC3347028	3/2012	S155-PMC3347028	['mcgrath and others continue to investigate WHETHER there are lasting EFFECTS of fetal and early infancy Vitamin D deficiency on later Adult disease processes such as Anatomical changes of the Brain, schizophrenia, multiple sclerosis, certain cancers, Cardiovascular disease, and various other Autoimmune diseases such as diabetes and lupus [106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121].']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 43), ('SUPERFICIAL_RELATIONSHIP', 69)]	2	[('CHEBI_27300', 'vitamin D', 104, 'vitamin D'), ('UBERON_0007023', 'adult organism', 134, 'adult'), ('UBERON_0001062', 'anatomical entity', 166, 'anatomical'), ('UBERON_0000955', 'brain', 192, 'brain'), ('UBERON_0004535', 'cardiovascular system', 251, 'cardiovascular'), ('UBERON_0001442', 'skeleton of manus', 293, 'autoimmune')]	0	['mcgrath lasting fetal infancy  adult disease processes anatomical changes brain, schizophrenia, sclerosis, cancers, cardiovascular disease,  diseases diabetes lupus [106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121].']
