	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)	CLUSTER	PREPROCESSED_SENTENCE
S95-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S95-BMJ_2010_Apr_29_340_c1640	['maternal exposure and health of offspring\nthis report adds to other work SHOWING that maternal exposure to ambient ultraviolet radiation during Pregnancy MIGHT INFLUENCE subsequent health in the offspring.30313233in a new zealand Birth cohort, infants whose mothers were exposed to peak sunshine during the first Trimester were significantly heavier at Birth than infants whose mothers experienced trough levels of sunshine during the same trimester.30in the united kingdom, maternal ambient Ultraviolet B exposure in the third trimester HAS BEEN positively RELATED to bone Mineral density and content at age 9 in offspring.34there is now GROWING INTEREST in the ROLE of maternal Vitamin D deficiency in Pregnancy and the Development of Central Nervous System and Immune disorders, PARTICULARLY schizophrenia,33type 1 diabetes, and other disorders.35ALTHOUGH active Vitamin D3Concentrations in the mother increase substantially during Pregnancy, early fetal supplies are lower36and directly DEPENDENT on the mother.']	[('INCOMPLETE_EVIDENCE', 73), ('INCOMPLETE_EVIDENCE', 154), ('SUPERFICIAL_RELATIONSHIP', 160), ('INCOMPLETE_EVIDENCE', 538), ('SUPERFICIAL_RELATIONSHIP', 558), ('INCOMPLETE_EVIDENCE', 639), ('SUPERFICIAL_RELATIONSHIP', 663), ('IMPORTANT_CONSIDERATION', 782), ('ANOMALY_CURIOUS_FINDING', 848), ('SUPERFICIAL_RELATIONSHIP', 991)]	10	[('GO_0007565', 'female pregnancy', 144, 'pregnancy'), ('GO_0007567', 'parturition', 230, 'birth'), ('GO_0009294', 'DNA mediated transformation', 313, 'trimester'), ('GO_0007567', 'parturition', 353, 'birth'), ('CHEBI_72754', 'bisphenol AF', 492, 'ultraviolet B'), ('CHEBI_46662', 'mineral', 574, 'mineral'), ('CHEBI_27300', 'vitamin D', 680, 'vitamin D'), ('GO_0007565', 'female pregnancy', 704, 'pregnancy'), ('GO_0008289', 'lipid binding', 722, 'development'), ('GO_0022412', 'cellular process involved in reproduction in multicellular organism', 737, 'central nervous system'), ('UBERON_0001017', 'central nervous system', 737, 'central nervous system'), ('UBERON_0002405', 'immune system', 764, 'immune'), ('PR_000017350', 'serine/threonine-protein kinase VRK2', 866, 'vitamin D3concentrations'), ('GO_0007565', 'female pregnancy', 935, 'pregnancy')]	0	['maternal exposure offspring\nthis maternal exposure ambient ultraviolet radiation pregnancy offspring.30313233in zealand birth cohort, infants whose mothers exposed peak sunshine trimester heavier birth infants whose mothers experienced trough levels sunshine trimester.30in united kingdom, maternal ambient ultraviolet b exposure third trimester positively bone mineral density content age 9 offspring.34there maternal  pregnancy central nervous system  disorders, schizophrenia,33type diabetes, disorders.35although vitamin d3concentrations mother increase pregnancy, fetal supplies lower36and mother.']
S99-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S99-BMJ_2010_Apr_29_340_c1640	['ultraviolet radiation exposure during the first trimester would be expected to specifically INFLUENCE Vitamin D concentrations up to early in the second trimester, given that Vitamin D has a half life of one to two months.45in RECENT australian work, higher levels of ambient ultraviolet radiation were ASSOCIATED with higher Vitamin D concentrations at the population level with a lag of one and a half months.46\n\nPOSSIBLE mechanisms\nfirst trimester Vitamin D concentrations MIGHT be particularly IMPORTANT in the development of the Central Nervous System BECAUSE during Early Embryonic Development, Vitamin D receptors are Expressed in the Neuroepithelium and later in the Subventricular Zone.15myelination occurs later; EVEN in mid-Gestation (19-24 weeks) Cortical Axonal tracts are not yet myelinated,47with major myelination of several areas occurring as late as 29-39 weeks.48in addition, the in utero Development Of Immune central Tolerance occurs in the first trimester and Vitamin D has immunomodulating properties.']	[('SUPERFICIAL_RELATIONSHIP', 92), ('INCOMPLETE_EVIDENCE', 227), ('SUPERFICIAL_RELATIONSHIP', 303), ('INCOMPLETE_EVIDENCE', 415), ('INCOMPLETE_EVIDENCE', 476), ('IMPORTANT_CONSIDERATION', 498), ('PROBABLE_UNDERSTANDING', 557), ('ANOMALY_CURIOUS_FINDING', 723)]	8	[('CHEBI_27300', 'vitamin D', 102, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 175, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 326, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 451, 'vitamin D'), ('UBERON_0001017', 'central nervous system', 534, 'central nervous system'), ('UBERON_0019248', 'early embryo', 572, 'early embryonic'), ('GO_0009790', 'embryo development', 578, 'embryonic development'), ('CHEBI_27300', 'vitamin D', 601, 'vitamin D'), ('GO_0010467', 'gene expression', 625, 'expressed'), ('UBERON_0034705', 'developing neuroepithelium', 642, 'neuroepithelium'), ('UBERON_0004922', 'postnatal subventricular zone', 675, 'subventricular zone'), ('GO_0007565', 'female pregnancy', 735, 'gestation'), ('UBERON_0001851', 'cortex', 759, 'cortical'), ('GO_0030424', 'axon', 768, 'axonal'), ('GO_0034102', 'erythrocyte clearance', 908, 'development of ... tolerance'), ('UBERON_0002405', 'immune system', 923, 'immune'), ('CHEBI_27300', 'vitamin D', 982, 'vitamin D')]	0	['ultraviolet radiation exposure trimester  concentrations trimester,  half life months.45in australian work, higher levels ambient ultraviolet radiation higher  concentrations population lag half months.46\n\npossible mechanisms\nfirst trimester  concentrations central nervous system embryonic development,  receptors expressed neuroepithelium subventricular zone.15myelination occurs later; mid-gestation (19-24 weeks) cortical axonal tracts myelinated,47with myelination occurring late 29-39 weeks.48in addition, utero  central tolerance occurs trimester  immunomodulating properties.']
S34-PMC2821652	PMC2821652	2/2010	S34-PMC2821652	['WHILE rickets HAS BEEN traditionally THOUGHT TO be the main sequelae of Vitamin D deficiency, numerous OTHER long-latency disease states (such as multiple sclerosis [23–25], rheumatoid arthritis [26–29], type 1 and 2 diabetes [30–34], Cardiovascular disease [35,36], various cancers [37–43], and systemic lupus erythematosus [44], to name BUT a few) as well as acute infections such as Upper Respiratory illnesses [45] and tuberculosis [46,47] are now LINKED with Vitamin D deficiency that are EXPLAINED by alterations in Immune function [47–49].']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 0), ('INCOMPLETE_EVIDENCE', 14), ('INCOMPLETE_EVIDENCE', 37), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 103), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 339), ('SUPERFICIAL_RELATIONSHIP', 452), ('PROBABLE_UNDERSTANDING', 494)]	7	[('CHEBI_27300', 'vitamin D', 72, 'vitamin D'), ('UBERON_0004535', 'cardiovascular system', 235, 'cardiovascular'), ('UBERON_0001154', 'vermiform appendix', 386, 'upper respiratory'), ('CHEBI_27300', 'vitamin D', 464, 'vitamin D'), ('UBERON_0002405', 'immune system', 522, 'immune')]	0	['rickets main sequelae  deficiency, long-latency disease (such sclerosis [23–25], rheumatoid arthritis [26–29], type 2 diabetes [30–34], cardiovascular disease [35,36], cancers [37–43], systemic lupus erythematosus [44], name few) acute infections upper respiratory illnesses [45] tuberculosis [46,47]  alterations  [47–49].']
S139-PMC2963768	PMC2963768	10/2010	S139-PMC2963768	['the Vitamin D receptor HAS BEEN FOUND within VIRTUALLY every Organ-System (55), and the active Metabolite of Vitamin D is WELL-DESCRIBED as a potent mediator of Cell Proliferation and Differentiation, PARTICULARLY NOTED for its range of EFFECTS on Immune function in laboratory MODELS (56).']	[('INCOMPLETE_EVIDENCE', 23), ('INCOMPLETE_EVIDENCE', 32), ('PROBABLE_UNDERSTANDING', 45), ('PROBABLE_UNDERSTANDING', 122), ('ANOMALY_CURIOUS_FINDING', 201), ('ANOMALY_CURIOUS_FINDING', 214), ('SUPERFICIAL_RELATIONSHIP', 237), ('INCOMPLETE_EVIDENCE', 278)]	8	[('CHEBI_27300', 'vitamin D', 4, 'vitamin D'), ('UBERON_0000062', 'organ', 61, 'organ'), ('UBERON_0000467', 'anatomical system', 67, 'system'), ('CHEBI_39382', 'flufenoxuron', 95, 'metabolite'), ('CHEBI_27300', 'vitamin D', 109, 'vitamin D'), ('PR_000006444', 'diacylglycerol kinase delta', 117, 'D'), ('GO_0030154', 'cell differentiation', 161, 'cell proliferation ... differentiation'), ('UBERON_0002405', 'immune system', 248, 'immune')]	0	[' receptor organ-system (55), metabolite  well-described potent cell proliferation differentiation,  laboratory (56).']
S16-PMC3004407	PMC3004407	12/2010	S16-PMC3004407	['RATHER, Vitamin D is now seen as a preprohormone whose active Metabolites act not only to ensure Calcium Homeostasis and bone health [5] but also act as mediators of Immune function in general [6,7], and specific to Pregnancy, play a ROLE in Immune tolerance, Insulin resistance, and Preeclampsia [8–12].']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 0), ('SUPERFICIAL_RELATIONSHIP', 234)]	2	[('CHEBI_27300', 'vitamin D', 8, 'vitamin D'), ('CHEBI_25212', 'metabolite', 62, 'metabolites'), ('GO_0055073', 'cadmium ion homeostasis', 97, 'calcium homeostasis'), ('UBERON_0002405', 'immune system', 166, 'immune'), ('GO_0007565', 'female pregnancy', 216, 'pregnancy'), ('UBERON_0002405', 'immune system', 242, 'immune'), ('PR_000045358', 'insulin family protein', 260, 'insulin'), ('GO_0007128', 'meiotic prophase I', 284, 'preeclampsia')]	0	['rather,  preprohormone whose metabolites ensure calcium homeostasis bone [5]  [6,7], pregnancy, play  tolerance, insulin resistance, preeclampsia [8–12].']
S156-PMC3004407	PMC3004407	12/2010	S156-PMC3004407	['given RECENT DISCOVERIES that LINK Vitamin D with the innate Immune System [6], it is not UNREASONABLE to predict that deficiencies during fetal development COULD have lasting sequelae on the child, NOT ONLY in terms of bone mineralization, BUT ALSO in terms of Immune Development that becomes the basis for later derangements SEEN with long-latency diseases such as multiple sclerosis, rheumatoid arthritis, diabetes, and certain cancers [59].']	[('INCOMPLETE_EVIDENCE', 6), ('FUTURE_WORK', 13), ('SUPERFICIAL_RELATIONSHIP', 30), ('IMPORTANT_CONSIDERATION', 90), ('INCOMPLETE_EVIDENCE', 157), ('ANOMALY_CURIOUS_FINDING', 199), ('ANOMALY_CURIOUS_FINDING', 241), ('INCOMPLETE_EVIDENCE', 327)]	8	[('CHEBI_27300', 'vitamin D', 35, 'vitamin D'), ('GO_0007566', 'embryo implantation', 61, 'immune'), ('UBERON_0002405', 'immune system', 61, 'immune system'), ('GO_0001822', 'kidney development', 262, 'immune development'), ('UBERON_0002405', 'immune system', 262, 'immune')]	0	['given  innate  [6], fetal lasting sequelae child, terms bone mineralization, terms  becomes derangements long-latency diseases sclerosis, rheumatoid arthritis, diabetes, cancers [59].']
S159-PMC3004407	PMC3004407	12/2010	S159-PMC3004407	"['[""""TAKING INTO account Vitamin D\'s EMERGING ROLE in Immune maintenance throughout the body and the MOUNTING EVIDENCE TO SUPPORT the IMPORTANCE of Vitamin D in maintaining good health, at the very LEAST, women who are deficient in Vitamin D SHOULD BE counseled regarding the risks of Vitamin D deficiency for themselves and their offspring and RECOMMENDED a therapy to ensure Vitamin D adequacy [60–62,68–70].""""]']"	[('PROBABLE_UNDERSTANDING', 0), ('IMPORTANT_CONSIDERATION', 7), ('INCOMPLETE_EVIDENCE', 32), ('SUPERFICIAL_RELATIONSHIP', 41), ('INCOMPLETE_EVIDENCE', 96), ('INCOMPLETE_EVIDENCE', 117), ('IMPORTANT_CONSIDERATION', 129), ('PROBABLE_UNDERSTANDING', 193), ('FUTURE_WORK', 237), ('FUTURE_WORK', 340)]	10	[('CHEBI_27300', 'vitamin D', 20, 'vitamin D'), ('UBERON_0002405', 'immune system', 49, 'immune'), ('CHEBI_27300', 'vitamin D', 143, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 227, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 280, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 372, 'vitamin D')]	0	"['[""""taking accoun d*s une maintenance throughout n maintaining health, least, women n counseled regarding n offspring therapy ensun [60–62,68–70].""""]']"
S10-PMC3075531	PMC3075531	7/2010	S10-PMC3075531	['introduction\nmultiple sclerosis (ms) is a chronic PROBABLY with Autoimmune basis and UNCERTAIN etiology characterized by Demyelinative and inflammatory physiopathology causing Axonal damages.12this disease AFFECTS females more than males with ordinary 10 years Relapsing-remitting course and secondary progressive phase.2on histological basis, T Helper Cells type 1 (th1) is the MOST RESPONSIBLE cause for pathologies SEEN in ms.1–3there are multiple RISK FACTORS for ms in a COMPLEX RELATIONSHIP with each other from Genetic ones to environmental FACTORS BUT exact mechanism leading to ms has REMAINED UNCLEAR yet.45from GUESSED environmental RISK FACTORS for ms, past infection with Ebv, smoking and low Serum level of Vitamin D are more favorable.67the MOST IMPORTANT Vitamin in calcium and Phosphor Homeostasis is Vitamin D. this Vitamin has PROPOSED POTENTIAL power for Modulating Immune System.48this is achieved via enhancing the Phagocytic function of Monocytes9And decreasing the secretion of Il-6, Il-12, Tnf-Α and Pge2 by Monocytes.10also, immature or semi mature Apc’S cannot mature in presence of 1,25 (Oh)2D.8MANY STUDIES SHOWED a ROLE of paracrine function and Nerve Growth Factor Synthesis Of Vitamin D in Cns and also, SHOWED that deficiency of this Vitamin in Pregnancy Period CAN cause Neural System disorder in Animal cases.811–14then, Vitamin D has a near RELATION with ms and the results of DIFFERENT studies can be summarized as follows: first, the EFFECT of latitude via exposure to sun light and Serum level of Vitamin D on ms prevalence, that increases with distance from equator, with ONLY one EXCEPTION in norway.23815second, vander et al.']	[('PROBABLE_UNDERSTANDING', 50), ('FULL_UNKNOWN', 85), ('SUPERFICIAL_RELATIONSHIP', 206), ('PROBABLE_UNDERSTANDING', 379), ('PROBABLE_UNDERSTANDING', 384), ('INCOMPLETE_EVIDENCE', 418), ('SUPERFICIAL_RELATIONSHIP', 451), ('DIFFICULT_TASK', 476), ('SUPERFICIAL_RELATIONSHIP', 484), ('SUPERFICIAL_RELATIONSHIP', 548), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 556), ('INCOMPLETE_EVIDENCE', 594), ('FULL_UNKNOWN', 603), ('INCOMPLETE_EVIDENCE', 622), ('SUPERFICIAL_RELATIONSHIP', 644), ('PROBABLE_UNDERSTANDING', 756), ('IMPORTANT_CONSIDERATION', 761), ('INCOMPLETE_EVIDENCE', 846), ('INCOMPLETE_EVIDENCE', 855), ('INCOMPLETE_EVIDENCE', 1123), ('INCOMPLETE_EVIDENCE', 1136), ('SUPERFICIAL_RELATIONSHIP', 1145), ('INCOMPLETE_EVIDENCE', 1236), ('INCOMPLETE_EVIDENCE', 1295), ('SUPERFICIAL_RELATIONSHIP', 1377), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 1413), ('SUPERFICIAL_RELATIONSHIP', 1472), ('ANOMALY_CURIOUS_FINDING', 1612), ('ANOMALY_CURIOUS_FINDING', 1621)]	29	[('UBERON_0001442', 'skeleton of manus', 64, 'autoimmune'), ('GO_0006188', 'IMP biosynthetic process', 121, 'demyelinative'), ('GO_0030424', 'axon', 176, 'axonal'), ('GO_0065007', 'biological regulation', 261, 'relapsing'), ('CL_0000545', 'T-helper 1 cell', 344, 'T helper cells'), ('SO_0000704', 'gene', 518, 'genetic'), ('NCBITaxon_10088', 'Mus <genus>', 685, 'EBV'), ('UBERON_0001977', 'blood serum', 706, 'serum'), ('CHEBI_27300', 'vitamin D', 721, 'vitamin D'), ('CHEBI_33229', 'vitamin (role)', 771, 'vitamin'), ('CHEBI_30215', 'muonide', 794, 'phosphor'), ('GO_0042592', 'homeostatic process', 803, 'homeostasis'), ('CHEBI_27300', 'vitamin D', 818, 'vitamin D'), ('CHEBI_33229', 'vitamin (role)', 834, 'vitamin'), ('GO_0065007', 'biological regulation', 875, 'modulating'), ('UBERON_0002405', 'immune system', 886, 'immune system'), ('GO_0006909', 'phagocytosis', 937, 'phagocytic'), ('CL_0002198', 'oncocyte', 960, 'monocytes9and'), ('PR_000001470', 'interleukin-28B', 1002, 'IL-6'), ('PR_000001470', 'interleukin-28B', 1008, 'IL-12'), ('PR_000000134', 'tumor necrosis factor alpha', 1015, 'TNF-α'), ('PR_000012560', 'peroxisomal membrane protein PEX14', 1025, 'PGE2'), ('CL_0000576', 'monocyte', 1033, 'monocytes'), ('PR_000004122', 'adenomatous polyposis coli protein', 1075, 'APC'), ('PR_000011000', 'N-alpha-acetyltransferase 60', 1079, 's'), ('CHEBI_82784', 'PVP38-Ag NP', 1110, '1,25 (OH)2D'), ('UBERON_0001021', 'nerve', 1176, 'nerve'), ('GO_0040007', 'growth', 1182, 'growth factor'), ('GO_0030474', 'spindle pole body duplication', 1196, 'synthesis of vitamin D'), ('CHEBI_27300', 'vitamin D', 1209, 'vitamin D'), ('UBERON_0001017', 'central nervous system', 1222, 'CNS'), ('CHEBI_33229', 'vitamin (role)', 1267, 'vitamin'), ('GO_0007565', 'female pregnancy', 1278, 'pregnancy'), ('UBERON_0018298', 'stylocone', 1278, 'pregnancy period'), ('UBERON_0023879', 'neural system', 1305, 'neural system'), ('NCBITaxon_33208', 'Metazoa', 1331, 'animal'), ('CHEBI_27300', 'vitamin D', 1356, 'vitamin D'), ('UBERON_0001977', 'blood serum', 1521, 'serum'), ('CHEBI_27300', 'vitamin D', 1536, 'vitamin D')]	0	['introduction\nmultiple sclerosis (ms) chronic autoimmune etiology demyelinative inflammatory physiopathology axonal damages.12this disease females males ordinary 10 relapsing-remitting course secondary progressive phase.2on histological basis, helper cells type (th1) pathologies ms.1–3there ms genetic ones environmental exact ms yet.45from environmental ms, infection ebv, smoking serum  favorable.67the vitamin calcium phosphor homeostasis . vitamin .48this achieved via phagocytic monocytes9and decreasing secretion il-6, il-12, tnf-α pge2 monocytes.10also, immature semi mature apc’s mature presence 1,25 (oh)2d.8many paracrine nerve synthesis  cns also, vitamin pregnancy period neural system disorder animal cases.811–14then,  ms results follows: first, latitude via exposure sun serum  ms prevalence, distance equator, norway.23815second, vander et al.']
S57-PMC3075531	PMC3075531	7/2010	S57-PMC3075531	['furthermore, Genetic variations in Vitamin-D-related and other Genes MIGHT INFLUENCE the EFFECTS of Vitamin D on the Immune System.']	[('INCOMPLETE_EVIDENCE', 69), ('SUPERFICIAL_RELATIONSHIP', 75), ('SUPERFICIAL_RELATIONSHIP', 89)]	3	[('SO_0000704', 'gene', 13, 'genetic'), ('CHEBI_83326', 'tedizolid phosphate', 35, 'vitamin-D'), ('SO_0000704', 'gene', 63, 'genes'), ('CHEBI_27300', 'vitamin D', 100, 'vitamin D'), ('UBERON_0002405', 'immune system', 117, 'immune system')]	0	['furthermore, genetic vitamin-d-related genes  .']
S103-PMC3235789	PMC3235789	12/2011	S103-PMC3235789	['the active form of Vitamin D (1,25-Dihydroxyvitamin D3) is a key modulator of the Immune Response, and Vitamin D is KNOWN to be a potent regulator of Placental Immunity, stimulating Antimicrobial Responses while suppressing inflammation [39].']	[('INCOMPLETE_EVIDENCE', 116)]	1	[('CHEBI_27300', 'vitamin D', 19, 'vitamin D'), ('CHEBI_63912', '19-hydroxyprostaglandin H2', 30, '1,25-dihydroxyvitamin D3'), ('GO_0006955', 'immune response', 82, 'immune response'), ('UBERON_0002405', 'immune system', 82, 'immune'), ('CHEBI_27300', 'vitamin D', 103, 'vitamin D'), ('UBERON_0001987', 'placenta', 150, 'placental'), ('GO_0007566', 'embryo implantation', 160, 'immunity'), ('CHEBI_65381', 'albizoside C', 182, 'antimicrobial'), ('GO_0051607', 'defense response to virus', 182, 'antimicrobial responses')]	0	['form  (1,25-dihydroxyvitamin d3) modulator  response,  potent placental immunity, antimicrobial responses suppressing inflammation [39].']
