	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)	CLUSTER	PREPROCESSED_SENTENCE
S0-PMC2581757	PMC2581757	11/2008	S0-PMC2581757	['ROLE of Vitamins C and e in Regulating antioxidant and pro-oxidant markers in Preeclampsia\n\nabstract\nwe compared three groups of Pregnant women: placebo with normotensive women, group a which included preeclamptics, and group b which comprised preeclamptics who were supplemented their diets with Vitamins C and e. Mda increased from 6.22\xa0±\xa02.8 (Placebo) to 8.48\xa0±\xa01.2 (a) and 8.02\xa0±\xa01.8\xa0nmol/ghb (b).']	[('SUPERFICIAL_RELATIONSHIP', 0)]	1	[('CHEBI_27306', 'vitamin B6', 8, 'Vitamins C'), ('PR_000027594', 'histone H3', 8, 'Vitamins C'), ('GO_0065007', 'biological regulation', 28, 'Regulating'), ('GO_0007128', 'meiotic prophase I', 78, 'Preeclampsia'), ('GO_0007565', 'female pregnancy', 129, 'pregnant'), ('CHEBI_27300', 'vitamin D', 297, 'vitamins C'), ('CHEBI_34840', 'methyl methacrylate', 315, 'MDA'), ('CHEBI_26130', 'biological pigment', 346, 'placebo')]	0	['role vitamins c e  antioxidant pro-oxidant preeclampsia\n\nabstract\nwe three pregnant women: placebo normotensive women, preeclamptics, b comprised preeclamptics supplemented diets  e. mda 6.22\xa0±\xa02.8 (placebo) 8.48\xa0±\xa01.2 (a) 8.02\xa0±\xa01.8\xa0nmol/ghb (b).']
S4-PMC2581757	PMC2581757	11/2008	S4-PMC2581757	['THUS, we conclude that the use of Vitamins C and e SHOULD BE CONSIDERED for the Control of certain IMPORTANT biochemical indices during the development of Preeclampsia; HOWEVER, FURTHER STUDIES ARE NEEDED to develop methods for the PREVENTION of Preeclampsia in women at high RISK.']	[('PROBABLE_UNDERSTANDING', 0), ('FUTURE_WORK', 51), ('FUTURE_WORK', 61), ('IMPORTANT_CONSIDERATION', 61), ('IMPORTANT_CONSIDERATION', 99), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 169), ('FUTURE_WORK', 178), ('FUTURE_WORK', 186), ('SUPERFICIAL_RELATIONSHIP', 232), ('IMPORTANT_CONSIDERATION', 276)]	10	[('CHEBI_27300', 'vitamin D', 34, 'vitamins C'), ('PR_000004900', 'complement C3', 43, 'C'), ('GO_0065007', 'biological regulation', 80, 'control'), ('GO_0007128', 'meiotic prophase I', 155, 'preeclampsia'), ('GO_0007128', 'meiotic prophase I', 246, 'preeclampsia')]	0	['thus,  e  biochemical indices preeclampsia; however, preeclampsia women risk.']
S36-PMC2581757	PMC2581757	11/2008	S36-PMC2581757	['in VIEW of the CONTRADICTORY REPORTS and the SERIOUSNESS of preeclampsia, the PRESENT STUDY included the determination of the activities of catalase, sod, Gpx and Grx in the Blood of normal and Preeclamptic women with and without vitamin treatment, along-with the contents of mda, Gsh, gssg, gssg/Gsh, no and Uric Acid, TO collectively EVALUATE the ROLES of Vitamins C and e in the Regulation of these factors.']	[('INCOMPLETE_EVIDENCE', 3), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 15), ('INCOMPLETE_EVIDENCE', 29), ('IMPORTANT_CONSIDERATION', 45), ('QUESTION_ANSWERED_BY_THIS_WORK', 78), ('QUESTION_ANSWERED_BY_THIS_WORK', 320), ('QUESTION_ANSWERED_BY_THIS_WORK', 336), ('SUPERFICIAL_RELATIONSHIP', 349)]	8	[('PR_000008210', 'glutathione peroxidase 1', 155, 'GPx'), ('PR_000008290', 'eukaryotic peptide chain release factor GTP-binding subunit ERF3A', 163, 'GRx'), ('UBERON_0000178', 'blood', 174, 'blood'), ('GO_0007565', 'female pregnancy', 194, 'preeclamptic'), ('CHEBI_16856', 'glutathione', 281, 'GSH'), ('CHEBI_16856', 'glutathione', 297, 'GSH'), ('CHEBI_27226', 'uric acid', 309, 'uric acid'), ('CHEBI_27300', 'vitamin D', 358, 'vitamins C'), ('GO_0065007', 'biological regulation', 382, 'regulation')]	0	['preeclampsia, determination activities catalase, sod, gpx grx blood normal preeclamptic women vitamin treatment, along-with contents mda, gsh, gssg, gssg/gsh, uric acid, collectively  e  factors.']
S200-PMC2581757	PMC2581757	11/2008	S200-PMC2581757	['THUS, we conclude that use of Vitamins C and E DEFINITELY Controls certain IMPORTANT biochemical indices during the development of Preeclampsia, and that FURTHER STUDIES ARE NEEDED to DEVELOP STRATEGIES for the PREVENTION of Preeclampsia in women at high RISK.']	[('PROBABLE_UNDERSTANDING', 0), ('PROBABLE_UNDERSTANDING', 47), ('IMPORTANT_CONSIDERATION', 75), ('FUTURE_WORK', 154), ('FUTURE_WORK', 162), ('FUTURE_WORK', 184), ('FUTURE_WORK', 192), ('SUPERFICIAL_RELATIONSHIP', 211), ('IMPORTANT_CONSIDERATION', 255)]	9	[('CHEBI_27300', 'vitamin D', 30, 'vitamins C'), ('PR_000004900', 'complement C3', 39, 'C'), ('CHEBI_52024', '4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide', 45, 'E'), ('GO_0065007', 'biological regulation', 58, 'controls'), ('GO_0007128', 'meiotic prophase I', 131, 'preeclampsia'), ('GO_0007128', 'meiotic prophase I', 225, 'preeclampsia')]	0	['thus,  e  biochemical indices preeclampsia, preeclampsia women risk.']
S89-PMC2582131	PMC2582131	11/2008	S89-PMC2582131	['first, Vitamin D MAY directly OR indirectly Modulate Pancreatic Β-Cell function and secretion by binding its circulating active form, 1,25-[Oh]D, to Β-Cell Vitamin D receptor and Regulating the balance between the Extracellular and Intracellular Β-Cell calcium pools[12],[30].']	[('INCOMPLETE_EVIDENCE', 17), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 30)]	2	[('CHEBI_27300', 'vitamin D', 7, 'vitamin D'), ('GO_0065007', 'biological regulation', 44, 'modulate'), ('CL_0000173', 'pancreatic D cell', 53, 'pancreatic β-cell'), ('UBERON_0001264', 'pancreas', 53, 'pancreatic'), ('CHEBI_84441', '13(S)-HOTrE', 134, '1,25-[OH]D'), ('CL_0000623', 'natural killer cell', 149, 'β-cell'), ('CHEBI_27300', 'vitamin D', 156, 'vitamin D'), ('GO_0065007', 'biological regulation', 179, 'regulating'), ('GO_0005576', 'extracellular region', 214, 'extracellular'), ('GO_0005622', 'intracellular anatomical structure', 232, 'intracellular'), ('CL_0000623', 'natural killer cell', 246, 'β-cell')]	0	['first,   pancreatic β-cell secretion binding circulating form, 1,25-[oh]d, β-cell  receptor  balance extracellular intracellular β-cell calcium pools[12],[30].']
S3-PMC2685863	PMC2685863	5/2009	S3-PMC2685863	['they IDENTIFIED a Vitamin D response element (vdre)—a short stretch of dna that is a signature of Genes Regulated by Vitamin D—next to the Gene.']	[('INCOMPLETE_EVIDENCE', 5)]	1	[('CHEBI_27300', 'vitamin D', 18, 'vitamin D'), ('SO_0000704', 'gene', 98, 'genes'), ('GO_0065007', 'biological regulation', 104, 'regulated'), ('CHEBI_27300', 'vitamin D', 117, 'vitamin D'), ('SO_0000704', 'gene', 139, 'gene')]	0	[' response element (vdre)—a stretch dna genes  —next gene.']
S6-PMC2685863	PMC2685863	5/2009	S6-PMC2685863	['“this is the FIRST DIRECT EVIDENCE that Vitamin D Regulates the Gene,” says ebers.']	[('INCOMPLETE_EVIDENCE', 13), ('SUPERFICIAL_RELATIONSHIP', 50)]	2	[('CHEBI_27300', 'vitamin D', 40, 'vitamin D'), ('GO_0065007', 'biological regulation', 50, 'regulates'), ('SO_0000704', 'gene', 64, 'gene')]	0	['“this   gene,” says ebers.']
S8-PMC2685863	PMC2685863	5/2009	S8-PMC2685863	['the next step is determining HOW Vitamin D and Hla-Drb1*15 MIGHT INTERACT to Modulate the Autoimmune nature of ms. epidemiologic and Animal studies of ms POINT TO involvement of the Thymus Gland early in development.']	[('EXPLICIT_QUESTION', 29), ('INCOMPLETE_EVIDENCE', 59), ('SUPERFICIAL_RELATIONSHIP', 65), ('INCOMPLETE_EVIDENCE', 154)]	4	[('CHEBI_27300', 'vitamin D', 33, 'vitamin D'), ('PR_000002011', 'MHC class I histocompatibility antigen C alpha chain', 47, 'HLA-DRB1'), ('GO_0065007', 'biological regulation', 77, 'modulate'), ('UBERON_0001442', 'skeleton of manus', 90, 'autoimmune'), ('NCBITaxon_33208', 'Metazoa', 133, 'animal'), ('UBERON_0002370', 'thymus', 182, 'thymus gland')]	0	[' hla-drb1*15  autoimmune nature ms. epidemiologic animal ms thymus gland development.']
S117-PMC2722583	PMC2722583	1/2009	S117-PMC2722583	['iron deficiency is an IMPORTANT RISK FACTOR for increased maternal mortality, low Birth weight and Preterm Delivery (brabin et al 2001) and the availability of calcium, Iodine, Folate and Vitamins A and D MAY Modulate fetal development (bartley et al 2005).']	[('IMPORTANT_CONSIDERATION', 22), ('SUPERFICIAL_RELATIONSHIP', 32), ('INCOMPLETE_EVIDENCE', 205)]	3	[('GO_0007567', 'parturition', 82, 'birth'), ('GO_0007565', 'female pregnancy', 99, 'preterm'), ('GO_0007567', 'parturition', 107, 'delivery'), ('CHEBI_24859', 'iodine atom', 169, 'iodine'), ('CHEBI_30863', '5-azaorotic acid', 177, 'folate'), ('CHEBI_27300', 'vitamin D', 188, 'vitamins A'), ('CHEBI_52024', '4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide', 203, 'D'), ('GO_0065007', 'biological regulation', 209, 'modulate')]	0	['iron maternal mortality, birth preterm delivery (brabin et al 2001) availability calcium, iodine, folate   fetal (bartley et al 2005).']
S120-PMC2963768	PMC2963768	10/2010	S120-PMC2963768	['hypothetical mechanisms that MAY CONTRIBUTE to risk of maternal-infant Vitamin D deficiency in south asiageneral mechanismexamples of specific HYPOTHESIZED mechanismsendogenous cutaneous Vitamin D Production\nconservative clothing practices (33)\nlimited time spent outdoors\ndark skin pigmentation (34)\ncloud-cover and outdoor air pollution (12)\ngeographic/Genetic/dietary factors that alter Epidermal 7-Dehydrocholesterol composition or concentrationdietary Vitamin D intake\ninadequate intake of Liver, eggs, fish, or fish oils, or fortified dairy products\ndiminished natural Vitamin d content of farmed fish (35)\nreduction in Vitamin D content of fish due to Cooking (e.g.']	[('INCOMPLETE_EVIDENCE', 29), ('SUPERFICIAL_RELATIONSHIP', 33), ('INCOMPLETE_EVIDENCE', 143)]	3	[('CHEBI_27300', 'vitamin D', 71, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 187, 'vitamin D'), ('GO_0071611', 'granulocyte colony-stimulating factor production', 187, 'vitamin D production'), ('PR_000006444', 'diacylglycerol kinase delta', 195, 'D'), ('SO_0000704', 'gene', 355, 'genetic'), ('UBERON_0007376', 'outer epithelium', 390, 'epidermal'), ('CHEBI_17500', '7alpha-hydroxycholesterol', 400, '7-dehydrocholesterol'), ('CHEBI_27300', 'vitamin D', 457, 'vitamin D'), ('UBERON_0002107', 'liver', 495, 'liver'), ('CHEBI_33229', 'vitamin (role)', 575, 'vitamin'), ('CHEBI_27300', 'vitamin D', 626, 'vitamin D'), ('GO_0065007', 'biological regulation', 659, 'cooking')]	0	['hypothetical mechanisms maternal-infant  south asiageneral mechanismexamples mechanismsendogenous cutaneous  production\nconservative clothing practices (33)\nlimited spent outdoors\ndark skin pigmentation (34)\ncloud-cover outdoor air pollution (12)\ngeographic/genetic/dietary alter epidermal 7-dehydrocholesterol composition concentrationdietary  intake\ninadequate intake liver, eggs, fish, fish oils, fortified dairy products\ndiminished natural vitamin content farmed fish (35)\nreduction  content fish  (e.g.']
