	ARTICLE	ARTICLE DATE	NUM SENTENCES
0	BMJ_2010_Apr_29_340_c1640	4/2010	5
24	PMC4251419	12/2014	5
21	PMC4113768	7/2014	4
7	PMC3075531	7/2010	4
33	PMC5129897	10/2016	3
10	PMC3347028	3/2012	2
1	PMC2290997	4/2008	2
11	PMC3395583	7/2012	2
37	PMC5956785	5/2018	2
9	PMC3347007	4/2012	1
3	PMC2798111	12/2010	1
36	PMC5941617	5/2018	1
35	PMC5706533	11/2017	1
34	PMC5310660	1/2017	1
2	PMC2646054	3/2009	1
32	PMC4908484	6/2016	1
31	PMC4903143	5/2016	1
30	PMC4764019	1/2016	1
29	PMC4684854	12/2015	1
28	PMC4624803	10/2015	1
27	PMC4488777	5/2015	1
26	PMC4466139	6/2015	1
25	PMC4329745	10/2014	1
23	PMC4188019	1/2010	1
8	PMC3257641	3/2010	1
22	PMC4161944	9/2014	1
4	PMC2821652	2/2010	1
20	PMC4045304	2/2014	1
5	PMC2873552	4/2010	1
18	PMC3760821	9/2013	1
17	PMC3705146	5/2013	1
16	PMC3659910	1/2013	1
15	PMC3613945	2/2013	1
14	PMC3504157	11/2012	1
13	PMC3501517	11/2012	1
12	PMC3476426	8/2012	1
6	PMC3004407	12/2010	1
19	PMC3991049	11/2013	1
