	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S94-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S94-BMJ_2010_Apr_29_340_c1640	['in this setting, there is STRONG a priori EVIDENCE that sun exposure or Vitamin D, or both, is LIKELY to be the central exposure6and LITTLE a priori evidence for any other strong DETERMINANT of multiple sclerosis LIKELY to be LINKED to maternal ambient Ultraviolet radiation exposure during the first Trimester.']	[('PROBABLE_UNDERSTANDING', 26), ('INCOMPLETE_EVIDENCE', 42), ('PROBABLE_UNDERSTANDING', 95), ('INCOMPLETE_EVIDENCE', 133), ('SUPERFICIAL_RELATIONSHIP', 179), ('PROBABLE_UNDERSTANDING', 213), ('SUPERFICIAL_RELATIONSHIP', 226)]	7	[('CHEBI_27300', 'vitamin D', 72, 'vitamin D'), ('CHEBI_75275', 'tetradecyl sulfonic acid', 253, 'ultraviolet'), ('GO_0009294', 'DNA mediated transformation', 301, 'trimester')]
S95-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S95-BMJ_2010_Apr_29_340_c1640	['maternal exposure and health of offspring\nthis report adds to other work SHOWING that maternal exposure to ambient ultraviolet radiation during Pregnancy MIGHT INFLUENCE subsequent health in the offspring.30313233in a new zealand Birth cohort, infants whose mothers were exposed to peak sunshine during the first Trimester were significantly heavier at Birth than infants whose mothers experienced trough levels of sunshine during the same trimester.30in the united kingdom, maternal ambient Ultraviolet B exposure in the third trimester HAS BEEN positively RELATED to bone Mineral density and content at age 9 in offspring.34there is now GROWING INTEREST in the ROLE of maternal Vitamin D deficiency in Pregnancy and the Development of Central Nervous System and Immune disorders, PARTICULARLY schizophrenia,33type 1 diabetes, and other disorders.35ALTHOUGH active Vitamin D3Concentrations in the mother increase substantially during Pregnancy, early fetal supplies are lower36and directly DEPENDENT on the mother.']	[('INCOMPLETE_EVIDENCE', 73), ('INCOMPLETE_EVIDENCE', 154), ('SUPERFICIAL_RELATIONSHIP', 160), ('INCOMPLETE_EVIDENCE', 538), ('SUPERFICIAL_RELATIONSHIP', 558), ('INCOMPLETE_EVIDENCE', 639), ('SUPERFICIAL_RELATIONSHIP', 663), ('IMPORTANT_CONSIDERATION', 782), ('ANOMALY_CURIOUS_FINDING', 848), ('SUPERFICIAL_RELATIONSHIP', 991)]	10	[('GO_0007565', 'female pregnancy', 144, 'pregnancy'), ('GO_0007567', 'parturition', 230, 'birth'), ('GO_0009294', 'DNA mediated transformation', 313, 'trimester'), ('GO_0007567', 'parturition', 353, 'birth'), ('CHEBI_72754', 'bisphenol AF', 492, 'ultraviolet B'), ('CHEBI_46662', 'mineral', 574, 'mineral'), ('CHEBI_27300', 'vitamin D', 680, 'vitamin D'), ('GO_0007565', 'female pregnancy', 704, 'pregnancy'), ('GO_0008289', 'lipid binding', 722, 'development'), ('GO_0022412', 'cellular process involved in reproduction in multicellular organism', 737, 'central nervous system'), ('UBERON_0001017', 'central nervous system', 737, 'central nervous system'), ('UBERON_0002405', 'immune system', 764, 'immune'), ('PR_000017350', 'serine/threonine-protein kinase VRK2', 866, 'vitamin D3concentrations'), ('GO_0007565', 'female pregnancy', 935, 'pregnancy')]
S37-PMC2265059	PMC2265059	3/2008	S37-PMC2265059	['for example, in australia,mcgrath and colleagues (2005b)SUGGESTED that Prenatal Vitamin D ASSOCIATED with maternal exposure to sunlight is ASSOCIATED with the seasonal variation in Birth weight.']	[('INCOMPLETE_EVIDENCE', 56), ('SUPERFICIAL_RELATIONSHIP', 90), ('SUPERFICIAL_RELATIONSHIP', 139)]	3	[('GO_0007565', 'female pregnancy', 71, 'prenatal'), ('CHEBI_27300', 'vitamin D', 80, 'vitamin D'), ('GO_0007567', 'parturition', 181, 'birth')]
S14-PMC2290997	PMC2290997	4/2008	S14-PMC2290997	['the BEST-KNOWN benefit of sunlight is its ability to boost the body’s Vitamin D supply; MOST cases of Vitamin D deficiency are DUE TO lack of outdoor sun exposure.']	[('INCOMPLETE_EVIDENCE', 4), ('INCOMPLETE_EVIDENCE', 9), ('PROBABLE_UNDERSTANDING', 88), ('PROBLEM_COMPLICATION', 127)]	4	[('CHEBI_27300', 'vitamin D', 70, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 102, 'vitamin D')]
S16-PMC2290997	PMC2290997	4/2008	S16-PMC2290997	['ALTHOUGH most of the health-promoting benefits of sun exposure are THOUGHT TO occur through Vitamin D Photosynthesis, there MAY BE OTHER health benefits that have gone largely OVERLOOKED in the DEBATE over HOW much sun is NEEDED for good health [see “other sun-dependent pathways,” p. a165].']	[('ANOMALY_CURIOUS_FINDING', 0), ('INCOMPLETE_EVIDENCE', 67), ('INCOMPLETE_EVIDENCE', 124), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 131), ('INCOMPLETE_EVIDENCE', 176), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 194), ('EXPLICIT_QUESTION', 206), ('IMPORTANT_CONSIDERATION', 222)]	8	[('CHEBI_27300', 'vitamin D', 92, 'vitamin D'), ('GO_0006654', 'phosphatidic acid biosynthetic process', 102, 'photosynthesis')]
S74-PMC2290997	PMC2290997	4/2008	S74-PMC2290997	['STILL to be resolved, HOWEVER, is the QUESTION of WHAT levels of Vitamin D are OPTIMAL for preventing the disease—and WHETHER the statistical ASSOCIATIONS REFLECT DIFFERENT Gene pools RATHER than DIFFERENT levels of 25(Oh)D. (INTERESTINGLY, holick REPORTED in the august 1988 issue of the journal of clinical endocrinology & Metabolism that no previtamin d3formed when Human skin was exposed to sunlight on cloudless days in boston, at 42.2°n, from november through february or in edmonton, at 52°n, from october through march.)']	[('IMPORTANT_CONSIDERATION', 0), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 22), ('EXPLICIT_QUESTION', 38), ('EXPLICIT_QUESTION', 50), ('IMPORTANT_CONSIDERATION', 79), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 118), ('EXPLICIT_QUESTION', 118), ('SUPERFICIAL_RELATIONSHIP', 142), ('SUPERFICIAL_RELATIONSHIP', 155), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 163), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 184), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 196), ('ANOMALY_CURIOUS_FINDING', 226), ('INCOMPLETE_EVIDENCE', 248)]	14	[('CHEBI_27300', 'vitamin D', 65, 'vitamin D'), ('SO_0000704', 'gene', 173, 'gene'), ('CHEBI_71657', 'versiconol acetate', 216, '25(OH)D'), ('GO_0008152', 'metabolic process', 325, 'Metabolism'), ('NCBITaxon_9606', 'Homo sapiens', 369, 'human')]
S76-PMC2290997	PMC2290997	4/2008	S76-PMC2290997	['“NEVERTHELESS, considering the SAFETY of Vitamin D EVEN in high doses, there is NO CLEAR contraindication, and BECAUSE Vitamin D deficiency is very PREVALENT, especially among ms patients, taking Vitamin D supplements and getting moderate sun exposure is more LIKELY to be beneficial than not.”\nas with ms, there APPEARS TO be a latitudinal gradient for type 1 diabetes, with a higher incidence at higher latitudes.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 1), ('IMPORTANT_CONSIDERATION', 31), ('ANOMALY_CURIOUS_FINDING', 51), ('FULL_UNKNOWN', 80), ('PROBABLE_UNDERSTANDING', 111), ('IMPORTANT_CONSIDERATION', 148), ('PROBABLE_UNDERSTANDING', 260), ('ANOMALY_CURIOUS_FINDING', 313)]	8	[('CHEBI_27300', 'vitamin D', 41, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 119, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 196, 'vitamin D')]
S86-PMC2290997	PMC2290997	4/2008	S86-PMC2290997	['“moreover, there is an inflammatory component to atherosclerosis, and Vascular Smooth Muscle Cells have a Vitamin D receptor and relax in the presence of 1,25(Oh)D, SUGGESTING a multitude of mechanisms by which Vitamin D MAY BE cardioprotective.”\nTO DETERMINE the POTENTIAL LINK betwen sun exposure and the PROTECTIVE effect in preventing hypertension, rolfdieter krause of the free university of berlin department of natural medicine and colleagues exposed a group of hypertensive Adults to a Tanning Bed that emitted full-spectrum uvr similar to summer sunlight.']	[('INCOMPLETE_EVIDENCE', 165), ('INCOMPLETE_EVIDENCE', 221), ('QUESTION_ANSWERED_BY_THIS_WORK', 247), ('INCOMPLETE_EVIDENCE', 264), ('SUPERFICIAL_RELATIONSHIP', 274), ('SUPERFICIAL_RELATIONSHIP', 307)]	6	[('CL_0000359', 'vascular associated smooth muscle cell', 70, 'vascular smooth muscle cells'), ('UBERON_0004237', 'blood vessel smooth muscle', 70, 'vascular smooth muscle'), ('CHEBI_27300', 'vitamin D', 106, 'vitamin D'), ('CHEBI_33010', 'chromide(1-)', 158, '(OH)D'), ('CHEBI_27300', 'vitamin D', 211, 'vitamin D'), ('UBERON_0007023', 'adult organism', 482, 'adults'), ('UBERON_0002544', 'digit', 494, 'tanning'), ('UBERON_0002531', 'paired fin bud', 502, 'bed')]
S101-PMC2290997	PMC2290997	4/2008	S101-PMC2290997	['NEVERTHELESS, given the epidemiologic backdrop DESCRIBED above, there are now CALLS to rethink sun exposure policy OR to promote Vitamin D supplementation in HIGHER-RISK populations.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 0), ('INCOMPLETE_EVIDENCE', 47), ('IMPORTANT_CONSIDERATION', 78), ('IMPORTANT_CONSIDERATION', 78), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 115), ('IMPORTANT_CONSIDERATION', 158)]	6	[('CHEBI_27300', 'vitamin D', 129, 'vitamin D')]
S102-PMC2290997	PMC2290997	4/2008	S102-PMC2290997	['such groups include Pregnant or breastfeeding women (these states draw upon a mother’s own reserves of Vitamin D), the elderly, and those who MUST avoid the sun.']	[('IMPORTANT_CONSIDERATION', 142)]	1	[('GO_0007565', 'female pregnancy', 20, 'pregnant'), ('CHEBI_27300', 'vitamin D', 103, 'vitamin D')]
