	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S95-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S95-BMJ_2010_Apr_29_340_c1640	['maternal exposure and health of offspring\nthis report adds to other work SHOWING that maternal exposure to ambient ultraviolet radiation during Pregnancy MIGHT INFLUENCE subsequent health in the offspring.30313233in a new zealand Birth cohort, infants whose mothers were exposed to peak sunshine during the first Trimester were significantly heavier at Birth than infants whose mothers experienced trough levels of sunshine during the same trimester.30in the united kingdom, maternal ambient Ultraviolet B exposure in the third trimester HAS BEEN positively RELATED to bone Mineral density and content at age 9 in offspring.34there is now GROWING INTEREST in the ROLE of maternal Vitamin D deficiency in Pregnancy and the Development of Central Nervous System and Immune disorders, PARTICULARLY schizophrenia,33type 1 diabetes, and other disorders.35ALTHOUGH active Vitamin D3Concentrations in the mother increase substantially during Pregnancy, early fetal supplies are lower36and directly DEPENDENT on the mother.']	[('INCOMPLETE_EVIDENCE', 73), ('INCOMPLETE_EVIDENCE', 154), ('SUPERFICIAL_RELATIONSHIP', 160), ('INCOMPLETE_EVIDENCE', 538), ('SUPERFICIAL_RELATIONSHIP', 558), ('INCOMPLETE_EVIDENCE', 639), ('SUPERFICIAL_RELATIONSHIP', 663), ('IMPORTANT_CONSIDERATION', 782), ('ANOMALY_CURIOUS_FINDING', 848), ('SUPERFICIAL_RELATIONSHIP', 991)]	10	[('GO_0007565', 'female pregnancy', 144, 'pregnancy'), ('GO_0007567', 'parturition', 230, 'birth'), ('GO_0009294', 'DNA mediated transformation', 313, 'trimester'), ('GO_0007567', 'parturition', 353, 'birth'), ('CHEBI_72754', 'bisphenol AF', 492, 'ultraviolet B'), ('CHEBI_46662', 'mineral', 574, 'mineral'), ('CHEBI_27300', 'vitamin D', 680, 'vitamin D'), ('GO_0007565', 'female pregnancy', 704, 'pregnancy'), ('GO_0008289', 'lipid binding', 722, 'development'), ('GO_0022412', 'cellular process involved in reproduction in multicellular organism', 737, 'central nervous system'), ('UBERON_0001017', 'central nervous system', 737, 'central nervous system'), ('UBERON_0002405', 'immune system', 764, 'immune'), ('PR_000017350', 'serine/threonine-protein kinase VRK2', 866, 'vitamin D3concentrations'), ('GO_0007565', 'female pregnancy', 935, 'pregnancy')]
S0-PMC2396486	PMC2396486	6/2008	S0-PMC2396486	['Protein Expression in the Nucleus accumbens of Rats exposed to developmental Vitamin D deficiency\n\nabstract\n\nintroduction\ndevelopmental Vitamin D (Dvd) deficiency is a CANDIDATE risk factor for schizophrenia.']	[('INCOMPLETE_EVIDENCE', 168)]	1	[('GO_0045053', 'protein retention in Golgi apparatus', 0, 'Protein Expression'), ('GO_0005634', 'nucleus', 26, 'Nucleus'), ('NCBITaxon_10088', 'Mus <genus>', 47, 'Rats'), ('CHEBI_28384', 'vitamin K', 77, 'Vitamin D'), ('PR_000017319', 'vacuolar protein sorting-associated protein 13A', 77, 'Vitamin D'), ('CHEBI_27300', 'vitamin D', 136, 'vitamin D'), ('PR_000006770', 'cytoplasmic dynein 1 heavy chain 1', 147, 'DVD')]
S11-PMC2396486	PMC2396486	6/2008	S11-PMC2396486	['disruptions in pathways RELATED to calcium-binding proteins and Mitochondrial function MAY underlie SOME of the behavioural features ASSOCIATED with Animal MODELS of developmental Vitamin D deficiency\n\nintroduction\nbased on CLUES from epidemiology, we have PROPOSED that low Prenatal Vitamin D MAY BE a risk factor for later development of schizophrenia[1].']	[('SUPERFICIAL_RELATIONSHIP', 24), ('INCOMPLETE_EVIDENCE', 87), ('INCOMPLETE_EVIDENCE', 100), ('SUPERFICIAL_RELATIONSHIP', 133), ('INCOMPLETE_EVIDENCE', 156), ('INCOMPLETE_EVIDENCE', 224), ('INCOMPLETE_EVIDENCE', 257), ('INCOMPLETE_EVIDENCE', 294)]	8	[('GO_0005739', 'mitochondrion', 64, 'mitochondrial'), ('NCBITaxon_33208', 'Metazoa', 149, 'animal'), ('CHEBI_27300', 'vitamin D', 180, 'vitamin D'), ('GO_0007565', 'female pregnancy', 275, 'prenatal'), ('CHEBI_27300', 'vitamin D', 284, 'vitamin D')]
S15-PMC2396486	PMC2396486	6/2008	S15-PMC2396486	['Rats exposed to low Prenatal Vitamin D have a broad range of neurobiological outcomes that are INFORMATIVE for schizophrenia research.']	[('INCOMPLETE_EVIDENCE', 95)]	1	[('NCBITaxon_10088', 'Mus <genus>', 0, 'Rats'), ('GO_0007565', 'female pregnancy', 20, 'prenatal'), ('CHEBI_27300', 'vitamin D', 29, 'vitamin D')]
S128-PMC2873552	PMC2873552	4/2010	S128-PMC2873552	"[""caption (table-wrap): table 2\n\nfunctions and diseases related to both ceu and yri Signaturesceuyri diabetes 1.70e-172.70e-20 Coronary Artery disease 3.78e-173.12e-13 Genetic disorder 1.09e-144.53e-14 Cardiovascular disease 1.34e-144.78e-11 non-Insulin-dependent diabetes mellitus 1.03e-128.66e-15 Endocrine System disorder 1.91e-121.25e-18 hypertension 2.13e-122.83e-11 Neurological disorder 2.49e-123.27e-12 crohn's disease 7.59e-127.25e-09 bipolar affective disease 3.50e-115.24e-09 Metabolic disorder 5.66e-119.83e-16 inflammatory disorder 2.56e-091.08e-08 Digestive System disorder 2.66e-091.31e-07 Skeletal and muscular disorder 1.49e-081.58e-08 progressive motor neuropathy 2.53e-085.59e-12 Autoimmune disease 7.28e-081.09e-12 immunological disorder 2.46e-073.66e-13 rheumatoid arthritis 3.78e-072.54e-07 shape change of Epithelial Cells 8.86e-07 alzheimer's disease 3.60e-062.27e-07 parkinson's disease 7.24e-065.29e-06 shape change of Dermal Cells 9.33e-06 Insulin-dependent diabetes mellitus 3.76e-15 neuropathy 5.38e-12 amyotrophic lateral sclerosis 1.36e-09 arthritis 1.44e-07\n\nVitamin D HYPOTHESIS\nan INTERESTING HYPOTHESIS HAS BEEN PROPOSED by mcgrace [28] claiming that low Prenatal Vitamin D increases the risk of a wide range of diseases such as multiple sclerosis, diabetes, schizophrenia, Prostate cancer, Breast cancer and Colorectal cancer because of its versatile function in normal development.""]"	[('INCOMPLETE_EVIDENCE', 1099), ('ANOMALY_CURIOUS_FINDING', 1113), ('INCOMPLETE_EVIDENCE', 1125), ('INCOMPLETE_EVIDENCE', 1136), ('INCOMPLETE_EVIDENCE', 1145)]	5	[('GO_0036367', 'light adaption', 82, 'signaturesCEUYRI'), ('UBERON_0001621', 'coronary artery', 125, 'Coronary artery'), ('SO_0000704', 'gene', 166, 'Genetic'), ('UBERON_0004535', 'cardiovascular system', 200, 'Cardiovascular'), ('PR_000045358', 'insulin family protein', 244, 'insulin'), ('UBERON_0000949', 'endocrine system', 297, 'Endocrine system'), ('UBERON_0001016', 'nervous system', 370, 'Neurological'), ('GO_0008152', 'metabolic process', 485, 'Metabolic'), ('UBERON_0004854', 'gastrointestinal system mesentery', 560, 'Digestive system'), ('UBERON_0004288', 'skeleton', 603, 'Skeletal'), ('UBERON_0005445', 'segment of pes', 697, 'Autoimmune'), ('CL_0000066', 'epithelial cell', 827, 'epithelial cells'), ('UBERON_0000483', 'epithelium', 827, 'epithelial'), ('CL_0000346', 'hair follicle dermal papilla cell', 943, 'dermal cells'), ('PR_000045358', 'insulin family protein', 965, 'Insulin'), ('CHEBI_28384', 'vitamin K', 1089, 'Vitamin D'), ('GO_0007565', 'female pregnancy', 1188, 'prenatal'), ('CHEBI_27300', 'vitamin D', 1197, 'vitamin D'), ('UBERON_0002367', 'prostate gland', 1307, 'prostate'), ('UBERON_0000310', 'breast', 1324, 'breast'), ('UBERON_0012652', 'colorectum', 1342, 'colorectal')]
S0-PMC2889879	PMC2889879	5/2010	S0-PMC2889879	['dietary Intake of fish, Omega-3, Omega-6 polyunsaturated Fatty Acids and Vitamin D and the prevalence of psychotic-like symptoms in a cohort of 33 000 women from the general population\n\nabstract\n\nbackground\nlow intake of fish, polyunsaturated Fatty Acids (pufa) and Vitamin D deficiency HAS BEEN SUGGESTED to play a ROLE in the development of schizophrenia.']	[('INCOMPLETE_EVIDENCE', 287), ('SUPERFICIAL_RELATIONSHIP', 316)]	2	[('GO_0007631', 'feeding behavior', 8, 'intake'), ('CHEBI_79370', 'ibho#10', 24, 'omega-3'), ('CHEBI_79370', 'ibho#10', 33, 'omega-6'), ('CHEBI_35366', 'fatty acid', 57, 'fatty acids'), ('CHEBI_27300', 'vitamin D', 73, 'vitamin D'), ('CHEBI_35366', 'fatty acid', 243, 'fatty acids'), ('CHEBI_27300', 'vitamin D', 266, 'vitamin D')]
S26-PMC2889879	PMC2889879	5/2010	S26-PMC2889879	['fatty fish is a rich dietary source of essential Fatty Acids and Vitamin D, both of which COULD BE IMPLICATED in the development of schizophrenia.']	[('INCOMPLETE_EVIDENCE', 90), ('SUPERFICIAL_RELATIONSHIP', 99)]	2	[('CHEBI_35366', 'fatty acid', 49, 'fatty acids'), ('CHEBI_27300', 'vitamin D', 65, 'vitamin D')]
S35-PMC2889879	PMC2889879	5/2010	S35-PMC2889879	['furthermore, it HAS BEEN HYPOTHESIZED that Prenatal Vitamin D deficiency is a risk factor for schizophrenia, SUPPORTED by the ROLE of this Vitamin in Cell Growth and differentiation, the excess of winter births in schizophrenia (a period when Vitamin D levels are low), and increased Births of pre-schizophrenic subjects in urban areas, where Vitamin D deficiency is higher [12,18].']	[('INCOMPLETE_EVIDENCE', 16), ('INCOMPLETE_EVIDENCE', 25), ('INCOMPLETE_EVIDENCE', 109), ('SUPERFICIAL_RELATIONSHIP', 126)]	4	[('GO_0007565', 'female pregnancy', 43, 'prenatal'), ('CHEBI_27300', 'vitamin D', 52, 'vitamin D'), ('CHEBI_33229', 'vitamin (role)', 139, 'vitamin'), ('GO_0016049', 'cell growth', 150, 'cell growth'), ('CHEBI_27300', 'vitamin D', 243, 'vitamin D'), ('GO_0007567', 'parturition', 284, 'births'), ('CHEBI_27300', 'vitamin D', 343, 'vitamin D')]
S136-PMC2889879	PMC2889879	5/2010	S136-PMC2889879	['Prenatal Vitamin D deficiency has been PROPOSED to be a risk factor for the development of schizophrenia [12].']	[('INCOMPLETE_EVIDENCE', 39)]	1	[('GO_0007565', 'female pregnancy', 0, 'Prenatal'), ('CHEBI_27300', 'vitamin D', 9, 'vitamin D')]
S137-PMC2889879	PMC2889879	5/2010	S137-PMC2889879	['results from the northern finland 1966 Birth cohort SHOWED that Vitamin D supplementation during the first year of Life was ASSOCIATED with a reduced risk of schizophrenia in males, BUT NOT in women [32].']	[('INCOMPLETE_EVIDENCE', 52), ('SUPERFICIAL_RELATIONSHIP', 124), ('FULL_UNKNOWN', 182)]	3	[('GO_0007567', 'parturition', 39, 'Birth'), ('CHEBI_27300', 'vitamin D', 64, 'vitamin D'), ('UBERON_0000104', 'life cycle', 115, 'life')]
