	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S96-PMC3034879	PMC3034879	12/2010	S96-PMC3034879	['dietary intakes of energy, protein, Vitamin D and calcium did not differ between the groups and all children had normal development.']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 36, 'vitamin D')]
S151-PMC3034879	PMC3034879	12/2010	S151-PMC3034879	['maternal Vitamin D status Regulates Skeletal growth and Development during fetal Life [9,10,28].']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 9, 'vitamin D'), ('GO_0065007', 'biological regulation', 26, 'regulates'), ('GO_0001501', 'skeletal system development', 36, 'skeletal ... development'), ('UBERON_0004288', 'skeleton', 36, 'skeletal'), ('UBERON_0000104', 'life cycle', 81, 'life')]
S31-PMC3039633	PMC3039633	2/2011	S31-PMC3039633	['the search syntax included four key parts: 1) terms defining the population of interest (Pregnancy, Pregnant women, Prenatal, Perinatal, Antenatal); 2) terms for Micronutrients (supplement, Micronutrient, dietary supplement, Vitamin, Mineral, Folic Acid/Folate, iron, Iodine, b complex, b12, selenium, zinc, Vitamin A, Vitamin D); 3) terms for developmental outcomes (Infant Development, Child Development, Mental Development, Brain Development, Neurodevelopment, Cognitive Development, psychomotor, iq, behavior); and 4) terms for study design (rct, pseudo-experimental, clinical trial, longitudinal cohort).']	N/A	N/A	[('GO_0007565', 'female pregnancy', 89, 'pregnancy'), ('GO_0007565', 'female pregnancy', 100, 'pregnant'), ('GO_0007565', 'female pregnancy', 116, 'prenatal'), ('GO_0036268', 'swimming', 126, 'perinatal'), ('UBERON_0012101', 'perinatal stage', 126, 'perinatal'), ('GO_0007567', 'parturition', 137, 'antenatal'), ('CHEBI_33839', 'macromolecule', 162, 'micronutrients'), ('CHEBI_33962', 'mu4-sulfido-quadro-tetracopper(6+)', 190, 'micronutrient'), ('CHEBI_33229', 'vitamin (role)', 225, 'vitamin'), ('CHEBI_46662', 'mineral', 234, 'mineral'), ('CHEBI_30751', 'formic acid', 243, 'folic acid'), ('CHEBI_30863', '5-azaorotic acid', 254, 'folate'), ('CHEBI_24859', 'iodine atom', 268, 'iodine'), ('CHEBI_27300', 'vitamin D', 308, 'vitamin A'), ('CHEBI_27300', 'vitamin D', 319, 'vitamin D'), ('GO_0060119', 'inner ear receptor cell development', 368, 'infant development'), ('GO_0001410', 'chlamydospore formation', 388, 'child development'), ('GO_0030901', 'midbrain development', 407, 'mental development'), ('GO_0007420', 'brain development', 427, 'brain development'), ('UBERON_0000955', 'brain', 427, 'brain'), ('GO_0007399', 'nervous system development', 446, 'neurodevelopment'), ('GO_0050787', 'detoxification of mercury ion', 464, 'cognitive development')]
S71-PMC3039633	PMC3039633	2/2011	S71-PMC3039633	['[28]276 infants(rural indonesia)1,2(at 6 and 12 mo)bayley scales of infant developmentiron + Folic Acid + Vitamin A vs. Iron + Folic Acid vs. ld iron + ld Folic Acid20 weeks Gestation to Birth∅ 1, 214/21tamura et al.']	N/A	N/A	[('CHEBI_30751', 'formic acid', 93, 'folic acid'), ('CHEBI_27300', 'vitamin D', 106, 'vitamin A'), ('CHEBI_24870', 'ion', 120, 'iron'), ('CHEBI_30751', 'formic acid', 127, 'folic acid'), ('CHEBI_70616', '4-hydroxybenzoic acid 4-(6-O-sulfo)glucopyranoside', 155, 'folic acid20'), ('GO_0007565', 'female pregnancy', 174, 'gestation'), ('GO_0007567', 'parturition', 187, 'birth'), ('GO_0007567', 'parturition', 192, '∅')]
S55-PMC3616124	PMC3616124	4/2013	S55-PMC3616124	['materials and methods\n\npopulation\nthis was a secondary analysis of a eunice kennedy shriver national institute of child health and Human development maternal-fetal medicine units network double-blind, multicenter rct (nct 00135707) in which 10,154 nulliparous, low risk women received daily doses of 400 iu of Vitamin E and 1000 mg of Vitamin C, or placebo, from 9-16 weeks Gestation until Delivery.']	N/A	N/A	[('NCBITaxon_10088', 'Mus <genus>', 131, 'Human'), ('CHEBI_27300', 'vitamin D', 310, 'vitamin E'), ('CHEBI_27300', 'vitamin D', 335, 'vitamin C'), ('GO_0007565', 'female pregnancy', 374, 'gestation'), ('GO_0007567', 'parturition', 390, 'delivery')]
S10-PMC3651971	PMC3651971	5/2013	S10-PMC3651971	['conclusions\nPreconceptional to Postpartum maternal Vitamin A supplementation, in an undernourished setting, does not improve Cognition or motor Development at ages 10–13\u2005years.']	N/A	N/A	[('GO_0019230', 'proprioception', 12, 'Preconceptional'), ('GO_0007565', 'female pregnancy', 31, 'postpartum'), ('CHEBI_27300', 'vitamin D', 51, 'vitamin A'), ('GO_0050890', 'cognition', 125, 'cognition'), ('GO_0008289', 'lipid binding', 144, 'development')]
S21-PMC3651971	PMC3651971	5/2013	S21-PMC3651971	['the participants were exposed to Vitamin A deficiency or supplementation during a developmental critical window.']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 33, 'vitamin A')]
S82-PMC3651971	PMC3651971	5/2013	S82-PMC3651971	['caption (fig): figure\xa01\n\nthe study sample showing children from the Vitamin A and placebo groups in haripur and netragunj village development committees, starting with children alive and accounted for in 2007.']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 68, 'vitamin A')]
S138-PMC3651971	PMC3651971	5/2013	S138-PMC3651971	['discussion\nin this rural, undernourished setting of southern nepal, we observed no effect of weekly maternal Vitamin A receipt before, during and after Pregnancy on Cognitive or Motor Skill development among 10-year-old to 13-year-old offspring.']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 109, 'vitamin A'), ('GO_0007565', 'female pregnancy', 152, 'pregnancy'), ('GO_0050890', 'cognition', 165, 'cognitive'), ('GO_0065007', 'biological regulation', 178, 'motor skill')]
S93-PMC3672018	PMC3672018	5/2013	S93-PMC3672018	['Perinatal exposure\ndevelopment of the disease outcomes will be compared for children Born around the time when mandatory Vitamin D fortification was initiated and terminated.']	N/A	N/A	[('GO_0036268', 'swimming', 0, 'Perinatal'), ('UBERON_0012101', 'perinatal stage', 0, 'Perinatal'), ('GO_0007567', 'parturition', 85, 'born'), ('CHEBI_27300', 'vitamin D', 121, 'vitamin D')]
