	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S20-PMC2290997	PMC2290997	4/2008	S20-PMC2290997	['the initial Photosynthesis produces Vitamin D3, most of which undergoes additional transformations, starting with the production of 25-Hydroxyvitamin D (25[Oh]D), the major form of Vitamin D circulating in the Bloodstream and the form that is routinely measured to determine a Person’s Vitamin D status.']	N/A	N/A	[('GO_0006654', 'phosphatidic acid biosynthetic process', 12, 'photosynthesis'), ('CHEBI_33279', 'vitamin D5', 36, 'vitamin D3'), ('PR_000017299', 'VIP peptides', 36, 'vitamin D3'), ('CHEBI_62218', '23,24-dihydrocucurbitacin D', 132, '25-hydroxyvitamin D'), ('CHEBI_15643', '(6R)-6-(L-erythro-1,2-dihydroxypropyl)-7,8-dihydro-6H-pterin', 153, '25[OH]D'), ('CHEBI_27300', 'vitamin D', 181, 'vitamin D'), ('UBERON_0001969', 'blood plasma', 210, 'bloodstream'), ('NCBITaxon_10088', 'Mus <genus>', 277, 'person'), ('CHEBI_27300', 'vitamin D', 286, 'vitamin D')]
S184-PMC2290997	PMC2290997	4/2008	S184-PMC2290997	['in sunlight-related research, there are two main exposures of interest: Vitamin D status, which is measured by the Serum 25(Oh)D level; and personal uvr dose, which involves three fundamental factors: ambient uvr (a function of latitude, altitude, atmospheric Ozone levels, pollution, and time of year), amount of skin exposed (a function of behavioral, cultural, and clothing practices), and skin pigmentation (with dark skin receiving a smaller effective dose to underlying structures than light skin).']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 72, 'vitamin D'), ('UBERON_0001977', 'blood serum', 115, 'serum'), ('CHEBI_71657', 'versiconol acetate', 121, '25(OH)D'), ('PR_000008838', 'serine protease HTRA1', 121, '25(OH ... D'), ('CHEBI_25812', 'ozone', 260, 'ozone')]
S40-PMC2798111	PMC2798111	12/2010	S40-PMC2798111	['the Vitamin D status of those infants in the control group who received 400\u2009iu/day Vitamin D3Was measured by circulating 25(Oh)D at 1, 4, and 7 months of age.']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 4, 'vitamin D'), ('CHEBI_73754', 'thiosugar', 83, 'vitamin D3was'), ('PR_000017319', 'vacuolar protein sorting-associated protein 13A', 83, 'vitamin D3was'), ('CHEBI_71657', 'versiconol acetate', 121, '25(OH)D'), ('PR_000008838', 'serine protease HTRA1', 121, '25(OH ... D')]
S46-PMC2963768	PMC2963768	10/2010	S46-PMC2963768	['comparisons were made between groups of participants categorized by Vitamin D status using a 25-nmol/l cut-off.']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 68, 'vitamin D')]
S50-PMC2963768	PMC2963768	10/2010	S50-PMC2963768	"[""other than age and 25(Oh)D, which were compared across groups by one-way analysis of variance, the statistical significance of bivariate associations between the Vitamin D status and the maternal, infant or household characteristics in the entire sample (n=74) was assessed by non-parametric tests, including chi-square tests, mann-u whitney tests, and spearman's rank correlation coefficient.""]"	N/A	N/A	[('CHEBI_71657', 'versiconol acetate', 19, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 19, '25(OH)D'), ('CHEBI_27300', 'vitamin D', 162, 'vitamin D')]
S82-PMC2963768	PMC2963768	10/2010	S82-PMC2963768	['comparison of selected characteristics of infants and toddlers categorized by Vitamin D status in sylhet, bangladeshcharacteristics25(Oh)D <25 nmol/l25(Oh)d ≥25 nmol/lp valueno.2450mean 25(Oh)D±sd16.3±5.840.5±11.8<0.001age (mean days±sd)71.3±43.4136.6±126.7<0.001<6 months23 (96)39 (78)0.051boys21 (88)40 (80)0.427birth-order (median±iqr)2±4.52±50.455anthropometric indicators\xa0\xa0underweight11 (46)25 (48)0.861\xa0\xa0stunted10 (42)16 (32)0.415\xa0\xa0low body mass index14 (58)20 (40)0.138age of mothers (mean years±sd)23.7±5.624.8±5.30.410years of schooling of mother (median±iqr)1.5±6.55±60.613years of schooling of father (median±iqr)0±54±50.177family owns their own homestead14 (58)32 (64)0.638manufactured housing materials (i.e.']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 78, 'vitamin D'), ('CHEBI_33010', 'chromide(1-)', 133, '(OH)D'), ('CHEBI_33310', 'neon atom', 151, '(OH)'), ('CHEBI_71657', 'versiconol acetate', 186, '25(OH)D')]
S3-PMC3004407	PMC3004407	12/2010	S3-PMC3004407	['a single Blood sample was taken to measure circulating 25(Oh)D as indicator of Vitamin D status [25(Oh)D < 20\u2009ng/ml (50\u2009nmol/l deficiency; <32\u2009ng/ml (80\u2009nmol/l) insufficiency].']	N/A	N/A	[('UBERON_0000178', 'blood', 9, 'blood'), ('CHEBI_71657', 'versiconol acetate', 55, '25(OH)D'), ('PR_000008838', 'serine protease HTRA1', 55, '25(OH ... D'), ('CHEBI_27300', 'vitamin D', 79, 'vitamin D'), ('CHEBI_71657', 'versiconol acetate', 97, '25(OH)D'), ('PR_000003010', 'moesin isoform 1', 99, '(OH ... D')]
S92-PMC3004407	PMC3004407	12/2010	S92-PMC3004407	['Vitamin D status as measured by 25(Oh)D was also analyzed by season: after controlling for race, there was no significant evidence of seasonal variation in the prevalence of Vitamin D insufficiency and/or deficiency in this population.']	N/A	N/A	[('CHEBI_28384', 'vitamin K', 0, 'Vitamin D'), ('CHEBI_71657', 'versiconol acetate', 32, '25(OH)D'), ('CHEBI_27300', 'vitamin D', 174, 'vitamin D')]
S9-PMC3034879	PMC3034879	12/2010	S9-PMC3034879	['results\nthe children were divided into two groups based on Vitamin D status during Pregnancy.']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 59, 'vitamin D'), ('GO_0007565', 'female pregnancy', 83, 'pregnancy')]
S37-PMC3034879	PMC3034879	12/2010	S37-PMC3034879	['maternal Vitamin D status was assessed in communal Prenatal clinics during the first trimesters as part of normal follow-up.']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 9, 'vitamin D'), ('GO_0007565', 'female pregnancy', 51, 'prenatal')]
