	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S17-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S17-BMJ_2010_Apr_29_340_c1640	['this latitudinal gradient SEEMS environmentally RELATED BECAUSE the risk ASSOCIATED with latitude alters if People move after Birth.45a strong environmental CANDIDATE is the level of ambient regional ultraviolet radiation, acting EITHER directly OR through the generation of Vitamin D.6higher exposure to ultraviolet radiation,7higher Vitamin D intake,8and also higher Serum Vitamin D concentrations9seem to be ASSOCIATED with a reduced risk of onset of multiple sclerosis.']	[('ANOMALY_CURIOUS_FINDING', 26), ('SUPERFICIAL_RELATIONSHIP', 48), ('PROBABLE_UNDERSTANDING', 56), ('SUPERFICIAL_RELATIONSHIP', 73), ('INCOMPLETE_EVIDENCE', 157), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 230), ('SUPERFICIAL_RELATIONSHIP', 411)]	7	[('NCBITaxon_10088', 'Mus <genus>', 108, 'people'), ('GO_0007567', 'parturition', 126, 'birth'), ('CHEBI_27300', 'vitamin D', 275, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 335, 'vitamin D'), ('UBERON_0001977', 'blood serum', 369, 'serum'), ('CHEBI_27300', 'vitamin D', 375, 'vitamin D')]
S18-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S18-BMJ_2010_Apr_29_340_c1640	['this EVIDENCE comes from both case-control and cohort studies and INDICATES that age of operation for such a PROTECTIVE EFFECT MIGHT include both childhood and early Adulthood.67891011\nexposure to ultraviolet radiation in early Life has NOT YET been formally examined but MIGHT be LINKED to excess risk of multiple sclerosis at Birth through seasonal deficiency in maternal Vitamin D concentrations.12A study of half siblings with multiple sclerosis has ALSO SHOWN that risk CAN be maternally MEDIATED.13pregnancy is a vulnerable time for Vitamin d deficiency BECAUSE of increased physiological needs and reduced maternal outdoor activity.14experimental data on Animal Fetal Development INDICATE that Cerebral White Matter is responsive to Vitamin D and that Oligodendrocytes in the Brain and Spinal Cord have Vitamin D Receptors.1516furthermore, maternal Vitamin D depletion alters Neurogenesis in the developing Rat Brain,17with subsequent altered Gene Expression in Adult Life.18a RECENT Genetic STUDY in Humans has FURTHER IMPLICATED Vitamin D as a strong environmental CANDIDATE by SHOWING direct functional INTERACTION with the major locus that determines susceptibility to multiple sclerosis.19ALTHOUGH Human EVIDENCE pertaining to fetal development HAS BEEN DIFFICULT to obtain, the body of RELATED EVIDENCE to date has led SOME to RECOMMEND Antenatal supplementation with Vitamin D to prevent multiple sclerosis.14\nAS an indicator of POSSIBLE Perinatal environmental exposures, such as ultraviolet radiation, individual studies in the northern hemisphere have examined month of Birth and risk of multiple sclerosis with VARIED results.2021222324a large RECENT pooled analysis of Births in the northern hemisphere, HOWEVER, SHOWED an excess of multiple sclerosis among People Born in may and a relative deficit among those Born in november; these results were stronger in familial cases and SUGGESTED INTERACTIONS between Genes and environment that are RELATED to climate and that MIGHT act during Gestation or shortly after Birth.12we EXAMINED month of Birth and risk of multiple sclerosis in australia.']	[('INCOMPLETE_EVIDENCE', 5), ('INCOMPLETE_EVIDENCE', 66), ('SUPERFICIAL_RELATIONSHIP', 109), ('SUPERFICIAL_RELATIONSHIP', 120), ('INCOMPLETE_EVIDENCE', 127), ('FULL_UNKNOWN', 237), ('INCOMPLETE_EVIDENCE', 272), ('SUPERFICIAL_RELATIONSHIP', 281), ('INCOMPLETE_EVIDENCE', 399), ('INCOMPLETE_EVIDENCE', 454), ('INCOMPLETE_EVIDENCE', 475), ('SUPERFICIAL_RELATIONSHIP', 493), ('PROBABLE_UNDERSTANDING', 560), ('INCOMPLETE_EVIDENCE', 687), ('INCOMPLETE_EVIDENCE', 984), ('INCOMPLETE_EVIDENCE', 1019), ('SUPERFICIAL_RELATIONSHIP', 1027), ('INCOMPLETE_EVIDENCE', 1074), ('INCOMPLETE_EVIDENCE', 1087), ('SUPERFICIAL_RELATIONSHIP', 1113), ('ANOMALY_CURIOUS_FINDING', 1199), ('ANOMALY_CURIOUS_FINDING', 1199), ('INCOMPLETE_EVIDENCE', 1216), ('INCOMPLETE_EVIDENCE', 1257), ('DIFFICULT_TASK', 1266), ('INCOMPLETE_EVIDENCE', 1299), ('SUPERFICIAL_RELATIONSHIP', 1299), ('INCOMPLETE_EVIDENCE', 1332), ('FUTURE_WORK', 1340), ('PROBABLE_UNDERSTANDING', 1424), ('INCOMPLETE_EVIDENCE', 1443), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 1629), ('INCOMPLETE_EVIDENCE', 1662), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 1723), ('INCOMPLETE_EVIDENCE', 1732), ('INCOMPLETE_EVIDENCE', 1899), ('SUPERFICIAL_RELATIONSHIP', 1909), ('SUPERFICIAL_RELATIONSHIP', 1961), ('INCOMPLETE_EVIDENCE', 1989), ('QUESTION_ANSWERED_BY_THIS_WORK', 2044)]	40	[('UBERON_0000113', 'post-juvenile adult stage', 166, 'adulthood'), ('UBERON_0000104', 'life cycle', 228, 'life'), ('GO_0007567', 'parturition', 328, 'birth'), ('CHEBI_27300', 'vitamin D', 374, 'vitamin D'), ('CHEBI_33229', 'vitamin (role)', 539, 'vitamin'), ('NCBITaxon_33208', 'Metazoa', 662, 'animal'), ('GO_0002065', 'columnar/cuboidal epithelial cell differentiation', 669, 'fetal development'), ('UBERON_0002437', 'cerebral hemisphere white matter', 701, 'cerebral white matter'), ('CHEBI_27300', 'vitamin D', 740, 'vitamin D'), ('CL_0000128', 'oligodendrocyte', 759, 'oligodendrocytes'), ('UBERON_0000955', 'brain', 783, 'brain'), ('UBERON_0002240', 'spinal cord', 793, 'spinal cord'), ('CHEBI_27300', 'vitamin D', 810, 'vitamin D'), ('PR_000001708', 'sphingosine 1-phosphate receptor 3', 810, 'vitamin D receptors'), ('CHEBI_27300', 'vitamin D', 856, 'vitamin D'), ('GO_0022008', 'neurogenesis', 883, 'neurogenesis'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 914, 'rat'), ('UBERON_0000955', 'brain', 918, 'brain'), ('GO_0010467', 'gene expression', 950, 'gene expression'), ('SO_0000704', 'gene', 950, 'gene'), ('UBERON_0000113', 'post-juvenile adult stage', 969, 'adult life'), ('SO_0000704', 'gene', 991, 'genetic'), ('NCBITaxon_9606', 'Homo sapiens', 1008, 'humans'), ('CHEBI_27300', 'vitamin D', 1038, 'vitamin D'), ('NCBITaxon_9606', 'Homo sapiens', 1210, 'human'), ('GO_0007567', 'parturition', 1350, 'antenatal'), ('CHEBI_27300', 'vitamin D', 1381, 'vitamin D'), ('GO_0036268', 'swimming', 1452, 'perinatal'), ('UBERON_0012101', 'perinatal stage', 1452, 'perinatal'), ('GO_0007567', 'parturition', 1587, 'birth'), ('GO_0007567', 'parturition', 1688, 'births'), ('NCBITaxon_10088', 'Mus <genus>', 1777, 'people'), ('GO_0007567', 'parturition', 1784, 'born'), ('GO_0007567', 'parturition', 1831, 'born'), ('SO_0000704', 'gene', 1930, 'genes'), ('GO_0007565', 'female pregnancy', 2006, 'gestation'), ('GO_0007567', 'parturition', 2033, 'birth'), ('GO_0007567', 'parturition', 2062, 'birth')]
S94-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S94-BMJ_2010_Apr_29_340_c1640	['in this setting, there is STRONG a priori EVIDENCE that sun exposure or Vitamin D, or both, is LIKELY to be the central exposure6and LITTLE a priori evidence for any other strong DETERMINANT of multiple sclerosis LIKELY to be LINKED to maternal ambient Ultraviolet radiation exposure during the first Trimester.']	[('PROBABLE_UNDERSTANDING', 26), ('INCOMPLETE_EVIDENCE', 42), ('PROBABLE_UNDERSTANDING', 95), ('INCOMPLETE_EVIDENCE', 133), ('SUPERFICIAL_RELATIONSHIP', 179), ('PROBABLE_UNDERSTANDING', 213), ('SUPERFICIAL_RELATIONSHIP', 226)]	7	[('CHEBI_27300', 'vitamin D', 72, 'vitamin D'), ('CHEBI_75275', 'tetradecyl sulfonic acid', 253, 'ultraviolet'), ('GO_0009294', 'DNA mediated transformation', 301, 'trimester')]
S96-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S96-BMJ_2010_Apr_29_340_c1640	['by the time of Delivery, maternal and infant Cord Serum 25-Hydroxyvitamin d3concentrations are highly CORRELATED.37UNFORTUNATELY, much REMAINS UNKNOWN, leading to large international variations in maternal Vitamin D monitoring and supplementation during Pregnancy.353839\na maternal EFFECT operating Antenatally would also be CONSISTENT with the stronger maternal than paternal “parent of origin” EFFECT in familial multiple sclerosis.1340it HAS BEEN PREVIOUSLY PROPOSED14THAT maternal Vitamin D deficiency, a PROBLEM for SOME dark skinned women migrating to regions with low ambient ultraviolet radiation, such as the uk, MIGHT EXPLAIN the increase in incidence of disease SEEN among second generation migrants in such locations.41our FINDINGS are CONSISTENT with this EXPLANATION.']	[('SUPERFICIAL_RELATIONSHIP', 102), ('ANOMALY_CURIOUS_FINDING', 113), ('ANOMALY_CURIOUS_FINDING', 113), ('FULL_UNKNOWN', 135), ('SUPERFICIAL_RELATIONSHIP', 282), ('INCOMPLETE_EVIDENCE', 325), ('SUPERFICIAL_RELATIONSHIP', 396), ('INCOMPLETE_EVIDENCE', 441), ('INCOMPLETE_EVIDENCE', 450), ('INCOMPLETE_EVIDENCE', 461), ('IMPORTANT_CONSIDERATION', 509), ('INCOMPLETE_EVIDENCE', 521), ('INCOMPLETE_EVIDENCE', 622), ('PROBABLE_UNDERSTANDING', 628), ('INCOMPLETE_EVIDENCE', 673), ('INCOMPLETE_EVIDENCE', 735), ('INCOMPLETE_EVIDENCE', 748), ('PROBABLE_UNDERSTANDING', 769)]	18	[('GO_0007567', 'parturition', 15, 'delivery'), ('UBERON_0002240', 'spinal cord', 45, 'cord'), ('UBERON_0001977', 'blood serum', 50, 'serum'), ('CHEBI_67376', 'dihydrooroxylin A', 56, '25-hydroxyvitamin'), ('CHEBI_27300', 'vitamin D', 206, 'vitamin D'), ('GO_0007565', 'female pregnancy', 254, 'pregnancy'), ('GO_0007288', 'sperm axoneme assembly', 299, 'antenatally'), ('CHEBI_27300', 'vitamin D', 485, 'vitamin D')]
S103-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S103-BMJ_2010_Apr_29_340_c1640	['overall, epidemiological studies SUPPORT a PROTECTIVE ROLE for Vitamin D in Autoimmune disease, PARTICULARLY in childhood and Adolescence, and Vitamin D supplementation in early Adulthood EFFECTIVELY reduces the risk of multiple sclerosis; THEREFORE, supplementation of adolescents and young Adults COULD BE effectively used for PREVENTION.6the FINDINGS HERE provide the FIRST population BASED evidence beyond month of Birth PATTERNS to INDICATE that Vitamin D supplementation for the PREVENTION of multiple sclerosis MIGHT also NEED to be CONSIDERED during in utero development.14they are CONSISTENT with a multi-hit causal cascade for multiple sclerosis, with PUTATIVE adverse environmental FACTORS, such as low Vitamin D concentrations, acting at more than one stage of Life.53\n\nwhat is already known on this topic\nin the northern hemisphere, there are more cases of multiple sclerosis in People Born in may and fewer in those Born in november\nmaternal exposure to ambient ultraviolet radiation in Pregnancy can be used as an instrumental variable for Vitamin D status during Pregnancy\nlow Vitamin D concentrations HAVE BEEN ASSOCIATED with a higher risk of multiple sclerosis\n\nwhat THIS STUDY adds\nin australia there is a reciprocal PATTERN of month of Birth and risk of multiple sclerosis, with a higher risk for those Born in november-december compared with may-june\nthis PATTERN was accounted FOR by maternal exposure to ambient ultraviolet radiation in the first trimester\nlow maternal exposure to Ultraviolet Radiation in the first trimester was inversely RELATED to risk of multiple sclerosis in the offspring after adjustment for either month of Birth or place of Birth\n\npubmed central:']	[('INCOMPLETE_EVIDENCE', 33), ('SUPERFICIAL_RELATIONSHIP', 43), ('SUPERFICIAL_RELATIONSHIP', 54), ('IMPORTANT_CONSIDERATION', 96), ('IMPORTANT_CONSIDERATION', 188), ('PROBABLE_UNDERSTANDING', 240), ('INCOMPLETE_EVIDENCE', 299), ('SUPERFICIAL_RELATIONSHIP', 329), ('INCOMPLETE_EVIDENCE', 345), ('QUESTION_ANSWERED_BY_THIS_WORK', 354), ('INCOMPLETE_EVIDENCE', 371), ('QUESTION_ANSWERED_BY_THIS_WORK', 388), ('SUPERFICIAL_RELATIONSHIP', 425), ('INCOMPLETE_EVIDENCE', 437), ('SUPERFICIAL_RELATIONSHIP', 485), ('INCOMPLETE_EVIDENCE', 518), ('FUTURE_WORK', 529), ('IMPORTANT_CONSIDERATION', 529), ('FUTURE_WORK', 540), ('IMPORTANT_CONSIDERATION', 540), ('INCOMPLETE_EVIDENCE', 590), ('SUPERFICIAL_RELATIONSHIP', 590), ('PROBABLE_UNDERSTANDING', 662), ('SUPERFICIAL_RELATIONSHIP', 693), ('INCOMPLETE_EVIDENCE', 1118), ('SUPERFICIAL_RELATIONSHIP', 1128), ('QUESTION_ANSWERED_BY_THIS_WORK', 1186), ('SUPERFICIAL_RELATIONSHIP', 1237), ('SUPERFICIAL_RELATIONSHIP', 1378), ('QUESTION_ANSWERED_BY_THIS_WORK', 1400), ('SUPERFICIAL_RELATIONSHIP', 1565)]	31	[('CHEBI_27300', 'vitamin D', 63, 'vitamin D'), ('UBERON_0001442', 'skeleton of manus', 76, 'autoimmune'), ('GO_0048848', 'neurohypophysis morphogenesis', 126, 'adolescence'), ('CHEBI_27300', 'vitamin D', 143, 'vitamin D'), ('UBERON_0000113', 'post-juvenile adult stage', 178, 'adulthood'), ('UBERON_0007023', 'adult organism', 292, 'adults'), ('GO_0007567', 'parturition', 419, 'birth'), ('CHEBI_27300', 'vitamin D', 451, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 714, 'vitamin D'), ('UBERON_0000104', 'life cycle', 773, 'life'), ('NCBITaxon_10088', 'Mus <genus>', 892, 'people'), ('GO_0007567', 'parturition', 899, 'born'), ('GO_0007567', 'parturition', 930, 'born'), ('GO_0007565', 'female pregnancy', 1001, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 1055, 'vitamin D'), ('GO_0007565', 'female pregnancy', 1079, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 1093, 'vitamin D'), ('GO_0007567', 'parturition', 1257, 'birth'), ('GO_0007567', 'parturition', 1324, 'born'), ('CHEBI_52927', 'To-Pro-1(2+)', 1506, 'ultraviolet radiation'), ('GO_0007567', 'parturition', 1657, 'birth'), ('GO_0007567', 'parturition', 1675, 'birth')]
S72-PMC2290997	PMC2290997	4/2008	S72-PMC2290997	['for example, there is substantial THOUGH not DEFINITIVE EVIDENCE that high levels of Vitamin D EITHER from diet or from uvr exposure MAY decrease the risk of developing multiple sclerosis (ms).']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 34), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 45), ('INCOMPLETE_EVIDENCE', 45), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 95), ('INCOMPLETE_EVIDENCE', 133)]	5	[('CHEBI_27300', 'vitamin D', 85, 'vitamin D')]
S86-PMC2290997	PMC2290997	4/2008	S86-PMC2290997	['“moreover, there is an inflammatory component to atherosclerosis, and Vascular Smooth Muscle Cells have a Vitamin D receptor and relax in the presence of 1,25(Oh)D, SUGGESTING a multitude of mechanisms by which Vitamin D MAY BE cardioprotective.”\nTO DETERMINE the POTENTIAL LINK betwen sun exposure and the PROTECTIVE effect in preventing hypertension, rolfdieter krause of the free university of berlin department of natural medicine and colleagues exposed a group of hypertensive Adults to a Tanning Bed that emitted full-spectrum uvr similar to summer sunlight.']	[('INCOMPLETE_EVIDENCE', 165), ('INCOMPLETE_EVIDENCE', 221), ('QUESTION_ANSWERED_BY_THIS_WORK', 247), ('INCOMPLETE_EVIDENCE', 264), ('SUPERFICIAL_RELATIONSHIP', 274), ('SUPERFICIAL_RELATIONSHIP', 307)]	6	[('CL_0000359', 'vascular associated smooth muscle cell', 70, 'vascular smooth muscle cells'), ('UBERON_0004237', 'blood vessel smooth muscle', 70, 'vascular smooth muscle'), ('CHEBI_27300', 'vitamin D', 106, 'vitamin D'), ('CHEBI_33010', 'chromide(1-)', 158, '(OH)D'), ('CHEBI_27300', 'vitamin D', 211, 'vitamin D'), ('UBERON_0007023', 'adult organism', 482, 'adults'), ('UBERON_0002544', 'digit', 494, 'tanning'), ('UBERON_0002531', 'paired fin bud', 502, 'bed')]
S185-PMC2646054	PMC2646054	3/2009	S185-PMC2646054	['experiments in hypercholesterolemic Rabbits HAVE SHOWN that administration of the antioxidant Vitamin E during Pregnancy resulted in reduced atherosclerotic lesions in the offspring (16,17), INDICATING that maternal oxidative stress LIKELY plays a ROLE in maternal programming for atherosclerosis.']	[('INCOMPLETE_EVIDENCE', 44), ('INCOMPLETE_EVIDENCE', 191), ('PROBABLE_UNDERSTANDING', 233), ('SUPERFICIAL_RELATIONSHIP', 248)]	4	[('NCBITaxon_9986', 'Oryctolagus cuniculus', 36, 'rabbits'), ('CHEBI_27300', 'vitamin D', 94, 'vitamin E'), ('GO_0007565', 'female pregnancy', 111, 'pregnancy')]
S18-PMC2798111	PMC2798111	12/2010	S18-PMC2798111	"[""furthermore, Vitamin D deficiency HAS BEEN ASSOCIATED with a NUMBER OF disease states including but certainly not limited to rheumatoid arthritis [10], multiple sclerosis [11–14], type i and ii diabetes [15–19], crohn's disease [20], Cardiovascular disease [21,22], and a NUMBER of cancers [23,24].""]"	[('INCOMPLETE_EVIDENCE', 34), ('SUPERFICIAL_RELATIONSHIP', 43), ('INCOMPLETE_EVIDENCE', 61), ('INCOMPLETE_EVIDENCE', 272)]	4	[('CHEBI_27300', 'vitamin D', 13, 'vitamin D'), ('UBERON_0004535', 'cardiovascular system', 234, 'cardiovascular')]
S34-PMC2821652	PMC2821652	2/2010	S34-PMC2821652	['WHILE rickets HAS BEEN traditionally THOUGHT TO be the main sequelae of Vitamin D deficiency, numerous OTHER long-latency disease states (such as multiple sclerosis [23–25], rheumatoid arthritis [26–29], type 1 and 2 diabetes [30–34], Cardiovascular disease [35,36], various cancers [37–43], and systemic lupus erythematosus [44], to name BUT a few) as well as acute infections such as Upper Respiratory illnesses [45] and tuberculosis [46,47] are now LINKED with Vitamin D deficiency that are EXPLAINED by alterations in Immune function [47–49].']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 0), ('INCOMPLETE_EVIDENCE', 14), ('INCOMPLETE_EVIDENCE', 37), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 103), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 339), ('SUPERFICIAL_RELATIONSHIP', 452), ('PROBABLE_UNDERSTANDING', 494)]	7	[('CHEBI_27300', 'vitamin D', 72, 'vitamin D'), ('UBERON_0004535', 'cardiovascular system', 235, 'cardiovascular'), ('UBERON_0001154', 'vermiform appendix', 386, 'upper respiratory'), ('CHEBI_27300', 'vitamin D', 464, 'vitamin D'), ('UBERON_0002405', 'immune system', 522, 'immune')]
