	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S17-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S17-BMJ_2010_Apr_29_340_c1640	['this latitudinal gradient SEEMS environmentally RELATED BECAUSE the risk ASSOCIATED with latitude alters if People move after Birth.45a strong environmental CANDIDATE is the level of ambient regional ultraviolet radiation, acting EITHER directly OR through the generation of Vitamin D.6higher exposure to ultraviolet radiation,7higher Vitamin D intake,8and also higher Serum Vitamin D concentrations9seem to be ASSOCIATED with a reduced risk of onset of multiple sclerosis.']	[('ANOMALY_CURIOUS_FINDING', 26), ('SUPERFICIAL_RELATIONSHIP', 48), ('PROBABLE_UNDERSTANDING', 56), ('SUPERFICIAL_RELATIONSHIP', 73), ('INCOMPLETE_EVIDENCE', 157), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 230), ('SUPERFICIAL_RELATIONSHIP', 411)]	7	[('NCBITaxon_10088', 'Mus <genus>', 108, 'people'), ('GO_0007567', 'parturition', 126, 'birth'), ('CHEBI_27300', 'vitamin D', 275, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 335, 'vitamin D'), ('UBERON_0001977', 'blood serum', 369, 'serum'), ('CHEBI_27300', 'vitamin D', 375, 'vitamin D')]
S172-PMC2151954	PMC2151954	10/2007	S172-PMC2151954	['firstly, there is ROBUST EVIDENCE that Vitamin D levels fluctuate over the seasons and also across latitudes [26].']	[('INCOMPLETE_EVIDENCE', 18)]	1	[('CHEBI_27300', 'vitamin D', 39, 'vitamin D')]
S32-PMC2290997	PMC2290997	4/2008	S32-PMC2290997	['in the july 2000 issue of the journal of Human Evolution , california academy of sciences anthropologists nina jablonski and george chaplin wrote that BECAUSE dark skin REQUIRES about five to six times more solar exposure than pale skin for equivalent Vitamin D Photosynthesis, and because the intensity of uvb radiation declines with increasing latitude, one could surmise that skin lightening was an evolutionary adaptation that allowed for optimal survival in low-uvr climes, ASSUMING a traditional diet and outdoor lifestyle.']	[('PROBABLE_UNDERSTANDING', 151), ('IMPORTANT_CONSIDERATION', 169), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 479)]	3	[('NCBITaxon_10088', 'Mus <genus>', 41, 'Human'), ('GO_0006983', 'ER overload response', 47, 'Evolution'), ('CHEBI_27300', 'vitamin D', 252, 'vitamin D'), ('GO_0006654', 'phosphatidic acid biosynthetic process', 262, 'photosynthesis')]
S76-PMC2290997	PMC2290997	4/2008	S76-PMC2290997	['“NEVERTHELESS, considering the SAFETY of Vitamin D EVEN in high doses, there is NO CLEAR contraindication, and BECAUSE Vitamin D deficiency is very PREVALENT, especially among ms patients, taking Vitamin D supplements and getting moderate sun exposure is more LIKELY to be beneficial than not.”\nas with ms, there APPEARS TO be a latitudinal gradient for type 1 diabetes, with a higher incidence at higher latitudes.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 1), ('IMPORTANT_CONSIDERATION', 31), ('ANOMALY_CURIOUS_FINDING', 51), ('FULL_UNKNOWN', 80), ('PROBABLE_UNDERSTANDING', 111), ('IMPORTANT_CONSIDERATION', 148), ('PROBABLE_UNDERSTANDING', 260), ('ANOMALY_CURIOUS_FINDING', 313)]	8	[('CHEBI_27300', 'vitamin D', 41, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 119, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 196, 'vitamin D')]
S84-PMC2290997	PMC2290997	4/2008	S84-PMC2290997	['People living at higher latitudes throughout the world are at higher RISK of hypertension, and patients with Cardiovascular disease are OFTEN found to be deficient in Vitamin D, ACCORDING TO research by harvard medical school professor thomas j. wang and colleagues in the 29 january 2008 issue of circulation .']	[('IMPORTANT_CONSIDERATION', 69), ('PROBABLE_UNDERSTANDING', 136), ('INCOMPLETE_EVIDENCE', 178)]	3	[('NCBITaxon_10088', 'Mus <genus>', 0, 'People'), ('UBERON_0004535', 'cardiovascular system', 109, 'cardiovascular'), ('CHEBI_27300', 'vitamin D', 167, 'vitamin D')]
S13-PMC2396486	PMC2396486	6/2008	S13-PMC2396486	['given that Vitamin D levels in the population fluctuate across the seasons and decrease across higher latitude[4], low Prenatal Vitamin D ‘FITS’ these key environmental features and is THEREFORE a PLAUSIBLE CANDIDATE risk factor for this disease.']	[('SUPERFICIAL_RELATIONSHIP', 139), ('PROBABLE_UNDERSTANDING', 185), ('INCOMPLETE_EVIDENCE', 197), ('INCOMPLETE_EVIDENCE', 207)]	4	[('CHEBI_27300', 'vitamin D', 11, 'vitamin D'), ('GO_0007565', 'female pregnancy', 119, 'prenatal'), ('CHEBI_27300', 'vitamin D', 128, 'vitamin D')]
S108-PMC2898025	PMC2898025	5/2010	S108-PMC2898025	['levels of Vitamin D are known to fluctuate depending on sunlight exposure, which is highest in the summer for the northern hemisphere and TENDS to increase for latitudes nearer the equator [145,148–150].']	[('SUPERFICIAL_RELATIONSHIP', 138)]	1	[('CHEBI_27300', 'vitamin D', 10, 'vitamin D'), ('PR_000006444', 'diacylglycerol kinase delta', 18, 'D')]
S12-PMC2963768	PMC2963768	10/2010	S12-PMC2963768	['introduction\nthroughout most of the previous century, Vitamin D deficiency and rickets were predominantly PERCEIVED as PROBLEMS of industrialized countries at northern latitudes, where insufficient exposure to sun and intake of Vitamin D were LINKED to INADEQUATE Intestinal absorption of Calcium and impaired Skeletal mineralization (1).']	[('PROBABLE_UNDERSTANDING', 106), ('IMPORTANT_CONSIDERATION', 119), ('SUPERFICIAL_RELATIONSHIP', 243), ('IMPORTANT_CONSIDERATION', 253)]	4	[('CHEBI_27300', 'vitamin D', 54, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 228, 'vitamin D'), ('UBERON_0000160', 'intestine', 264, 'intestinal'), ('CHEBI_22313', 'alkaline earth metal atom', 289, 'calcium'), ('UBERON_0004288', 'skeleton', 310, 'skeletal')]
S15-PMC2963768	PMC2963768	10/2010	S15-PMC2963768	['low 25(Oh)D is SURPRISINGLY common in south asia, where systemic Vitamin D deficits would be expected to be PREVENTED by cutaneous Vitamin D Synthesis stimulated by exposure to sun at relatively low latitudes (3).']	[('ANOMALY_CURIOUS_FINDING', 15), ('PROBABLE_UNDERSTANDING', 15), ('SUPERFICIAL_RELATIONSHIP', 108)]	3	[('CHEBI_71657', 'versiconol acetate', 4, '25(OH)D'), ('CHEBI_27300', 'vitamin D', 65, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 131, 'vitamin D'), ('GO_0031151', 'histone methyltransferase activity (H3-K79 specific)', 139, 'D synthesis')]
S19-PMC2963768	PMC2963768	10/2010	S19-PMC2963768	"[""summary of studies of Vitamin D status of infants and children aged 1 month to <5 years in bangladesh, pakistan, and indiastudyparticipantslocationlatitudeseasonno.mean 25(Oh)d (nmol/l)categorical descriptions of Vitamin D statuscombs et al ., 2008 (9)aged 1-5 years; no clinical signs of ricketschakaria subdistrict, cox's bazar, bangladesh21°nunknown15868.3\n25(Oh)D <25 nmol/l in 6% (10/158)\n25(Oh)D <37.5 nmol/l in 21% (33/158)fischer et al ., 1999 (10)cases in case-control study of rickets; aged 10-120 monthschakaria subdistrict, bangladesh21°nunknown1450\nrange 17.5-162.5 nmol/l\n25(Oh)D <35 nmol/l in 2/14 (14%).controlschakaria subdistrict, bangladesh21°nunknown1362.5\nrange 55-87.5 nmol/l\nnone with 25(Oh)D <35 nmol/latiq et al ., 1998 (11)aged 6 weeks-11 months; immunization clinickarachi, pakistan25°nnovember-march2324.5\n25(Oh)D <25 nmol/l in 52% (throughout the year)april-october4840.7agarwal et al ., 2002 (12)aged 9-24 months; high-pollution areamorigate, delhi, india28°nmarch-april2631\n25(oh)d <30 nmol/l in 35%aged 9-24 months; low-pollution areagurgaon, delhi, india28°nmarch-april3168\n25(Oh)D <30 nmol/l in 0%bhalala et al ., 2007 (13)healthy breastfed infants aged 3 monthsmumbai, india18°nthroughout the year3545.5\n25(Oh)D <62.5 nmol/l in 80%tiwari and puliyel, 2004 (14)aged 9-30 months living in impoverished neighbourhoodssundernagari, delhi, india28°njanuary4796.3\n25(Oh)D <35 nmol/l in 2%rajiv colony, delhi, india28°nfebruary4923.8\n25(Oh)D <35nmol/l in 82.9%rajiv colony, delhi, india28°naugust4817.8\n25(Oh)D <35 nmol/l in 84.0%gurgaon, delhi, india28°naugust5219.2\n25(Oh)D <35 nmol/l in 82.0%wayse et al ., 2004 (15)healthy controls in case-control study; aged <5 yearsindapur, india17°nmay-june7038.4\n25(Oh)D <22.5 nmol/l in 31%\n25(Oh)D <50 nmol/l in 61%\nknowledge of the Vitamin D status of young children and infants IS NEEDED to DESIGN STUDIES targeting the aetiologic mechanisms and POTENTIAL health IMPLICATIONS of deficiency.""]"	[('FUTURE_WORK', 1851), ('FUTURE_WORK', 1864), ('INCOMPLETE_EVIDENCE', 1919), ('IMPORTANT_CONSIDERATION', 1936)]	4	[('CHEBI_27300', 'vitamin D', 22, 'vitamin D'), ('CHEBI_37972', 'phosphorus-32 atom', 169, '25'), ('CHEBI_17792', 'organohalogen compound', 172, 'OH'), ('CHEBI_27300', 'vitamin D', 213, 'vitamin D'), ('CHEBI_71657', 'versiconol acetate', 360, '25(OH)D'), ('CHEBI_71657', 'versiconol acetate', 394, '25(OH)D'), ('CHEBI_33010', 'chromide(1-)', 588, '(OH)D'), ('CHEBI_71657', 'versiconol acetate', 708, '25(OH)D'), ('PR_000012046', 'oxysterol-binding protein-related protein 11', 711, 'OH ... D'), ('CHEBI_71657', 'versiconol acetate', 834, '25(OH)D'), ('PR_000006880', 'extracellular matrix protein 2', 834, '25 ... OH)D'), ('CHEBI_72805', '2-alkyl-sn-glycero-3-phosphocholine', 1110, 'OH)D'), ('CHEBI_71657', 'versiconol acetate', 1239, '25(OH)D'), ('CHEBI_71657', 'versiconol acetate', 1393, '25(OH)D'), ('PR_000006444', 'diacylglycerol kinase delta', 1399, 'D'), ('CHEBI_71657', 'versiconol acetate', 1462, '25(OH)D'), ('CHEBI_71657', 'versiconol acetate', 1531, '25(OH)D'), ('CHEBI_71657', 'versiconol acetate', 1596, '25(OH)D'), ('CHEBI_71657', 'versiconol acetate', 1733, '25(OH)D'), ('CHEBI_71657', 'versiconol acetate', 1761, '25(OH)D'), ('CHEBI_27300', 'vitamin D', 1804, 'vitamin D')]
S99-PMC2963768	PMC2963768	10/2010	S99-PMC2963768	['THEREFORE, these data from rural bangladesh, in combination with EARLIER FINDINGS from infants in urban pakistan, india, and uae, have DEMONSTRATED that the Vitamin D status of young infants in south asia and the middle east MAY BE no better than that of unsupplemented infants at much higher northern latitudes in north america, where GUIDELINES SUPPORT the provision of routine Vitamin D supplementation to all breastfed infants (21,22).']	[('PROBABLE_UNDERSTANDING', 0), ('INCOMPLETE_EVIDENCE', 65), ('INCOMPLETE_EVIDENCE', 73), ('INCOMPLETE_EVIDENCE', 135), ('INCOMPLETE_EVIDENCE', 225), ('PROBABLE_UNDERSTANDING', 336), ('INCOMPLETE_EVIDENCE', 347)]	7	[('CHEBI_27300', 'vitamin D', 157, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 380, 'vitamin D')]
S118-PMC2963768	PMC2963768	10/2010	S118-PMC2963768	['THEREFORE, much remains to be learnt about the DETERMINANTS of Vitamin D status throughout infancy and childhood, PARTICULARLY where 25(Oh)D APPEARS DISCREPANT from that which would be expected BASED ON latitude.']	[('PROBABLE_UNDERSTANDING', 0), ('SUPERFICIAL_RELATIONSHIP', 47), ('IMPORTANT_CONSIDERATION', 114), ('ANOMALY_CURIOUS_FINDING', 141), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 149), ('SUPERFICIAL_RELATIONSHIP', 194)]	6	[('CHEBI_27300', 'vitamin D', 63, 'vitamin D'), ('CHEBI_71657', 'versiconol acetate', 133, '25(OH)D')]
S0-PMC2996405	PMC2996405	11/2010	S0-PMC2996405	['schizophrenia and Vitamin D RELATED Genes COULD have been subject to latitude-driven adaptation\n\nabstract\n\nbackground\nmany natural phenomena are directly OR indirectly RELATED to latitude.']	[('SUPERFICIAL_RELATIONSHIP', 28), ('INCOMPLETE_EVIDENCE', 42), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 154), ('SUPERFICIAL_RELATIONSHIP', 168)]	4	[('CHEBI_27300', 'vitamin D', 18, 'vitamin D'), ('SO_0000704', 'gene', 36, 'genes')]
S9-PMC2996405	PMC2996405	11/2010	S9-PMC2996405	['in an ATTEMPT to try to EXPLAIN this POSSIBLE LINK between latitude and schizophrenia, we INVESTIGATED their ASSOCIATIONS with Vitamin D. we FOUND in a set of vitamin d related Genes a significant enrichment of both lrgs and of Genes INVOLVED in schizophrenia.']	[('DIFFICULT_TASK', 6), ('QUESTION_ANSWERED_BY_THIS_WORK', 6), ('PROBABLE_UNDERSTANDING', 24), ('INCOMPLETE_EVIDENCE', 37), ('SUPERFICIAL_RELATIONSHIP', 46), ('QUESTION_ANSWERED_BY_THIS_WORK', 90), ('SUPERFICIAL_RELATIONSHIP', 109), ('INCOMPLETE_EVIDENCE', 141), ('SUPERFICIAL_RELATIONSHIP', 234)]	9	[('CHEBI_27300', 'vitamin D', 127, 'vitamin D'), ('SO_0000704', 'gene', 177, 'genes'), ('SO_0000704', 'gene', 228, 'genes')]
S10-PMC2996405	PMC2996405	11/2010	S10-PMC2996405	['conclusions\nour results SUGGEST a latitude-driven adaptation for both schizophrenia and Vitamin D RELATED Genes.']	[('INCOMPLETE_EVIDENCE', 24), ('SUPERFICIAL_RELATIONSHIP', 98)]	2	[('CHEBI_27300', 'vitamin D', 88, 'vitamin D'), ('SO_0000704', 'gene', 106, 'genes')]
