	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S50-PMC2963768	PMC2963768	10/2010	S50-PMC2963768	"[""other than age and 25(Oh)D, which were compared across groups by one-way analysis of variance, the statistical significance of bivariate associations between the Vitamin D status and the maternal, infant or household characteristics in the entire sample (n=74) was assessed by non-parametric tests, including chi-square tests, mann-u whitney tests, and spearman's rank correlation coefficient.""]"	N/A	N/A	[('CHEBI_71657', 'versiconol acetate', 19, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 19, '25(OH)D'), ('CHEBI_27300', 'vitamin D', 162, 'vitamin D')]
S97-PMC3004407	PMC3004407	12/2010	S97-PMC3004407	['after controlling for race, Prenatal/multivitamin use (containing 400\u2009iu Vitamin D/day) was not associated with 25(Oh)D concentration ( p = .11).']	N/A	N/A	[('GO_0007565', 'female pregnancy', 28, 'prenatal'), ('CHEBI_27300', 'vitamin D', 73, 'vitamin D'), ('PR_000006444', 'diacylglycerol kinase delta', 81, 'D'), ('CHEBI_71657', 'versiconol acetate', 112, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 112, '25(OH)D')]
S4-PMC3271033	PMC3271033	1/2012	S4-PMC3271033	['there was no significant relationship between Cord Serum 25(Oh)D and bmc or bmd in the first week of Life (n = 49) or after 3 months of Vitamin D supplementation.']	N/A	N/A	[('UBERON_0002240', 'spinal cord', 46, 'cord'), ('UBERON_0001977', 'blood serum', 51, 'serum'), ('CHEBI_71657', 'versiconol acetate', 57, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 57, '25(OH)D'), ('UBERON_0000104', 'life cycle', 101, 'life'), ('CHEBI_27300', 'vitamin D', 136, 'vitamin D')]
S206-PMC3347028	PMC3347028	3/2012	S206-PMC3347028	['no differences were noted between groups in baseline 25(Oh)D ( p = 0.24), but differences between groups were noted in Vitamin D status within one month of Delivery ( p< 0.0001) and in Cord Blood ( p = 0.0001), with improved status in the 4000-iu group overall.']	N/A	N/A	[('CHEBI_71657', 'versiconol acetate', 53, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 53, '25(OH)D'), ('CHEBI_27300', 'vitamin D', 119, 'vitamin D'), ('GO_0007567', 'parturition', 156, 'delivery'), ('UBERON_0002240', 'spinal cord', 185, 'cord'), ('UBERON_0000178', 'blood', 190, 'blood')]
S85-PMC3702245	PMC3702245	6/2013	S85-PMC3702245	['similarly, 82%, 71%, and 50%, respectively, of the mothers on 4000 iu, 2000 iu, and 400 iu of Vitamin D daily achieved a Serum 25(Oh)D concentration >80 nmol/l ( p = 0.0001).']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 94, 'vitamin D'), ('UBERON_0001977', 'blood serum', 121, 'serum'), ('CHEBI_71657', 'versiconol acetate', 127, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 127, '25(OH)D')]
S36-PMC3717170	PMC3717170	5/2013	S36-PMC3717170	['as such, these cells are able to convert precursor 25(Oh)D3, the major circulating form of Vitamin D, to active 1,25(Oh)2D3That can then induce responses in the cells by binding to their vdrs and promoting transcriptional Regulation.']	N/A	N/A	[('CHEBI_62946', 'ammonium sulfate', 51, '25(OH)D3'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 51, '25(OH'), ('PR_000001177', 'D(2) dopamine receptor', 57, 'D3'), ('CHEBI_27300', 'vitamin D', 91, 'vitamin D'), ('CHEBI_63936', 'alpha1B-adrenoceptor antagonist', 117, 'OH)2D3that'), ('GO_0065007', 'biological regulation', 222, 'regulation')]
S116-PMC3873449	PMC3873449	12/2013	S116-PMC3873449	['over 90% of women had Vitamin D deficiency (< 50nmol/l) and none of them reached normal 25(Oh)D concentrations (≥ 75 nmol/l).']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 22, 'vitamin D'), ('CHEBI_71657', 'versiconol acetate', 88, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 88, '25(OH)D')]
S964-PMC4113768	PMC4113768	7/2014	S964-PMC4113768	['results: mean Serum 25(Oh)D concentration was 45.4 nmol/l (sd 25.3), and 171/278 (61.5%) participants were Vitamin D deficient.']	N/A	N/A	[('UBERON_0001977', 'blood serum', 14, 'serum'), ('CHEBI_71657', 'versiconol acetate', 20, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 20, '25(OH)D'), ('CHEBI_27300', 'vitamin D', 107, 'vitamin D')]
S1016-PMC4113768	PMC4113768	7/2014	S1016-PMC4113768	['there were no associations between maternal Serum 25(Oh)D or maternal or infant Vitamin D supplementation and any of the gross motor outcomes specified.']	N/A	N/A	[('UBERON_0001977', 'blood serum', 44, 'serum'), ('CHEBI_71657', 'versiconol acetate', 50, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 50, '25(OH)D'), ('CHEBI_27300', 'vitamin D', 80, 'vitamin D')]
S1714-PMC4113768	PMC4113768	7/2014	S1714-PMC4113768	['results: the prevalence of Vitamin D deficiency (Serum 25-Hydroxy Vitamin D concentration [25(Oh)D]<50 nmol/l) was 54%; median Serum 25(Oh)D concentration was 47 nmol/l.']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 27, 'vitamin D'), ('UBERON_0001977', 'blood serum', 49, 'serum'), ('CHEBI_62218', '23,24-dihydrocucurbitacin D', 55, '25-hydroxy vitamin D'), ('CHEBI_71657', 'versiconol acetate', 91, '25(OH)D'), ('UBERON_0001977', 'blood serum', 127, 'serum'), ('CHEBI_71657', 'versiconol acetate', 133, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 133, '25(OH)D')]
