	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S17-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S17-BMJ_2010_Apr_29_340_c1640	['this latitudinal gradient SEEMS environmentally RELATED BECAUSE the risk ASSOCIATED with latitude alters if People move after Birth.45a strong environmental CANDIDATE is the level of ambient regional ultraviolet radiation, acting EITHER directly OR through the generation of Vitamin D.6higher exposure to ultraviolet radiation,7higher Vitamin D intake,8and also higher Serum Vitamin D concentrations9seem to be ASSOCIATED with a reduced risk of onset of multiple sclerosis.']	[('ANOMALY_CURIOUS_FINDING', 26), ('SUPERFICIAL_RELATIONSHIP', 48), ('PROBABLE_UNDERSTANDING', 56), ('SUPERFICIAL_RELATIONSHIP', 73), ('INCOMPLETE_EVIDENCE', 157), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 230), ('SUPERFICIAL_RELATIONSHIP', 411)]	7	[('NCBITaxon_10088', 'Mus <genus>', 108, 'people'), ('GO_0007567', 'parturition', 126, 'birth'), ('CHEBI_27300', 'vitamin D', 275, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 335, 'vitamin D'), ('UBERON_0001977', 'blood serum', 369, 'serum'), ('CHEBI_27300', 'vitamin D', 375, 'vitamin D')]
S18-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S18-BMJ_2010_Apr_29_340_c1640	['this EVIDENCE comes from both case-control and cohort studies and INDICATES that age of operation for such a PROTECTIVE EFFECT MIGHT include both childhood and early Adulthood.67891011\nexposure to ultraviolet radiation in early Life has NOT YET been formally examined but MIGHT be LINKED to excess risk of multiple sclerosis at Birth through seasonal deficiency in maternal Vitamin D concentrations.12A study of half siblings with multiple sclerosis has ALSO SHOWN that risk CAN be maternally MEDIATED.13pregnancy is a vulnerable time for Vitamin d deficiency BECAUSE of increased physiological needs and reduced maternal outdoor activity.14experimental data on Animal Fetal Development INDICATE that Cerebral White Matter is responsive to Vitamin D and that Oligodendrocytes in the Brain and Spinal Cord have Vitamin D Receptors.1516furthermore, maternal Vitamin D depletion alters Neurogenesis in the developing Rat Brain,17with subsequent altered Gene Expression in Adult Life.18a RECENT Genetic STUDY in Humans has FURTHER IMPLICATED Vitamin D as a strong environmental CANDIDATE by SHOWING direct functional INTERACTION with the major locus that determines susceptibility to multiple sclerosis.19ALTHOUGH Human EVIDENCE pertaining to fetal development HAS BEEN DIFFICULT to obtain, the body of RELATED EVIDENCE to date has led SOME to RECOMMEND Antenatal supplementation with Vitamin D to prevent multiple sclerosis.14\nAS an indicator of POSSIBLE Perinatal environmental exposures, such as ultraviolet radiation, individual studies in the northern hemisphere have examined month of Birth and risk of multiple sclerosis with VARIED results.2021222324a large RECENT pooled analysis of Births in the northern hemisphere, HOWEVER, SHOWED an excess of multiple sclerosis among People Born in may and a relative deficit among those Born in november; these results were stronger in familial cases and SUGGESTED INTERACTIONS between Genes and environment that are RELATED to climate and that MIGHT act during Gestation or shortly after Birth.12we EXAMINED month of Birth and risk of multiple sclerosis in australia.']	[('INCOMPLETE_EVIDENCE', 5), ('INCOMPLETE_EVIDENCE', 66), ('SUPERFICIAL_RELATIONSHIP', 109), ('SUPERFICIAL_RELATIONSHIP', 120), ('INCOMPLETE_EVIDENCE', 127), ('FULL_UNKNOWN', 237), ('INCOMPLETE_EVIDENCE', 272), ('SUPERFICIAL_RELATIONSHIP', 281), ('INCOMPLETE_EVIDENCE', 399), ('INCOMPLETE_EVIDENCE', 454), ('INCOMPLETE_EVIDENCE', 475), ('SUPERFICIAL_RELATIONSHIP', 493), ('PROBABLE_UNDERSTANDING', 560), ('INCOMPLETE_EVIDENCE', 687), ('INCOMPLETE_EVIDENCE', 984), ('INCOMPLETE_EVIDENCE', 1019), ('SUPERFICIAL_RELATIONSHIP', 1027), ('INCOMPLETE_EVIDENCE', 1074), ('INCOMPLETE_EVIDENCE', 1087), ('SUPERFICIAL_RELATIONSHIP', 1113), ('ANOMALY_CURIOUS_FINDING', 1199), ('ANOMALY_CURIOUS_FINDING', 1199), ('INCOMPLETE_EVIDENCE', 1216), ('INCOMPLETE_EVIDENCE', 1257), ('DIFFICULT_TASK', 1266), ('INCOMPLETE_EVIDENCE', 1299), ('SUPERFICIAL_RELATIONSHIP', 1299), ('INCOMPLETE_EVIDENCE', 1332), ('FUTURE_WORK', 1340), ('PROBABLE_UNDERSTANDING', 1424), ('INCOMPLETE_EVIDENCE', 1443), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 1629), ('INCOMPLETE_EVIDENCE', 1662), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 1723), ('INCOMPLETE_EVIDENCE', 1732), ('INCOMPLETE_EVIDENCE', 1899), ('SUPERFICIAL_RELATIONSHIP', 1909), ('SUPERFICIAL_RELATIONSHIP', 1961), ('INCOMPLETE_EVIDENCE', 1989), ('QUESTION_ANSWERED_BY_THIS_WORK', 2044)]	40	[('UBERON_0000113', 'post-juvenile adult stage', 166, 'adulthood'), ('UBERON_0000104', 'life cycle', 228, 'life'), ('GO_0007567', 'parturition', 328, 'birth'), ('CHEBI_27300', 'vitamin D', 374, 'vitamin D'), ('CHEBI_33229', 'vitamin (role)', 539, 'vitamin'), ('NCBITaxon_33208', 'Metazoa', 662, 'animal'), ('GO_0002065', 'columnar/cuboidal epithelial cell differentiation', 669, 'fetal development'), ('UBERON_0002437', 'cerebral hemisphere white matter', 701, 'cerebral white matter'), ('CHEBI_27300', 'vitamin D', 740, 'vitamin D'), ('CL_0000128', 'oligodendrocyte', 759, 'oligodendrocytes'), ('UBERON_0000955', 'brain', 783, 'brain'), ('UBERON_0002240', 'spinal cord', 793, 'spinal cord'), ('CHEBI_27300', 'vitamin D', 810, 'vitamin D'), ('PR_000001708', 'sphingosine 1-phosphate receptor 3', 810, 'vitamin D receptors'), ('CHEBI_27300', 'vitamin D', 856, 'vitamin D'), ('GO_0022008', 'neurogenesis', 883, 'neurogenesis'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 914, 'rat'), ('UBERON_0000955', 'brain', 918, 'brain'), ('GO_0010467', 'gene expression', 950, 'gene expression'), ('SO_0000704', 'gene', 950, 'gene'), ('UBERON_0000113', 'post-juvenile adult stage', 969, 'adult life'), ('SO_0000704', 'gene', 991, 'genetic'), ('NCBITaxon_9606', 'Homo sapiens', 1008, 'humans'), ('CHEBI_27300', 'vitamin D', 1038, 'vitamin D'), ('NCBITaxon_9606', 'Homo sapiens', 1210, 'human'), ('GO_0007567', 'parturition', 1350, 'antenatal'), ('CHEBI_27300', 'vitamin D', 1381, 'vitamin D'), ('GO_0036268', 'swimming', 1452, 'perinatal'), ('UBERON_0012101', 'perinatal stage', 1452, 'perinatal'), ('GO_0007567', 'parturition', 1587, 'birth'), ('GO_0007567', 'parturition', 1688, 'births'), ('NCBITaxon_10088', 'Mus <genus>', 1777, 'people'), ('GO_0007567', 'parturition', 1784, 'born'), ('GO_0007567', 'parturition', 1831, 'born'), ('SO_0000704', 'gene', 1930, 'genes'), ('GO_0007565', 'female pregnancy', 2006, 'gestation'), ('GO_0007567', 'parturition', 2033, 'birth'), ('GO_0007567', 'parturition', 2062, 'birth')]
S94-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S94-BMJ_2010_Apr_29_340_c1640	['in this setting, there is STRONG a priori EVIDENCE that sun exposure or Vitamin D, or both, is LIKELY to be the central exposure6and LITTLE a priori evidence for any other strong DETERMINANT of multiple sclerosis LIKELY to be LINKED to maternal ambient Ultraviolet radiation exposure during the first Trimester.']	[('PROBABLE_UNDERSTANDING', 26), ('INCOMPLETE_EVIDENCE', 42), ('PROBABLE_UNDERSTANDING', 95), ('INCOMPLETE_EVIDENCE', 133), ('SUPERFICIAL_RELATIONSHIP', 179), ('PROBABLE_UNDERSTANDING', 213), ('SUPERFICIAL_RELATIONSHIP', 226)]	7	[('CHEBI_27300', 'vitamin D', 72, 'vitamin D'), ('CHEBI_75275', 'tetradecyl sulfonic acid', 253, 'ultraviolet'), ('GO_0009294', 'DNA mediated transformation', 301, 'trimester')]
S95-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S95-BMJ_2010_Apr_29_340_c1640	['maternal exposure and health of offspring\nthis report adds to other work SHOWING that maternal exposure to ambient ultraviolet radiation during Pregnancy MIGHT INFLUENCE subsequent health in the offspring.30313233in a new zealand Birth cohort, infants whose mothers were exposed to peak sunshine during the first Trimester were significantly heavier at Birth than infants whose mothers experienced trough levels of sunshine during the same trimester.30in the united kingdom, maternal ambient Ultraviolet B exposure in the third trimester HAS BEEN positively RELATED to bone Mineral density and content at age 9 in offspring.34there is now GROWING INTEREST in the ROLE of maternal Vitamin D deficiency in Pregnancy and the Development of Central Nervous System and Immune disorders, PARTICULARLY schizophrenia,33type 1 diabetes, and other disorders.35ALTHOUGH active Vitamin D3Concentrations in the mother increase substantially during Pregnancy, early fetal supplies are lower36and directly DEPENDENT on the mother.']	[('INCOMPLETE_EVIDENCE', 73), ('INCOMPLETE_EVIDENCE', 154), ('SUPERFICIAL_RELATIONSHIP', 160), ('INCOMPLETE_EVIDENCE', 538), ('SUPERFICIAL_RELATIONSHIP', 558), ('INCOMPLETE_EVIDENCE', 639), ('SUPERFICIAL_RELATIONSHIP', 663), ('IMPORTANT_CONSIDERATION', 782), ('ANOMALY_CURIOUS_FINDING', 848), ('SUPERFICIAL_RELATIONSHIP', 991)]	10	[('GO_0007565', 'female pregnancy', 144, 'pregnancy'), ('GO_0007567', 'parturition', 230, 'birth'), ('GO_0009294', 'DNA mediated transformation', 313, 'trimester'), ('GO_0007567', 'parturition', 353, 'birth'), ('CHEBI_72754', 'bisphenol AF', 492, 'ultraviolet B'), ('CHEBI_46662', 'mineral', 574, 'mineral'), ('CHEBI_27300', 'vitamin D', 680, 'vitamin D'), ('GO_0007565', 'female pregnancy', 704, 'pregnancy'), ('GO_0008289', 'lipid binding', 722, 'development'), ('GO_0022412', 'cellular process involved in reproduction in multicellular organism', 737, 'central nervous system'), ('UBERON_0001017', 'central nervous system', 737, 'central nervous system'), ('UBERON_0002405', 'immune system', 764, 'immune'), ('PR_000017350', 'serine/threonine-protein kinase VRK2', 866, 'vitamin D3concentrations'), ('GO_0007565', 'female pregnancy', 935, 'pregnancy')]
S99-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S99-BMJ_2010_Apr_29_340_c1640	['ultraviolet radiation exposure during the first trimester would be expected to specifically INFLUENCE Vitamin D concentrations up to early in the second trimester, given that Vitamin D has a half life of one to two months.45in RECENT australian work, higher levels of ambient ultraviolet radiation were ASSOCIATED with higher Vitamin D concentrations at the population level with a lag of one and a half months.46\n\nPOSSIBLE mechanisms\nfirst trimester Vitamin D concentrations MIGHT be particularly IMPORTANT in the development of the Central Nervous System BECAUSE during Early Embryonic Development, Vitamin D receptors are Expressed in the Neuroepithelium and later in the Subventricular Zone.15myelination occurs later; EVEN in mid-Gestation (19-24 weeks) Cortical Axonal tracts are not yet myelinated,47with major myelination of several areas occurring as late as 29-39 weeks.48in addition, the in utero Development Of Immune central Tolerance occurs in the first trimester and Vitamin D has immunomodulating properties.']	[('SUPERFICIAL_RELATIONSHIP', 92), ('INCOMPLETE_EVIDENCE', 227), ('SUPERFICIAL_RELATIONSHIP', 303), ('INCOMPLETE_EVIDENCE', 415), ('INCOMPLETE_EVIDENCE', 476), ('IMPORTANT_CONSIDERATION', 498), ('PROBABLE_UNDERSTANDING', 557), ('ANOMALY_CURIOUS_FINDING', 723)]	8	[('CHEBI_27300', 'vitamin D', 102, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 175, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 326, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 451, 'vitamin D'), ('UBERON_0001017', 'central nervous system', 534, 'central nervous system'), ('UBERON_0019248', 'early embryo', 572, 'early embryonic'), ('GO_0009790', 'embryo development', 578, 'embryonic development'), ('CHEBI_27300', 'vitamin D', 601, 'vitamin D'), ('GO_0010467', 'gene expression', 625, 'expressed'), ('UBERON_0034705', 'developing neuroepithelium', 642, 'neuroepithelium'), ('UBERON_0004922', 'postnatal subventricular zone', 675, 'subventricular zone'), ('GO_0007565', 'female pregnancy', 735, 'gestation'), ('UBERON_0001851', 'cortex', 759, 'cortical'), ('GO_0030424', 'axon', 768, 'axonal'), ('GO_0034102', 'erythrocyte clearance', 908, 'development of ... tolerance'), ('UBERON_0002405', 'immune system', 923, 'immune'), ('CHEBI_27300', 'vitamin D', 982, 'vitamin D')]
S101-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S101-BMJ_2010_Apr_29_340_c1640	['for example, Vitamin D can down-regulate Interleukin 6, an IMPORTANT mediator of the adverse EFFECT of maternal infection during Pregnancy on neural development in the fetus.505152\n\nPrenatal and Postnatal timing\nour results do not INDICATE that the POSSIBLE beneficial EFFECT of Ultraviolet radiation exposure is confined ONLY to the Prenatal period.']	[('IMPORTANT_CONSIDERATION', 59), ('SUPERFICIAL_RELATIONSHIP', 93), ('INCOMPLETE_EVIDENCE', 231), ('INCOMPLETE_EVIDENCE', 249), ('SUPERFICIAL_RELATIONSHIP', 269), ('INCOMPLETE_EVIDENCE', 322)]	6	[('CHEBI_27300', 'vitamin D', 13, 'vitamin D'), ('PR_000008988', 'interleukin-1 family member 5', 41, 'interleukin 6'), ('GO_0007565', 'female pregnancy', 129, 'pregnancy'), ('GO_0007565', 'female pregnancy', 182, 'Prenatal'), ('GO_0007567', 'parturition', 195, 'postnatal'), ('CHEBI_75275', 'tetradecyl sulfonic acid', 279, 'ultraviolet'), ('GO_0007565', 'female pregnancy', 334, 'prenatal')]
S103-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S103-BMJ_2010_Apr_29_340_c1640	['overall, epidemiological studies SUPPORT a PROTECTIVE ROLE for Vitamin D in Autoimmune disease, PARTICULARLY in childhood and Adolescence, and Vitamin D supplementation in early Adulthood EFFECTIVELY reduces the risk of multiple sclerosis; THEREFORE, supplementation of adolescents and young Adults COULD BE effectively used for PREVENTION.6the FINDINGS HERE provide the FIRST population BASED evidence beyond month of Birth PATTERNS to INDICATE that Vitamin D supplementation for the PREVENTION of multiple sclerosis MIGHT also NEED to be CONSIDERED during in utero development.14they are CONSISTENT with a multi-hit causal cascade for multiple sclerosis, with PUTATIVE adverse environmental FACTORS, such as low Vitamin D concentrations, acting at more than one stage of Life.53\n\nwhat is already known on this topic\nin the northern hemisphere, there are more cases of multiple sclerosis in People Born in may and fewer in those Born in november\nmaternal exposure to ambient ultraviolet radiation in Pregnancy can be used as an instrumental variable for Vitamin D status during Pregnancy\nlow Vitamin D concentrations HAVE BEEN ASSOCIATED with a higher risk of multiple sclerosis\n\nwhat THIS STUDY adds\nin australia there is a reciprocal PATTERN of month of Birth and risk of multiple sclerosis, with a higher risk for those Born in november-december compared with may-june\nthis PATTERN was accounted FOR by maternal exposure to ambient ultraviolet radiation in the first trimester\nlow maternal exposure to Ultraviolet Radiation in the first trimester was inversely RELATED to risk of multiple sclerosis in the offspring after adjustment for either month of Birth or place of Birth\n\npubmed central:']	[('INCOMPLETE_EVIDENCE', 33), ('SUPERFICIAL_RELATIONSHIP', 43), ('SUPERFICIAL_RELATIONSHIP', 54), ('IMPORTANT_CONSIDERATION', 96), ('IMPORTANT_CONSIDERATION', 188), ('PROBABLE_UNDERSTANDING', 240), ('INCOMPLETE_EVIDENCE', 299), ('SUPERFICIAL_RELATIONSHIP', 329), ('INCOMPLETE_EVIDENCE', 345), ('QUESTION_ANSWERED_BY_THIS_WORK', 354), ('INCOMPLETE_EVIDENCE', 371), ('QUESTION_ANSWERED_BY_THIS_WORK', 388), ('SUPERFICIAL_RELATIONSHIP', 425), ('INCOMPLETE_EVIDENCE', 437), ('SUPERFICIAL_RELATIONSHIP', 485), ('INCOMPLETE_EVIDENCE', 518), ('FUTURE_WORK', 529), ('IMPORTANT_CONSIDERATION', 529), ('FUTURE_WORK', 540), ('IMPORTANT_CONSIDERATION', 540), ('INCOMPLETE_EVIDENCE', 590), ('SUPERFICIAL_RELATIONSHIP', 590), ('PROBABLE_UNDERSTANDING', 662), ('SUPERFICIAL_RELATIONSHIP', 693), ('INCOMPLETE_EVIDENCE', 1118), ('SUPERFICIAL_RELATIONSHIP', 1128), ('QUESTION_ANSWERED_BY_THIS_WORK', 1186), ('SUPERFICIAL_RELATIONSHIP', 1237), ('SUPERFICIAL_RELATIONSHIP', 1378), ('QUESTION_ANSWERED_BY_THIS_WORK', 1400), ('SUPERFICIAL_RELATIONSHIP', 1565)]	31	[('CHEBI_27300', 'vitamin D', 63, 'vitamin D'), ('UBERON_0001442', 'skeleton of manus', 76, 'autoimmune'), ('GO_0048848', 'neurohypophysis morphogenesis', 126, 'adolescence'), ('CHEBI_27300', 'vitamin D', 143, 'vitamin D'), ('UBERON_0000113', 'post-juvenile adult stage', 178, 'adulthood'), ('UBERON_0007023', 'adult organism', 292, 'adults'), ('GO_0007567', 'parturition', 419, 'birth'), ('CHEBI_27300', 'vitamin D', 451, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 714, 'vitamin D'), ('UBERON_0000104', 'life cycle', 773, 'life'), ('NCBITaxon_10088', 'Mus <genus>', 892, 'people'), ('GO_0007567', 'parturition', 899, 'born'), ('GO_0007567', 'parturition', 930, 'born'), ('GO_0007565', 'female pregnancy', 1001, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 1055, 'vitamin D'), ('GO_0007565', 'female pregnancy', 1079, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 1093, 'vitamin D'), ('GO_0007567', 'parturition', 1257, 'birth'), ('GO_0007567', 'parturition', 1324, 'born'), ('CHEBI_52927', 'To-Pro-1(2+)', 1506, 'ultraviolet radiation'), ('GO_0007567', 'parturition', 1657, 'birth'), ('GO_0007567', 'parturition', 1675, 'birth')]
S171-PMC2151954	PMC2151954	10/2007	S171-PMC2151954	['with respect to seasonally-fluctuating exposures that MAY UNDERLIE THESE FINDINGS, we SPECULATE that low Prenatal Vitamin D is a CANDIDATE that WARRANTS closer inspection [4].']	[('INCOMPLETE_EVIDENCE', 54), ('SUPERFICIAL_RELATIONSHIP', 58), ('INCOMPLETE_EVIDENCE', 67), ('INCOMPLETE_EVIDENCE', 86), ('INCOMPLETE_EVIDENCE', 129), ('FUTURE_WORK', 144)]	6	[('GO_0007565', 'female pregnancy', 105, 'prenatal'), ('CHEBI_27300', 'vitamin D', 114, 'vitamin D')]
S173-PMC2151954	PMC2151954	10/2007	S173-PMC2151954	['secondly, a nonlinear exposure-risk RELATIONSHIP between maternal Vitamin D levels and neonatal anthropometry HAS BEEN FOUND [22].']	[('SUPERFICIAL_RELATIONSHIP', 36), ('INCOMPLETE_EVIDENCE', 110), ('INCOMPLETE_EVIDENCE', 119)]	3	[('CHEBI_27300', 'vitamin D', 66, 'vitamin D')]
S37-PMC2265059	PMC2265059	3/2008	S37-PMC2265059	['for example, in australia,mcgrath and colleagues (2005b)SUGGESTED that Prenatal Vitamin D ASSOCIATED with maternal exposure to sunlight is ASSOCIATED with the seasonal variation in Birth weight.']	[('INCOMPLETE_EVIDENCE', 56), ('SUPERFICIAL_RELATIONSHIP', 90), ('SUPERFICIAL_RELATIONSHIP', 139)]	3	[('GO_0007565', 'female pregnancy', 71, 'prenatal'), ('CHEBI_27300', 'vitamin D', 80, 'vitamin D'), ('GO_0007567', 'parturition', 181, 'birth')]
