	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S84-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S84-BMJ_2010_Apr_29_340_c1640	['we could not examine the Vitamin D status of the fetus directly but INSTEAD chose the ambient ultraviolet radiation level experienced by the mother during Gestation.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 68)]	1	[('CHEBI_27300', 'vitamin D', 25, 'vitamin D'), ('GO_0007565', 'female pregnancy', 155, 'gestation')]
S101-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S101-BMJ_2010_Apr_29_340_c1640	['for example, Vitamin D can down-regulate Interleukin 6, an IMPORTANT mediator of the adverse EFFECT of maternal infection during Pregnancy on neural development in the fetus.505152\n\nPrenatal and Postnatal timing\nour results do not INDICATE that the POSSIBLE beneficial EFFECT of Ultraviolet radiation exposure is confined ONLY to the Prenatal period.']	[('IMPORTANT_CONSIDERATION', 59), ('SUPERFICIAL_RELATIONSHIP', 93), ('INCOMPLETE_EVIDENCE', 231), ('INCOMPLETE_EVIDENCE', 249), ('SUPERFICIAL_RELATIONSHIP', 269), ('INCOMPLETE_EVIDENCE', 322)]	6	[('CHEBI_27300', 'vitamin D', 13, 'vitamin D'), ('PR_000008988', 'interleukin-1 family member 5', 41, 'interleukin 6'), ('GO_0007565', 'female pregnancy', 129, 'pregnancy'), ('GO_0007565', 'female pregnancy', 182, 'Prenatal'), ('GO_0007567', 'parturition', 195, 'postnatal'), ('CHEBI_75275', 'tetradecyl sulfonic acid', 279, 'ultraviolet'), ('GO_0007565', 'female pregnancy', 334, 'prenatal')]
S500-PMC2679409	PMC2679409	5/2009	S500-PMC2679409	['ANY FUTURE STUDIES of Vitamin A supplementation MUST FOCUS on HIGH-RISK women, assess the most APPROPRIATE Vitamin type and dosage, and show that the intervention is both SAFE for the mother and fetus, and EFFECTIVE.']	[('IMPORTANT_CONSIDERATION', 0), ('FUTURE_WORK', 4), ('IMPORTANT_CONSIDERATION', 48), ('IMPORTANT_CONSIDERATION', 53), ('IMPORTANT_CONSIDERATION', 62), ('IMPORTANT_CONSIDERATION', 95), ('IMPORTANT_CONSIDERATION', 171), ('SUPERFICIAL_RELATIONSHIP', 206)]	8	[('CHEBI_27300', 'vitamin D', 22, 'vitamin A'), ('CHEBI_33229', 'vitamin (role)', 107, 'vitamin')]
S20-PMC2821652	PMC2821652	2/2010	S20-PMC2821652	['with respect to the more Polar Metabolites of Vitamin D, a SIMILAR (BUT lesser) RELATIONSHIP is OBSERVED between mother and fetus [11].']	[('INCOMPLETE_EVIDENCE', 59), ('SUPERFICIAL_RELATIONSHIP', 59), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 68), ('SUPERFICIAL_RELATIONSHIP', 80), ('INCOMPLETE_EVIDENCE', 96)]	5	[('CHEBI_37173', 'silanol', 25, 'polar'), ('CHEBI_25212', 'metabolite', 31, 'metabolites'), ('CHEBI_27300', 'vitamin D', 46, 'vitamin D')]
S22-PMC2821652	PMC2821652	2/2010	S22-PMC2821652	['this lack of Placental transfer of the parent Vitamin D from mother to fetus also HAS BEEN observed in a Porcine experimental Animal MODEL [13].']	[('INCOMPLETE_EVIDENCE', 82), ('INCOMPLETE_EVIDENCE', 133)]	2	[('UBERON_0001987', 'placenta', 13, 'placental'), ('CHEBI_27300', 'vitamin D', 46, 'vitamin D'), ('NCBITaxon_10088', 'Mus <genus>', 105, 'porcine'), ('NCBITaxon_33208', 'Metazoa', 126, 'animal')]
S23-PMC2821652	PMC2821652	2/2010	S23-PMC2821652	['THUS, in the Human fetus, Vitamin D Metabolism in all LIKELIHOOD begins with 25(Oh)D. as a result, the nutritional Vitamin D status of the Human fetus/neonate is totally DEPENDENT on the Vitamin D stores of the mother [11]; THUS, IF the mother is hypovitaminotic D, her fetus will experience depleted Vitamin D exposure throughout Gestation [14].']	[('PROBABLE_UNDERSTANDING', 0), ('PROBABLE_UNDERSTANDING', 54), ('SUPERFICIAL_RELATIONSHIP', 170), ('PROBABLE_UNDERSTANDING', 224), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 230)]	5	[('NCBITaxon_9606', 'Homo sapiens', 13, 'human'), ('CHEBI_27300', 'vitamin D', 26, 'vitamin D'), ('GO_0042359', 'vitamin D metabolic process', 26, 'vitamin D metabolism'), ('CHEBI_71657', 'versiconol acetate', 77, '25(OH)D'), ('CHEBI_27300', 'vitamin D', 115, 'vitamin D'), ('NCBITaxon_9606', 'Homo sapiens', 139, 'human'), ('CHEBI_27300', 'vitamin D', 187, 'vitamin D'), ('CHEBI_52024', '4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide', 263, 'D'), ('CHEBI_27300', 'vitamin D', 301, 'vitamin D'), ('GO_0007565', 'female pregnancy', 331, 'gestation')]
S24-PMC2821652	PMC2821652	2/2010	S24-PMC2821652	['WHILE the demands of the fetus on the maternal System for calcium increase throughout Pregnancy, the demands for Vitamin D DO NOT APPEAR TO change.']	[('ANOMALY_CURIOUS_FINDING', 0), ('ANOMALY_CURIOUS_FINDING', 123), ('ANOMALY_CURIOUS_FINDING', 130)]	3	[('UBERON_0000467', 'anatomical system', 47, 'system'), ('GO_0007565', 'female pregnancy', 86, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 113, 'vitamin D')]
S147-PMC3004407	PMC3004407	12/2010	S147-PMC3004407	['this is concerning in that the EFFECTS of Vitamin D deficiency among Pregnancy women are not limited to the women: IF a mother has Vitamin D insufficiency, or worse, deficiency, her fetus is developing in a hypovitaminotic state.']	[('SUPERFICIAL_RELATIONSHIP', 31), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 115)]	2	[('CHEBI_27300', 'vitamin D', 42, 'vitamin D'), ('GO_0007565', 'female pregnancy', 69, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 131, 'vitamin D')]
S158-PMC3004407	PMC3004407	12/2010	S158-PMC3004407	['studies TO EXAMINE the BENEFIT of higher doses of Vitamin D during Pregnancy SUGGEST that the dose of Vitamin D FOUND in MOST Prenatal Vitamins—400\u2009iu—is INADEQUATE to meet the NEEDS of the Pregnant woman and her growing fetus [11,32,34,39,60–67].']	[('QUESTION_ANSWERED_BY_THIS_WORK', 8), ('IMPORTANT_CONSIDERATION', 23), ('INCOMPLETE_EVIDENCE', 77), ('INCOMPLETE_EVIDENCE', 112), ('PROBABLE_UNDERSTANDING', 121), ('IMPORTANT_CONSIDERATION', 154), ('IMPORTANT_CONSIDERATION', 177)]	7	[('CHEBI_27300', 'vitamin D', 50, 'vitamin D'), ('GO_0007565', 'female pregnancy', 67, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 102, 'vitamin D'), ('GO_0007565', 'female pregnancy', 126, 'prenatal'), ('CHEBI_33277', 'gamma-tocotrienol', 135, 'vitamins'), ('GO_0007565', 'female pregnancy', 190, 'pregnant')]
S81-PMC3257641	PMC3257641	3/2010	S81-PMC3257641	['there was a positive CORRELATION between the maternal 25(Oh)D level and the Fetal Metaphyseal cross-sectional area, with the latter 5% and 14% greater in fetuses of mothers who were Vitamin D insufficient (Serum 25(Oh)D 25-50 nmol/l) and Vitamin D deficient (Serum 25(Oh)D < 25 nmol/l) compared to Vitamin D sufficient mothers (Serum 25(Oh)D > 50 nmol/l) [56].']	[('SUPERFICIAL_RELATIONSHIP', 21)]	1	[('CHEBI_71657', 'versiconol acetate', 54, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 54, '25(OH)D'), ('UBERON_0000922', 'embryo', 76, 'fetal'), ('UBERON_0001438', 'metaphysis', 82, 'metaphyseal'), ('CHEBI_27300', 'vitamin D', 182, 'vitamin D'), ('UBERON_0001977', 'blood serum', 206, 'serum'), ('CHEBI_71657', 'versiconol acetate', 212, '25(OH)D'), ('PR_000006444', 'diacylglycerol kinase delta', 218, 'D'), ('CHEBI_27300', 'vitamin D', 238, 'vitamin D'), ('UBERON_0001977', 'blood serum', 259, 'serum'), ('CHEBI_71657', 'versiconol acetate', 265, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 265, '25(OH)D'), ('CHEBI_27300', 'vitamin D', 298, 'vitamin D'), ('UBERON_0001977', 'blood serum', 328, 'serum'), ('CHEBI_71657', 'versiconol acetate', 334, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 334, '25(OH)D')]
