	ARTICLE	ARTICLE DATE	NUM SENTENCES_x	NUM SENTENCES_y
0	PMC5340372	3/2017	6.0	0.0
1	PMC4973215	8/2016	5.0	0.0
2	PMC4992225	8/2016	5.0	0.0
3	PMC2679409	5/2009	4.0	1.0
4	PMC5095257	11/2016	3.0	0.0
5	PMC4499946	7/2015	3.0	0.0
6	PMC4971719	8/2016	3.0	0.0
7	PMC4764019	1/2016	3.0	0.0
8	PMC3672018	5/2013	2.0	1.0
9	PMC3705320	3/2013	2.0	0.0
10	PMC4846845	4/2016	2.0	0.0
11	PMC5115165	1/2016	1.0	0.0
12	PMC5310660	1/2017	1.0	0.0
13	PMC5045784	10/2016	1.0	0.0
14	PMC5024431	9/2016	1.0	0.0
15	PMC5359891	3/2017	1.0	0.0
16	PMC5841533	2/2018	1.0	0.0
17	PMC5941617	5/2018	1.0	0.0
18	PMC4934634	11/2015	1.0	0.0
19	PMC4897157	5/2016	1.0	0.0
20	BMJ_2010_Apr_29_340_c1640	4/2010	1.0	0.0
21	PMC4216020	10/2014	1.0	0.0
22	PMC4380518	9/2014	1.0	1.0
23	PMC3702245	6/2013	1.0	0.0
24	PMC1888711	5/2007	1.0	0.0
25	PMC3171895	9/2011	1.0	0.0
26	PMC3407995	7/2012	1.0	0.0
27	PMC3515553	12/2012	1.0	0.0
28	PMC3552819	12/2012	1.0	0.0
29	PMC3641012	4/2013	1.0	0.0
30	PMC3713405	7/2013	1.0	0.0
31	PMC1361787	12/2005	1.0	0.0
32	PMC3760821	9/2013	1.0	0.0
33	PMC3773018	4/2013	1.0	0.0
34	PMC3829803	11/2013	1.0	0.0
35	PMC3882256	1/2014	1.0	0.0
36	PMC3888066	12/2012	1.0	0.0
37	PMC3991049	11/2013	1.0	0.0
38	PMC5958072	5/2018	1.0	0.0
39	PMC3039633	2/2011	0.0	1.0
40	PMC4113768	7/2014	0.0	1.0
41	PMC4258799	11/2014	0.0	1.0
42	PMC5372933	3/2017	0.0	1.0
43	PMC5521778	7/2017	0.0	1.0
