	ARTICLE	ARTICLE DATE	NUM SENTENCES
6	PMC2996405	11/2010	18
62	PMC5941617	5/2018	11
30	PMC4113768	7/2014	10
8	PMC3075531	7/2010	6
5	PMC2963768	10/2010	5
64	PMC5956785	5/2018	4
41	PMC4930210	7/2016	4
7	PMC3004407	12/2010	4
28	PMC3873449	12/2013	4
33	PMC4340999	3/2015	3
12	PMC3277098	12/2011	3
65	PMC6011374	6/2018	3
2	PMC2290997	4/2008	3
59	PMC5685050	10/2014	2
10	PMC3257641	3/2010	2
16	PMC3407995	7/2012	2
46	PMC5014971	8/2016	2
34	PMC4405493	4/2015	2
20	PMC3668200	5/2013	2
35	PMC4452099	6/2015	2
58	PMC5664622	9/2017	2
23	PMC3702245	6/2013	2
48	PMC5084016	10/2016	1
49	PMC5084041	10/2016	1
11	PMC3271033	1/2012	1
51	PMC5129897	10/2016	1
47	PMC5051327	9/2016	1
45	PMC4998950	4/2016	1
44	PMC4989298	8/2016	1
50	PMC5095257	11/2016	1
54	PMC5405075	4/2017	1
52	PMC5146866	12/2016	1
53	PMC5155676	12/2016	1
42	PMC4934634	11/2015	1
55	PMC5426325	4/2017	1
56	PMC5474873	6/2017	1
57	PMC5513133	7/2017	1
60	PMC5812027	2/2018	1
61	PMC5838372	3/2018	1
3	PMC2396486	6/2008	1
63	PMC5952272	5/2018	1
43	PMC4949006	7/2016	1
39	PMC4785305	3/2016	1
4	PMC2898025	5/2010	1
26	PMC3717170	5/2013	1
14	PMC3347007	4/2012	1
15	PMC3347028	3/2012	1
17	PMC3427192	4/2012	1
18	PMC3472720	8/2012	1
19	PMC3629265	4/2013	1
21	PMC3672018	5/2013	1
22	PMC3685533	6/2013	1
24	PMC3705146	5/2013	1
25	PMC3713405	7/2013	1
27	PMC3760821	9/2013	1
40	PMC4896250	4/2016	1
29	PMC3991049	11/2013	1
9	PMC3103150	3/2011	1
31	PMC4169453	9/2014	1
32	PMC4251419	12/2014	1
1	PMC2151954	10/2007	1
36	PMC4466139	6/2015	1
37	PMC4516377	6/2015	1
38	PMC4719746	1/2016	1
13	PMC3338544	4/2012	1
0	BMJ_2010_Apr_29_340_c1640	4/2010	1
