	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S48-PMC1852384	PMC1852384	1/2007	S48-PMC1852384	['all routine follow-up appointments included nutritional counseling and those after 2\xa0weeks included laboratory studies [Serum electrolytes, Glucose, hba1c, calcium, albumin, Lipid profile, Liver function tests, complete Blood count, Platelets, Serum Insulin, iron, ferritin, Vitamin B12, 25-Oh Vitamin D, and Thiamine (Vitamin B1)].']	N/A	N/A	[('UBERON_0001977', 'blood serum', 120, 'serum'), ('CHEBI_17234', 'glucose', 140, 'glucose'), ('CHEBI_18059', 'lipid', 174, 'lipid'), ('UBERON_0002107', 'liver', 189, 'liver'), ('UBERON_0000178', 'blood', 220, 'blood'), ('CL_0000233', 'platelet', 233, 'platelets'), ('UBERON_0001977', 'blood serum', 244, 'serum'), ('PR_000045358', 'insulin family protein', 250, 'insulin'), ('CHEBI_33279', 'vitamin D5', 275, 'vitamin B12'), ('PR_000004738', 'class E basic helix-loop-helix protein 22', 283, 'B12'), ('CHEBI_86198', '1,2-di-[(11Z)-eicosenoyl]-sn-glycero-3-phosphocholine', 288, '25-OH'), ('CHEBI_27300', 'vitamin D', 294, 'vitamin D'), ('CHEBI_26948', 'vitamin B1', 309, 'thiamine'), ('PR_000004483', 'V-type proton ATPase subunit C 1', 319, 'vitamin B1')]
S0-PMC3032617	PMC3032617	5/2010	S0-PMC3032617	['regular Vitamin C supplementation during Pregnancy reduces hospitalization: outcomes of a ugandan rural cohort study\n\nabstract:executive-summary\n\nbackground\nvitamin c or Ascorbic Acid is a hydro-soluble Lactone (synthesized from Glucose) essential to Human body and available from diet.']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 8, 'vitamin C'), ('GO_0007565', 'female pregnancy', 41, 'pregnancy'), ('CHEBI_22652', 'ascorbic acid', 170, 'ascorbic acid'), ('CHEBI_25000', 'lactone', 203, 'lactone'), ('CHEBI_17234', 'glucose', 229, 'glucose'), ('NCBITaxon_9606', 'Homo sapiens', 251, 'human')]
S8-PMC3809191	PMC3809191	1/2013	S8-PMC3809191	['there was no significant association between Vitamin D levels and fasting Glucose, Insulin and hba1c.']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 45, 'vitamin D'), ('CHEBI_17234', 'glucose', 74, 'glucose'), ('PR_000045358', 'insulin family protein', 83, 'insulin')]
S63-PMC4632418	PMC4632418	10/2015	S63-PMC4632418	['seven different criteria were used to diagnose gdm and five assay techniques were used to measure Serum 25(Oh)D level.nutrients-07-05398-t001_table 1\n\ncaption (table-wrap): table 1\n\ncharacteristics of observational studies included in this meta-analysis.author and yearlocationstudy typeparticipants( n )gdm( n )gdm criteria *assay methodmean 25(Oh)D nmol/l (sd)prevalencesignificantadjustments**gdmngtmaghbooli (2008) [22]irancross-sectional57952c&cria16.5(10.4)22.9(18.3)70.60%yesa, bclifton-bligh (2008) [23]australiacross-sectional30781adpslc–ms48.6(24.9)55.3(23.3)48%yesa, b, czhang (2008) [24]usnested-case-control17157adaelisa60.4(21.22)75.13(24.21)19.80%yesa, b, c, dfarrant (2009) [16]indiacross-sectional55939c&cria49.3(31.2)46.4(30.9)66%noa, b, e, fsoheilykhah (2010) [25]irancase-control16554c&celisa24.01(20.62)32.2(35.74)78.40%yesnrbaker (2012) [15]usnested-case-control18060nddglc–ms97.0(29.0)86.0(22.0)7.20%yesa, b, e, hmakgoba (2011) [26]ukcase-control24890wholc–ms47.2(26.7)47.6 (26.7)58.80%noa, b, c, d, e, gparlea (2012) [27]canadanested-case-control337118nddgclia56.3(19.4)62.0(21.6)nryesh, ifernandez-alonso (2012) [28]spaincross-sectional46636adaeclianrnr23.40%nrnrparildar (2013) [29]turkeycase-control12244iadpsgclia48.67(23.21)57.16(24.96)43.40%nonrwang (2012) [30]chinanested-case-control400200adaelisa22.4(10.7)25.9(12.3)96.25%yesa, d, jburris (2012) [31]uscross-sectional115568adaclianrnr33.10%nra, b, c, e, h, k, l, m, n, o, p, tperez-ferre (2012) [32]spaincross-sectional26649adaclianrnr59.02%nra, c, d, gzuhur (2013) [33]turkeycross-sectional402234iadpsgeclia30.8(16.3)36.0(16.2)84.30%yesa, b, d, gbener (2013) [34]qatariprospective cohort1873260whorianrnr48.40%nrnrlacroix (2014) [35]canadacross-sectional65554iadpsglc–ms57.5(17.2)63.5(18.9)26.70%yesa, c, d, e, g, r, s, t, umcmanus (2014) [36]canadacase-control7336cdaria77.3(24.3)93.2(19.2)6.85%yesa, bpark (2014) [37]koreaprospective cohort52323c&ceclia49.4(19.4)48(24.8)88.90%noa, b, e, h, g, varnold (2015) [38]usnested-case-control652135adalc–ms59.7(23.5)66.6(22)25.61%yesa, b, c, d, epleskacova (2015) [39]czechcase-control7647whoeiasa28(3.76)31.85(4.62)94.7%nob\nnote: nr, not reported; prevalence: prevalence of Vitamin D deficiency; significant: significant difference in Serum 25(Oh)d between Gestational diabetes mellitus (gdm) & normal Glucose tolerance (ngt).']	N/A	N/A	[('UBERON_0001977', 'blood serum', 98, 'serum'), ('CHEBI_71657', 'versiconol acetate', 104, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 104, '25(OH)D'), ('CHEBI_71657', 'versiconol acetate', 343, '25(OH)D'), ('CHEBI_27300', 'vitamin D', 2203, 'vitamin D'), ('UBERON_0001977', 'blood serum', 2264, 'serum'), ('CHEBI_30778', 'gallic acid', 2270, '25(OH)'), ('GO_0007565', 'female pregnancy', 2286, 'gestational'), ('CHEBI_17234', 'glucose', 2331, 'glucose')]
S112-PMC4632418	PMC4632418	10/2015	S112-PMC4632418	['first, 1,25(Oh)2D3, the active form of Vitamin D, Regulates circulating Glucose levels by binding to Vitamin D Receptor of Pancreatic β-Cell and Modulating Insulin secretion [41,42].']	N/A	N/A	[('CHEBI_72779', '11-trans-LTE4', 7, '1,25(OH)2D3'), ('CHEBI_27300', 'vitamin D', 39, 'vitamin D'), ('GO_0065007', 'biological regulation', 50, 'regulates'), ('CHEBI_17234', 'glucose', 72, 'glucose'), ('CHEBI_27300', 'vitamin D', 101, 'vitamin D'), ('PR_000001683', 'vasopressin V2 receptor', 101, 'vitamin D receptor'), ('UBERON_0001264', 'pancreas', 123, 'pancreatic'), ('CL_0000622', 'acinar cell', 135, '-cell'), ('GO_0065007', 'biological regulation', 145, 'modulating'), ('PR_000045358', 'insulin family protein', 156, 'insulin')]
S82-PMC4785305	PMC4785305	3/2016	S82-PMC4785305	['aub-mc clinical chemistry laboratory partakes in the quality assurance, evaluation and accreditation by the college of american pathologists43and is a participant in the Vitamin D external quality assurance surveillance (deqas) programme.44\n\ncaption (table-wrap): table\xa01\n\ntrial events and outcomes measurestrial event and outcomes measures11–13\u2005weeks (screening visit)15–18\u2005weeks (visit 1)20\u2005weeks24–28\u2005weeks28–32\u2005weeks (visit 2)37–42\u2005weeks delivery (visit 3)1\u2005month post Partum (visit 4)maternal height✓maternal weight, Blood pressure✓✓✓maternal health and diet assessment✓✓✓maternal 25(Oh)D, crea, ca×××maternal Cell count, ph, mg, alb, Tsh, 1,25(Oh)2D×pth××maternal Glucose (1\u2005h)✓maternal 24\u2005h (or spot) Urine collection for calcium and creatinine××maternal Vitamin D Binding Protein××maternal Genetic pathways of Vitamin D Metabolism×fetal us:\nCrown -Rump✓fetal us:\nFemur length\nabdominal circumference\nHead circumference\nbiparietal diameter✓newborn weight, length, Knee to Heel length apgar score✓Placental weight×Placental studies×newborn 25(Oh)D, ca, pth (Cord Blood)×newborn Genetic pathways of Vitamin D Metabolism×infant bone/fat mass×infant weight and length✓infant health and diet assessment✓\n✓test performed for clinical purpose.']	N/A	N/A	"[('CHEBI_28384', 'vitamin K', 170, 'Vitamin D'), ('PR_000017319', 'vacuolar protein sorting-associated protein 13A', 170, 'Vitamin D'), ('GO_0007567', 'parturition', 473, 'partum'), ('UBERON_0000178', 'blood', 522, 'blood'), ('CHEBI_71657', 'versiconol acetate', 586, '25(OH)D'), ('CL_0000573', 'retinal cone cell', 615, 'cell'), ('CHEBI_17855', 'triglyceride', 640, 'TSH'), ('CHEBI_17996', 'chloride', 646, ','), ('CHEBI_66212', ""5,7,3',4'-tetrahydroxy-2'-(3,3-dimethylallyl)isoflavone"", 647, '25(OH)2D'), ('CHEBI_17234', 'glucose', 670, 'glucose'), ('UBERON_0001088', 'urine', 708, 'urine'), ('CHEBI_27300', 'vitamin D', 762, 'vitamin D'), ('PR_000017319', 'vacuolar protein sorting-associated protein 13A', 762, 'vitamin D binding protein'), ('SO_0000704', 'gene', 798, 'genetic'), ('CHEBI_27300', 'vitamin D', 818, 'vitamin D'), ('GO_0042359', 'vitamin D metabolic process', 818, 'vitamin D metabolism'), ('UBERON_0002943', 'lingual gyrus', 849, 'crown -rump✓'), ('UBERON_0000981', 'femur', 871, 'Femur'), ('UBERON_0000033', 'head', 908, 'Head'), ('UBERON_0001465', 'knee', 971, 'knee'), ('UBERON_0015875', 'heel', 979, 'heel'), ('UBERON_0001987', 'placenta', 1003, 'Placental'), ('UBERON_0001987', 'placenta', 1020, 'Placental'), ('CHEBI_71657', 'versiconol acetate', 1046, '25(OH)D'), ('UBERON_0009472', 'axilla', 1064, 'cord blood'), ('SO_0000704', 'gene', 1084, 'genetic'), ('CHEBI_27300', 'vitamin D', 1104, 'vitamin D'), ('GO_0042359', 'vitamin D metabolic process', 1104, 'vitamin D metabolism')]"
S117-PMC4934634	PMC4934634	11/2015	S117-PMC4934634	['after nine weeks of supplementation of Vitamin D or placebo, the Vitamin D supplemented group had reductions in Serum Insulin, fasting Plasma Glucose levels, high sensitivity c-Reactive Protein (Hs-Crp), and Blood pressure compared to the placebo group.']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 39, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 65, 'vitamin D'), ('UBERON_0001977', 'blood serum', 112, 'serum'), ('PR_000045358', 'insulin family protein', 118, 'insulin'), ('UBERON_0001969', 'blood plasma', 135, 'plasma'), ('CHEBI_17234', 'glucose', 142, 'glucose'), ('PR_000004806', 'bromodomain-containing protein 2', 176, '-reactive protein'), ('PR_000006060', 'CWF19-like protein 1', 195, 'hs-CRP'), ('UBERON_0000178', 'blood', 208, 'blood')]
S131-PMC5035678	PMC5035678	4/2016	S131-PMC5035678	['(29) on 179 women with gdm, plasma Glucose level and homa-ir were compared in two groups receiving high dose (5000 iu daily) and low dose (400 iu daily) Vitamin D supplementation.']	N/A	N/A	[('CHEBI_17234', 'glucose', 35, 'glucose'), ('CHEBI_27300', 'vitamin D', 153, 'vitamin D')]
S51-PMC5332602	PMC5332602	3/2017	S51-PMC5332602	['caption (fig): fig\xa02\xa0\n\nconcentrations of protein (a), albumin (b), Glucose (c), Selenium (d), Vitamin A (e), and Vitamin E (f) in the Serum of protein-deficient and -sufficient Hifm/Hrv-infected Pigs measured at experiment termination.']	N/A	N/A	[('CHEBI_17234', 'glucose', 67, 'glucose'), ('CHEBI_27568', 'selenium atom', 80, 'selenium'), ('CHEBI_27300', 'vitamin D', 94, 'vitamin A'), ('CHEBI_27300', 'vitamin D', 113, 'vitamin E'), ('UBERON_0001977', 'blood serum', 134, 'serum'), ('PR_000008563', 'histidine triad nucleotide-binding protein 3', 177, 'HIFM'), ('NCBITaxon_10088', 'Mus <genus>', 182, 'HRV'), ('NCBITaxon_10088', 'Mus <genus>', 195, 'pigs')]
S52-PMC5332602	PMC5332602	3/2017	S52-PMC5332602	['concentrations of protein, Albumin, and Glucose in the Serum of protein-deficient and -sufficient Hifm/Hrv-infected Pigs ( n = 10/group) were determined at marshfield labs (marshfield, wi), and Selenium, Vitamin A and E concentrations in the Serum of protein-deficient and -sufficient hifm/hrv-infected Pigs ( n = 8/group) were measured at the diagnostic center for population and Animal health (michigan state university, east lansing, mi) by high-performance liquid chromatography.']	N/A	N/A	[('PR_000005908', 'alpha-crystallin B chain', 27, 'albumin'), ('CHEBI_17234', 'glucose', 40, 'glucose'), ('UBERON_0001977', 'blood serum', 55, 'serum'), ('PR_000008563', 'histidine triad nucleotide-binding protein 3', 98, 'HIFM'), ('NCBITaxon_10088', 'Mus <genus>', 103, 'HRV'), ('NCBITaxon_10088', 'Mus <genus>', 116, 'pigs'), ('CHEBI_27568', 'selenium atom', 194, 'selenium'), ('CHEBI_27300', 'vitamin D', 204, 'vitamin A'), ('CHEBI_52024', '4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide', 218, 'E'), ('UBERON_0001977', 'blood serum', 242, 'serum'), ('NCBITaxon_10088', 'Mus <genus>', 303, 'pigs'), ('NCBITaxon_33208', 'Metazoa', 381, 'Animal')]
