	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S962-PMC4113768	PMC4113768	7/2014	S962-PMC4113768	['thirty-seven Single Nucleotide Polymorphisms (Snps) in 13 Genes (dbp, Dhcr7, Cubn, Lrp2, Crtam, Lta4H, Cyp2R1, Cyp3A4, Cyp27A1, Cyp27B1, Cyp24A1, vdr, rxra), INVOLVED with Vitamin D Transport, Metabolism and Signalling were typed using taqman Allelic discrimination assays.']	[('SUPERFICIAL_RELATIONSHIP', 158)]	1	[('SO_0000694', 'SNP', 13, 'single nucleotide polymorphisms'), ('SO_0000694', 'SNP', 46, 'SNPs'), ('SO_0000704', 'gene', 58, 'genes'), ('PR_000006474', 'ATP-dependent RNA helicase A', 70, 'DHCR7'), ('PR_000006022', 'lysosomal protective protein', 77, 'CUBN'), ('PR_000009920', 'low-density lipoprotein receptor-related protein 1B', 83, 'LRP2'), ('PR_000005866', 'cAMP-responsive element modulator', 89, 'CRTAM'), ('PR_000009920', 'low-density lipoprotein receptor-related protein 1B', 96, 'LTA4H'), ('PR_000006110', 'cytochrome P450 27, mitochondrial', 103, 'CYP2R1'), ('PR_000006131', 'cytochrome P450 3A43', 111, 'CYP3A4'), ('PR_000006101', 'cytochrome P450 1A1', 119, 'CYP27A1'), ('PR_000006101', 'cytochrome P450 1A1', 128, 'CYP27B1'), ('PR_000006101', 'cytochrome P450 1A1', 137, 'CYP24A1'), ('CHEBI_27300', 'vitamin D', 172, 'vitamin D'), ('GO_0007601', 'visual perception', 172, 'vitamin D'), ('GO_0009294', 'DNA mediated transformation', 182, 'transport ...'), ('GO_0009554', 'megasporogenesis', 193, 'metabolism ... signalling'), ('SO_0001023', 'allele', 243, 'allelic')]
S4-PMC5028238	PMC5028238	10/2016	S4-PMC5028238	['we DESCRIBE the functional environment around Dhcr7, including Pharmacological Dhcr7 Inhibitors and Cholesterol and Vitamin D synthesis.']	[('INCOMPLETE_EVIDENCE', 3)]	1	[('PR_000006474', 'ATP-dependent RNA helicase A', 46, 'DHCR7'), ('CHEBI_52217', 'pharmaceutical', 63, 'pharmacological'), ('PR_000006474', 'ATP-dependent RNA helicase A', 79, 'DHCR7'), ('CHEBI_35222', 'inhibitor', 85, 'inhibitors'), ('CHEBI_16113', 'cholesterol', 100, 'cholesterol'), ('CHEBI_27300', 'vitamin D', 116, 'vitamin D')]
S78-PMC5028238	PMC5028238	10/2016	S78-PMC5028238	['pathway LINKS Dhcr7, Vitamin D Synthesis and Cholesterol Synthesis\n\nevolutionary advantage for Dhcr7 mutations\nheterozygote advantage among carriers HAS BEEN PROPOSED PREVIOUSLY17BASED on the RELATIONSHIP between Dhcr7 and Vitamin d. heterozygote carriers have lower amounts of functional dhcr7 resulting from their carrier state.8this would lower the amount of available 7-Dehydrocholesterol that is converted to Cholesterol.']	[('SUPERFICIAL_RELATIONSHIP', 8), ('INCOMPLETE_EVIDENCE', 149), ('INCOMPLETE_EVIDENCE', 158), ('INCOMPLETE_EVIDENCE', 167), ('SUPERFICIAL_RELATIONSHIP', 192)]	5	[('PR_000006474', 'ATP-dependent RNA helicase A', 14, 'DHCR7'), ('CHEBI_27300', 'vitamin D', 21, 'vitamin D'), ('GO_0042368', 'vitamin D biosynthetic process', 21, 'vitamin D synthesis'), ('CHEBI_16113', 'cholesterol', 45, 'cholesterol'), ('GO_0006695', 'cholesterol biosynthetic process', 45, 'cholesterol synthesis'), ('PR_000006474', 'ATP-dependent RNA helicase A', 95, 'DHCR7'), ('PR_000006474', 'ATP-dependent RNA helicase A', 213, 'DHCR7'), ('CHEBI_33229', 'vitamin (role)', 223, 'vitamin'), ('CHEBI_17500', '7alpha-hydroxycholesterol', 372, '7-dehydrocholesterol'), ('CHEBI_16113', 'cholesterol', 414, 'cholesterol')]
S80-PMC5028238	PMC5028238	10/2016	S80-PMC5028238	['this would PROTECT Individuals from developing rickets (a Vitamin D deficiency condition that results in bone softening and malformations) and osteomalacia (an Adult form of rickets).17\ncertain Dhcr7 variants were found to be evolutionarily favored in northern climates, including europe and asia28suggesting a selective pressure and a PLAUSIBLE heterozygote advantage for those variants.']	[('SUPERFICIAL_RELATIONSHIP', 11), ('INCOMPLETE_EVIDENCE', 336)]	2	[('NCBITaxon_1', 'root', 19, 'individuals'), ('CHEBI_27300', 'vitamin D', 58, 'vitamin D'), ('UBERON_0007023', 'adult organism', 160, 'adult'), ('PR_000006474', 'ATP-dependent RNA helicase A', 194, 'DHCR7')]
S81-PMC5028238	PMC5028238	10/2016	S81-PMC5028238	['researchers FOUND certain Dhcr7 variants were ASSOCIATED with lower Vitamin D levels in the general population45and among Individuals with polycystic Ovary syndrome.46this FURTHER LINKS Vitamin D levels with Dhcr7 variants.']	[('INCOMPLETE_EVIDENCE', 12), ('SUPERFICIAL_RELATIONSHIP', 46), ('INCOMPLETE_EVIDENCE', 172), ('INCOMPLETE_EVIDENCE', 180), ('SUPERFICIAL_RELATIONSHIP', 180)]	5	[('PR_000006474', 'ATP-dependent RNA helicase A', 26, 'DHCR7'), ('CHEBI_27300', 'vitamin D', 68, 'vitamin D'), ('NCBITaxon_1', 'root', 122, 'individuals'), ('UBERON_0000992', 'ovary', 150, 'ovary'), ('CHEBI_27300', 'vitamin D', 186, 'vitamin D'), ('PR_000006474', 'ATP-dependent RNA helicase A', 208, 'DHCR7')]
S86-PMC5028238	PMC5028238	10/2016	S86-PMC5028238	['improved hip formation IS THOUGHT TO enable females to produce more offspring and thereby provide another carrier advantage.11,35in addition, Vitamin D HAS BEEN SHOWN to increase chances of Pregnancy for infertile women receiving in Vitro Fertilization.48vitamin d has many pleiotropic ROLES in Reproductive outcomes and CAN AFFECT both male and female Fertility.49THEREFORE, there COULD BE MULTIPLE mechanisms that COULD EXPLAIN WHY evolution favors Vitamin D Production in northern climates through mutations in Dhcr7 (and other Genes).']	[('INCOMPLETE_EVIDENCE', 23), ('INCOMPLETE_EVIDENCE', 26), ('INCOMPLETE_EVIDENCE', 152), ('SUPERFICIAL_RELATIONSHIP', 286), ('INCOMPLETE_EVIDENCE', 321), ('SUPERFICIAL_RELATIONSHIP', 325), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 363), ('INCOMPLETE_EVIDENCE', 382), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 391), ('INCOMPLETE_EVIDENCE', 416), ('PROBABLE_UNDERSTANDING', 422), ('EXPLICIT_QUESTION', 430)]	12	[('CHEBI_27300', 'vitamin D', 142, 'vitamin D'), ('GO_0007565', 'female pregnancy', 190, 'pregnancy'), ('GO_0007601', 'visual perception', 233, 'vitro'), ('GO_0009566', 'fertilization', 239, 'fertilization'), ('GO_0000003', 'reproduction', 295, 'reproductive'), ('GO_0009566', 'fertilization', 353, 'fertility'), ('CHEBI_27300', 'vitamin D', 451, 'vitamin D'), ('GO_0071611', 'granulocyte colony-stimulating factor production', 451, 'vitamin D production'), ('PR_000006474', 'ATP-dependent RNA helicase A', 514, 'DHCR7'), ('SO_0000704', 'gene', 531, 'genes')]
S87-PMC5028238	PMC5028238	10/2016	S87-PMC5028238	"[""biological mechanism: Dhcr7's EFFECT on Vitamin D and Cholesterol Synthesis\nthe biological mechanism that CONNECTS Dhcr7 mutations (slos carriers) and northern climate involves Regulation of 7-Dehydrocholesterol, Vitamin D and Cholesterol.""]"	[('SUPERFICIAL_RELATIONSHIP', 30), ('SUPERFICIAL_RELATIONSHIP', 106)]	2	[('PR_000006474', 'ATP-dependent RNA helicase A', 22, 'DHCR7'), ('CHEBI_27300', 'vitamin D', 40, 'vitamin D'), ('CHEBI_16113', 'cholesterol', 54, 'cholesterol'), ('GO_0006695', 'cholesterol biosynthetic process', 54, 'cholesterol synthesis'), ('PR_000006474', 'ATP-dependent RNA helicase A', 115, 'DHCR7'), ('GO_0065007', 'biological regulation', 177, 'regulation'), ('CHEBI_17500', '7alpha-hydroxycholesterol', 191, '7-dehydrocholesterol'), ('CHEBI_27300', 'vitamin D', 213, 'vitamin D'), ('CHEBI_16113', 'cholesterol', 227, 'cholesterol')]
S89-PMC5028238	PMC5028238	10/2016	S89-PMC5028238	"[""the conversion Of 7-Dehydrocholesterol to Vitamin D occurs in the skin upon exposure to ultraviolet b light (290–320\u2009nm).50under normal sunlight conditions, ONLY around 15% of available 7-Dehydrocholesterol will be converted to Vitamin D, WHEREAS excess 7-Dehydrocholesterol in the skin will be converted to inert compounds for degradation.51,52dhcr7 is the sole enzyme used to convert 7-Dehydrocholesterol to Cholesterol.53a shortage of Dhcr7 would decrease the body's ability to convert 7-Dehydrocholesterol into Cholesterol thereby causing a build-up of 7-Dehydrocholesterol, which COULD BE converted into Vitamin D in the skin.""]"	[('ANOMALY_CURIOUS_FINDING', 157), ('INCOMPLETE_EVIDENCE', 157), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 239), ('INCOMPLETE_EVIDENCE', 585)]	4	[('GO_0007608', 'sensory perception of smell', 15, 'of ...'), ('CHEBI_17500', '7alpha-hydroxycholesterol', 18, '7-dehydrocholesterol'), ('CHEBI_27300', 'vitamin D', 42, 'vitamin D'), ('CHEBI_17500', '7alpha-hydroxycholesterol', 186, '7-dehydrocholesterol'), ('CHEBI_27300', 'vitamin D', 228, 'vitamin D'), ('PR_000006444', 'diacylglycerol kinase delta', 236, 'D'), ('CHEBI_17500', '7alpha-hydroxycholesterol', 254, '7-dehydrocholesterol'), ('CHEBI_17500', '7alpha-hydroxycholesterol', 386, '7-dehydrocholesterol'), ('CHEBI_16113', 'cholesterol', 410, 'cholesterol'), ('PR_000006474', 'ATP-dependent RNA helicase A', 438, 'DHCR7'), ('CHEBI_17500', '7alpha-hydroxycholesterol', 489, '7-dehydrocholesterol'), ('CHEBI_16113', 'cholesterol', 515, 'cholesterol'), ('CHEBI_17500', '7alpha-hydroxycholesterol', 557, '7-dehydrocholesterol'), ('CHEBI_27300', 'vitamin D', 609, 'vitamin D')]
S91-PMC5028238	PMC5028238	10/2016	S91-PMC5028238	['an indirect negative feedback LOOP, established in laboratory studies, allows Vitamin D levels to Regulate Dhcr7 activity and PREVENT hypervitaminosis D (that is, toxically high Vitamin d levels).54slos patients have high 7-Dehydrocholesterol levels.']	[('SUPERFICIAL_RELATIONSHIP', 30), ('SUPERFICIAL_RELATIONSHIP', 126)]	2	[('CHEBI_27300', 'vitamin D', 78, 'vitamin D'), ('GO_0065007', 'biological regulation', 98, 'regulate'), ('PR_000006474', 'ATP-dependent RNA helicase A', 107, 'DHCR7'), ('CHEBI_52024', '4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide', 151, 'D'), ('CHEBI_33229', 'vitamin (role)', 178, 'vitamin'), ('CHEBI_17500', '7alpha-hydroxycholesterol', 222, '7-dehydrocholesterol')]
S94-PMC5028238	PMC5028238	10/2016	S94-PMC5028238	['one POSSIBLE biological EXPLANATION that fits with the literature-derived mechanism (figure 3) is that slos patients spent less time outdoors thereby reducing their Ultraviolet b exposure (another CRITICAL REQUIREMENT for Vitamin D Synthesis).55\n\nGenetic understanding of slos-inducing Dhcr7 mutations: IMPLICATIONS for FUTURE WORK\n\nchanging our understanding of slos genetics using large-scale Genomics studies\nusing exac,24we were able to compare the frequencies of Dhcr7 slos-inducing mutations in the slos population (extracted from the literature) and the assumed-healthy exac population.']	[('INCOMPLETE_EVIDENCE', 4), ('PROBABLE_UNDERSTANDING', 24), ('IMPORTANT_CONSIDERATION', 197), ('IMPORTANT_CONSIDERATION', 206), ('IMPORTANT_CONSIDERATION', 303), ('FUTURE_WORK', 320)]	6	[('CHEBI_75275', 'tetradecyl sulfonic acid', 165, 'ultraviolet'), ('CHEBI_27300', 'vitamin D', 222, 'vitamin D'), ('GO_0031151', 'histone methyltransferase activity (H3-K79 specific)', 230, 'D synthesis'), ('SO_0000704', 'gene', 247, 'Genetic'), ('PR_000006474', 'ATP-dependent RNA helicase A', 286, 'DHCR7'), ('SO_0001026', 'genome', 395, 'genomics'), ('PR_000006474', 'ATP-dependent RNA helicase A', 468, 'DHCR7')]
S146-PMC5028238	PMC5028238	10/2016	S146-PMC5028238	"[""SEVERAL clinical trials were performed in the 1970s for Nafoxidine.69,70,71,72the major reaction to the Drug consisted of dermatitis (55% of patients) exacerbated by sunlight.72this INDICATES that the Drug EFFECTED patients' dermal response to sunlight exposure (which COULD BE RELATED to its inhibition of Dhcr7 and Dysregulation of Vitamin D Synthesis pathways).""]"	[('INCOMPLETE_EVIDENCE', 0), ('INCOMPLETE_EVIDENCE', 182), ('SUPERFICIAL_RELATIONSHIP', 206), ('INCOMPLETE_EVIDENCE', 269), ('SUPERFICIAL_RELATIONSHIP', 278)]	5	[('CHEBI_7447', 'nafcillin', 56, 'nafoxidine'), ('CHEBI_23888', 'drug', 104, 'drug'), ('CHEBI_23888', 'drug', 201, 'drug'), ('PR_000006474', 'ATP-dependent RNA helicase A', 307, 'DHCR7'), ('GO_0060233', 'oenocyte delamination', 317, 'dysregulation'), ('CHEBI_27300', 'vitamin D', 334, 'vitamin D'), ('GO_0042368', 'vitamin D biosynthetic process', 334, 'vitamin D synthesis')]
S201-PMC5028238	PMC5028238	10/2016	S201-PMC5028238	"[""COMMENT on Vitamin D3's in-direct inhibition of Dhcr7\nOF NOTE, Vitamin D (Cholecalciferol) decreases the Dhcr7 activity through an indirect mechanism.54there HAS BEEN SOME SPECULATION on the POSSIBILITY of Teratogenic AFFECTS resulting from high doses of Vitamin D when taken as a Prenatal supplement.89HOWEVER, a RECENT REVIEW of Vitamin D supplementation among Pregnant women FOUND that Vitamin D supplementation MAY reduce the RISK of pre-eclampsia, low Birth weight, Preterm Birth90,91and adverse Kidney outcomes in offspring.92BECAUSE the mechanism of Vitamin D3's inhibition of Dhcr7 is indirect (UNLIKE our studied Pharmacological Dhcr7 Inhibitors) it is LIKELY to be MEDIATED through a COMPLEX pathway with many INTERACTING feedback loops.""]"	[('INCOMPLETE_EVIDENCE', 0), ('ANOMALY_CURIOUS_FINDING', 54), ('INCOMPLETE_EVIDENCE', 158), ('INCOMPLETE_EVIDENCE', 167), ('INCOMPLETE_EVIDENCE', 172), ('INCOMPLETE_EVIDENCE', 191), ('SUPERFICIAL_RELATIONSHIP', 218), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 301), ('INCOMPLETE_EVIDENCE', 314), ('INCOMPLETE_EVIDENCE', 378), ('INCOMPLETE_EVIDENCE', 415), ('IMPORTANT_CONSIDERATION', 430), ('PROBABLE_UNDERSTANDING', 530), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 603), ('PROBABLE_UNDERSTANDING', 662), ('SUPERFICIAL_RELATIONSHIP', 675), ('DIFFICULT_TASK', 694), ('SUPERFICIAL_RELATIONSHIP', 720)]	18	[('CHEBI_33279', 'vitamin D5', 11, 'vitamin D3'), ('PR_000017299', 'VIP peptides', 11, 'vitamin D3'), ('PR_000006474', 'ATP-dependent RNA helicase A', 48, 'DHCR7'), ('CHEBI_27300', 'vitamin D', 63, 'vitamin D'), ('CHEBI_52550', 'theopalauamide', 74, 'cholecalciferol'), ('PR_000006474', 'ATP-dependent RNA helicase A', 105, 'DHCR7'), ('CHEBI_50905', 'teratogenic agent', 206, 'teratogenic'), ('GO_0031649', 'heat generation', 206, 'teratogenic'), ('CHEBI_27300', 'vitamin D', 255, 'vitamin D'), ('GO_0007565', 'female pregnancy', 281, 'prenatal'), ('CHEBI_27300', 'vitamin D', 331, 'vitamin D'), ('GO_0007565', 'female pregnancy', 363, 'pregnant'), ('CHEBI_27300', 'vitamin D', 389, 'vitamin D'), ('GO_0007567', 'parturition', 457, 'birth'), ('GO_0007565', 'female pregnancy', 471, 'preterm'), ('GO_0042633', 'hair cycle', 479, 'birth90'), ('UBERON_0002113', 'kidney', 501, 'kidney'), ('CHEBI_33279', 'vitamin D5', 557, 'vitamin D3'), ('PR_000017299', 'VIP peptides', 557, 'vitamin D3'), ('PR_000006474', 'ATP-dependent RNA helicase A', 584, 'DHCR7'), ('CHEBI_52217', 'pharmaceutical', 622, 'pharmacological'), ('PR_000006474', 'ATP-dependent RNA helicase A', 638, 'DHCR7'), ('CHEBI_35222', 'inhibitor', 644, 'inhibitors')]
S11-PMC5546866	PMC5546866	8/2017	S11-PMC5546866	['conclusions:\nGenetic variation in Dhcr7 , which encodes 7-Dehyrocholesterol reductase in the Epidermal Vitamin D Biosynthesis pathway, APPEARS to modify baseline 25(Oh)D. IN CONTRAST, the response to Antenatal Cholecalciferol supplementation was ASSOCIATED with Snps in Cyp2R1 , which MAY alter 25-hydroxylase activity, and gc , which MAY AFFECT Vitamin D binding Protein Synthesis or Metabolite affinity.']	[('ANOMALY_CURIOUS_FINDING', 135), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 171), ('SUPERFICIAL_RELATIONSHIP', 246), ('INCOMPLETE_EVIDENCE', 285), ('INCOMPLETE_EVIDENCE', 335), ('SUPERFICIAL_RELATIONSHIP', 339)]	6	[('SO_0000704', 'gene', 13, 'Genetic'), ('PR_000006474', 'ATP-dependent RNA helicase A', 34, 'DHCR7'), ('CHEBI_17500', '7alpha-hydroxycholesterol', 56, '7-dehyrocholesterol'), ('UBERON_0007376', 'outer epithelium', 93, 'epidermal'), ('CHEBI_27300', 'vitamin D', 103, 'vitamin D'), ('GO_0042368', 'vitamin D biosynthetic process', 103, 'vitamin D biosynthesis'), ('PR_000006444', 'diacylglycerol kinase delta', 111, 'D'), ('CHEBI_71657', 'versiconol acetate', 162, '25(OH)D'), ('GO_0007567', 'parturition', 200, 'antenatal'), ('CHEBI_52550', 'theopalauamide', 210, 'cholecalciferol'), ('SO_0000694', 'SNP', 262, 'SNPs'), ('PR_000006110', 'cytochrome P450 27, mitochondrial', 270, 'CYP2R1'), ('CHEBI_27300', 'vitamin D', 346, 'vitamin D'), ('GO_0006412', 'translation', 364, 'protein synthesis'), ('CHEBI_39382', 'flufenoxuron', 385, 'metabolite')]
S129-PMC5546866	PMC5546866	8/2017	S129-PMC5546866	['the Dhcr7 Gene encodes 7-Dhc reductase, which converts 7-Dhc back to Cholesterol, thereby reducing the availability of 7-Dhc for conversion to previtamin d. the ASSOCIATION of this Snp with only baseline 25(Oh)D is biologically CONSISTENT with the NOTION that the relative proportion of 25(Oh)D obtained from Vitamin D Biosynthesis in the skin AS OPPOSED TO dietary intake is lower following supplementation.']	[('SUPERFICIAL_RELATIONSHIP', 161), ('INCOMPLETE_EVIDENCE', 228), ('INCOMPLETE_EVIDENCE', 248), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 344)]	4	[('PR_000006474', 'ATP-dependent RNA helicase A', 4, 'DHCR7'), ('SO_0000704', 'gene', 10, 'gene'), ('CHEBI_17759', 'cholesta-5,7-dien-3beta-ol', 23, '7-DHC'), ('CHEBI_17759', 'cholesta-5,7-dien-3beta-ol', 55, '7-DHC'), ('CHEBI_16113', 'cholesterol', 69, 'cholesterol'), ('CHEBI_17759', 'cholesta-5,7-dien-3beta-ol', 119, '7-DHC'), ('SO_0000694', 'SNP', 181, 'SNP'), ('CHEBI_71657', 'versiconol acetate', 204, '25(OH)D'), ('CHEBI_63056', 'zinc cation', 287, '25(OH'), ('CHEBI_52024', '4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide', 293, 'D'), ('CHEBI_27300', 'vitamin D', 309, 'vitamin D'), ('GO_0042368', 'vitamin D biosynthetic process', 309, 'vitamin D biosynthesis')]
S226-PMC5634437	PMC5634437	10/2017	S226-PMC5634437	['THEREFORE, Drugs increasing Dhcr7 Expression COULD inadvertently lower maternal Vitamin D levels.']	[('PROBABLE_UNDERSTANDING', 0), ('INCOMPLETE_EVIDENCE', 45)]	2	[('CHEBI_23888', 'drug', 11, 'drugs'), ('PR_000006474', 'ATP-dependent RNA helicase A', 28, 'DHCR7'), ('GO_0010467', 'gene expression', 34, 'expression'), ('CHEBI_27300', 'vitamin D', 80, 'vitamin D')]
S274-PMC5634437	PMC5634437	10/2017	S274-PMC5634437	['additionally, we FOUND that first trimester exposure to Haloperidol – a Drug that interferes with the Dhcr7 – Cholesterol – Vitamin D pathway increased the risk of fetal loss.']	[('INCOMPLETE_EVIDENCE', 17)]	1	[('CHEBI_5613', 'haloperidol', 56, 'haloperidol'), ('CHEBI_23888', 'drug', 72, 'drug'), ('PR_000006474', 'ATP-dependent RNA helicase A', 102, 'DHCR7'), ('CHEBI_16113', 'cholesterol', 110, 'cholesterol'), ('CHEBI_27300', 'vitamin D', 124, 'vitamin D')]
