	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S102-PMC2396486	PMC2396486	6/2008	S102-PMC2396486	['Calbindin is strongly induced by Vitamin D[29], and THUS it is FEASIBLE that the reduction in this protein MAY BE a consequence of the Early Life reduction in Vitamin D. the POTENTIAL LINKS between Vitamin D and Neuronal calcium binding proteins HAS BEEN NOTED in a recent review article[30]\ntwo members of the dynamin family (Dynamin 1 and Dynamin 1-Like proteins) were also significantly down-regulated.']	[('PROBABLE_UNDERSTANDING', 52), ('PROBABLE_UNDERSTANDING', 63), ('INCOMPLETE_EVIDENCE', 107), ('INCOMPLETE_EVIDENCE', 174), ('SUPERFICIAL_RELATIONSHIP', 184), ('ANOMALY_CURIOUS_FINDING', 246)]	6	[('PR_000004967', 'calbindin', 0, 'Calbindin'), ('CHEBI_27300', 'vitamin D', 33, 'vitamin D'), ('UBERON_0001847', 'lobule of pinna', 135, 'early life'), ('CHEBI_27300', 'vitamin D', 159, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 198, 'vitamin D'), ('CL_0000540', 'neuron', 212, 'neuronal'), ('PR_000006501', 'dickkopf-related protein 3', 327, 'dynamin 1'), ('PR_000006609', 'DNA (cytosine-5)-methyltransferase 3-like', 341, 'dynamin 1-like')]
S167-PMC2996405	PMC2996405	11/2010	S167-PMC2996405	['it is THEREFORE POSSIBLE that the same Genes COULD BE Regulated by Vitamin D levels also in Neurons during Brain Development that, in turn, HAVE BEEN ASSOCIATED to schizophrenia [47].']	[('PROBABLE_UNDERSTANDING', 6), ('INCOMPLETE_EVIDENCE', 16), ('INCOMPLETE_EVIDENCE', 45), ('INCOMPLETE_EVIDENCE', 140), ('SUPERFICIAL_RELATIONSHIP', 150)]	5	[('SO_0000704', 'gene', 39, 'genes'), ('GO_0065007', 'biological regulation', 54, 'regulated'), ('CHEBI_27300', 'vitamin D', 67, 'vitamin D'), ('CL_0000540', 'neuron', 92, 'neurons'), ('GO_0007420', 'brain development', 107, 'brain development'), ('UBERON_0000955', 'brain', 107, 'brain')]
S14-PMC3276895	PMC3276895	11/2011	S14-PMC3276895	['[1]\nFolic Acid (Fa) is a Water-soluble Vitamin B which serves as a Cofactor in many enzymatic reactions RELATED to growth and development, Neuronal function, and Blood Cell production.']	[('SUPERFICIAL_RELATIONSHIP', 104)]	1	[('CHEBI_30751', 'formic acid', 4, 'Folic acid'), ('CHEBI_30751', 'formic acid', 16, 'FA'), ('CHEBI_15377', 'water', 25, 'water'), ('CHEBI_27300', 'vitamin D', 39, 'vitamin B'), ('CHEBI_23357', 'cofactor', 67, 'cofactor'), ('CL_0000540', 'neuron', 139, 'neuronal'), ('CL_0000081', 'blood cell', 162, 'blood cell'), ('UBERON_0000178', 'blood', 162, 'blood')]
S2-PMC3277098	PMC3277098	12/2011	S2-PMC3277098	['it has since been RECOGNIZED that the active form of Vitamin D, 1α,25(Oh)2D3, has direct AFFECTS on Naïve and Activated Helper T cells, Regulatory T Cells, Activated B Cells and Dendritic Cells.']	[('PROBABLE_UNDERSTANDING', 18), ('SUPERFICIAL_RELATIONSHIP', 89)]	2	[('CHEBI_27300', 'vitamin D', 53, 'vitamin D'), ('CHEBI_73394', 'Ala-Ser', 67, '25(OH)2D3'), ('CL_0000540', 'neuron', 100, 'naïve ...'), ('CL_0002627', 'mature astrocyte', 110, 'activated'), ('CL_0000545', 'T-helper 1 cell', 120, 'helper T'), ('CL_0000815', 'regulatory T cell', 136, 'regulatory T cells'), ('GO_0065007', 'biological regulation', 136, 'regulatory'), ('CL_0002063', 'type II pneumocyte', 156, 'activated B cells'), ('CL_0000451', 'dendritic cell', 178, 'dendritic cells')]
S20-PMC3476426	PMC3476426	8/2012	S20-PMC3476426	['it has since been RECOGNIZED that the active form of Vitamin D has direct AFFECTS on Naïve and Activated Helper T Cells, Regulatory T Cells, Activated B Cells, and Dendritic Cells.']	[('PROBABLE_UNDERSTANDING', 18), ('SUPERFICIAL_RELATIONSHIP', 74)]	2	[('CHEBI_27300', 'vitamin D', 53, 'vitamin D'), ('CL_0000540', 'neuron', 85, 'naïve ...'), ('CL_0002131', 'regular ventricular cardiac myocyte', 95, 'activated helper T cells'), ('CL_0000815', 'regulatory T cell', 121, 'regulatory T cells'), ('GO_0065007', 'biological regulation', 121, 'regulatory'), ('CL_0002063', 'type II pneumocyte', 141, 'activated B cells'), ('CL_0000451', 'dendritic cell', 164, 'dendritic cells')]
S15-PMC3515553	PMC3515553	12/2012	S15-PMC3515553	['DESPITE the IMPORTANCE of Vitamin B-12 to Neuronal Development and the dependency of the developing foetus and infant on maternal Vitamin B-12 status, it is UNKNOWN WHETHER variation in maternal Pregnancy Vitamin B-12, across the normal range, INFLUENCES offspring Neurodevelopment.']	[('ANOMALY_CURIOUS_FINDING', 0), ('IMPORTANT_CONSIDERATION', 12), ('FULL_UNKNOWN', 157), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 165), ('SUPERFICIAL_RELATIONSHIP', 244)]	5	[('CHEBI_27300', 'vitamin D', 26, 'vitamin B'), ('PR_000017269', 'ventral anterior homeobox 2', 26, 'vitamin B-12'), ('CL_0000540', 'neuron', 42, 'neuronal'), ('GO_0007399', 'nervous system development', 42, 'neuronal development'), ('CHEBI_27300', 'vitamin D', 130, 'vitamin B'), ('PR_000017269', 'ventral anterior homeobox 2', 130, 'vitamin B-12'), ('GO_0007565', 'female pregnancy', 195, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 205, 'vitamin B'), ('PR_000017269', 'ventral anterior homeobox 2', 205, 'vitamin B-12'), ('GO_0007399', 'nervous system development', 265, 'neurodevelopment')]
S24-PMC3651971	PMC3651971	5/2013	S24-PMC3651971	['introduction\nrisk for Cognitive and motor impairment begins in the Womb, where nutritional restrictions on Embryofetal Tissue growth, differentiation, development and Maturation MAY disturb growth, maturation and function of the Central Nervous System.1neural myelination and Synaptogenesis are underway before 24\u2005weeks’ Gestational age, Neural Tube Formation and Cell Migration are complete before the third Trimester of Pregnancy, and basic structures of the Brain formed before Birth.2as complex structures and functions extend as a cascade, disruptions to nascent systems by nutritional and OTHER insults CAN be amplified with age.3\nEmbryofetal Development is sensitive to Gestational deficiency in Vitamin A,4most EVIDENT in Animals by gross anomalies in Organ and Tissue Morphogenesis, development, structure and function.5–7Retinoic Acid, the oxidised Metabolite and transcriptional ligand of Vitamin A, Regulates the Expression of hox Genes that are essential in Neural Tube Formation,8the Development Of Neurons, and in Synaptic Signalling that UNDERLIES Learning and Memory.9–13developing neural Tissue in the Mouse is ESPECIALLY sensitive to variation in Retinoic Acid exposure near Parturition, a time analogous to the second Trimester of Human Gestation, when deficiency can induce behavioural problems and mild structural damage within the Limbic Cortex.14\nchronic dietary Vitamin A deficiency is common among Pregnant women in poor countries,1516leading TO concern that it MAY have adverse consequences for Cognitive and Motor Development Of the Fetus.']	[('INCOMPLETE_EVIDENCE', 178), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 595), ('INCOMPLETE_EVIDENCE', 609), ('PROBABLE_UNDERSTANDING', 719), ('SUPERFICIAL_RELATIONSHIP', 1054), ('ANOMALY_CURIOUS_FINDING', 1129), ('QUESTION_ANSWERED_BY_THIS_WORK', 1469), ('INCOMPLETE_EVIDENCE', 1488)]	8	[('GO_0050890', 'cognition', 22, 'cognitive'), ('UBERON_0002396', 'vomer', 67, 'womb'), ('UBERON_0000922', 'embryo', 107, 'embryofetal'), ('UBERON_0000479', 'tissue', 119, 'tissue'), ('GO_0007618', 'mating', 167, 'maturation'), ('UBERON_0001017', 'central nervous system', 229, 'central nervous system'), ('GO_0007416', 'synapse assembly', 276, 'synaptogenesis'), ('GO_0007565', 'female pregnancy', 321, 'gestational'), ('GO_0042136', 'neurotransmitter biosynthetic process', 338, 'neural tube formation'), ('UBERON_0001049', 'neural tube', 338, 'neural tube'), ('GO_0016477', 'cell migration', 364, 'cell migration'), ('GO_0009294', 'DNA mediated transformation', 409, 'trimester'), ('GO_0007565', 'female pregnancy', 422, 'pregnancy'), ('UBERON_0000955', 'brain', 461, 'brain'), ('GO_0007567', 'parturition', 481, 'birth'), ('GO_0009790', 'embryo development', 637, 'Embryofetal development'), ('UBERON_0000922', 'embryo', 637, 'Embryofetal'), ('GO_0007565', 'female pregnancy', 677, 'gestational'), ('CHEBI_27300', 'vitamin D', 703, 'vitamin A'), ('NCBITaxon_33208', 'Metazoa', 730, 'animals'), ('UBERON_0000062', 'organ', 760, 'organ'), ('GO_0048729', 'tissue morphogenesis', 770, 'tissue morphogenesis'), ('UBERON_0000479', 'tissue', 770, 'tissue'), ('CHEBI_52071', 'dextran', 828, '5'), ('CHEBI_24115', 'fuconate', 830, '7Retinoic acid'), ('CHEBI_39382', 'flufenoxuron', 859, 'metabolite'), ('CHEBI_27300', 'vitamin D', 900, 'vitamin A'), ('GO_0065007', 'biological regulation', 911, 'regulates'), ('GO_0010467', 'gene expression', 925, 'expression'), ('SO_0000704', 'gene', 943, 'genes'), ('GO_0042136', 'neurotransmitter biosynthetic process', 971, 'neural tube formation'), ('UBERON_0001049', 'neural tube', 971, 'neural tube'), ('GO_0046697', 'decidualization', 998, 'development of neurons'), ('CL_0000540', 'neuron', 1013, 'neurons'), ('GO_0045202', 'synapse', 1029, 'synaptic'), ('GO_0099536', 'synaptic signaling', 1029, 'synaptic signalling'), ('GO_0007612', 'learning', 1064, 'learning'), ('GO_0007613', 'memory', 1077, 'memory'), ('UBERON_0000479', 'tissue', 1106, 'tissue'), ('NCBITaxon_10088', 'Mus <genus>', 1120, 'mouse'), ('CHEBI_26536', 'retinoic acid', 1166, 'retinoic acid'), ('GO_0019230', 'proprioception', 1194, 'parturition'), ('GO_0009294', 'DNA mediated transformation', 1238, 'trimester'), ('NCBITaxon_9606', 'Homo sapiens', 1251, 'human'), ('GO_0007565', 'female pregnancy', 1257, 'gestation'), ('UBERON_0016542', 'limbic cortex', 1354, 'limbic cortex'), ('CHEBI_27300', 'vitamin D', 1387, 'vitamin A'), ('GO_0007565', 'female pregnancy', 1424, 'pregnant'), ('GO_0050890', 'cognition', 1522, 'cognitive ...'), ('GO_0048870', 'cell motility', 1536, 'motor development of ... fetus')]
S182-PMC3717170	PMC3717170	5/2013	S182-PMC3717170	"[""low Vitamin D levels HAVE BEEN ASSOCIATED with accelerated Cognitive decline in epidemiological studies, and low Vitamin D dietary intake is ASSOCIATED with INCREASED risk of alzheimer's disease and depression.53,54mechanisms SUGGESTED for this ASSOCIATION include β-Amyloid formation/aggregation, Dysregulation of Gabaergic activity and nmda receptor, and increased calcium Entry Into Neurons.""]"	[('INCOMPLETE_EVIDENCE', 21), ('SUPERFICIAL_RELATIONSHIP', 31), ('SUPERFICIAL_RELATIONSHIP', 141), ('IMPORTANT_CONSIDERATION', 157), ('INCOMPLETE_EVIDENCE', 226), ('SUPERFICIAL_RELATIONSHIP', 245)]	6	[('CHEBI_27300', 'vitamin D', 4, 'vitamin D'), ('GO_0050890', 'cognition', 59, 'cognitive'), ('CHEBI_27300', 'vitamin D', 113, 'vitamin D'), ('CHEBI_60425', 'amyloid fibril', 267, 'amyloid'), ('GO_0060233', 'oenocyte delamination', 298, 'dysregulation'), ('CHEBI_86629', 'G b H', 315, 'GABAergic'), ('GO_0046897', 'N-terminal peptidyl-tyrosine methylation', 375, 'entry into neurons'), ('CL_0000540', 'neuron', 386, 'neurons')]
S22-PMC4072587	PMC4072587	6/2014	S22-PMC4072587	['more RECENTLY, maternal Vitamin D deficiency HAS BEEN ASSOCIATED with impaired infant Language Development in school-aged children[24], and HAS BEEN SUGGESTED as a possible environmental risk FACTOR for autism spectrum disorder, HIGHLIGHTING the IMPORTANT ROLE of Vitamin D in Brain Development, Neuronal function and Gene Regulation[10],[25],[26].']	[('INCOMPLETE_EVIDENCE', 5), ('INCOMPLETE_EVIDENCE', 45), ('SUPERFICIAL_RELATIONSHIP', 54), ('INCOMPLETE_EVIDENCE', 140), ('SUPERFICIAL_RELATIONSHIP', 192), ('INCOMPLETE_EVIDENCE', 229), ('IMPORTANT_CONSIDERATION', 246), ('SUPERFICIAL_RELATIONSHIP', 256)]	8	[('CHEBI_27300', 'vitamin D', 24, 'vitamin D'), ('GO_0060132', 'prolactin secreting cell development', 86, 'language development'), ('CHEBI_27300', 'vitamin D', 264, 'vitamin D'), ('GO_0007420', 'brain development', 277, 'brain development'), ('UBERON_0000955', 'brain', 277, 'brain'), ('CL_0000540', 'neuron', 296, 'neuronal'), ('SO_0000704', 'gene', 318, 'gene'), ('GO_0065007', 'biological regulation', 323, 'regulation')]
S124-PMC4072587	PMC4072587	6/2014	S124-PMC4072587	['RECENT RESEARCH SUGGESTS that Vitamin D deficiency during Pregnancy or early childhood MAY BE an environmental TRIGGER for autism spectrum disorder in infants Genetically predisposed to autism, EITHER through its EFFECT on Neuronal function and Brain Development, or through Gene interaction and Regulation.']	[('INCOMPLETE_EVIDENCE', 0), ('INCOMPLETE_EVIDENCE', 16), ('INCOMPLETE_EVIDENCE', 87), ('SUPERFICIAL_RELATIONSHIP', 111), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 194), ('SUPERFICIAL_RELATIONSHIP', 213)]	6	[('CHEBI_27300', 'vitamin D', 30, 'vitamin D'), ('GO_0007565', 'female pregnancy', 58, 'pregnancy'), ('SO_0000704', 'gene', 159, 'genetically'), ('CL_0000540', 'neuron', 223, 'neuronal'), ('GO_0007420', 'brain development', 245, 'brain development'), ('UBERON_0000955', 'brain', 245, 'brain'), ('SO_0000704', 'gene', 275, 'gene'), ('GO_0065007', 'biological regulation', 296, 'regulation')]
