	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S52-BMJ_2008_Nov_7_337_a2001	BMJ_2008_Nov_7_337_a2001	11/2008	S52-BMJ_2008_Nov_7_337_a2001	['the multiple Micronutrient supplements were formulated to contain approximately the who/unicef RECOMMENDED dietary allowances for each of 15 Minerals or Vitamins as follows: 30 mg iron, 400 µg Folate, 15.0 mg zinc, 2.0 mg copper, 65.0 µg Selenium, 150.0 µg Iodine, 800.0 µg Vitamin A, 1.4 mg Vitamin B-1 (Thiamine), 1.4 mg Vitamin B-2 (riboflavin), 1.9 mg Vitamin B-6, 2.6 µg Vitamin B-12, 5.0 µg Vitamin D, 70.0 mg Vitamin C, 10.0 mg Vitamin E, and 18.0 mg niacin.12iron-Folic Acid supplements contained 60 mg iron (twice the amount of elemental iron in the multiple Micronutrients) and 400 µg Folic Acid.']	[('FUTURE_WORK', 95)]	1	[('CHEBI_33962', 'mu4-sulfido-quadro-tetracopper(6+)', 13, 'micronutrient'), ('CHEBI_46751', 'quinolizidine', 141, 'minerals'), ('CHEBI_33277', 'gamma-tocotrienol', 153, 'vitamins'), ('CHEBI_30863', '5-azaorotic acid', 193, 'folate'), ('CHEBI_27568', 'selenium atom', 238, 'selenium'), ('CHEBI_24859', 'iodine atom', 257, 'iodine'), ('CHEBI_27300', 'vitamin D', 274, 'vitamin A'), ('PR_000004370', 'asialoglycoprotein receptor 2', 282, 'A'), ('CHEBI_27300', 'vitamin D', 292, 'vitamin B'), ('PR_000004480', 'V-type proton ATPase catalytic subunit A', 292, 'vitamin B-1'), ('CHEBI_26948', 'vitamin B1', 305, 'thiamine'), ('CHEBI_27300', 'vitamin D', 323, 'vitamin B'), ('PR_000000037', 'BMP receptor type-2', 331, 'B'), ('PR_000010222', 'muscleblind-like protein 2', 333, '2'), ('CHEBI_27300', 'vitamin D', 356, 'vitamin B'), ('CHEBI_27300', 'vitamin D', 376, 'vitamin B'), ('PR_000000037', 'BMP receptor type-2', 384, 'B'), ('CHEBI_37983', 'sulfur-35 atom', 386, '12'), ('CHEBI_27300', 'vitamin D', 397, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 416, 'vitamin C'), ('CHEBI_27300', 'vitamin D', 435, 'vitamin E'), ('CHEBI_30751', 'formic acid', 472, 'folic acid'), ('CHEBI_33839', 'macromolecule', 568, 'micronutrients'), ('CHEBI_30751', 'formic acid', 595, 'folic acid')]
S180-BMJ_2008_Nov_7_337_a2001	BMJ_2008_Nov_7_337_a2001	11/2008	S180-BMJ_2008_Nov_7_337_a2001	['the Vitamin C in the multiple Micronutrient supplements MIGHT have enhanced the absorption of iron and also CONTRIBUTED TO reducing the difference in the absolute amount of iron absorbed.']	[('INCOMPLETE_EVIDENCE', 56), ('SUPERFICIAL_RELATIONSHIP', 108)]	2	[('CHEBI_27300', 'vitamin D', 4, 'vitamin C'), ('CHEBI_33962', 'mu4-sulfido-quadro-tetracopper(6+)', 30, 'micronutrient')]
S18-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S18-BMJ_2010_Apr_29_340_c1640	['this EVIDENCE comes from both case-control and cohort studies and INDICATES that age of operation for such a PROTECTIVE EFFECT MIGHT include both childhood and early Adulthood.67891011\nexposure to ultraviolet radiation in early Life has NOT YET been formally examined but MIGHT be LINKED to excess risk of multiple sclerosis at Birth through seasonal deficiency in maternal Vitamin D concentrations.12A study of half siblings with multiple sclerosis has ALSO SHOWN that risk CAN be maternally MEDIATED.13pregnancy is a vulnerable time for Vitamin d deficiency BECAUSE of increased physiological needs and reduced maternal outdoor activity.14experimental data on Animal Fetal Development INDICATE that Cerebral White Matter is responsive to Vitamin D and that Oligodendrocytes in the Brain and Spinal Cord have Vitamin D Receptors.1516furthermore, maternal Vitamin D depletion alters Neurogenesis in the developing Rat Brain,17with subsequent altered Gene Expression in Adult Life.18a RECENT Genetic STUDY in Humans has FURTHER IMPLICATED Vitamin D as a strong environmental CANDIDATE by SHOWING direct functional INTERACTION with the major locus that determines susceptibility to multiple sclerosis.19ALTHOUGH Human EVIDENCE pertaining to fetal development HAS BEEN DIFFICULT to obtain, the body of RELATED EVIDENCE to date has led SOME to RECOMMEND Antenatal supplementation with Vitamin D to prevent multiple sclerosis.14\nAS an indicator of POSSIBLE Perinatal environmental exposures, such as ultraviolet radiation, individual studies in the northern hemisphere have examined month of Birth and risk of multiple sclerosis with VARIED results.2021222324a large RECENT pooled analysis of Births in the northern hemisphere, HOWEVER, SHOWED an excess of multiple sclerosis among People Born in may and a relative deficit among those Born in november; these results were stronger in familial cases and SUGGESTED INTERACTIONS between Genes and environment that are RELATED to climate and that MIGHT act during Gestation or shortly after Birth.12we EXAMINED month of Birth and risk of multiple sclerosis in australia.']	[('INCOMPLETE_EVIDENCE', 5), ('INCOMPLETE_EVIDENCE', 66), ('SUPERFICIAL_RELATIONSHIP', 109), ('SUPERFICIAL_RELATIONSHIP', 120), ('INCOMPLETE_EVIDENCE', 127), ('FULL_UNKNOWN', 237), ('INCOMPLETE_EVIDENCE', 272), ('SUPERFICIAL_RELATIONSHIP', 281), ('INCOMPLETE_EVIDENCE', 399), ('INCOMPLETE_EVIDENCE', 454), ('INCOMPLETE_EVIDENCE', 475), ('SUPERFICIAL_RELATIONSHIP', 493), ('PROBABLE_UNDERSTANDING', 560), ('INCOMPLETE_EVIDENCE', 687), ('INCOMPLETE_EVIDENCE', 984), ('INCOMPLETE_EVIDENCE', 1019), ('SUPERFICIAL_RELATIONSHIP', 1027), ('INCOMPLETE_EVIDENCE', 1074), ('INCOMPLETE_EVIDENCE', 1087), ('SUPERFICIAL_RELATIONSHIP', 1113), ('ANOMALY_CURIOUS_FINDING', 1199), ('ANOMALY_CURIOUS_FINDING', 1199), ('INCOMPLETE_EVIDENCE', 1216), ('INCOMPLETE_EVIDENCE', 1257), ('DIFFICULT_TASK', 1266), ('INCOMPLETE_EVIDENCE', 1299), ('SUPERFICIAL_RELATIONSHIP', 1299), ('INCOMPLETE_EVIDENCE', 1332), ('FUTURE_WORK', 1340), ('PROBABLE_UNDERSTANDING', 1424), ('INCOMPLETE_EVIDENCE', 1443), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 1629), ('INCOMPLETE_EVIDENCE', 1662), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 1723), ('INCOMPLETE_EVIDENCE', 1732), ('INCOMPLETE_EVIDENCE', 1899), ('SUPERFICIAL_RELATIONSHIP', 1909), ('SUPERFICIAL_RELATIONSHIP', 1961), ('INCOMPLETE_EVIDENCE', 1989), ('QUESTION_ANSWERED_BY_THIS_WORK', 2044)]	40	[('UBERON_0000113', 'post-juvenile adult stage', 166, 'adulthood'), ('UBERON_0000104', 'life cycle', 228, 'life'), ('GO_0007567', 'parturition', 328, 'birth'), ('CHEBI_27300', 'vitamin D', 374, 'vitamin D'), ('CHEBI_33229', 'vitamin (role)', 539, 'vitamin'), ('NCBITaxon_33208', 'Metazoa', 662, 'animal'), ('GO_0002065', 'columnar/cuboidal epithelial cell differentiation', 669, 'fetal development'), ('UBERON_0002437', 'cerebral hemisphere white matter', 701, 'cerebral white matter'), ('CHEBI_27300', 'vitamin D', 740, 'vitamin D'), ('CL_0000128', 'oligodendrocyte', 759, 'oligodendrocytes'), ('UBERON_0000955', 'brain', 783, 'brain'), ('UBERON_0002240', 'spinal cord', 793, 'spinal cord'), ('CHEBI_27300', 'vitamin D', 810, 'vitamin D'), ('PR_000001708', 'sphingosine 1-phosphate receptor 3', 810, 'vitamin D receptors'), ('CHEBI_27300', 'vitamin D', 856, 'vitamin D'), ('GO_0022008', 'neurogenesis', 883, 'neurogenesis'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 914, 'rat'), ('UBERON_0000955', 'brain', 918, 'brain'), ('GO_0010467', 'gene expression', 950, 'gene expression'), ('SO_0000704', 'gene', 950, 'gene'), ('UBERON_0000113', 'post-juvenile adult stage', 969, 'adult life'), ('SO_0000704', 'gene', 991, 'genetic'), ('NCBITaxon_9606', 'Homo sapiens', 1008, 'humans'), ('CHEBI_27300', 'vitamin D', 1038, 'vitamin D'), ('NCBITaxon_9606', 'Homo sapiens', 1210, 'human'), ('GO_0007567', 'parturition', 1350, 'antenatal'), ('CHEBI_27300', 'vitamin D', 1381, 'vitamin D'), ('GO_0036268', 'swimming', 1452, 'perinatal'), ('UBERON_0012101', 'perinatal stage', 1452, 'perinatal'), ('GO_0007567', 'parturition', 1587, 'birth'), ('GO_0007567', 'parturition', 1688, 'births'), ('NCBITaxon_10088', 'Mus <genus>', 1777, 'people'), ('GO_0007567', 'parturition', 1784, 'born'), ('GO_0007567', 'parturition', 1831, 'born'), ('SO_0000704', 'gene', 1930, 'genes'), ('GO_0007565', 'female pregnancy', 2006, 'gestation'), ('GO_0007567', 'parturition', 2033, 'birth'), ('GO_0007567', 'parturition', 2062, 'birth')]
S96-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S96-BMJ_2010_Apr_29_340_c1640	['by the time of Delivery, maternal and infant Cord Serum 25-Hydroxyvitamin d3concentrations are highly CORRELATED.37UNFORTUNATELY, much REMAINS UNKNOWN, leading to large international variations in maternal Vitamin D monitoring and supplementation during Pregnancy.353839\na maternal EFFECT operating Antenatally would also be CONSISTENT with the stronger maternal than paternal “parent of origin” EFFECT in familial multiple sclerosis.1340it HAS BEEN PREVIOUSLY PROPOSED14THAT maternal Vitamin D deficiency, a PROBLEM for SOME dark skinned women migrating to regions with low ambient ultraviolet radiation, such as the uk, MIGHT EXPLAIN the increase in incidence of disease SEEN among second generation migrants in such locations.41our FINDINGS are CONSISTENT with this EXPLANATION.']	[('SUPERFICIAL_RELATIONSHIP', 102), ('ANOMALY_CURIOUS_FINDING', 113), ('ANOMALY_CURIOUS_FINDING', 113), ('FULL_UNKNOWN', 135), ('SUPERFICIAL_RELATIONSHIP', 282), ('INCOMPLETE_EVIDENCE', 325), ('SUPERFICIAL_RELATIONSHIP', 396), ('INCOMPLETE_EVIDENCE', 441), ('INCOMPLETE_EVIDENCE', 450), ('INCOMPLETE_EVIDENCE', 461), ('IMPORTANT_CONSIDERATION', 509), ('INCOMPLETE_EVIDENCE', 521), ('INCOMPLETE_EVIDENCE', 622), ('PROBABLE_UNDERSTANDING', 628), ('INCOMPLETE_EVIDENCE', 673), ('INCOMPLETE_EVIDENCE', 735), ('INCOMPLETE_EVIDENCE', 748), ('PROBABLE_UNDERSTANDING', 769)]	18	[('GO_0007567', 'parturition', 15, 'delivery'), ('UBERON_0002240', 'spinal cord', 45, 'cord'), ('UBERON_0001977', 'blood serum', 50, 'serum'), ('CHEBI_67376', 'dihydrooroxylin A', 56, '25-hydroxyvitamin'), ('CHEBI_27300', 'vitamin D', 206, 'vitamin D'), ('GO_0007565', 'female pregnancy', 254, 'pregnancy'), ('GO_0007288', 'sperm axoneme assembly', 299, 'antenatally'), ('CHEBI_27300', 'vitamin D', 485, 'vitamin D')]
S103-BMJ_2010_Apr_29_340_c1640	BMJ_2010_Apr_29_340_c1640	4/2010	S103-BMJ_2010_Apr_29_340_c1640	['overall, epidemiological studies SUPPORT a PROTECTIVE ROLE for Vitamin D in Autoimmune disease, PARTICULARLY in childhood and Adolescence, and Vitamin D supplementation in early Adulthood EFFECTIVELY reduces the risk of multiple sclerosis; THEREFORE, supplementation of adolescents and young Adults COULD BE effectively used for PREVENTION.6the FINDINGS HERE provide the FIRST population BASED evidence beyond month of Birth PATTERNS to INDICATE that Vitamin D supplementation for the PREVENTION of multiple sclerosis MIGHT also NEED to be CONSIDERED during in utero development.14they are CONSISTENT with a multi-hit causal cascade for multiple sclerosis, with PUTATIVE adverse environmental FACTORS, such as low Vitamin D concentrations, acting at more than one stage of Life.53\n\nwhat is already known on this topic\nin the northern hemisphere, there are more cases of multiple sclerosis in People Born in may and fewer in those Born in november\nmaternal exposure to ambient ultraviolet radiation in Pregnancy can be used as an instrumental variable for Vitamin D status during Pregnancy\nlow Vitamin D concentrations HAVE BEEN ASSOCIATED with a higher risk of multiple sclerosis\n\nwhat THIS STUDY adds\nin australia there is a reciprocal PATTERN of month of Birth and risk of multiple sclerosis, with a higher risk for those Born in november-december compared with may-june\nthis PATTERN was accounted FOR by maternal exposure to ambient ultraviolet radiation in the first trimester\nlow maternal exposure to Ultraviolet Radiation in the first trimester was inversely RELATED to risk of multiple sclerosis in the offspring after adjustment for either month of Birth or place of Birth\n\npubmed central:']	[('INCOMPLETE_EVIDENCE', 33), ('SUPERFICIAL_RELATIONSHIP', 43), ('SUPERFICIAL_RELATIONSHIP', 54), ('IMPORTANT_CONSIDERATION', 96), ('IMPORTANT_CONSIDERATION', 188), ('PROBABLE_UNDERSTANDING', 240), ('INCOMPLETE_EVIDENCE', 299), ('SUPERFICIAL_RELATIONSHIP', 329), ('INCOMPLETE_EVIDENCE', 345), ('QUESTION_ANSWERED_BY_THIS_WORK', 354), ('INCOMPLETE_EVIDENCE', 371), ('QUESTION_ANSWERED_BY_THIS_WORK', 388), ('SUPERFICIAL_RELATIONSHIP', 425), ('INCOMPLETE_EVIDENCE', 437), ('SUPERFICIAL_RELATIONSHIP', 485), ('INCOMPLETE_EVIDENCE', 518), ('FUTURE_WORK', 529), ('IMPORTANT_CONSIDERATION', 529), ('FUTURE_WORK', 540), ('IMPORTANT_CONSIDERATION', 540), ('INCOMPLETE_EVIDENCE', 590), ('SUPERFICIAL_RELATIONSHIP', 590), ('PROBABLE_UNDERSTANDING', 662), ('SUPERFICIAL_RELATIONSHIP', 693), ('INCOMPLETE_EVIDENCE', 1118), ('SUPERFICIAL_RELATIONSHIP', 1128), ('QUESTION_ANSWERED_BY_THIS_WORK', 1186), ('SUPERFICIAL_RELATIONSHIP', 1237), ('SUPERFICIAL_RELATIONSHIP', 1378), ('QUESTION_ANSWERED_BY_THIS_WORK', 1400), ('SUPERFICIAL_RELATIONSHIP', 1565)]	31	[('CHEBI_27300', 'vitamin D', 63, 'vitamin D'), ('UBERON_0001442', 'skeleton of manus', 76, 'autoimmune'), ('GO_0048848', 'neurohypophysis morphogenesis', 126, 'adolescence'), ('CHEBI_27300', 'vitamin D', 143, 'vitamin D'), ('UBERON_0000113', 'post-juvenile adult stage', 178, 'adulthood'), ('UBERON_0007023', 'adult organism', 292, 'adults'), ('GO_0007567', 'parturition', 419, 'birth'), ('CHEBI_27300', 'vitamin D', 451, 'vitamin D'), ('CHEBI_27300', 'vitamin D', 714, 'vitamin D'), ('UBERON_0000104', 'life cycle', 773, 'life'), ('NCBITaxon_10088', 'Mus <genus>', 892, 'people'), ('GO_0007567', 'parturition', 899, 'born'), ('GO_0007567', 'parturition', 930, 'born'), ('GO_0007565', 'female pregnancy', 1001, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 1055, 'vitamin D'), ('GO_0007565', 'female pregnancy', 1079, 'pregnancy'), ('CHEBI_27300', 'vitamin D', 1093, 'vitamin D'), ('GO_0007567', 'parturition', 1257, 'birth'), ('GO_0007567', 'parturition', 1324, 'born'), ('CHEBI_52927', 'To-Pro-1(2+)', 1506, 'ultraviolet radiation'), ('GO_0007567', 'parturition', 1657, 'birth'), ('GO_0007567', 'parturition', 1675, 'birth')]
S34-PMC1481554	PMC1481554	4/2006	S34-PMC1481554	['d (Cholecalciferol)ε250 iu250 iu5 μg* Calcium 300 mg250 mg1000–1300 mg* Biotin 030 μg- chromium 025 μg29–30 μg* manganese 05 mg2 mg* Molybdenum 025 μg50 μg Selenium 025 μg60 μg pill size smalllarge\n* adequate intake\n** applies only to pregvit®\nψvit a – 1 international unit (iu) of Retinol is equivalent to 0.3 μg Retinol (750 μg of Retinol is 2,500 iu of Retinol)\n2 μg of supplemental β-Carotene is equivalent to 1 μg Retinol3 (page 92 & 565)\nξvit e – 1 international unite (iu) is equivalent to 0.67 μg of Α-Tocopherol (15 mg is equivalent to 22,388 iu)\nHOWEVER, DIFFERENT conversion factors are used for DIFFERENT forms of Vitamin E\nε vit d – 1 iu is equivalent to 0.025 μg of Cholecalciferol (5 μg is equivalent to 200 iu)\n*** please note : since the completion of this study a new formulation of materna was introduced containing 27 mg of elemental iron.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 556), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 565), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 607)]	3	[('CHEBI_52550', 'theopalauamide', 3, 'cholecalciferol'), ('CHEBI_31341', 'calcium dihydroxide', 38, 'Calcium'), ('CHEBI_15956', 'biotin', 72, 'Biotin'), ('UBERON_0002150', 'superior cerebellar peduncle', 133, 'Molybdenum'), ('CHEBI_27568', 'selenium atom', 156, 'Selenium'), ('CHEBI_26536', 'retinoic acid', 282, 'retinol'), ('CHEBI_26536', 'retinoic acid', 314, 'retinol'), ('CHEBI_26536', 'retinoic acid', 333, 'retinol'), ('CHEBI_26536', 'retinoic acid', 356, 'retinol'), ('CHEBI_23042', 'carotene', 388, 'carotene'), ('CHEBI_69514', 'rubinaphthin A methyl ester', 419, 'retinol3'), ('CHEBI_27725', 'butin', 508, 'α-tocopherol'), ('CHEBI_27300', 'vitamin D', 626, 'vitamin E'), ('CHEBI_52550', 'theopalauamide', 680, 'cholecalciferol')]
S9-PMC1533075	PMC1533075	6/1998	S9-PMC1533075	['mothers also took individual Micronutrient supplements (e.g., Vitamin C tablets), but most mothers who took these also took multivitamins, making it IMPOSSIBLE to determine POTENTIAL independent EFFECTS of these Micronutrients.']	[('DIFFICULT_TASK', 149), ('INCOMPLETE_EVIDENCE', 173), ('SUPERFICIAL_RELATIONSHIP', 195)]	3	[('CHEBI_33962', 'mu4-sulfido-quadro-tetracopper(6+)', 29, 'micronutrient'), ('CHEBI_27300', 'vitamin D', 62, 'vitamin C'), ('PR_000004900', 'complement C3', 70, 'C'), ('CHEBI_33839', 'macromolecule', 212, 'micronutrients')]
S40-PMC1544352	PMC1544352	6/2006	S40-PMC1544352	['(2001), usa [19]survey, self completed questionnaire150 women in 1stto 3rdtrimesters (24% response rate)13% used Dietary Supplement during Pregnancy45 herbs used, most common: echinacea, Pregnancy tea**, ginger, Vitamin B6*, Vitamin C*, multivitamin with herbs, raspberry leaf studies specifically CONCERNED with nausea hollyer et al.']	[('IMPORTANT_CONSIDERATION', 298)]	1	[('CHEBI_23888', 'drug', 113, 'dietary'), ('CHEBI_16158', 'steroid sulfate', 121, 'supplement'), ('GO_0007565', 'female pregnancy', 139, 'pregnancy45'), ('GO_0007565', 'female pregnancy', 187, 'pregnancy'), ('CHEBI_33237', 'vitamin D4', 212, 'vitamin B6'), ('CHEBI_27300', 'vitamin D', 225, 'vitamin C')]
S46-PMC1888711	PMC1888711	5/2007	S46-PMC1888711	"['beneficial EFFECTS on Birth weight and the risk of Postpartum endometritis were SEEN for high-risk women"" [22].moderatedietary Vitamin A deficiencyvitamin a supplementation""further EVIDENCE on biologically PLAUSIBLE mechanisms of morbidity reduction such as reduced incidence of sepsis and/or reduced MARKERS of inflammation ARE NEEDED"" [60].lowdietary Micronutrient deficienciesmultiple Micronutrient supplementationone trial in tanzania showed no additional effect on markers of infection (C-Reactive Protein) compared with Iron and Folic Acid [15].lowanemia p. falciparum infectionanti-malarial Drugs""Drugs given routinely for malaria during Pregnancy reduce SEVERE Antenatal anaemia in the mother, and are ASSOCIATED with higher Birth weight in the baby and PROBABLY fewer Perinatal deaths.']"	[('SUPERFICIAL_RELATIONSHIP', 11), ('INCOMPLETE_EVIDENCE', 80), ('INCOMPLETE_EVIDENCE', 181), ('INCOMPLETE_EVIDENCE', 206), ('SUPERFICIAL_RELATIONSHIP', 301), ('FUTURE_WORK', 325), ('IMPORTANT_CONSIDERATION', 662), ('SUPERFICIAL_RELATIONSHIP', 710), ('PROBABLE_UNDERSTANDING', 762)]	9	[('GO_0007567', 'parturition', 22, 'birth'), ('GO_0007565', 'female pregnancy', 51, 'postpartum'), ('CHEBI_27300', 'vitamin D', 127, 'vitamin A'), ('CHEBI_33962', 'mu4-sulfido-quadro-tetracopper(6+)', 353, 'micronutrient'), ('CHEBI_33962', 'mu4-sulfido-quadro-tetracopper(6+)', 388, 'micronutrient'), ('PR_000005890', 'crooked neck-like protein 1', 492, 'C-reactive protein'), ('CHEBI_24870', 'ion', 526, 'iron'), ('CHEBI_30751', 'formic acid', 535, 'folic acid'), ('CHEBI_23888', 'drug', 598, 'drugs'), ('CHEBI_23888', 'drug', 604, 'Drugs'), ('GO_0007565', 'female pregnancy', 645, 'pregnancy'), ('GO_0007567', 'parturition', 669, 'antenatal'), ('GO_0007567', 'parturition', 733, 'birth'), ('GO_0036268', 'swimming', 777, 'perinatal'), ('UBERON_0012101', 'perinatal stage', 777, 'perinatal')]
S48-PMC1888711	PMC1888711	5/2007	S48-PMC1888711	"['routine daily or weekly Antenatal iron or iron plus Folic Acid supplementation MAY BE of benefit, especially where pre-Gestational iron deficiency and anaemia are prevalent"" [26].moderatedietary Vitamin A deficiencyvitamin A supplementation""FURTHER EVIDENCE on the effectiveness of adding Vitamin A to Iron and Folic Acid for treatment of anaemia IS NEEDED"" [60].']"	[('INCOMPLETE_EVIDENCE', 79), ('INCOMPLETE_EVIDENCE', 241), ('FUTURE_WORK', 347)]	3	[('GO_0007567', 'parturition', 24, 'antenatal'), ('CHEBI_30751', 'formic acid', 52, 'folic acid'), ('GO_0007565', 'female pregnancy', 119, 'gestational'), ('CHEBI_27300', 'vitamin D', 195, 'vitamin A'), ('PR_000004370', 'asialoglycoprotein receptor 2', 223, 'A'), ('CHEBI_27300', 'vitamin D', 289, 'vitamin A'), ('CHEBI_24870', 'ion', 302, 'iron'), ('CHEBI_30751', 'formic acid', 311, 'folic acid')]
