	ARTICLE	ARTICLE DATE	NUM SENTENCES
44	PMC4448820	5/2015	22
37	PMC4251419	12/2014	17
24	PMC3717170	5/2013	13
6	PMC3277098	12/2011	13
53	PMC4889866	5/2016	11
7	PMC3347028	3/2012	10
72	PMC5489519	6/2017	8
39	PMC4302429	1/2015	8
48	PMC4691762	12/2015	7
34	PMC4113768	7/2014	6
47	PMC4684854	12/2015	5
78	PMC5679631	11/2017	5
40	PMC4329404	10/2014	4
54	PMC4896250	4/2016	4
25	PMC3728489	7/2013	4
74	PMC5579643	8/2017	4
79	PMC5716389	9/2017	4
58	PMC4979151	8/2016	4
13	PMC3472720	8/2012	4
71	PMC5418719	5/2017	3
77	PMC5659607	10/2017	3
46	PMC4514967	12/2014	3
22	PMC3695234	7/2013	3
23	PMC3702245	6/2013	3
14	PMC3476426	8/2012	3
27	PMC3773018	4/2013	3
3	PMC3004407	12/2010	3
12	PMC3427192	4/2012	3
10	PMC3395583	7/2012	3
45	PMC4488777	5/2015	2
41	PMC4377870	3/2015	2
0	BMJ_2010_Apr_29_340_c1640	4/2010	2
56	PMC4934634	11/2015	2
63	PMC5129897	10/2016	2
73	PMC5513133	7/2017	2
81	PMC5941617	5/2018	2
82	PMC5952272	5/2018	2
59	PMC4997421	8/2016	2
83	PMC5956785	5/2018	2
11	PMC3407995	7/2012	2
35	PMC4161853	8/2014	2
4	PMC3075531	7/2010	2
8	PMC3348565	4/2012	2
30	PMC3827489	10/2013	2
18	PMC3659910	1/2013	2
28	PMC3798907	8/2013	2
16	PMC3613945	2/2013	1
65	PMC5310660	1/2017	1
66	PMC5332602	3/2017	1
67	PMC5340372	3/2017	1
68	PMC5351212	3/2017	1
69	PMC5372327	3/2017	1
70	PMC5405075	4/2017	1
17	PMC3635901	4/2013	1
38	PMC4263713	12/2014	1
15	PMC3501517	11/2012	1
75	PMC5634602	10/2017	1
76	PMC5638722	8/2017	1
9	PMC3365381	3/2011	1
5	PMC3235789	12/2011	1
80	PMC5827025	2/2018	1
2	PMC2963768	10/2010	1
64	PMC5240436	1/2017	1
61	PMC5064894	10/2016	1
62	PMC5084016	10/2016	1
36	PMC4161944	9/2014	1
1	PMC2821652	2/2010	1
43	PMC4417995	4/2015	1
33	PMC4106226	7/2014	1
32	PMC4072587	6/2014	1
31	PMC4045304	2/2014	1
29	PMC3814422	10/2013	1
49	PMC4785305	3/2016	1
50	PMC4800340	5/2016	1
51	PMC4846845	4/2016	1
52	PMC4859539	5/2016	1
26	PMC3760821	9/2013	1
55	PMC4918713	6/2015	1
21	PMC3691177	6/2013	1
57	PMC4944244	7/2016	1
20	PMC3685533	6/2013	1
19	PMC3672018	5/2013	1
60	PMC5014971	8/2016	1
42	PMC4377879	3/2015	1
