	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S68-PMC1168874	PMC1168874	7/2005	S68-PMC1168874	['OUR FINDING is IN AGREEMENT with the CONCLUSION of the european network of the teratology information services, whose data set DID NOT PROVIDE EVIDENCE for an INCREASED RISK of major cas ASSOCIATED with high Vitamin A intake (10,000 iu per day or more) during the Organogenetic period of Embryo26.']	[('QUESTION_ANSWERED_BY_THIS_WORK', 0), ('INCOMPLETE_EVIDENCE', 15), ('INCOMPLETE_EVIDENCE', 37), ('INCOMPLETE_EVIDENCE', 127), ('IMPORTANT_CONSIDERATION', 159), ('SUPERFICIAL_RELATIONSHIP', 187)]	6	[('CHEBI_27300', 'vitamin D', 208, 'vitamin A'), ('GO_0048513', 'animal organ development', 264, 'organogenetic'), ('UBERON_0000922', 'embryo', 288, 'embryo26')]
S147-PMC3171895	PMC3171895	9/2011	S147-PMC3171895	['a couple of subsequent RECENT multicentre double-blinded randomised trials of a combination of Vitamin C and E [130,131] also FOUND that supplementation did not reduce the rate of Preeclampsia or Gestational hypertension and, like the Vitamins in Preeclampsia trial in 2006 [132], increased the risk of fetal loss or Perinatal death and preterm prelabour rupture of Membranes.']	[('INCOMPLETE_EVIDENCE', 23), ('INCOMPLETE_EVIDENCE', 126)]	2	[('CHEBI_27300', 'vitamin D', 95, 'vitamin C'), ('CHEBI_52024', '4-(4-dihexadecylaminostyryl)-N-methylpyridium iodide', 109, 'E'), ('GO_0007128', 'meiotic prophase I', 180, 'preeclampsia'), ('GO_0007565', 'female pregnancy', 196, 'gestational'), ('CHEBI_28371', 'vitamin K epoxide', 235, 'Vitamins'), ('GO_0007128', 'meiotic prophase I', 247, 'Preeclampsia'), ('GO_0036268', 'swimming', 317, 'perinatal'), ('UBERON_0012101', 'perinatal stage', 317, 'perinatal'), ('UBERON_0000922', 'embryo', 366, 'membranes')]
S81-PMC3257641	PMC3257641	3/2010	S81-PMC3257641	['there was a positive CORRELATION between the maternal 25(Oh)D level and the Fetal Metaphyseal cross-sectional area, with the latter 5% and 14% greater in fetuses of mothers who were Vitamin D insufficient (Serum 25(Oh)D 25-50 nmol/l) and Vitamin D deficient (Serum 25(Oh)D < 25 nmol/l) compared to Vitamin D sufficient mothers (Serum 25(Oh)D > 50 nmol/l) [56].']	[('SUPERFICIAL_RELATIONSHIP', 21)]	1	[('CHEBI_71657', 'versiconol acetate', 54, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 54, '25(OH)D'), ('UBERON_0000922', 'embryo', 76, 'fetal'), ('UBERON_0001438', 'metaphysis', 82, 'metaphyseal'), ('CHEBI_27300', 'vitamin D', 182, 'vitamin D'), ('UBERON_0001977', 'blood serum', 206, 'serum'), ('CHEBI_71657', 'versiconol acetate', 212, '25(OH)D'), ('PR_000006444', 'diacylglycerol kinase delta', 218, 'D'), ('CHEBI_27300', 'vitamin D', 238, 'vitamin D'), ('UBERON_0001977', 'blood serum', 259, 'serum'), ('CHEBI_71657', 'versiconol acetate', 265, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 265, '25(OH)D'), ('CHEBI_27300', 'vitamin D', 298, 'vitamin D'), ('UBERON_0001977', 'blood serum', 328, 'serum'), ('CHEBI_71657', 'versiconol acetate', 334, '25(OH)D'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 334, '25(OH)D')]
S29-PMC3465343	PMC3465343	10/2012	S29-PMC3465343	['ra signaling is tightly Controlled by the opposing actions of Retinaldehyde dehydrogenases (raldhs), which are ESSENTIAL for the generation of Embryonic ra from Vitamin A, and cyp26 members, which Catabolize ra[18].']	[('IMPORTANT_CONSIDERATION', 111)]	1	[('GO_0065007', 'biological regulation', 24, 'controlled'), ('CHEBI_17173', 'D-ribulose', 62, 'retinaldehyde'), ('UBERON_0000922', 'embryo', 143, 'embryonic'), ('CHEBI_27300', 'vitamin D', 161, 'vitamin A'), ('GO_0009953', 'dorsal/ventral pattern formation', 197, 'catabolize')]
S40-PMC3465343	PMC3465343	10/2012	S40-PMC3465343	['ra is a derivative of Vitamin A and is REQUIRED for synchronous left-right Development Of Somites, either maternal vad during Pregnancy or an Embryonic defect in Metabolism from Vitamin A to ra MIGHT be ASSOCIATED with increased risk of Human vertebral defects.']	[('IMPORTANT_CONSIDERATION', 39), ('INCOMPLETE_EVIDENCE', 194), ('SUPERFICIAL_RELATIONSHIP', 203)]	3	[('CHEBI_27300', 'vitamin D', 22, 'vitamin A'), ('GO_0042461', 'photoreceptor cell development', 75, 'development of somites'), ('UBERON_0002329', 'somite', 90, 'somites'), ('GO_0007565', 'female pregnancy', 126, 'pregnancy'), ('UBERON_0000922', 'embryo', 142, 'embryonic'), ('GO_0008152', 'metabolic process', 162, 'metabolism'), ('CHEBI_27300', 'vitamin D', 178, 'vitamin A'), ('NCBITaxon_9606', 'Homo sapiens', 237, 'human')]
S46-PMC3465343	PMC3465343	10/2012	S46-PMC3465343	['results\n\neffect of Vitamin A-free diet on maternal Rats and Embryonic survival\nthe body weight of vad and control females before Mating were SIMILAR (weight gain vs. n\u200a=\u200a24 and 8, respectively).']	[('SUPERFICIAL_RELATIONSHIP', 141)]	1	[('CHEBI_27300', 'vitamin D', 19, 'vitamin A'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 51, 'rats'), ('UBERON_0000922', 'embryo', 60, 'embryonic'), ('GO_0007618', 'mating', 129, 'mating')]
S67-PMC3465343	PMC3465343	10/2012	S67-PMC3465343	['vad induced Skeletal abnormalities in neonatal Rats\nbecause Vitamin A is REQUIRED for Skeletal Development during Embryo Development, we also exmined the OTHER Skeletal System of neonatal Rats by the same anteroposterior radiography.']	[('IMPORTANT_CONSIDERATION', 73), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 154)]	2	[('UBERON_0004288', 'skeleton', 12, 'skeletal'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 47, 'rats'), ('CHEBI_27300', 'vitamin D', 60, 'vitamin A'), ('GO_0001501', 'skeletal system development', 86, 'skeletal development'), ('UBERON_0004288', 'skeleton', 86, 'skeletal'), ('GO_0009790', 'embryo development', 114, 'embryo development'), ('UBERON_0000922', 'embryo', 114, 'embryo'), ('UBERON_0001434', 'skeletal system', 160, 'skeletal system'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 188, 'rats')]
S126-PMC3465343	PMC3465343	10/2012	S126-PMC3465343	['the phenomenon that Gestational Vitamin A deficiency disrupts Embryonic Development HAS BEEN KNOWN for over 80 years.']	[('INCOMPLETE_EVIDENCE', 84), ('INCOMPLETE_EVIDENCE', 93)]	2	[('GO_0007565', 'female pregnancy', 20, 'gestational'), ('CHEBI_27300', 'vitamin D', 32, 'vitamin A'), ('GO_0009790', 'embryo development', 62, 'embryonic development'), ('UBERON_0000922', 'embryo', 62, 'embryonic')]
S11-PMC3471827	PMC3471827	10/2012	S11-PMC3471827	['ALTHOUGH the fetal-resorption test is STILL used to define the international units for Vitamin E[2], the cause of the Embryonic failure has never been characterized.']	[('ANOMALY_CURIOUS_FINDING', 0), ('IMPORTANT_CONSIDERATION', 38)]	2	[('CHEBI_27300', 'vitamin D', 87, 'vitamin E'), ('UBERON_0000922', 'embryo', 118, 'embryonic')]
S15-PMC3471827	PMC3471827	10/2012	S15-PMC3471827	['PREVIOUSLY, we utilized the Zebrafish MODEL to separate the maternal and Embryonic REQUIREMENTS, and to characterize the molecular defect of Embryonic Vitamin E deficiency.']	[('INCOMPLETE_EVIDENCE', 0), ('INCOMPLETE_EVIDENCE', 38), ('IMPORTANT_CONSIDERATION', 83)]	3	[('NCBITaxon_7955', 'Danio rerio', 28, 'zebrafish'), ('UBERON_0000922', 'embryo', 73, 'embryonic'), ('UBERON_0000922', 'embryo', 141, 'embryonic'), ('CHEBI_27300', 'vitamin D', 151, 'vitamin E')]
