	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S19-PMC2290997	PMC2290997	4/2008	S19-PMC2290997	['for most white People, a half-hour in the summer sun in a bathing suit can initiate the release of 50,000 iu (1.25 mg) Vitamin D into the circulation within 24 hours of exposure; this same amount of exposure yields 20,000–30,000 iu in tanned Individuals and 8,000–10,000 iu in dark-skinned People.']	N/A	N/A	[('NCBITaxon_10088', 'Mus <genus>', 15, 'people'), ('CHEBI_27300', 'vitamin D', 119, 'vitamin D'), ('NCBITaxon_1', 'root', 242, 'individuals'), ('NCBITaxon_10088', 'Mus <genus>', 290, 'people')]
S122-PMC2290997	PMC2290997	4/2008	S122-PMC2290997	['“without the sunscreen, this same Individual would be incurring substantially more damage to her skin but not further increasing her Vitamin D level,” she says.']	N/A	N/A	[('NCBITaxon_1', 'root', 34, 'individual'), ('CHEBI_27300', 'vitamin D', 133, 'vitamin D')]
S184-PMC2290997	PMC2290997	4/2008	S184-PMC2290997	['in sunlight-related research, there are two main exposures of interest: Vitamin D status, which is measured by the Serum 25(Oh)D level; and personal uvr dose, which involves three fundamental factors: ambient uvr (a function of latitude, altitude, atmospheric Ozone levels, pollution, and time of year), amount of skin exposed (a function of behavioral, cultural, and clothing practices), and skin pigmentation (with dark skin receiving a smaller effective dose to underlying structures than light skin).']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 72, 'vitamin D'), ('UBERON_0001977', 'blood serum', 115, 'serum'), ('CHEBI_71657', 'versiconol acetate', 121, '25(OH)D'), ('PR_000008838', 'serine protease HTRA1', 121, '25(OH ... D'), ('CHEBI_25812', 'ozone', 260, 'ozone')]
S16-PMC2685863	PMC2685863	5/2009	S16-PMC2685863	['[for more information on Vitamin D deficiency, see “benefits of sunlight: a bright spot for Human health,” ehp 116:a160–a167 (2008)].']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 25, 'vitamin D'), ('NCBITaxon_10088', 'Mus <genus>', 92, 'Human')]
S15-PMC2821652	PMC2821652	2/2010	S15-PMC2821652	['the two main Human sources of Vitamin D are sunlight exposure, which converts 7-Dehydrocholesterol in the skin to Vitamin D3, and oral Intake.']	N/A	N/A	[('NCBITaxon_9606', 'Homo sapiens', 13, 'human'), ('CHEBI_27300', 'vitamin D', 30, 'vitamin D'), ('CHEBI_17500', '7alpha-hydroxycholesterol', 78, '7-dehydrocholesterol'), ('CHEBI_33279', 'vitamin D5', 114, 'vitamin D3'), ('PR_000017299', 'VIP peptides', 114, 'vitamin D3'), ('GO_0007631', 'feeding behavior', 135, 'intake')]
S0-PMC3004407	PMC3004407	12/2010	S0-PMC3004407	['profound Vitamin D deficiency in a diverse group of women during Pregnancy living in a sun-rich environment at latitude 32°n\n\nabstract\nobjective : determine prevalence of Vitamin D deficiency (vdd) in a diverse group of women presenting for obstetrical care at two community health centers in south carolina at latitude 32°n.']	N/A	N/A	[('CHEBI_28384', 'vitamin K', 9, 'Vitamin D'), ('PR_000017319', 'vacuolar protein sorting-associated protein 13A', 9, 'Vitamin D'), ('GO_0007565', 'female pregnancy', 65, 'Pregnancy'), ('CHEBI_27300', 'vitamin D', 171, 'vitamin D')]
S41-PMC3075531	PMC3075531	7/2010	S41-PMC3075531	['the primary form of Vitamin D, Colecalciferol (Vitamin D3), is available from two sources: skin exposure to ultraviolet b radiation (uvb) in sunlight and diet.']	N/A	N/A	[('CHEBI_27300', 'vitamin D', 20, 'vitamin D'), ('CHEBI_50553', 'mancude carbobicyclic parent', 31, 'colecalciferol'), ('CHEBI_33279', 'vitamin D5', 47, 'vitamin D3'), ('PR_000017299', 'VIP peptides', 47, 'vitamin D3')]
S4-PMC3103150	PMC3103150	3/2011	S4-PMC3103150	['details of infants’ Feeding, Vitamin D supplementation, sunlight exposure and mothers’ Calcium and Vitamin D intake were recorded.']	N/A	N/A	[('GO_0007631', 'feeding behavior', 20, 'feeding'), ('CHEBI_27300', 'vitamin D', 29, 'vitamin D'), ('CHEBI_22313', 'alkaline earth metal atom', 87, 'calcium'), ('CHEBI_27300', 'vitamin D', 99, 'vitamin D')]
S32-PMC3103150	PMC3103150	3/2011	S32-PMC3103150	['clinical and anthropometric data:\ndetails regarding mode of Feeding of infant, supplementation of any Vitamin or Calcium to infant, mothers’ diet, Intake of Calcium and Vitamin D supplements during Pregnancy and after Delivery, education and profession, financial status of the family and usual duration and type of clothing worn during sunlight exposure for both infant and mother were recorded in a case record form.']	N/A	N/A	[('GO_0007631', 'feeding behavior', 60, 'feeding'), ('CHEBI_33229', 'vitamin (role)', 102, 'vitamin'), ('CHEBI_22313', 'alkaline earth metal atom', 113, 'calcium'), ('GO_0007631', 'feeding behavior', 147, 'intake'), ('CHEBI_22313', 'alkaline earth metal atom', 157, 'calcium'), ('CHEBI_27300', 'vitamin D', 169, 'vitamin D'), ('GO_0007565', 'female pregnancy', 198, 'pregnancy'), ('GO_0007567', 'parturition', 218, 'delivery')]
S14-PMC3257641	PMC3257641	3/2010	S14-PMC3257641	['both sunlight-derived (Vitamin D3) or Ingested (Vitamin D2Or Vitamin D3) Vitamin D are transported to the Liver where 25-hydroxylase enzymes catalyze conversion to the primary storage form (and the usual Serum measure of Vitamin D status), 25-Hydroxyvitamin D (25(Oh)D) [4].']	N/A	N/A	[('CHEBI_33279', 'vitamin D5', 23, 'vitamin D3'), ('PR_000017299', 'VIP peptides', 23, 'vitamin D3'), ('GO_0007631', 'feeding behavior', 38, 'ingested'), ('CHEBI_27329', 'xanthosine phosphate', 48, 'vitamin D2or'), ('PR_000017209', 'utrophin', 48, 'vitamin D2or'), ('CHEBI_33279', 'vitamin D5', 61, 'vitamin D3'), ('PR_000017299', 'VIP peptides', 61, 'vitamin D3'), ('CHEBI_27300', 'vitamin D', 73, 'vitamin D'), ('UBERON_0002107', 'liver', 106, 'liver'), ('UBERON_0001977', 'blood serum', 204, 'serum'), ('CHEBI_27300', 'vitamin D', 221, 'vitamin D'), ('CHEBI_62218', '23,24-dihydrocucurbitacin D', 240, '25-hydroxyvitamin D'), ('CHEBI_71657', 'versiconol acetate', 261, '25(OH)D')]
