	ARTICLE	ARTICLE DATE	NUM SENTENCES
14	PMC3407995	7/2012	12
25	PMC3739737	8/2013	7
23	PMC3713405	7/2013	7
41	PMC4595656	10/2015	6
31	PMC4113768	7/2014	6
58	PMC5385921	4/2017	5
27	PMC3926113	1/2014	5
6	PMC2996405	11/2010	5
56	PMC5351212	3/2017	4
45	PMC4690051	12/2015	4
8	PMC3309463	6/2011	4
37	PMC4396835	1/2015	3
16	PMC3476426	8/2012	3
17	PMC3485340	10/2012	3
33	PMC4171568	9/2014	3
30	PMC4072587	6/2014	3
7	PMC3257641	3/2010	3
51	PMC4992225	8/2016	3
48	PMC4877864	6/2015	2
49	PMC4908484	6/2016	2
42	PMC4624803	10/2015	2
60	PMC5474873	6/2017	2
62	PMC5952272	5/2018	2
21	PMC3651971	5/2013	2
9	PMC3338544	4/2012	2
22	PMC3702245	6/2013	1
53	PMC5085625	9/2016	1
46	PMC4764019	1/2016	1
47	PMC4843009	4/2016	1
10	PMC3347007	4/2012	1
50	PMC4971719	8/2016	1
5	PMC2913107	8/2010	1
52	PMC4998950	4/2016	1
54	PMC5310660	1/2017	1
44	PMC4684854	12/2015	1
55	PMC5318550	2/2017	1
4	PMC2889879	5/2010	1
57	PMC5372327	3/2017	1
3	PMC2873552	4/2010	1
59	PMC5405075	4/2017	1
2	PMC2396486	6/2008	1
61	PMC5489519	6/2017	1
11	PMC3347028	3/2012	1
43	PMC4661586	4/2015	1
24	PMC3734354	7/2013	1
18	PMC3488410	10/2012	1
26	PMC3809191	1/2013	1
20	PMC3613945	2/2013	1
28	PMC3973641	4/2014	1
29	PMC4045304	2/2014	1
19	PMC3515553	12/2012	1
1	PMC1281283	10/2005	1
32	PMC4129499	8/2014	1
34	PMC4277121	12/2015	1
12	PMC3356951	4/2012	1
35	PMC4302429	1/2015	1
36	PMC4377879	3/2015	1
15	PMC3471827	10/2012	1
38	PMC4499946	7/2015	1
39	PMC4516488	9/2009	1
40	PMC4586451	10/2015	1
13	PMC3365381	3/2011	1
0	BMJ_2010_Apr_29_340_c1640	4/2010	1
