PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2872320.nxml.gz	0	['Impact of Direct Soil Exposures from Airborne Dust and Geophagy on Human Health\n\nAbstract\nOver evolutionary time humans have developed a complex biological relationship with soils.']	(0, 180)
PMC2872320.nxml.gz	1	['Here we describe modes of soil exposure and their biological implications.']	(181, 255)
PMC2872320.nxml.gz	2	['We consider two types of soil exposure, the first being the continuous exposure to airborne soil, and the second being dietary ingestion of soils, or geophagy.']	(256, 415)
PMC2872320.nxml.gz	3	['It may be assumed that airborne dust and ingestion of soil have influenced the evolution of particular DNA sequences which control biological systems that enable individual organisms to take advantage of, adapt to and/or protect against exposures to soil materials.']	(416, 681)
PMC2872320.nxml.gz	4	['We review the potential for soil exposure as an environmental source of epigenetic signals which may influence the function of our genome in determining health and disease.']	(682, 854)
PMC2872320.nxml.gz	5	['Introduction\nAs with all terrestrial organisms, through evolutionary time humans have developed a complex biological relationship with soils.']	(856, 997)
PMC2872320.nxml.gz	6	['In this paper we discuss two types of direct soil exposure, the first being the continuous environmental exposure caused by airborne soil elements (dust), and the second being the willful (or accidental) dietary ingestion of soil, or geophagy.']	(998, 1241)
PMC2872320.nxml.gz	7	['Endogenous components of soil include minerogenic colloidal clays and trace elements, biogenic organic materials, and biota, any of which may be beneficial, detrimental or toxic, depending on their relative concentrations and the exposure pathway.']	(1242, 1489)
PMC2872320.nxml.gz	8	['Soils can also contain human-produced (anthropogenic) pollutants that are a consequence of agricultural and industrial activities.']	(1490, 1620)
PMC2872320.nxml.gz	9	['Environmental climate-driven exposure is ubiquitous, as soil is continuously being made airborne and then transported through the atmosphere by the global mechanisms of weather and climate.']	(1621, 1810)
PMC2872320.nxml.gz	10	['This deflated soil, or dust, can sometimes be transported and deposited great distances from the point of origin.']	(1811, 1924)
PMC2872320.nxml.gz	11	['In this way, humans are now and have been constantly exposed throughout their evolutionary history to deflated soil components, from both local and regional sources and potentially from almost anywhere on the planet.']	(1925, 2141)
PMC2872320.nxml.gz	12	['Geophagy is more localized and is influenced by cultural practices and traditions.']	(2142, 2224)
PMC2872320.nxml.gz	13	['The dietary practice of geophagy still occurs in many parts of the world.']	(2225, 2298)
PMC2872320.nxml.gz	14	['Geophagy in early humans may have developed as it has with other animals, as a way to consume nutritive minerals and elements otherwise lacking in their usual diet and as a way to detoxify certain plant materials to make them more digestible and nutritious [1,2].']	(2299, 2562)
PMC2872320.nxml.gz	15	['Contemporary dietary geophagy is an active reflection of our evolutionary history, especially with regard to the development of dietary supplements and medicines.']	(2563, 2725)
