PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2831512.nxml.gz	0	['Clinical Presentation and Conservative Management of Tympanic Membrane Perforation during Intrapartum Valsalva Maneuver\n\nAbstract\nBackground.']	(0, 141)
PMC2831512.nxml.gz	1	['Tympanic membrane perforation may occur when ear pressures are excessive, including valsalva maneuver associated with active labor and vaginal delivery.']	(142, 294)
PMC2831512.nxml.gz	2	['A pressure differential across the eardrum of about 5\u2009psi can cause rupture; the increased intraabdominal pressure spikes repeatedly manifested by “pushing” during second-stage labor easily approach (and may exceed) this level.']	(295, 522)
PMC2831512.nxml.gz	3	['Material and Method.']	(523, 543)
PMC2831512.nxml.gz	4	["We describe a healthy 21-year old nulliparous patient admitted in active labor at 39-weeks' gestational age."]	(544, 652)
PMC2831512.nxml.gz	5	['Results.']	(653, 661)
PMC2831512.nxml.gz	6	['Blood appeared asymptomatically in the left ear canal at delivery during active, closed-glottis pushing.']	(662, 766)
PMC2831512.nxml.gz	7	['Otoscopic examination confirmed perforation of the left tympanic membrane.']	(767, 841)
PMC2831512.nxml.gz	8	['Complete resolution of the eardrum rupture was noted at postpartum check-up six weeks later.']	(842, 934)
PMC2831512.nxml.gz	9	['Conclusion.']	(935, 946)
PMC2831512.nxml.gz	10	['While the precise incidence of intrapartum tympanic membrane rupture is not known, it may be unrecognized without gross blood in the ear canal or subjective hearing loss following delivery.']	(947, 1136)
PMC2831512.nxml.gz	11	['Only one prior published report on tympanic membrane perforation during delivery currently appears in the medical literature; this is the first English language description of the event.']	(1137, 1323)
PMC2831512.nxml.gz	12	['Since a vigorous and repetitive valsalva effort is common in normal vaginal delivery, clinicians should be aware of the potential for otic complications associated with the increased intraabdominal pressure characteristic of this technique.']	(1324, 1564)
PMC2831512.nxml.gz	13	['1.']	(1566, 1568)
PMC2831512.nxml.gz	14	['Background\nRupture of the tympanic membrane can result from any pressure or stress exerted on the ear.']	(1569, 1671)
