PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2529404.nxml.gz	0	['Sucrose Exposure in Early Life Alters Adult Motivation and Weight Gain\n\nAbstract\nThe cause of the current increase in obesity in westernized nations is poorly understood but is frequently attributed to a ‘thrifty genotype,’ an evolutionary predisposition to store calories in times of plenty to protect against future scarcity.']	(0, 327)
PMC2529404.nxml.gz	1	['In modern, industrialized environments that provide a ready, uninterrupted supply of energy-rich foods at low cost, this genetic predisposition is hypothesized to lead to obesity.']	(328, 507)
PMC2529404.nxml.gz	2	['Children are also exposed to this ‘obesogenic’ environment; however, whether such early dietary experience has developmental effects and contributes to adult vulnerability to obesity is unknown.']	(508, 702)
PMC2529404.nxml.gz	3	['Using mice, we tested the hypothesis that dietary experience during childhood and adolescence affects adult obesity risk.']	(703, 824)
PMC2529404.nxml.gz	4	['We gave mice unlimited or no access to sucrose for a short period post-weaning and measured sucrose-seeking, food consumption, and weight gain in adulthood.']	(825, 981)
PMC2529404.nxml.gz	5	['Unlimited access to sucrose early in life reduced sucrose-seeking when work was required to obtain it.']	(982, 1084)
PMC2529404.nxml.gz	6	['When high-sugar/high-fat dietary options were made freely-available, however, the sucrose-exposed mice gained more weight than mice without early sucrose exposure.']	(1085, 1248)
PMC2529404.nxml.gz	7	['These results suggest that early, unlimited exposure to sucrose reduces motivation to acquire sucrose but promotes weight gain in adulthood when the cost of acquiring palatable, energy dense foods is low.']	(1249, 1453)
PMC2529404.nxml.gz	8	["This study demonstrates that early post-weaning experience can modify the expression of a ‘thrifty genotype’ and alter an adult animal's response to its environment, a finding consistent with evidence of pre- and peri-natal programming of adult obesity risk by maternal nutritional status."]	(1454, 1743)
PMC2529404.nxml.gz	9	['Our findings suggest the window for developmental effects of diet may extend into childhood, an observation with potentially important implications for both research and public policy in addressing the rising incidence of obesity.']	(1744, 1974)
PMC2529404.nxml.gz	10	['Introduction\nAlmost two-thirds of American adults are either overweight or obese and the incidence of childhood obesity is rising rapidly[1]–[4].']	(1976, 2121)
PMC2529404.nxml.gz	11	['The cause of the recent and dramatic rise in obesity in western societies is not fully understood, but its appearance in a genetically stable population indicates that environmental factors play a critical role[5]–[7].']	(2122, 2340)
PMC2529404.nxml.gz	12	['In western societies, the increased availability of tasty, energy-rich foods together with a reduced requirement for energy expenditure is believed to promote a net positive energy balance resulting in increased body mass and obesity[5],[8].']	(2341, 2582)
PMC2529404.nxml.gz	13	['The availability of these foods, however, does not entirely account for their widespread (over-)consumption.']	(2583, 2691)
PMC2529404.nxml.gz	14	['Palatable, high-calorie foods are widely available because there is a demand for them, though marketing practices undoubtedly contribute to this, especially among children[9]–[11].']	(2692, 2872)
PMC2529404.nxml.gz	15	['Moreover, the widespread availability of high fat and high sugar foods does not mean that healthier alternatives are unavailable, though this may vary by region and socioeconomic status[12]–[18].']	(2873, 3068)
PMC2529404.nxml.gz	16	['Human beings, though influenced by environmental factors[7], respond to their environment with motivated, goal-directed behavior[19]–[21], often seeking out foods they know to be poor choices, sometimes even when they resolve to eat better or less.']	(3069, 3317)
PMC2529404.nxml.gz	17	['These adult behaviors are often resistant to change[22].']	(3318, 3374)
PMC2529404.nxml.gz	18	['Understanding the factors that shape adult food-related motivation and its contribution to weight gain would greatly aid in the development of preventative measures in tackling the problem of obesity.']	(3375, 3575)
