PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2290983.nxml.gz	0	['Prenatal Exposure to Wood Fuel Smoke and Low Birth Weight\n\nAbstract\n\nBackground\nMaternal exposure to wood fuel smoke may lead to impaired fetal growth due to hypoxia and or oxidative stress from smoke constituents such as carbon monoxide and particulate matter.']	(0, 261)
PMC2290983.nxml.gz	1	['Objectives\nWe studied the risk of low birth weight (LBW) and reduced mean birth weight in relation to reported use of wood for cooking during the prenatal period, compared with natural gas (NG).']	(263, 457)
PMC2290983.nxml.gz	2	['Methods\nWe studied a historical cohort of women who had a singleton live birth in the years 2000–2002, from a semirural area of Pakistan.']	(459, 596)
PMC2290983.nxml.gz	3	['Infant’s birth weight was obtained from records, and prenatal records had data for maternal body mass index and parity.']	(597, 716)
PMC2290983.nxml.gz	4	['Cooking habits, daytime sleep habits, and type of fuel used during the pregnancies in 2000–2002 were ascertained by a survey done in 2004–2005.']	(717, 860)
PMC2290983.nxml.gz	5	['We performed multiple linear and logistic regression modeling using propensity scores to adjust for confounding variables.']	(861, 983)
PMC2290983.nxml.gz	6	['Results\nUnadjusted mean (± SD) birth weight was 2.78 ± 0.45 kg in wood users, and 2.84 ± 0.43 kg ( p< 0.06) in NG users.']	(985, 1105)
PMC2290983.nxml.gz	7	['Infants born to wood users averaged 82 g lighter than infants born to NG users when weight was adjusted for confounders ( p< 0.07).']	(1106, 1237)
PMC2290983.nxml.gz	8	['The rate of LBW (< 2,500 g) was 22.7% among wood users compared with 15.0% in NG users ( p< 0.01), for an adjusted relative risk of 1.64 (95% confidence interval, 1.10–2.34).']	(1238, 1412)
PMC2290983.nxml.gz	9	['The population attributable risk for LBW explained by wood use was estimated to be 24%.']	(1413, 1500)
PMC2290983.nxml.gz	10	['Conclusion\nCooking with wood fuel during pregnancy, a potentially modifiable exposure, was associated with LBW and marginally lower mean birth weight compared with using NG.']	(1502, 1675)
