PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2996405.nxml.gz	0	['Schizophrenia and vitamin D related genes could have been subject to latitude-driven adaptation\n\nAbstract\n\nBackground\nMany natural phenomena are directly or indirectly related to latitude.']	(0, 188)
PMC2996405.nxml.gz	1	['Living at different latitudes, indeed, has its consequences with being exposed to different climates, diets, light/dark cycles, etc.']	(189, 321)
PMC2996405.nxml.gz	2	['In humans, one of the best known examples of genetic traits following a latitudinal gradient is skin pigmentation.']	(322, 436)
PMC2996405.nxml.gz	3	["Nevertheless, also several diseases show latitudinal clinals such as hypertension, cancer, dismetabolic conditions, schizophrenia, Parkinson's disease and many more."]	(437, 602)
PMC2996405.nxml.gz	4	['Results\nWe investigated, for the first time on a wide genomic scale, the latitude-driven adaptation phenomena.']	(604, 714)
PMC2996405.nxml.gz	5	['In particular, we selected a set of genes showing signs of latitude-dependent population differentiation.']	(715, 820)
PMC2996405.nxml.gz	6	['The biological characterization of these genes showed enrichment for neural-related processes.']	(821, 915)
PMC2996405.nxml.gz	7	['In light of this, we investigated whether genes associated to neuropsychiatric diseases were enriched by Latitude-Related Genes (LRGs).']	(916, 1051)
PMC2996405.nxml.gz	8	['We found a strong enrichment of LRGs in the set of genes associated to schizophrenia.']	(1052, 1137)
PMC2996405.nxml.gz	9	['In an attempt to try to explain this possible link between latitude and schizophrenia, we investigated their associations with vitamin D. We found in a set of vitamin D related genes a significant enrichment of both LRGs and of genes involved in schizophrenia.']	(1138, 1398)
PMC2996405.nxml.gz	10	['Conclusions\nOur results suggest a latitude-driven adaptation for both schizophrenia and vitamin D related genes.']	(1400, 1512)
PMC2996405.nxml.gz	11	['In addition we confirm, at a molecular level, the link between schizophrenia and vitamin D. Finally, we discuss a model in which schizophrenia is, at least partly, a maladaptive by-product of latitude dependent adaptive changes in vitamin D metabolism.']	(1513, 1765)
PMC2996405.nxml.gz	12	['Background\nDuring recent decades the study of human evolution has been of increasing interest, due also to the large amount of data now available, concerning populations geographically and widely distributed.']	(1767, 1975)
PMC2996405.nxml.gz	13	['Meanwhile, new applications of evolutionary biology to medical problems are being discovered at an accelerating rate [1].']	(1976, 2097)
PMC2996405.nxml.gz	14	['The genetic diversity is one of the most important instruments available to understand our evolutionary history.']	(2098, 2210)
PMC2996405.nxml.gz	15	['Differences among individuals belonging to the same population are generally smaller than those of individuals belonging to different populations [2].']	(2211, 2361)
PMC2996405.nxml.gz	16	['This is due to both demographic history and selection that shaped the genome to adapt the genome of different populations to the experienced environment.']	(2362, 2515)
PMC2996405.nxml.gz	17	['All loci in a population share the same demographic history, thus they are expected to show similar patterns of variation.']	(2516, 2638)
PMC2996405.nxml.gz	18	['But it is a matter of fact that substantial differences in the level of among-population differences across loci exist [3].']	(2639, 2762)
PMC2996405.nxml.gz	19	['It is therefore reasonable to assume that loci showing more among-population differentiation than the rest might identify regions of the genome that have been subjected to selection [4,5].']	(2763, 2951)
PMC2996405.nxml.gz	20	["In 1966 Cavalli-Sforza suggested using measures of population divergence to detect natural selection [6] and Lewontin and Krakauer proposed using for this purpose, Wright's F-statistics [7]."]	(2952, 3142)
PMC2996405.nxml.gz	21	['In particular, fixation index (FST) is one of the most widely used descriptive measures of population and evolutionary genetics [8].']	(3143, 3275)
PMC2996405.nxml.gz	22	['FSTis directly related to the variance in allele frequency among populations.']	(3276, 3353)
PMC2996405.nxml.gz	23	['A small FSTvalue means that the allele frequencies among populations are similar, whereas a large FSTvalue implies that the allele frequencies are different.']	(3354, 3511)
