PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2984417.nxml.gz	0	['Risk of placental abruption in relation to migraines and headaches\n\nAbstract\n\nBackground\nMigraine, a common chronic-intermittent disorder of idiopathic origin characterized by severe debilitating headaches and autonomic nervous system dysfunction, and placental abruption, the premature separation of the placenta, share many common pathophysiological characteristics.']	(0, 368)
PMC2984417.nxml.gz	1	['Moreover, endothelial dysfunction, platelet activation, hypercoagulation, and inflammation are common to both disorders.']	(369, 489)
PMC2984417.nxml.gz	2	['We assessed risk of placental abruption in relation to maternal history of migraine before and during pregnancy in Peruvian women.']	(490, 620)
PMC2984417.nxml.gz	3	['Methods\nCases were 375 women with pregnancies complicated by placental abruption, and controls were 368 women without an abruption.']	(622, 753)
PMC2984417.nxml.gz	4	['During in-person interviews conducted following delivery, women were asked if they had physician-diagnosed migraine, and they were asked questions that allowed headaches and migraine to be classified according to criteria established by the International Headache Society.']	(754, 1026)
PMC2984417.nxml.gz	5	['Logistic regression procedures were used to calculate odds ratios (aOR) and 95% confidence intervals (CI) adjusted for confounders.']	(1027, 1158)
PMC2984417.nxml.gz	6	['Results\nOverall, a lifetime history of any headaches or migraine was associated with an increased odds of placental abruption (aOR = 1.60; 95% CI 1.16-2.20).']	(1160, 1317)
PMC2984417.nxml.gz	7	['A lifetime history of migraine was associated with a 2.14-fold increased odds of placental abruption (aOR = 2.14; 95% CI 1.22-3.75).']	(1318, 1450)
PMC2984417.nxml.gz	8	['The odds of placental abruption was 2.11 (95% CI 1.00-4.45) for migraineurs without aura; and 1.59 (95% 0.70-3.62) for migraineurs with aura.']	(1451, 1592)
PMC2984417.nxml.gz	9	['A lifetime history of tension-type headache was also increased with placental abruption (aOR = 1.61; 95% CI 1.01-2.57).']	(1593, 1712)
PMC2984417.nxml.gz	10	['Conclusions\nThis study adds placental abruption to a growing list of pregnancy complications associated with maternal headache/migraine disorders.']	(1714, 1860)
PMC2984417.nxml.gz	11	['Nevertheless, prospective cohort studies are needed to more rigorously evaluate the extent to which migraines and/or its treatments are associated with the occurrence of placental abruption.']	(1861, 2051)
PMC2984417.nxml.gz	12	['Background\nPlacental abruption, the premature separation of the placenta before delivery of the fetus, complicates approximately 1% of all pregnancies [1-3].']	(2053, 2210)
