PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC1252725.nxml.gz	0	['Evaluation of maternal infusion therapy during pregnancy for fetal development\n\nAbstract\nThe aim of this project was to study the possible association between maternal infusion treatments during pregnancy and variables of fetal development as well as the occurrence of congenital abnormalities (CA) in a case-control design.']	(0, 324)
PMC1252725.nxml.gz	1	['The large population-based data set of the Hungarian Case‑Control Surveillance of Congenital Abnormalities (HCCSCA) was evaluated based on the medically recorded infusion treatment during pregnancy.']	(325, 523)
PMC1252725.nxml.gz	2	['Of 22,843 case pregnant women who had newborns or fetuses with congenital abnormalities, 112 (0.5%), while of 38,151 control pregnant women who had newborn infants without any defects, 262 (0.7%), had infusion treatment during pregnancy.']	(524, 761)
PMC1252725.nxml.gz	3	['Infusion treatment was more frequent in the control group than in the case group with congenital abnormalities (adjusted POR with 945 95% CI: 0.7, 0.6-0.9) and there was no higher rate of maternal infusion treatments in any congenital abnormality group.']	(762, 1015)
PMC1252725.nxml.gz	4	['Mean gestational age was shorter and mean birth weight was smaller in control newborn infants without CA born to mothers with infusion treatment during pregnancy than in the babies of mothers without infusion treatment.']	(1016, 1235)
PMC1252725.nxml.gz	5	['The prevalence of mild intrauterine growth retardation was more frequent in the fetuses of pregnant women with hyperemesis gravidarum treated with infusion.']	(1236, 1392)
PMC1252725.nxml.gz	6	['The results of the study suggest that infusion treatment of pregnant women did not associate with a higher risk of congenital abnormalities.']	(1393, 1533)
PMC1252725.nxml.gz	7	['In addition, the intravenous infusion of drugs has some, but limited efficacy to prevent the adverse effects of hyperemesis gravidarum and threatened preterm delivery.']	(1534, 1701)
PMC1252725.nxml.gz	8	['1.']	(1703, 1705)
PMC1252725.nxml.gz	9	['Introduction\nThe effect of drugs during pregnancy is determined beyond the chemical structure of product, the treatment time during gestation, dose, duration of treatment, underlying diseases and pregnancy complications, other drugs due to their possible interaction and last but not least the type of administration: oral, rectal, vaginal, ophthalmic, otic, nasal, topical and parenteral1.']	(1706, 2096)
PMC1252725.nxml.gz	10	['Among parenteral medications, subcutaneous, intramuscular and intravenous routes can be differentiated2.']	(2097, 2201)
