PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2756957.nxml.gz	0	['Adult-Onset Obesity Reveals Prenatal Programming of Glucose-Insulin Sensitivity in Male Sheep Nutrient Restricted during Late Gestation\n\nAbstract\n\nBackground\nObesity invokes a range of metabolic disturbances, but the transition from a poor to excessive nutritional environment may exacerbate adult metabolic dysfunction.']	(0, 320)
PMC2756957.nxml.gz	1	['The current study investigated global maternal nutrient restriction during early or late gestation on glucose tolerance and insulin sensitivity in the adult offspring when lean and obese.']	(321, 508)
PMC2756957.nxml.gz	2	['Methods/Principal Findings\nPregnant sheep received adequate (1.0M; CE, n \u200a=\u200a6) or energy restricted (0.7M) diet during early (1–65 days; LEE, n \u200a=\u200a6) or late (65–128 days; LEL, n \u200a=\u200a7) gestation (term ∼147 days).']	(510, 722)
PMC2756957.nxml.gz	3	['Subsequent offspring remained on pasture until 1.5 years when all received glucose and insulin tolerance tests (GTT & ITT) and body composition determination by dual energy x-ray absorptiometry (DXA).']	(723, 923)
PMC2756957.nxml.gz	4	['All animals were then exposed to an obesogenic environment for 6–7 months and all protocols repeated.']	(924, 1025)
PMC2756957.nxml.gz	5	['Prenatal dietary treatment had no effect on birth weight or on metabolic endpoints when animals were ‘lean’ (1.5 years).']	(1026, 1146)
PMC2756957.nxml.gz	6	['Obesity revealed generalised metabolic ‘inflexibility’ and insulin resistance; characterised by blunted excursions of plasma NEFA and increased insulinAUC(from 133 to 341 [s.e.d.']	(1147, 1325)
PMC2756957.nxml.gz	7	['26] ng.ml−1.120 mins) during a GTT, respectively.']	(1326, 1375)
PMC2756957.nxml.gz	8	['For LEL vs. CE, the peak in plasma insulin when obese was greater (7.8 vs. 4.7 [s.e.d.']	(1376, 1462)
PMC2756957.nxml.gz	9	['1.1] ng.ml−1) and was exacerbated by offspring sex (i.e.']	(1463, 1519)
PMC2756957.nxml.gz	10	['9.8 vs. 4.4 [s.e.d.']	(1520, 1539)
PMC2756957.nxml.gz	11	['1.16] ng.ml−1; LEL male vs. CE male, respectively).']	(1540, 1591)
PMC2756957.nxml.gz	12	['Acquisition of obesity also significantly influenced the plasma lipid and protein profile to suggest, overall, greater net lipogenesis and reduced protein metabolism.']	(1592, 1758)
PMC2756957.nxml.gz	13	['Conclusions\nThis study indicates generalised metabolic dysfunction with adult-onset obesity which also exacerbates and ‘reveals’ programming of glucose-insulin sensitivity in male offspring prenatally exposed to maternal undernutrition during late gestation.']	(1760, 2018)
PMC2756957.nxml.gz	14	['Taken together, the data suggest that metabolic function appears little compromised in young prenatally ‘programmed’ animals so long as weight is adequately controlled.']	(2019, 2187)
PMC2756957.nxml.gz	15	['Nutritional excess in adulthood exacerbates any programmed phenotype, indicating greater vigilance over weight control is required for those individuals exposed to nutritional thrift during gestation.']	(2188, 2388)
PMC2756957.nxml.gz	16	['Introduction\nIt is estimated that, at present, every 3–4 out of 10 adults worldwide are obese,defined as a body mass index of ≥30 kg/m2(International Obesity Taskforce;http://www.iotf.org/database/index.asp) which represents a huge economic burden[1].']	(2390, 2641)
PMC2756957.nxml.gz	17	['The early (fetal and neonatal) developmental environment has been proposed as a key sensitive period for increasing susceptibility to adult-onset obesity[2].']	(2642, 2799)
PMC2756957.nxml.gz	18	['Programming of body composition and non-communicable disease (for which obesity is a significant risk factor) has been identified by the Grand Challenges Global Partnership as a research priority in order to mitigate the rising rise of diabetes and cardiovascular disease[3].']	(2800, 3075)
PMC2756957.nxml.gz	19	['To date, several laboratory animal concept studies have shown proof-of-principle with regard to the developmental ‘programming’ of adult health, for review see[4],[5].']	(3076, 3243)
PMC2756957.nxml.gz	20	['Most of these studies have used the laboratory rodent in which marked reductions or increases in macronutrient provision during gestation may or may not reduce birth weight, and when coupled with marked hypercaloric nutrition postnatally e.g.']	(3244, 3486)
PMC2756957.nxml.gz	21	['of fat or simple sugars, then a ‘programmed’ disadvantageous phenotype emerges[6],[7].']	(3487, 3573)
PMC2756957.nxml.gz	22	['It is important, however, when extrapolating such interesting results to the human that the marked differences in energy partitioning, allometry, metabolic rate and life history traits between laboratory and larger animals are taken into account[8]–[10].']	(3574, 3828)
PMC2756957.nxml.gz	23	['Therefore, to conduct similar nutritional and metabolic studies in larger animal models is imperative and to date the sheep and pig has been widely used.']	(3829, 3982)
PMC2756957.nxml.gz	24	['In pigs, it has been shown that reduced birth weight enhances fat deposition which impacts upon glucose tolerance in these animals[11].']	(3983, 4118)
PMC2756957.nxml.gz	25	['In the sheep, historically used as the animal model of choice for fetal developmental physiological studies because of the similarities in fetal physiology, endocrinological maturity and weight at birth to the human fetus[4], prenatal undernutrition has been shown to have a number of physiological consequences on the adult offspring dependent upon the stage of gestation the nutritional insult occurs[12],[13].']	(4119, 4531)
PMC2756957.nxml.gz	26	['However, in these large animal studies the experimental endpoint has invariably been to characterise a given phenotypic consequence, and have been conducted when the animals have been raised in an environment appropriate for that species (e.g.']	(4532, 4775)
PMC2756957.nxml.gz	27	['for sheep, on pasture for 1–3 years;[14],[15]).']	(4776, 4823)
PMC2756957.nxml.gz	28	['Thus, invariably, at the time of study these animals are relatively lean and are physically active on a daily basis making the results of limited applicability to the current human condition in the Western World.']	(4824, 5036)
PMC2756957.nxml.gz	29	['In addition, given the increased ‘metabolic reserve’ of larger animals i.e.']	(5037, 5112)
PMC2756957.nxml.gz	30	['their greater ability to accommodate periods of undernutrition and their relatively slower metabolism, compared with laboratory rodents[8], it is all the more remarkable that developmental programming has been shown at all in larger animals.']	(5113, 5354)
PMC2756957.nxml.gz	31	['Clearly, therefore, early environmental ‘metabolic imprinting’ of a thrifty phenotype, i.e.']	(5355, 5446)
PMC2756957.nxml.gz	32	['after maternal undernutrition[16]has the potential to have an enormous impact in the context of the nutrition transition in the Western world[17].']	(5447, 5593)
PMC2756957.nxml.gz	33	['In an experimental context, it is important to challenge the nutrition-transition paradigm i.e.']	(5594, 5689)
PMC2756957.nxml.gz	34	['the interaction between the pre- and postnatal nutritional environments, as has been done often in laboratory studies[6],[7], but much less so in larger animal work.']	(5690, 5855)
PMC2756957.nxml.gz	35	['Consequently, we have previously developed a model of juvenile-onset obesity after prenatal undernutrition in sheep to test the predicted low-high/thin-fat deleterious phenotype.']	(5856, 6034)
PMC2756957.nxml.gz	36	['We find, as expected, that juvenile-onset obesity per se is metabolically disadvantageous but the pre-postnatal nutritional interactions are not always so clear cut or indeed evident[18]–[20].']	(6035, 6227)
PMC2756957.nxml.gz	37	['To the best of our knowledge, no study to date in larger animal models has directly tested an interaction between prenatal undernutrition followed by a regime of postnatal nutritional excess adopted as an adult.']	(6228, 6439)
PMC2756957.nxml.gz	38	['Adult obesity is known to influence the function of multiple organs, encapsulated in the term ‘metabolic inflexibility’[21]in which animals have a reduced ability to switch substrate-level oxidation between carbohydrate and lipid sources[22].']	(6440, 6682)
PMC2756957.nxml.gz	39	['Epidemiological evidence from the Dutch Hunger Winter Famine suggests that specific periods of gestation may impact upon different organ systems in adult life to induce a metabolic phenotype that leads to obesity[23].']	(6683, 6900)
PMC2756957.nxml.gz	40	['Thus, in this study, we aim to test the hypotheses that prenatal global nutrient restriction in sheep will interact with postnatal obesity to influence metabolic flexibility in the adult offspring and the response will be dependent on the gestational stage at which the nutritional insult occurred.']	(6901, 7199)
PMC2756957.nxml.gz	41	['Metabolic flexibility will be assessed in the lean and obese state (body composition determined by dual-energy X-ray absorptiometry) by measurement of carbohydrate, fat and the protein metabolite response to a glucose tolerance test.']	(7200, 7433)
PMC2756957.nxml.gz	42	['Results\n\nWeight at birth, postnatal growth and body composition at 1.5 years of age\nThere was no treatment or gender effect on birth weight, but a significant effect of fetal number ( P \u200a=\u200a0.004), with twins being born lighter than singletons (4.1 kg±0.2 [n\u200a=\u200a12]vs. 5.3 kg±0.2 [n\u200a=\u200a8], respectively).']	(7435, 7736)
PMC2756957.nxml.gz	43	['Postnatal growth to weaning was unaffected by treatment or fetal number but males grew at a faster rate ( P \u200a=\u200a0.02) than females (394±16 vs. 341±16 g.day−1, respectively) so that males were significantly larger than females at weaning (32.4±1.2 vs. 28.3±1.2 kg; P<0.01) and at 1.5 years (67.2±1.2 vs. 52.6±1.2 kg; P<0.01).']	(7737, 8060)
PMC2756957.nxml.gz	44	['Thereafter, whilst fetal number was retained as a potential explanatory variable in all analyses, it did not significantly influence any outcome measure.']	(8061, 8214)
PMC2756957.nxml.gz	45	['Thus, where appropriate in the data, only treatment and gender differences and any potential interactions are highlighted.']	(8215, 8337)
PMC2756957.nxml.gz	46	['At 1.5 years of age and ‘lean’, there was no effect of prenatal diet on body composition (Table 1).']	(8338, 8437)
PMC2756957.nxml.gz	47	['However, there were clear effects of gender; males had higher % body fat (17.48 vs. 13.54%, s.e.d.']	(8438, 8536)
PMC2756957.nxml.gz	48	['1.60) and greater absolute fat mass, (9.88 vs. 6.27 kg, s.e.d.']	(8537, 8599)
PMC2756957.nxml.gz	49	['0.98), lean mass (46.53 vs. 40.02 kg s.e.d.']	(8600, 8643)
PMC2756957.nxml.gz	50	['2.54) and bone mineral content (1400 vs. 1170 kg s.e.d.']	(8644, 8699)
PMC2756957.nxml.gz	51	['60) than females (Table 1).10.1371/journal.pone.0007393.t001\n\nCaption (TABLE-WRAP): TABLE 1\nBody composition of prenatally undernourished sheep when lean at 1.5 years of age.CELEELELs.e.d TGT*G Fat (%)male16.9315.9519.572.76NS0.02NSfemale13.7513.6713.20″″″″Fat mass (kg)male8.949.1711.541.69NS0.01NSfemale5.976.656.18″″″″Lean mass (kg)male44.3148.1147.184.39NS0.02NSfemale37.5742.3740.12″″″″BMD (g.kg3)male1.101.121.110.03NSNSNSfemale1.091.061.09″″″″BMC (g)male136813981436118NS0.01NSfemale112112111193″″″″\nData are predicted means with the average standard error of the difference (s.e.d with 14 degrees of freedom in all cases) for the comparison.']	(8700, 9349)
PMC2756957.nxml.gz	52	['CE, Controls (n\u200a=\u200a6); LEE, Low Energy Early (n\u200a=\u200a7), LEL, Low Ener\ngy Late (n\u200a=\u200a7).']	(9350, 9433)
PMC2756957.nxml.gz	53	['Body composition were analysed by DXA (seeMethods).']	(9434, 9485)
PMC2756957.nxml.gz	54	['BMD- Bone Mineral Density.']	(9486, 9512)
PMC2756957.nxml.gz	55	['BMC- Bone Mineral Content.']	(9513, 9539)
PMC2756957.nxml.gz	56	['T, main effect of treatment; G, main effect of gender; T*G, interaction between treatment and gender.']	(9540, 9641)
PMC2756957.nxml.gz	57	['Effect of an obesogenic environment on body composition and appetite\nAt 2 years of age, whilst the obesogenic environment facilitated considerable weight gain in all animals (Figure S2), body composition remained similar between treatment groups (Table 2).']	(9643, 9899)
PMC2756957.nxml.gz	58	['However, the previously observed gender effects remained; males had higher % body fat (32.67 vs. 30.27%, s.e.d.']	(9900, 10011)
PMC2756957.nxml.gz	59	['1.85) and greater absolute fat mass, (21.38 vs. 16.70 kg, s.e.d.']	(10012, 10076)
PMC2756957.nxml.gz	60	['1.48), lean mass (44.06 vs. 38.32 kg s.e.d.']	(10077, 10120)
PMC2756957.nxml.gz	61	['2.1.76) and bone mineral content (1746 vs. 1500 g s.e.d.']	(10121, 10177)
