PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2764711.nxml.gz	0	['Miscarriage rates after dehydroepiandrosterone (DHEA) supplementation in women with diminished ovarian reserve: a case control study\n\nAbstract\n\nBackground\nDehydroepinadrosterone (DHEA) supplementation improves pregnancy chances in women with diminished ovarian reserve (DOR), by possibly reducing aneuploidy.']	(0, 308)
PMC2764711.nxml.gz	1	['Since a large majority of spontaneous miscarriages are associated with aneuploidy, one can speculate that DHEA supplementation may also reduce miscarriage rates.']	(309, 470)
PMC2764711.nxml.gz	2	['Methods\nWe retroactively compared, utilizing two independent statistical models, miscarriage rates in 73 DHEA supplemented pregnancies at two independent North American infertility centers, age-stratified, to miscarriages reported in a national U.S. in vitro fertilization (IVF) data base.']	(472, 761)
PMC2764711.nxml.gz	3	['Results\nAfter DHEA supplementation the miscarriage rate at both centers was 15.1% (15.0% and 15.2%, respectively).']	(763, 877)
PMC2764711.nxml.gz	4	['For DHEA supplementation Mantel-Hänszel common odds ratio (and 95% confidence interval), stratified by age, was significantly lower, relative to odds of miscarriage in the general IVF control population [0.49 (0.25-0.94; p = 0.04)].']	(878, 1110)
PMC2764711.nxml.gz	5	['Miscarriage rates after DHEA were significantly lower at all ages but most pronounced above age 35 years.']	(1111, 1216)
PMC2764711.nxml.gz	6	['Discussion\nSince DOR patients in the literature are reported to experience significantly higher miscarriage rates than average IVF patients, the here observed reduction in miscarriages after DHEA supplementation exceeds, however, all expectations.']	(1218, 1465)
PMC2764711.nxml.gz	7	['Miscarriage rates after DHEA not only were lower than in an average national IVF population but were comparable to rates reported in normally fertile populations.']	(1466, 1628)
PMC2764711.nxml.gz	8	['Low miscarriage rates, comparable to those of normal fertile women, are statistically impossible to achieve in DOR patients without assumption of a DHEA effect on embryo ploidy.']	(1629, 1806)
PMC2764711.nxml.gz	9	['Beyond further investigations in infertile populations, these data, therefore, also suggest the investigations of pre-conception DHEA supplementation in normal fertile populations above age 35 years.']	(1807, 2006)
PMC2764711.nxml.gz	10	['Background\nCasson et al.']	(2008, 2032)
PMC2764711.nxml.gz	11	['were first to suggest that dehydroepiandrosterone (DHEA) supplementation may improve selected aspects of ovarian function in women with diminished ovarian reserve [1].']	(2033, 2200)
PMC2764711.nxml.gz	12	['Because they reported only rather small benefits from a short term supplementation protocol, their observation failed to attract follow up.']	(2201, 2340)
PMC2764711.nxml.gz	13	['This, however, changed when a woman of advanced reproductive age, after self medication with DHEA, experienced surprising gains in ovarian function [2].']	(2341, 2493)
PMC2764711.nxml.gz	14	['That experience led to a series of studies, investigating DHEA supplementation in infertile women with significant degrees of diminished ovarian reserve.']	(2494, 2647)
PMC2764711.nxml.gz	15	['Those studies suggested that DHEA supplementation improves response to ovarian stimulation with gonadotropins by increasing oocyte yield and embryo numbers [2,3].']	(2648, 2810)
PMC2764711.nxml.gz	16	['Explaining the rather small benefits initially observed by Casson et al after only short-term use [1], DHEA effects increase over time, reaching peaks after approximately four to five months of supplementation [2,4].']	(2811, 3027)
PMC2764711.nxml.gz	17	['DHEA, however, also increases oocyte and embryo quality [3,4], spontaneous pregnancy rates in prognostically otherwise highly unfavorable patients on no further active treatments [4], pregnancy rates with in vitro fertilization (IVF) [4], time to pregnancy and cumulative pregnancy rates [4].']	(3028, 3320)
PMC2764711.nxml.gz	18	['Why DHEA would positively affect ovarian function parameters and pregnancy chances in women with diminished ovarian reserve is still unknown.']	(3321, 3462)
PMC2764711.nxml.gz	19	['Casson and colleagues suggested that the effect may be insulin-like growth factors (IGF-1) - mediated [5].']	(3463, 3569)
PMC2764711.nxml.gz	20	['Because DHEA effects peak at four to five months, a time period similar to the complete follicular recruitment cycle, we have speculated about a DHEA effect on follicular recruitment, possibly mediated via suppressive effects on apoptosis [3,4].']	(3570, 3815)
