PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC1164414.nxml.gz	0	['Polymorphisms of methylenetetrahydrofolate reductase (MTHFR) and susceptibility to pediatric acute lymphoblastic leukemia in a German study population\n\nAbstract\n\nBackground\nMethylenetetrahydrofolate reductase (MTHFR) has a major impact on the regulation of the folic acid pathway due to conversion of 5,10-methylenetetrahydrofolate (methylene-THF) to 5-methyl-THF.']	(0, 364)
PMC1164414.nxml.gz	1	['Two common polymorphisms (677C>T and 1298A>C) in the gene coding for MTHFR have been shown to reduce MTHFR enzyme activity and were associated with the susceptibility to different disorders, including vascular disease, neural tube defects and lymphoid malignancies.']	(365, 630)
PMC1164414.nxml.gz	2	['Studies on the role of these polymorphisms in the susceptibility to acute lymphoblastic leukemia (ALL) led to discrepant results.']	(631, 760)
PMC1164414.nxml.gz	3	['Methods\nWe retrospectively evaluated the association of the MTHFR 677C>T and 1298A>C polymorphisms with pediatric ALL by genotyping a study sample of 443 ALL patients consecutively enrolled onto the German multicenter trial ALL-BFM 2000 and 379 healthy controls.']	(762, 1024)
PMC1164414.nxml.gz	4	['We calculated odds ratios of MTHFR genotypes based on the MTHFR 677C>T and 1298A>C polymorphisms to examine if one or both of these polymorphisms are associated with pediatric ALL.']	(1025, 1205)
PMC1164414.nxml.gz	5	['Results\nNo significant associations between specific MTHFR variants or combinations of variants and risk of ALL were observed neither in the total patient group nor in analyses stratified by gender, age at diagnosis, DNA index, immunophenotype, or TEL/AML1 rearrangement.']	(1207, 1478)
PMC1164414.nxml.gz	6	['Conclusion\nOur findings suggest that the MTHFR 677C>T and 1298A>C gene variants do not have a major influence on the susceptibility to pediatric ALL in the German population.']	(1480, 1654)
PMC1164414.nxml.gz	7	['Background\nMethylenetetrahydrofolate reductase (MTHFR) has a major impact on the regulation of the folic acid pathway due to the conversion of 5,10-methylenetetrahydrofolate (methylene-THF) to 5-methyl-THF.']	(1656, 1862)
PMC1164414.nxml.gz	8	['Two common non-synonymous coding region polymorphisms (677C>T and 1298A>C) in the MTHFR gene were shown to confer reduced enzyme activity in in vitro assays leading to a decreased pool of methyl-THF and the MTHFR variant 677C>T was associated with an increased risk of hyperhomocysteinemia, particularly in folate-deficient states [1-4].']	(1863, 2200)
PMC1164414.nxml.gz	9	['With regard to the MTHFR 677C>T polymorphism, results from in vitro assays showed a decrease in enzyme activity to 65% for the heterozygous and to 30% for the homozygous state of the 677T variant [5].']	(2201, 2401)
PMC1164414.nxml.gz	10	['For the 1298A>C polymorphism, enzyme activity in vitro is decreased in homozygous variants and, to a lesser extent, in heterozygotes compared with those homozygous for the wild-type allele [6,7].']	(2402, 2597)
PMC1164414.nxml.gz	11	['It is supposed that variants (677TT/1298AA or 677CC/1298CC) of MTHFR increase the level of methylene-THF leading to a subsequent reduction of uracil in DNA.']	(2598, 2754)
PMC1164414.nxml.gz	12	['The reduction of uracil decreases the amount of misincorporations of uracil instead of thymidine into DNA.']	(2755, 2861)
PMC1164414.nxml.gz	13	['This may protect DNA from double-strand breaks and, consequently, from chromosomal alterations [1,8].']	(2862, 2963)
PMC1164414.nxml.gz	14	['Furthermore,it is assumed that DNA methylation via MTHFR is an important epigenetic feature that modulates DNA methylation status through interaction with folate status [1,9].']	(2964, 3139)
PMC1164414.nxml.gz	15	['Consequently, MTHFR variants are discussed to influence disease processes and several studies in the literature reported on reduced MTHFR enzyme activity and the susceptibility to different disorders, including vascular disease, neural tube defects and lymphoid malignancies [1,2,5,7,8,10-13].']	(3140, 3433)
PMC1164414.nxml.gz	16	['Lymphoid malignancies arise as a consequence of point mutations, chromosomal rearrangements (e.g., chromosomal translocations), and epigenetic alterations in hematopoietic cells making the variant MTHFR an interesting candidate gene for studies on leukemogenesis [14].']	(3434, 3702)
PMC1164414.nxml.gz	17	['However, especially with regard to susceptibility to acute lymphoblastic leukemia (ALL), previous studies led to discrepant results.']	(3703, 3835)
PMC1164414.nxml.gz	18	['Although both variants 677T and 1298C have been reported to decrease susceptibility to ALL in children and adults [8,10,11,13], other investigators did not support such associations [15,16].']	(3836, 4026)
PMC1164414.nxml.gz	19	['Moreover, the protective effect of MTHFR variants was present only in children before folic acid supplement in pregnancy has been recommended [17].']	(4027, 4174)
PMC1164414.nxml.gz	20	['These results suggest a role for gene-environment interactions in the association of MTHFR with ALL.']	(4175, 4275)
PMC1164414.nxml.gz	21	['In the present study, we analyzed the association of MTHFR variants with pediatric ALL in a German study sample including 443 ALL patients and 379 healthy controls.']	(4276, 4440)
PMC1164414.nxml.gz	22	['Methods\n\nPatients and controls\nThe present study used data and specimens derived from patients of the ongoing ALL-BFM 2000 trial that is conducted by the Berlin-Frankfurt-Münster (BFM) study group and enrolls pediatric patients from 1 year up to 18 years of age with a diagnosis of ALL from 84 different treatment centers in Germany, Austria, and Switzerland [18].']	(4442, 4806)
PMC1164414.nxml.gz	23	['From July 1999 until the end of February 2001, 497 patients of up to 18 years of age were enrolled onto the clinical trial after informed consent was obtained from the parents or legal guardians.']	(4807, 5002)
PMC1164414.nxml.gz	24	['The diagnosis was established in our central reference laboratory by morphological FAB criteria and cytochemistry when at least 25% lymphoblasts were present in the bone marrow, or when blasts were present in the peripheral blood.']	(5003, 5233)
PMC1164414.nxml.gz	25	['The assessments of immunophenotype, cellular DNA content, and positivity for TEL/AML1, BCR/ABL, and MLL/AF4 fusion genes were done as described previously [19,20].']	(5234, 5397)
PMC1164414.nxml.gz	26	['Patients were included into the present study, when biological material was available at the study center leading to a study population of 443 patients (89.7% of the entire study population) who with regard to clinical characteristics did not significantly differ from the entire study population of 497 patients.']	(5398, 5711)
PMC1164414.nxml.gz	27	['Controls (n = 379) consisted of blood samples from healthy blood donors (aged between 18–68 years), with no history of malignant neoplastic disease.']	(5712, 5860)
PMC1164414.nxml.gz	28	['They were derived through the Department of Transfusion Medicine, Hannover Medical School, Hannover, Germany, and the Clinic Center of Bremen, Bremen, Germany.']	(5861, 6020)
PMC1164414.nxml.gz	29	['Individuals included in the present study were of Caucasian descent.']	(6021, 6089)
PMC1164414.nxml.gz	30	['The study was approved by the local ethics committee.']	(6090, 6143)
PMC1164414.nxml.gz	31	['Genotyping\nDNA was extracted from peripheral blood or bone marrow samples by using the QIAamp DNA Blood Midi Kit (Qiagen GmbH, Hilden, Germany).']	(6145, 6289)
PMC1164414.nxml.gz	32	['Depending on availability, either tumor material or remission samples were used.']	(6290, 6370)
PMC1164414.nxml.gz	33	["Analyses of MTHFR variants were performed on a LightCycler®instrument (Roche Diagnostics, Mannheim Germany) using a commercial real-time assay (Artus Biotech, Hamburg, Germany) according to the manufacturer's instructions."]	(6371, 6593)
PMC1164414.nxml.gz	34	['Both variants MTHFR 677C>T and 1298A>C were analyzed by simultaneous amplification in a single real-time PCR run.']	(6594, 6707)
PMC1164414.nxml.gz	35	['Melting curve analyses were performed for both variants after PCR amplification.']	(6708, 6788)
PMC1164414.nxml.gz	36	['No differences in the distribution of MTHFR variants were observed between tumor and remission samples (data not shown).']	(6789, 6909)
PMC1164414.nxml.gz	37	['Statistical analysis\nThe association of MTHFR variants with risk of disease was examined by use of unconditional logistic regression analysis to calculate odds ratios (OR) and their 95% confidence intervals (CI).']	(6911, 7123)
PMC1164414.nxml.gz	38	['P values of <0.05 were considered statistically significant.']	(7124, 7184)
PMC1164414.nxml.gz	39	['The MTHFR variant was used as a categorical variable in these analyses.']	(7185, 7256)
PMC1164414.nxml.gz	40	['The expected frequency of MTHFR variants in controls was analyzed by the Hardy-Weinberg equilibrium test.']	(7257, 7362)
PMC1164414.nxml.gz	41	['The SPSS statistical package (SPSS Inc., Chicago, IL) was used for computerized calculations.']	(7363, 7456)
PMC1164414.nxml.gz	42	['Results and Discussion\nTable1shows the distribution of clinical characteristics in the study sample of 443 childhood ALL patients from ALL-BFM 2000.']	(7458, 7606)
PMC1164414.nxml.gz	43	['Distribution of MTHFR variants within patients and controls are summarized in Table2.']	(7607, 7692)
PMC1164414.nxml.gz	44	['In our control population of 379 healthy individuals the frequencies of MTHFR variants 677C>T and 1298A>C were in Hardy-Weinberg equilibrium (677: χ2= 1.81, 1298: χ2= 0.05; P> 0.05) and demonstrated strong linkage disequilibrium (P < 0.001).']	(7693, 7934)
PMC1164414.nxml.gz	45	['None of the haplotypes was observed more frequently in the ALL group (Tab.']	(7935, 8009)
PMC1164414.nxml.gz	46	['2).']	(8010, 8013)
PMC1164414.nxml.gz	47	['MTHFR variants that were previously reported to confer a reduced risk of ALL were similarly distributed in the patient and control group.']	(8014, 8151)
PMC1164414.nxml.gz	48	['The frequency of the variant MTHFR 677T was 0.314 in controls and 0.333 in children with ALL.']	(8152, 8245)
PMC1164414.nxml.gz	49	['Ogino et al.']	(8246, 8258)
PMC1164414.nxml.gz	50	['reported a frequency of 0.320 in a meta-analysis including 5389 individuals [21].']	(8259, 8340)
PMC1164414.nxml.gz	51	['There was also no significant different distribution of the MTHFR 1298C variant between our patient and control groups.']	(8341, 8460)
PMC1164414.nxml.gz	52	['The 1298C variant occurs with a frequency of 0.367 in controls and 0.314 in patients with ALL.']	(8461, 8555)
PMC1164414.nxml.gz	53	['Ogino et al.']	(8556, 8568)
PMC1164414.nxml.gz	54	['reported 0.308 in their meta-analysis [21].']	(8569, 8612)
PMC1164414.nxml.gz	55	['The calculated OR and their respective 95% CI are also shown in Table2.']	(8613, 8684)
PMC1164414.nxml.gz	56	['No significant associations between specific MTHFR variants or combinations of MTHFR variants and risk of ALL were observed neither in the total patient group nor in analyses stratified by gender, age at diagnosis, DNA index, immunophenotype, or TEL/AML1 rearrangement (stratified analyses not shown; strata as shown in Table1).']	(8685, 9013)
PMC1164414.nxml.gz	57	['With regard to ALL, our results are in contrast to previous findings and do not support the assumption that higher methylene-THF levels due to MTHFR variants lead to a decreased risk of ALL in our study population [8,10,11,13].']	(9014, 9241)
PMC1164414.nxml.gz	58	['There are different explanations for these diverging results.']	(9242, 9303)
PMC1164414.nxml.gz	59	['The present study included pediatric patients from Germany.']	(9304, 9363)
PMC1164414.nxml.gz	60	['The above mentioned studies included adult patients from United Kingdom [8] and Italy [13] but also pediatric patients from United Kingdom [10] or Brazil [11].']	(9364, 9523)
PMC1164414.nxml.gz	61	['These latter two studies on the MTHFR 677C>T and 1298A>C polymorphisms in childhood ALL included patients diagnosed between 1992–1998 and 1991–2000, respectively, while our study included pediatric ALL patients diagnosed after July 1999.']	(9524, 9761)
PMC1164414.nxml.gz	62	['Thus, probably a large proportion of patients analyzed in the studies by Wiemels et al.']	(9762, 9849)
PMC1164414.nxml.gz	63	['[10] and Franco et al.']	(9850, 9872)
PMC1164414.nxml.gz	64	['[11] were born before folic acid supplementation in pregnancy was recommended.']	(9873, 9951)
PMC1164414.nxml.gz	65	['In a Canadian study, Krajinovic et al.']	(9952, 9990)
PMC1164414.nxml.gz	66	['reported that the protective effect of MTHFR variants was accentuated and present only in children born before 1996 [17].']	(9991, 10112)
PMC1164414.nxml.gz	67	['This may explain the diverging results with regard to pediatric ALL and is further supported by a recent study of Balta and colleagues from Turkey, where in 142 pediatric ALL patients diagnosed between February 2000 and February 2002, no significant association between the MTHFR 677C>T polymorphism and ALL was detected [16].']	(10113, 10439)
PMC1164414.nxml.gz	68	['However, the impact of folate metabolism on the risk of ALL may also vary from population to population because of additional gene-environment and gene-gene interactions.']	(10440, 10610)
PMC1164414.nxml.gz	69	['For example, in our study population we cannot control for differences in folate status as we have not collected information on dietary intake.']	(10611, 10754)
PMC1164414.nxml.gz	70	['Thus, a potentially existing association of MTHFR variants and ALL may be masked by the inability to control for the individual folate status in our study population.']	(10755, 10921)
PMC1164414.nxml.gz	71	['Furthermore, we cannot exclude potential gene-gene interactions.']	(10922, 10986)
PMC1164414.nxml.gz	72	['As several polymorphic key enzymes are involved in folate metabolism, a more comprehensive approach would clearly yield more precise estimates of the association of folate metabolism with risk of ALL.']	(10987, 11187)
PMC1164414.nxml.gz	73	['As an additional explanation for diverging results, specifically in subgroups with chromosomal translocations, the potential importance of parental variants and folate status with respect to an in utero pathogenesis of ALL (e.g., MLL/AF4 and TEL/AML1 fusion gene-positive ALL) should be considered [22].']	(11188, 11491)
PMC1164414.nxml.gz	74	['Lastly, our results may simply be due to chance and small patient numbers.']	(11492, 11566)
PMC1164414.nxml.gz	75	['However, with regard to sample size, our study exceeds most other studies reported in the literature, so far.']	(11567, 11676)
