	IGNORANCE CATEGORY	ARTICLE	CUE SPAN	CUE	SENTENCE	SENTENCE SPAN
3	explicit_question	BMJ_2008_Nov_7_337_a2001	[(37266, 37269)]	why	['In Bangladesh, a study of birth outcomes among low birthweight infants reported that 75% of the neonatal deaths were related to preterm delivery.4These observational findings suggest a plausible reason as to why the increased mean duration of gestation and reduced preterm delivery (especially early preterm delivery) we observed could be related to a large reduction in neonatal mortality.']	(37058, 37448)
4	explicit_question	BMJ_2008_Nov_7_337_a2001	[(39485, 39488)]	how	['The outcome data were collected by the local health service staff, although the research team did provide special training on how to measure and record these outcome indicators for the trial.']	(39359, 39550)
5	explicit_question	BMJ_2008_Nov_7_337_a2001	[(41202, 41205)]	why	['The greater effect on mortality of iron-folic acid compared with multiple micronutrients could account for why comparisons of multiple micronutrients with iron-folic acid give the appearance of an increased risk of neonatal mortality.']	(41095, 41329)
515	explicit_question	BMJ_2012_Aug_30_345_e5605	[(24926, 24929)]	why	['The proportion of infants weighing greater than 4000 g who are larger than expected owing to excess glucose transfer across the placenta as detected by fetal cord hyperinsulinaemia may be as low as 15-20%.40Our strict inclusion criteria might explain why the differences we observed in maternal outcomes did not translate into a difference in infant birth weight.']	(24675, 25038)
809	explicit_question	BMJ_2012_May_17_344_e2088	[(3734, 3738)]	what	['Existing reviews and guidelines are limited in their recommendations because of the small number of included studies.89They have not been able to identify the best intervention that optimises the outcomes for the mother and baby.910There is also a lack of consensus on what constitutes important outcomes.']	(3465, 3770)
810	explicit_question	BMJ_2012_May_17_344_e2088	[(9660, 9663)]	how	['The footnotes in appendix 2 on bmj.com provide an explanation as to how we downgraded evidence in the light of various deficiencies.']	(9592, 9724)
1265	explicit_question	PMC1074510	[(68, 69)]	?	['The primary prevention of birth defects: Multivitamins or folic acid?']	(0, 69)
1266	explicit_question	PMC1074510	[(545, 554)]	questions	['Recently there have been two main debated questions.']	(503, 555)
1267	explicit_question	PMC1074510	[(1085, 1094)]	questions	['Comparison of the pooled data of two Hungarian trials using a multivitamin containing 0.8 mg folic acid and the data of the Hungarian Case-Control Surveillance of Congenital Abnormalities using high dose of folic acid seemed to be appropriate to answer these questions.']	(826, 1095)
1268	explicit_question	PMC1074510	[(5565, 5574)]	questions	['Recently there have been two main debated questions regarding the primary prevention of CAs.']	(5523, 5615)
1269	explicit_question	PMC1074510	[(5626, 5634)]	question	['The first question is whether the use of folic acid alone or folic acid-containing multivitamins is better14.']	(5616, 5725)
1270	explicit_question	PMC1074510	[(5967, 5976)]	questions	['As far as I know the Hungarian data sets are unique to answer these questions.']	(5899, 5977)
2086	explicit_question	PMC1182379	[(1337, 1341)]	Will	['However, because of concerns about effectiveness ( i.e ., Will women consistently follow hygienic practices as the result of interventions?']	(1279, 1418)
2087	explicit_question	PMC1182379	[(1417, 1418)]	?	['However, because of concerns about effectiveness ( i.e ., Will women consistently follow hygienic practices as the result of interventions?']	(1279, 1418)
2088	explicit_question	PMC1182379	[(2307, 2310)]	how	['Given the present state of knowledge, women deserve to be informed about how they can reduce their risk of CMV infection during pregnancy, and trials are needed to identify effective educational interventions.']	(2234, 2443)
2089	explicit_question	PMC1182379	[(8061, 8065)]	what	['A number of experts have suggested that women be educated about hygienic practices for preventing CMV transmission from young children, and there is little dispute over what the prevention guidelines should entail (Figure3) [7,11,29-32].']	(7892, 8129)
2090	explicit_question	PMC1182379	[(10076, 10079)]	Why	['Preventing CMV infection through hygienic practices\nWhy the ambivalence toward hygienic practices?']	(10024, 10122)
2091	explicit_question	PMC1182379	[(10121, 10122)]	?	['Preventing CMV infection through hygienic practices\nWhy the ambivalence toward hygienic practices?']	(10024, 10122)
2092	explicit_question	PMC1182379	[(10630, 10634)]	Will	['The concern, then, is not the efficacy of hygienic practices (i.e., Will they work if consistently followed?)']	(10562, 10671)
2093	explicit_question	PMC1182379	[(10669, 10671)]	?)	['The concern, then, is not the efficacy of hygienic practices (i.e., Will they work if consistently followed?)']	(10562, 10671)
2094	explicit_question	PMC1182379	[(10744, 10748)]	Will	['but, instead, the effectiveness of interventions to promote them (i.e., Will women consistently follow hygienic practices as the result of interventions?).']	(10672, 10827)
2095	explicit_question	PMC1182379	[(10824, 10827)]	?).	['but, instead, the effectiveness of interventions to promote them (i.e., Will women consistently follow hygienic practices as the result of interventions?).']	(10672, 10827)
2096	explicit_question	PMC1182379	[(19538, 19541)]	how	['• Women should be informed about how to reduce their risk of CMV infection during pregnancy.']	(19505, 19597)
2446	explicit_question	PMC1184067	[(16249, 16252)]	why	['In contrast, a few (n = 11, 4%) stated they did not understand why FP/GPs should provide preconception care.']	(16186, 16294)
2447	explicit_question	PMC1184067	[(16644, 16651)]	whether	"[""[7] There has been much debate about whether Japanese family physicians should provide obstetric and other women's health care.""]"	(16607, 16734)
2448	explicit_question	PMC1184067	[(19775, 19778)]	why	['The lack of mandatory vaccination is a loophole in public health policy[16] and highlights why screening women of childbearing potential for rubella antibody is especially important.']	(19684, 19866)
2716	explicit_question	PMC1187906	[(1658, 1663)]	Which	['[1-4] Which specific families are affected, however, is highly dependent on micro-social factors in the family related to how well resources are used in the proximal or microsocial environment.']	(1652, 1845)
