	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S145-PMC3208550	PMC3208550	11/2011	S145-PMC3208550	['C/Ebpα and C/Ebpβ in Adipose Tissue of nl and sl Rats\nCcaat/Enhancer-Binding Protein Α (C/Ebpα) HAS been shown to be a potent activator of the basal transcription of 11Β-Hsd1 WHEREAS Ccaat/Enhancer-Binding Protein Β (C/Ebpβ) is only a weak activator and competing with the strong activation of 11Β-Hsd1 Promoter activity mediated by C/Ebpα[30],[31], THEREFORE, the transcriptional activity of 11β-Hsd1 was assessed by the ratio of C/Ebpα to C/Ebpβ RATHER than measuring a single transcription factor alone.']	[('IMPORTANT_CONSIDERATION', 96), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 175), ('PROBABLE_UNDERSTANDING', 350), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 448)]	4	[('PR_000003199', 'calcium/calmodulin-dependent protein kinase type II subunit alpha', 0, 'C/EBPα'), ('PR_000004967', 'calbindin', 11, 'C/EBPβ'), ('UBERON_0001013', 'adipose tissue', 21, 'adipose tissue'), ('NCBITaxon_9986', 'Oryctolagus cuniculus', 49, 'rats'), ('PR_000005255', 'cyclin-dependent kinase 2-associated protein 2', 54, 'CCAAT/enhancer-binding protein α'), ('SO_0000165', 'enhancer', 60, 'enhancer'), ('PR_000003199', 'calcium/calmodulin-dependent protein kinase type II subunit alpha', 88, 'C/EBPα'), ('PR_000008777', '17-beta-hydroxysteroid dehydrogenase 13', 166, '11β-HSD1'), ('PR_000005255', 'cyclin-dependent kinase 2-associated protein 2', 183, 'CCAAT/enhancer-binding protein β'), ('SO_0000165', 'enhancer', 189, 'enhancer'), ('PR_000004967', 'calbindin', 217, 'C/EBPβ'), ('PR_000008777', '17-beta-hydroxysteroid dehydrogenase 13', 294, '11β-HSD1'), ('SO_0000167', 'promoter', 303, 'promoter'), ('PR_000003199', 'calcium/calmodulin-dependent protein kinase type II subunit alpha', 333, 'C/EBPα'), ('PR_000008775', 'estradiol 17-beta-dehydrogenase 11', 397, 'HSD1'), ('PR_000003199', 'calcium/calmodulin-dependent protein kinase type II subunit alpha', 431, 'C/EBPα'), ('PR_000004967', 'calbindin', 441, 'C/EBPβ')]
S102-PMC4806285	PMC4806285	3/2016	S102-PMC4806285	['for example, in vitro experiments INDICATE that the EFFECTS of stress/gc are mediated by Glycogen Synthase Kinase 3 (Gsk3) and Cyclin-Dependent Kinase 5 (Cdk5), both of which have WELL-ESTABLISHED ROLES in Tau hyperphosphorylation and the subsequent disruption of Microtubules, features SEEN in the ad Brain [82].']	[('INCOMPLETE_EVIDENCE', 34), ('SUPERFICIAL_RELATIONSHIP', 52), ('PROBABLE_UNDERSTANDING', 180), ('SUPERFICIAL_RELATIONSHIP', 197), ('INCOMPLETE_EVIDENCE', 287)]	5	[('CHEBI_24384', 'glycogens', 89, 'glycogen'), ('PR_000008081', 'guanine nucleotide-binding protein subunit alpha-12', 89, 'glycogen synthase kinase 3'), ('PR_000008288', 'glycogen synthase kinase-3 beta', 117, 'GSK3'), ('PR_000004911', 'complement component C9', 127, 'cyclin-dependent kinase'), ('PR_000005255', 'cyclin-dependent kinase 2-associated protein 2', 154, 'CDK5'), ('PR_000010173', 'microtubule-associated protein tau', 206, 'Tau'), ('GO_0005874', 'microtubule', 264, 'microtubules'), ('UBERON_0000955', 'brain', 302, 'brain')]
S118-PMC2682672	PMC2682672	6/2009	S118-PMC2682672	['Genetic variants at Cdkal1 and hhex-ide are ASSOCIATED with reduced Β-Cell function in Adults, and we HYPOTHESIZE that the ASSOCIATIONS with Birth weight are mediated via reduced fetal Insulin secretion.']	[('SUPERFICIAL_RELATIONSHIP', 44), ('INCOMPLETE_EVIDENCE', 102), ('SUPERFICIAL_RELATIONSHIP', 123)]	3	[('SO_0000704', 'gene', 0, 'Genetic'), ('PR_000005255', 'cyclin-dependent kinase 2-associated protein 2', 20, 'CDKAL1'), ('CL_0000623', 'natural killer cell', 68, 'β-cell'), ('UBERON_0007023', 'adult organism', 87, 'adults'), ('GO_0007567', 'parturition', 141, 'birth'), ('PR_000045358', 'insulin family protein', 185, 'insulin')]
S125-PMC2682672	PMC2682672	6/2009	S125-PMC2682672	['the ASSOCIATIONS of the Cdkal1 and hhex-ide variants with reduced Birth weight provide the FIRST direct EVIDENCE that common Genetic variation MAY account, IN PART, for the epidemiological ASSOCIATION between reduced Birth weight and type 2 diabetes.']	[('SUPERFICIAL_RELATIONSHIP', 4), ('INCOMPLETE_EVIDENCE', 91), ('INCOMPLETE_EVIDENCE', 104), ('INCOMPLETE_EVIDENCE', 143), ('INCOMPLETE_EVIDENCE', 156), ('SUPERFICIAL_RELATIONSHIP', 189)]	6	[('PR_000005255', 'cyclin-dependent kinase 2-associated protein 2', 24, 'CDKAL1'), ('GO_0007567', 'parturition', 66, 'birth'), ('SO_0000704', 'gene', 125, 'genetic'), ('GO_0007567', 'parturition', 217, 'birth')]
S69-PMC3532199	PMC3532199	11/2012	S69-PMC3532199	['Genes that are good CANDIDATES for CONSIDERATION include mthfr, mthfd, mtr, Mtrr, Rfc1, Gcp2, Cbs, Bhmt, Bhmt2 and ts.']	[('INCOMPLETE_EVIDENCE', 20), ('FUTURE_WORK', 35)]	2	[('SO_0000704', 'gene', 0, 'Genes'), ('PR_000001708', 'sphingosine 1-phosphate receptor 3', 76, 'MTRR'), ('PR_000013939', 'Ral-GDS-related protein', 82, 'RFC1'), ('PR_000007896', 'glucokinase regulatory protein', 88, 'GCP2'), ('PR_000005255', 'cyclin-dependent kinase 2-associated protein 2', 94, 'CBS'), ('PR_000004637', 'barrier-to-autointegration factor', 99, 'BHMT'), ('PR_000004633', 'brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1', 105, 'BHMT2')]
S130-PMC3877003	PMC3877003	12/2013	S130-PMC3877003	['at fdr 5% ONLY 15 Genes (hypergeometric probability\u200a=\u200a0.69) are found in both lists, of which 6 were down-regulated ( dym , Glrx2 , mlph , Myh10 , Pftk1 , and prep ) and 9 up-regulated ( Abcc8 , Abhd6 , Cep350 , ctsa , Eif2B3 , Pdk1 , serpina11 , Tpcn2 , and Tyw3 ).']	[('ANOMALY_CURIOUS_FINDING', 10), ('INCOMPLETE_EVIDENCE', 10)]	2	[('SO_0000704', 'gene', 18, 'genes'), ('PR_000008081', 'guanine nucleotide-binding protein subunit alpha-12', 124, 'Glrx2'), ('PR_000010911', 'lens fiber major intrinsic protein', 139, 'Myh10'), ('PR_000012764', 'piwi-like protein 3', 147, 'Pftk1'), ('PR_000003543', 'cholesterol transporter ABCA5', 187, 'Abcc8'), ('PR_000003573', 'ATP-binding cassette sub-family G member 8', 195, 'Abhd6'), ('PR_000005255', 'cyclin-dependent kinase 2-associated protein 2', 203, 'Cep350'), ('PR_000007270', 'exostosin-like 1', 219, 'Eif2b3'), ('PR_000012283', 'partitioning defective 6 homolog gamma', 228, 'Pdk1'), ('PR_000016593', 'tryptase gamma', 247, 'Tpcn2'), ('PR_000016870', 'thioredoxin-like protein 4B', 259, 'Tyw3')]
S171-PMC4208652	PMC4208652	6/2014	S171-PMC4208652	['C‐myc Regulates at least seven height‐associated Genes ( Cdk6, Coil, Hmga1, Lin28B, Rbbp8, Rps20, Trim25/efp ), and its binding to Genomic loci is DEPENDENT on Chromatin structure and Cpg Methylation.']	[('SUPERFICIAL_RELATIONSHIP', 147)]	1	[('PR_000005000', 'calmodulin-binding transcription activator 1', 0, 'c'), ('GO_0065007', 'biological regulation', 6, 'regulates'), ('SO_0000704', 'gene', 49, 'genes'), ('PR_000005255', 'cyclin-dependent kinase 2-associated protein 2', 57, 'CDK6'), ('PR_000005693', 'collagen alpha-1(X) chain', 63, 'COIL'), ('PR_000008608', 'hexokinase-1', 69, 'HMGA1'), ('PR_000009800', 'DNA ligase 1', 76, 'LIN28B'), ('PR_000013790', 'RNA-binding protein 25', 84, 'RBBP8'), ('PR_000014290', '40S ribosomal protein S7', 91, 'RPS20'), ('PR_000016662', 'tripartite motif-containing protein 55', 98, 'TRIM25'), ('SO_0001026', 'genome', 131, 'genomic'), ('GO_0000785', 'chromatin', 160, 'chromatin'), ('GO_0010424', 'DNA methylation on cytosine within a CG sequence', 184, 'CpG methylation')]
S218-PMC4208652	PMC4208652	6/2014	S218-PMC4208652	['Myc: metacore analysis REVEALED that the C‐Myc Regulates at least seven height‐associated Genes ( Cdk6, Coil, Hmga1, Lin28B, Rbbp8, Rps20 and Trim25/efp ).']	[('INCOMPLETE_EVIDENCE', 23)]	1	[('PR_000010878', 'myomesin-1', 0, 'MYC'), ('PR_000005009', 'calpain-1 catalytic subunit', 41, 'c‐Myc'), ('GO_0065007', 'biological regulation', 47, 'regulates'), ('SO_0000704', 'gene', 90, 'genes'), ('PR_000005255', 'cyclin-dependent kinase 2-associated protein 2', 98, 'CDK6'), ('PR_000005693', 'collagen alpha-1(X) chain', 104, 'COIL'), ('PR_000008608', 'hexokinase-1', 110, 'HMGA1'), ('PR_000009800', 'DNA ligase 1', 117, 'LIN28B'), ('PR_000013790', 'RNA-binding protein 25', 125, 'RBBP8'), ('PR_000014290', '40S ribosomal protein S7', 132, 'RPS20'), ('PR_000016662', 'tripartite motif-containing protein 55', 142, 'TRIM25')]
S146-PMC4663595	PMC4663595	11/2015	S146-PMC4663595	['SIMILARLY, an increase in mrna and protein Expression of the Ccaat/Enhancer-Binding Protein (C/Ebpb), a transcription factor that Regulates the Expression of Genes involved in Energy Homeostasis, was found to be altered in lp diet [58].']	[('SUPERFICIAL_RELATIONSHIP', 0)]	1	[('GO_0010467', 'gene expression', 43, 'expression'), ('PR_000005255', 'cyclin-dependent kinase 2-associated protein 2', 61, 'CCAAT/enhancer-binding protein'), ('SO_0000165', 'enhancer', 67, 'enhancer'), ('PR_000003199', 'calcium/calmodulin-dependent protein kinase type II subunit alpha', 93, 'C/EBPb'), ('GO_0065007', 'biological regulation', 130, 'regulates'), ('GO_0010467', 'gene expression', 144, 'expression'), ('SO_0000704', 'gene', 158, 'genes'), ('GO_0097009', 'energy homeostasis', 176, 'energy homeostasis')]
S239-PMC6039335	PMC6039335	7/2018	S239-PMC6039335	['the Expression of Adipogenic factors (Ccaat/Enhancer Binding Protein Beta, Ccaat/Enhancer Binding Protein Alpha, and Pparg) in the Subcutaneous Fat and imf was higher in the high-Concentrate group than that in the low-concentrate group, INDICATING that the dietary roughage/concentrate ratio AFFECTS Adipogenic Gene Expression in fat Tissues.']	[('INCOMPLETE_EVIDENCE', 237), ('SUPERFICIAL_RELATIONSHIP', 292)]	2	[('GO_0010467', 'gene expression', 4, 'expression'), ('GO_0060612', 'adipose tissue development', 18, 'adipogenic'), ('PR_000005255', 'cyclin-dependent kinase 2-associated protein 2', 38, 'CCAAT/enhancer binding protein beta'), ('SO_0000165', 'enhancer', 44, 'enhancer'), ('PR_000005255', 'cyclin-dependent kinase 2-associated protein 2', 75, 'CCAAT/enhancer binding protein alpha'), ('SO_0000165', 'enhancer', 81, 'enhancer'), ('PR_000013057', 'peroxisome proliferator-activated receptor delta', 117, 'PPARG'), ('UBERON_0002190', 'subcutaneous adipose tissue', 131, 'subcutaneous fat'), ('CHEBI_50913', 'fixative', 179, 'concentrate'), ('GO_0060612', 'adipose tissue development', 300, 'adipogenic'), ('GO_0010467', 'gene expression', 311, 'gene expression'), ('SO_0000704', 'gene', 311, 'gene'), ('UBERON_0000479', 'tissue', 334, 'tissues')]
