PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	C_START	C_END	CONCEPT_MENTION_ID
PMC1247630	PMC1247630.nxml.gz-1	[49]	[109]	Mother’s Pre-pregnancy Diet May Influence Child Cancer Risk
	May	[77]	[80]	PMC1247630.nxml.gz-2
PMC1247630	PMC1247630.nxml.gz-16	[843]	[952]	the few studies that have been done have focused on specific dietary factors, and the results have been mixed	few studies	[847]	[858]	PMC1247630.nxml.gz-17
PMC1247630	PMC1247630.nxml.gz-16	[843]	[952]	the few studies that have been done have focused on specific dietary factors, and the results have been mixed	have been	[864]	[873]	PMC1247630.nxml.gz-18
PMC1247630	PMC1247630.nxml.gz-16	[843]	[952]	the few studies that have been done have focused on specific dietary factors, and the results have been mixed	have been	[937]	[946]	PMC1247630.nxml.gz-20
PMC1247630	PMC1247630.nxml.gz-22	[1066]	[1166]	It is the first study to capture mothers’ overall dietary patterns and relate them to child leukemia	first study	[1076]	[1087]	PMC1247630.nxml.gz-23
PMC1247630	PMC1247630.nxml.gz-25	[1825]	[1968]	Of the vegetables and fruits, carrots and cantaloupe showed the highest inverse effect, perhaps because of these foods’ high carotenoid content	perhaps	[1913]	[1920]	PMC1247630.nxml.gz-26
PMC1247630	PMC1247630.nxml.gz-5	[498]	[559]	Recent research has confirmed that ALL can originate in utero	Recent research	[498]	[513]	PMC1247630.nxml.gz-4
PMC1247630	PMC1247630.nxml.gz-5	[498]	[559]	Recent research has confirmed that ALL can originate in utero	confirm	[518]	[525]	PMC1247630.nxml.gz-6
PMC1247630	PMC1247630.nxml.gz-9	[562]	[758]	New findings from the NIEHS-funded Northern California Childhood Leukemia Study (NCCLS) show that the disease may originate even earlier—in the foods a woman eats before she even becomes pregnant.	may	[672]	[675]	PMC1247630.nxml.gz-10
PMC1533075	PMC1533075.nxml.gz-11	[1075]	[1173]	These findings are largely driven by data from the United States, where most mothers took vitamins	largely driven by	[1094]	[1111]	PMC1533075.nxml.gz-2621
PMC1533075	PMC1533075.nxml.gz-2623	[1621]	[1847]	Mothers also took individual micronutrient supplements (e.g., vitamin C tablets), but most mothers who took these also took multivitamins, making it impossible to determine potential independent effects of these micronutrients	potential	[1794]	[1803]	PMC1533075.nxml.gz-14
PMC1533075	PMC1533075.nxml.gz-6	[467]	[755]	Although risk estimates varied by study center, combined results suggest that maternal supplementation for two trimesters may decrease risk of brain tumor (odds ratio [OR] 0.7, 95% confidence interval [CI] 0.5-0.9), with a trend of less risk with longer duration of use (p trend = 0.0007)	suggest	[532]	[539]	PMC1533075.nxml.gz-7
PMC1533075	PMC1533075.nxml.gz-6	[467]	[755]	Although risk estimates varied by study center, combined results suggest that maternal supplementation for two trimesters may decrease risk of brain tumor (odds ratio [OR] 0.7, 95% confidence interval [CI] 0.5-0.9), with a trend of less risk with longer duration of use (p trend = 0.0007)	may	[589]	[592]	PMC1533075.nxml.gz-8
PMC1533075	PMC1533075.nxml.gz-6	[467]	[755]	Although risk estimates varied by study center, combined results suggest that maternal supplementation for two trimesters may decrease risk of brain tumor (odds ratio [OR] 0.7, 95% confidence interval [CI] 0.5-0.9), with a trend of less risk with longer duration of use (p trend = 0.0007)	trend	[690]	[695]	PMC1533075.nxml.gz-9
PMC1626394	PMC1626394.nxml.gz-14	[2273]	[2389]	Thus, the researchers suggest that excess iron supplementation can cause the same problems it is supposed to correct	suggest	[2295]	[2302]	PMC1626394.nxml.gz-15
PMC1626394	PMC1626394.nxml.gz-18	[2391]	[2611]	Animal studies suggest that excess iron can also trigger formation of free radicals in the intestinal mucosa and other tissues, and that both iron deficiency and iron overload can damage nuclear DNA and mitochondrial DNA	suggest	[2406]	[2413]	PMC1626394.nxml.gz-19
PMC1626394	PMC1626394.nxml.gz-20	[2613]	[2672]	This kind of damage has been implicated in cancer induction	has been	[2633]	[2641]	PMC1626394.nxml.gz-21
PMC1626394	PMC1626394.nxml.gz-25	[3091]	[3233]	A more subtly calibrated iron supplementation during pregnancy may be as effective as current public health recommendations, and perhaps safer	may be	[3154]	[3160]	PMC1626394.nxml.gz-26
