PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	IGNORANCE TYPE	C_START	C_END	CONCEPT_MENTION_ID
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_0	[0]	[316]	['Effects of interventions in pregnancy on maternal weight and obstetric outcomes: meta-analysis of randomised evidence\n\nAbstract\nObjective To evaluate the effects of dietary and lifestyle interventions in pregnancy on maternal and fetal weight and to quantify the effects of these interventions on obstetric outcomes.']	To evaluate	QUESTION_ANSWERED_BY_THIS_WORK	[138]	[149]	BMJ_2012_May_17_344_e2088_T250
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_0	[0]	[316]	['Effects of interventions in pregnancy on maternal weight and obstetric outcomes: meta-analysis of randomised evidence\n\nAbstract\nObjective To evaluate the effects of dietary and lifestyle interventions in pregnancy on maternal and fetal weight and to quantify the effects of these interventions on obstetric outcomes.']	effects	SUPERFICIAL_RELATIONSHIP	[263]	[270]	BMJ_2012_May_17_344_e2088_T96
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_6	[923]	[1073]	['Overall, there was 1.42 kg reduction (95% confidence interval 0.95 to 1.89 kg) in gestational weight gain with any intervention compared with control.']	compared with	ALTERNATIVE_OPTIONS_CONTROVERSY	[1051]	[1064]	BMJ_2012_May_17_344_e2088_T222
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_7	[1074]	[1472]	['With all interventions combined, there were no significant differences in birth weight (mean difference −50 g, −100 to 0 g) and the incidence of large for gestational age (relative risk 0.85, 0.66 to 1.09) or small for gestational age (1.00, 0.78 to 1.28) babies between the groups, though by itself physical activity was associated with reduced birth weight (mean difference −60 g, −120 to −10 g).']	though	ANOMALY_CURIOUS_FINDING	[1357]	[1363]	BMJ_2012_May_17_344_e2088_T216
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_7	[1074]	[1472]	['With all interventions combined, there were no significant differences in birth weight (mean difference −50 g, −100 to 0 g) and the incidence of large for gestational age (relative risk 0.85, 0.66 to 1.09) or small for gestational age (1.00, 0.78 to 1.28) babies between the groups, though by itself physical activity was associated with reduced birth weight (mean difference −60 g, −120 to −10 g).']	itself	ANOMALY_CURIOUS_FINDING	[1367]	[1373]	BMJ_2012_May_17_344_e2088_T217
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_7	[1074]	[1472]	['With all interventions combined, there were no significant differences in birth weight (mean difference −50 g, −100 to 0 g) and the incidence of large for gestational age (relative risk 0.85, 0.66 to 1.09) or small for gestational age (1.00, 0.78 to 1.28) babies between the groups, though by itself physical activity was associated with reduced birth weight (mean difference −60 g, −120 to −10 g).']	associated	SUPERFICIAL_RELATIONSHIP	[1396]	[1406]	BMJ_2012_May_17_344_e2088_T97
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_8	[1473]	[1675]	['Interventions were associated with a reduced the risk of pre-eclampsia (0.74, 0.60 to 0.92) and shoulder dystocia (0.39, 0.22 to 0.70), with no significant effect on other critically important outcomes.']	associated	SUPERFICIAL_RELATIONSHIP	[1492]	[1502]	BMJ_2012_May_17_344_e2088_T98
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_8	[1473]	[1675]	['Interventions were associated with a reduced the risk of pre-eclampsia (0.74, 0.60 to 0.92) and shoulder dystocia (0.39, 0.22 to 0.70), with no significant effect on other critically important outcomes.']	important	IMPORTANT_CONSIDERATION	[1656]	[1665]	BMJ_2012_May_17_344_e2088_T176
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_9	[1676]	[1862]	['Dietary intervention resulted in the largest reduction in maternal gestational weight gain (3.84 kg, 2.45 to 5.22 kg), with improved pregnancy outcomes compared with other interventions.']	interventions	SUPERFICIAL_RELATIONSHIP	[1848]	[1861]	BMJ_2012_May_17_344_e2088_T99
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_10	[1863]	[2026]	['The overall evidence rating was low to very low for important outcomes such as pre-eclampsia, gestational diabetes, gestational hypertension, and preterm delivery.']	important	IMPORTANT_CONSIDERATION	[1915]	[1924]	BMJ_2012_May_17_344_e2088_T177
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_11	[2027]	[2178]	['Conclusions Dietary and lifestyle interventions in pregnancy can reduce maternal gestational weight gain and improve outcomes for both mother and baby.']	can	INCOMPLETE_EVIDENCE	[2088]	[2091]	BMJ_2012_May_17_344_e2088_T5
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_12	[2179]	[2350]	['Among the interventions, those based on diet are the most effective and are associated with reductions in maternal gestational weight gain and improved obstetric outcomes.']	effective	SUPERFICIAL_RELATIONSHIP	[2237]	[2246]	BMJ_2012_May_17_344_e2088_T100
