PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	IGNORANCE TYPE	C_START	C_END	CONCEPT_MENTION_ID
PMC1247630	PMC1247630.nxml.gz-9	[562]	[758]	New findings from the NIEHS-funded Northern California Childhood Leukemia Study (NCCLS) show that the disease may originate even earlier—in the foods a woman eats before she even becomes pregnant.	even	ANOMALY_CURIOUS_FINDING	[686]	[690]	PMC1247630.nxml.gz-11
PMC1533075	PMC1533075.nxml.gz-6	[467]	[755]	Although risk estimates varied by study center, combined results suggest that maternal supplementation for two trimesters may decrease risk of brain tumor (odds ratio [OR] 0.7, 95% confidence interval [CI] 0.5-0.9), with a trend of less risk with longer duration of use (p trend = 0.0007)	Although	ANOMALY_CURIOUS_FINDING	[467]	[475]	PMC1533075.nxml.gz-5
PMC1626394	PMC1626394.nxml.gz-12	[2115]	[2271]	Ironically, both early gestational iron-deficiency anemia and hemoconcentration later in pregnancy increase the risk of premature birth and low birth weight	Ironically	ANOMALY_CURIOUS_FINDING	[2115]	[2125]	PMC1626394.nxml.gz-11
PMC2265032	PMC2265032.nxml.gz-30	[2863]	[3017]	Although China has set goals to cut emissions of major pollutants, emissions of sulfur dioxide and some indicators of poor water quality increased in 2006	Although	ANOMALY_CURIOUS_FINDING	[2863]	[2871]	PMC2265032.nxml.gz-29
PMC2396486	PMC2396486.nxml.gz-56	[3838]	[4037]	Dopamine projections involve a range of cortical and subcortical regions, however its role in the nucleus accumbens has been of particular interest with respect to neuropsychiatric disorders[14]–[16]	however	ANOMALY_CURIOUS_FINDING	[3912]	[3919]	PMC2396486.nxml.gz-57
PMC2672462	PMC2672462.nxml.gz-11	[477]	[636]	The medical management of gestational diabetes is still evolving, and recent randomized controlled trials have added considerably to our knowledge in this area	considerably	ANOMALY_CURIOUS_FINDING	[594]	[606]	PMC2672462.nxml.gz-14
PMC2874300	PMC2874300.nxml.gz-33	[1622]	[1744]	If breastfeeding is not possible, hydrolyzed formulas seem to confer a greater protective effect than traditional formulas	seem	ANOMALY_CURIOUS_FINDING	[1676]	[1680]	PMC2874300.nxml.gz-35
PMC2885310	PMC2885310.nxml.gz-9	[297]	[453]	Little, however, is known about the consequences of insufficient sleep and poor sleep quality during pregnancy on glucose tolerance and gestational diabetes	however	ANOMALY_CURIOUS_FINDING	[305]	[312]	PMC2885310.nxml.gz-10
PMC2889879	PMC2889879.nxml.gz-8	[1540]	[1588]	The effect was most pronounced for omega-6 PUFAs	pronounced	ANOMALY_CURIOUS_FINDING	[1560]	[1570]	PMC2889879.nxml.gz-10
PMC2898025	PMC2898025.nxml.gz-21	[930]	[1081]	Despite considerable efforts to unravel the etiologic basis for this cancer and attempts to find a cure, gliomas largely remain refractory to treatment	Despite	ANOMALY_CURIOUS_FINDING	[930]	[937]	PMC2898025.nxml.gz-20
