PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	IGNORANCE TYPE	C_START	C_END	CONCEPT_MENTION_ID
BMJ_2008_Nov_7_337_a2001	BMJ_2008_Nov_7_337_a2001_159	[37058]	[37448]	['In Bangladesh, a study of birth outcomes among low birthweight infants reported that 75% of the neonatal deaths were related to preterm delivery.4These observational findings suggest a plausible reason as to why the increased mean duration of gestation and reduced preterm delivery (especially early preterm delivery) we observed could be related to a large reduction in neonatal mortality.']	why	EXPLICIT_QUESTION	[37266]	[37269]	BMJ_2008_Nov_7_337_a2001_T3
BMJ_2012_Aug_30_345_e5605	BMJ_2012_Aug_30_345_e5605_123	[24675]	[25038]	['The proportion of infants weighing greater than 4000 g who are larger than expected owing to excess glucose transfer across the placenta as detected by fetal cord hyperinsulinaemia may be as low as 15-20%.40Our strict inclusion criteria might explain why the differences we observed in maternal outcomes did not translate into a difference in infant birth weight.']	why	EXPLICIT_QUESTION	[24926]	[24929]	BMJ_2012_Aug_30_345_e5605_T1
BMJ_2012_May_17_344_e2088	BMJ_2012_May_17_344_e2088_15	[3465]	[3770]	['Existing reviews and guidelines are limited in their recommendations because of the small number of included studies.89They have not been able to identify the best intervention that optimises the outcomes for the mother and baby.910There is also a lack of consensus on what constitutes important outcomes.']	what	EXPLICIT_QUESTION	[3734]	[3738]	BMJ_2012_May_17_344_e2088_T3
PMC1074510	PMC1074510_0	[0]	[69]	['The primary prevention of birth defects: Multivitamins or folic acid?']	?	EXPLICIT_QUESTION	[68]	[69]	PMC1074510_T2
PMC1182379	PMC1182379_5	[1279]	[1418]	['However, because of concerns about effectiveness ( i.e ., Will women consistently follow hygienic practices as the result of interventions?']	Will	EXPLICIT_QUESTION	[1337]	[1341]	PMC1182379_T4
PMC1184067	PMC1184067_85	[16186]	[16294]	['In contrast, a few (n = 11, 4%) stated they did not understand why FP/GPs should provide preconception care.']	why	EXPLICIT_QUESTION	[16249]	[16252]	PMC1184067_T2
PMC1187906	PMC1187906_11	[1652]	[1845]	['[1-4] Which specific families are affected, however, is highly dependent on micro-social factors in the family related to how well resources are used in the proximal or microsocial environment.']	Which	EXPLICIT_QUESTION	[1658]	[1663]	PMC1187906_T2
PMC1280409	PMC1280409_34	[5461]	[5658]	['After describing selected findings on infection and nutrition that illustrate the methods used, we then describe how this study has been used to investigate prenatal lead exposure as a risk factor.']	how	EXPLICIT_QUESTION	[5574]	[5577]	PMC1280409_T10
PMC1281283	PMC1281283_21	[2828]	[2992]	['However, for women making dietary choices, the relevant question is whether eating fish and other seafood during pregnancy will impair their children’s development.']	question	EXPLICIT_QUESTION	[2884]	[2892]	PMC1281283_T8
PMC1448690	PMC1448690_16	[3306]	[3707]	["Most recently, a further aspect of Strachan's hypothesis has received considerable attention, particularly from the media, namely his proposition that the reason why this key exposure no longer occurs, or occurs to an insufficient extent, is the trend not only towards smaller family sizes but also ‘improved household amenities and higher standards of personal cleanliness’– in effect, cleaner homes."]	why	EXPLICIT_QUESTION	[3468]	[3471]	PMC1448690_T18
