PMCID	SUBJECT_SCOPE_ID	S_START	S_END	SUBJECT_SCOPE	CONCEPT	C_START	C_END	CONCEPT_MENTION_ID
PMC1626394	PMC1626394.nxml.gz-14	[2273]	[2389]	Thus, the researchers suggest that excess iron supplementation can cause the same problems it is supposed to correct	problems	[2355]	[2363]	PMC1626394.nxml.gz-16
PMC2396486	PMC2396486.nxml.gz-155	[20073]	[20178]	Compromised calcium buffering in the nucleus accumbens could disrupt adaptive and goal-directed behaviors	disrupt	[20134]	[20141]	PMC2396486.nxml.gz-10705
PMC2396486	PMC2396486.nxml.gz-92	[12509]	[12563]	Finally, proteomic analyses are prone to Type I errors	errors	[12557]	[12563]	PMC2396486.nxml.gz-94
PMC2396486	PMC2396486.nxml.gz-98	[13419]	[13554]	Based on a False Discovery Rate of 28%, we predict that nine of these spots would be false positives.10.1371/journal.pone.0002383.g001
	false positives	[13504]	[13519]	PMC2396486.nxml.gz-102
PMC2516588	PMC2516588.nxml.gz-5	[757]	[1061]	It cannot, however, correct for potential bias and confounding of the studies included; we addressed this issue in our review (Martin et al. 2008) by rating the quality of individual studies and carrying out a sensitivity analysis by excluding studies for which the quality score was below a chosen value	issue	[863]	[868]	PMC2516588.nxml.gz-8
PMC2672462	PMC2672462.nxml.gz-121	[5096]	[5192]	Women who have had GDM account for a significant burden of the population prevalence of diabetes	burden	[5145]	[5151]	PMC2672462.nxml.gz-122
PMC2672462	PMC2672462.nxml.gz-145	[6645]	[6797]	These are largely consensus-based as the risk of complications is continuous and there are no obvious thresholds above which the risk markedly increases	complications	[6694]	[6707]	PMC2672462.nxml.gz-148
PMC2672462	PMC2672462.nxml.gz-20339	[14537]	[14740]	Although there was an initial small uncontrolled report which suggested that Lispro may have teratogenic effects when used in type 1 diabetic pregnancy,37this has not been borne out in subsequent studies	uncontrolled	[14573]	[14585]	PMC2672462.nxml.gz-337
PMC2672462	PMC2672462.nxml.gz-29	[1102]	[1321]	Whilst short-term data have not demonstrated adverse effects of glyburide and metformin on the fetus, and they are increasingly being used in pregnancy, there remain long-term concerns regarding their potential for harm	concerns	[1278]	[1286]	PMC2672462.nxml.gz-34
PMC2672462	PMC2672462.nxml.gz-299	[13418]	[13475]	This may be an early indicator of placental insufficiency	insufficiency	[13462]	[13475]	PMC2672462.nxml.gz-301
PMC2672462	PMC2672462.nxml.gz-327	[14227]	[14376]	Human insulin is considered safe in pregnancy as years of experience has not suggested an increase in fetal complications as a consequence of its use	complications	[14335]	[14348]	PMC2672462.nxml.gz-331
PMC2672462	PMC2672462.nxml.gz-345	[14742]	[14898]	No increase in pregnancy complications have been found in observational studies where lispro was used, in either women with GDM38,43or pre-existing diabetes	complications	[14767]	[14780]	PMC2672462.nxml.gz-346
PMC2672462	PMC2672462.nxml.gz-366	[15632]	[15848]	.45However, as it was not detected in other subjects, the authors postulated that this was due to the disruption of the uterine-placental barrier during delivery, when the mother had been receiving an aspart infusion	due to	[15723]	[15729]	PMC2672462.nxml.gz-372
PMC2672462	PMC2672462.nxml.gz-379	[16015]	[16149]	There are a number of case reports and small case series of glargine being utilized without the development of pregnancy complications	complications	[16136]	[16149]	PMC2672462.nxml.gz-383
