PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2100429.nxml.gz	0	['Vitamin B12and folate concentrations during pregnancy and insulin resistance in the offspring: the Pune Maternal Nutrition Study\n\nAbstract\n\nAims/hypothesis\nRaised maternal plasma total homocysteine (tHcy) concentrations predict small size at birth, which is a risk factor for type 2 diabetes mellitus.']	(0, 301)
PMC2100429.nxml.gz	1	['We studied the association between maternal vitamin B12, folate and tHcy status during pregnancy, and offspring adiposity and insulin resistance at 6\xa0years.']	(302, 458)
PMC2100429.nxml.gz	2	['Methods\nIn the Pune Maternal Nutrition Study we studied 700 consecutive eligible pregnant women in six villages.']	(460, 572)
PMC2100429.nxml.gz	3	['We measured maternal nutritional intake and circulating concentrations of folate, vitamin B12, tHcy and methylmalonic acid (MMA) at 18 and 28\xa0weeks of gestation.']	(573, 734)
PMC2100429.nxml.gz	4	['These were correlated with offspring anthropometry, body composition (dual-energy X-ray absorptiometry scan) and insulin resistance (homeostatic model assessment of insulin resistance [HOMA-R]) at 6\xa0years.']	(735, 940)
PMC2100429.nxml.gz	5	['Results\nTwo-thirds of mothers had low vitamin B12(<150\xa0pmol/l), 90% had high MMA (>0.26\xa0μmol/l) and 30% had raised tHcy concentrations (>10\xa0μmol/l); only one had a low erythrocyte folate concentration.']	(942, 1143)
PMC2100429.nxml.gz	6	['Although short and thin (BMI), the 6-year-old children were relatively adipose compared with the UK standards (skinfold thicknesses).']	(1144, 1277)
PMC2100429.nxml.gz	7	['Higher maternal erythrocyte folate concentrations at 28\xa0weeks predicted higher offspring adiposity and higher HOMA-R (both p\u2009<\u20090.01).']	(1278, 1411)
PMC2100429.nxml.gz	8	['Low maternal vitamin B12(18\xa0weeks; p \u2009=\u20090.03) predicted higher HOMA-R in the children.']	(1412, 1498)
PMC2100429.nxml.gz	9	['The offspring of mothers with a combination of high folate and low vitamin B12concentrations were the most insulin resistant.']	(1499, 1624)
PMC2100429.nxml.gz	10	['Conclusions/interpretation\nLow maternal vitamin B12and high folate status may contribute to the epidemic of adiposity and type 2 diabetes in India.']	(1626, 1773)
PMC2100429.nxml.gz	11	['Electronic supplementary material\nThe online version of this article (doi:10.1007/s00125-007-0793-y) contains supplementary material, which is available to authorised users.']	(1775, 1948)
PMC2100429.nxml.gz	12	['Introduction\nThe ‘thrifty phenotype’ hypothesis [1] introduced a new paradigm in the aetiology of chronic disease and stimulated research into the relationship between maternal nutrition, fetal growth and offspring risk of type 2 diabetes mellitus.']	(1950, 2198)
PMC2100429.nxml.gz	13	['India has the largest number of diabetic patients in the world [2] and this may be related to the fact that Indian babies are amongst the smallest in the world [3].']	(2199, 2363)
PMC2100429.nxml.gz	14	['We were the first to demonstrate that low birthweight of Indian babies predicts insulin resistance and adiposity in childhood [4].']	(2364, 2494)
PMC2100429.nxml.gz	15	['Subsequently we demonstrated that the apparently small Indian newborn babies are relatively adipose, hyperinsulinaemic and hyperleptinaemic compared with white babies [5,6].']	(2495, 2668)
PMC2100429.nxml.gz	16	['These babies grow into shorter, thinner (low BMI) but more adipose (higher body fat per cent and higher central fat) adults compared with whites, and have a many times higher risk of type 2 diabetes [7].']	(2669, 2872)
PMC2100429.nxml.gz	17	['Thus, in addition to the role of putative genetic and modern day lifestyle factors, the intrauterine environment may also influence the risk of type 2 diabetes mellitus.']	(2873, 3042)
PMC2100429.nxml.gz	18	['The Pune Maternal Nutrition Study (PMNS) is the first study in India to investigate the relationship between maternal nutrition and offspring risk of type 2 diabetes and cardiovascular disease.']	(3043, 3236)
PMC2100429.nxml.gz	19	['Data were collected on the mother’s size, diet, micronutrient status and physical workload during pregnancy [6,8,9], and the newborns were measured in detail at birth and every 6\xa0months thereafter.']	(3237, 3434)
PMC2100429.nxml.gz	20	['At 6\xa0years of age, the offspring were investigated for risk of type 2 diabetes and cardiovascular disease.']	(3435, 3541)
PMC2100429.nxml.gz	21	['We have reported that a higher frequency of maternal intake of green leafy vegetables (GLVs), milk and fruit and higher erythrocyte folate concentrations are associated with larger newborn size [8].']	(3542, 3740)
