PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC1888711.nxml.gz	0	['Could a simple antenatal package combining micronutritional supplementation with presumptive treatment of infection prevent maternal deaths in sub-Saharan Africa?']	(0, 162)
PMC1888711.nxml.gz	1	['Abstract\n\nBackground\nReducing maternal mortality is a key goal of international development.']	(164, 256)
PMC1888711.nxml.gz	2	['Our objective was to determine the potential impact on maternal mortality across sub-Saharan Africa of a combination of dietary supplementation and presumptive treatment of infection during pregnancy.']	(257, 457)
PMC1888711.nxml.gz	3	['Our aim was to demonstrate the importance of antenatal interventions in the fight against maternal mortality, and to stimulate debate about the design of an effective antenatal care package which could be delivered at the lowest level of the antenatal health system or at community level.']	(458, 746)
PMC1888711.nxml.gz	4	['Methods\nWe collated evidence for the effectiveness of antenatal interventions from systematic reviews and controlled trials, and we selected interventions which have demonstrated potential to prevent maternal deaths.']	(748, 964)
PMC1888711.nxml.gz	5	['We used a model-based analysis to estimate the total reduction in maternal mortality in sub-Saharan Africa which could be achieved by combining these interventions into a single package, based on a WHO systematic review of causes of maternal deaths.']	(965, 1214)
PMC1888711.nxml.gz	6	['Results\nSevere hypertensive disorders, puerperal sepsis and anemia are causes of maternal deaths which could be prevented to some extent by prophylactic measures during pregnancy.']	(1216, 1395)
PMC1888711.nxml.gz	7	['A package of pills comprising calcium and iron supplements and appropriate anti-microbial and anti-malarial drugs could reduce maternal mortality in sub-Saharan Africa by 8% (range <1% to 20%).']	(1396, 1589)
PMC1888711.nxml.gz	8	['This estimate is based on Cochrane Review estimates for the effectiveness of daily calcium supplements in reducing the risk of death/serious morbidity due to hypertensive disorders (RR = 0.80, 95% CI 0.65–0.97), anti-microbial prophylaxis in reducing the odds of puerperal sepsis/postpartum endometritis (OR = 0.49, 95% CI 0.23–1.06), anti-malarial prophylaxis in reducing the risk of severe antenatal anemia (RR = 0.62, 95% CI 0.50–0.78), and iron supplementation in reducing the risk of iron deficiency anemia at term (RR = 0.33, 95% CI 0.16–0.69).']	(1590, 2140)
PMC1888711.nxml.gz	9	['Conclusion\nMaternal mortality could be reduced by a combination of micronutrient supplementation and presumptive treatment of infection during pregnancy.']	(2142, 2295)
PMC1888711.nxml.gz	10	['Such an approach could be adopted in resource-poor settings where visits to antenatal clinics are infrequent and would complement existing Safe Motherhood activities.']	(2296, 2462)
PMC1888711.nxml.gz	11	['Background\nThe Millennium Development Goal of halving maternal mortality by 2015 is unlikely to be achieved in sub-Saharan Africa, where little or no progress has been reported [1].']	(2464, 2645)
PMC1888711.nxml.gz	12	['Current strategies to save the lives of pregnant women rightly focus on skilled birth attendance or emergency obstetric care [2].']	(2646, 2775)
PMC1888711.nxml.gz	13	['There is no doubt that these strategies could save many lives.']	(2776, 2838)
PMC1888711.nxml.gz	14	['However, it is also clear that such strategies require health care professionals that the poorest countries cannot afford to train or retain in sufficient numbers over the next decade [3].']	(2839, 3027)
PMC1888711.nxml.gz	15	['More importantly, these strategies might be insufficient in view of the increasing proportion of maternal deaths attributable to infectious disease, particularly in sub-Saharan Africa [4].']	(3028, 3216)
PMC1888711.nxml.gz	16	['The majority of women in developing countries come into contact with health care workers during pregnancy through antenatal care [5].']	(3217, 3350)
PMC1888711.nxml.gz	17	['Antenatal care for maternal health has been marginalised for the last 15 years because of poor risk scoring predictability [2].']	(3351, 3478)
PMC1888711.nxml.gz	18	['The effectiveness of various components of antenatal care has been studied, but the overall potential impact on maternal mortality has not been estimated, as it has been for neonatal outcomes [6,7].']	(3479, 3677)
PMC1888711.nxml.gz	19	['In this paper, we ask whether a simple antenatal package which combines micronutritional supplementation with presumptive treatment of infection, given through antenatal care or taken at home under limited supervision, could prevent some of the 250,000 maternal deaths which have been estimated to occur each year in sub-Saharan Africa [8].']	(3678, 4018)
PMC1888711.nxml.gz	20	['Our objective was to estimate the impact of such a package on maternal mortality in sub-Saharan Africa, based on the distribution of the causes of maternal deaths in the region, and based on evidence for the effectiveness of each component.']	(4019, 4259)
PMC1888711.nxml.gz	21	['Our broader aim was to demonstrate the potential importance of antenatal interventions in developing countries, and to help define a simple package which could be provided to women who access existing antenatal care, but which could also be delivered via outreach programmes to the 25% of women who fail to make even one antenatal visit.']	(4260, 4597)
PMC1888711.nxml.gz	22	['Methods\nOur study is a model-based analysis, which uses a recent WHO systematic review of causes of maternal deaths [9].']	(4599, 4719)
PMC1888711.nxml.gz	23	['We also used observational studies, reviews, and baseline data from controlled trials to estimate the prevalence among pregnant women in sub-Saharan Africa of aetiological factors such as micronutrient deficiency and infection associated with reported causes of maternal deaths.']	(4720, 4998)
PMC1888711.nxml.gz	24	['We obtained evidence for the effectiveness of antenatal interventions with the potential to prevent maternal deaths due to severe hypertensive disorders, sepsis, malaria, and iron-deficiency anemia from The Cochrane Library [10].']	(4999, 5228)
PMC1888711.nxml.gz	25	['We first calculated the crude reduction in all-cause maternal mortality which could be achieved through full (100%) population coverage of the intervention, compared with existing coverage, by multiplying the efficacy of the intervention by the proportion of all-cause maternal deaths attributable to the preventable cause.']	(5229, 5552)
PMC1888711.nxml.gz	26	['Hence, the percentage reduction r in maternal mortality due to an intervention against a particular cause of death is given by Equation 1.\nr = (1 - RR ) × p\nwhere RR = risk or odds ratio for cause of death comparing intervention with no intervention, and p = proportion of all-cause maternal mortality due to a particular cause of death.']	(5553, 5890)
PMC1888711.nxml.gz	27	['For each cause of death we calculated a range for the percentage reduction r by substituting into the equation the upper and lower bounds of the 95% confidence interval for RR and the upper and lower bounds of the range of p .']	(5891, 6117)
PMC1888711.nxml.gz	28	['To obtain a point estimate and range for the total reduction in all-cause maternal mortality, we used a model with two stages.']	(6118, 6244)
PMC1888711.nxml.gz	29	['In the first stage, we re-created the distribution of RR for the reduction in maternal mortality due to the intervention for each of cause of death by calculating the error factor for each RR estimate from the 95% confidence interval (Equation 2, [11]), and taking the mean of the error factor estimates calculated using the upper and lower 95% confidence interval.']	(6245, 6610)
PMC1888711.nxml.gz	30	['A normal distribution using the natural log of RR as the mean, and the standard error of log( RR ) (calculated using the error factor, Equation 3, [11]) as the variance, was created for each cause of death (using Berkeley Madonna version 8.3.11, University of California at Berkeley), and 50,000 values of log( RR ) were selected at random from this distribution and transformed to give 50,000 estimates of RR .']	(6611, 7022)
PMC1888711.nxml.gz	31	['Equation 1 was used to calculate r for each RR estimate.']	(7023, 7079)
PMC1888711.nxml.gz	32	['95% CI ( RR ) = RR / EF to RR × EF\nEF = exp [1.96 × SE (log RR )]\nA variable proportion of maternal deaths caused by anemia are attributed to malaria; we selected at random from a uniform distribution for this proportion, with lower bound 0% (none of the anemia deaths attributed to P falciparum infection, representing the few parts of sub-Saharan Africa free of malaria), and upper bound 18% (from an estimate by Brabin et al, representing holoendemic areas, [12]).']	(7080, 7547)
PMC1888711.nxml.gz	33	['This variation was incorporated into the first stage of the model.']	(7548, 7614)
