PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC1247491.nxml.gz	0	['Children’s Health: Mother’s Thyroid, Baby’s Health\nSince the 1970s, epidemiologic studies have linked maternal thyroid insufficiency during gestation with fetal brain malformation, fetal death, and miscarriage.']	(0, 210)
PMC1247491.nxml.gz	1	['The fetus is wholly dependent on the maternal thyroid during the first 10–20 weeks of gestation.']	(211, 307)
PMC1247491.nxml.gz	2	['U.S. women generally get enough iodine, the elemental nutrient essential for synthesis of the thyroid hormone thyroxine (T4).']	(308, 433)
PMC1247491.nxml.gz	3	['But regular daily intake may not be sufficient during pregnancy due to metabolic changes in the mother-to-be, and recent studies suggest that detection and treatment may be needed long before birth.']	(434, 632)
PMC1247491.nxml.gz	4	['These and other topics were discussed by scientists at a January 2004 symposium cosponsored by the Centers for Disease Control and Prevention, the National Center on Birth Defects and Developmental Disabilities, and the American Thyroid Association (ATA).']	(633, 888)
PMC1247491.nxml.gz	5	['Early maternal thyroidal insufficiency, or EMTI, is a failure of the maternal thyroid to provide an adequate supply of T4in early pregnancy.']	(889, 1029)
PMC1247491.nxml.gz	6	['According to Steven Lamm, a pediatrician and director of the Washington, D.C.–based Consultants in Epidemiology and Occupational Health, EMTI may affect 0.5–5.0% of all pregnant women.']	(1030, 1214)
PMC1247491.nxml.gz	7	['When depletion occurs early in pregnancy, fetal brain formation can be markedly altered.']	(1215, 1303)
PMC1247491.nxml.gz	8	['Even subtle degrees of thyroid dysfunction in pregnant women might be associated with impaired psychomotor development in their infants, toddlers, and preschool children.']	(1304, 1474)
PMC1247491.nxml.gz	9	['While there’s no doubt that EMTI is related to poor fetal outcomes, the follow-up data on child development are only available until 5–6 years of age, so it’s still unknown whether these developmental delays persist over the long term, said Victor Pop, a professor in the Department of Clinical Health Psychology at Tilburg University, Netherlands, whose landmark study on EMTI was published in the February 1999 issue of Clinical Endocrinology .']	(1475, 1921)
PMC1247491.nxml.gz	10	['In a later study published in September 2003 in Clinical Endocrinology , Pop found that women with the lowest tenth percentile of T4concentrations at 12 weeks’ gestation bore children who experienced impaired mental and motor functioning at age 1–2 years.']	(1922, 2177)
PMC1247491.nxml.gz	11	['In EMTI women who showed an increase in T4concentrations at 24 and 32 weeks’ gestation, child development was not adversely affected.']	(2178, 2311)
PMC1247491.nxml.gz	12	['Most of the concerns related to fetal risk have focused on the first half of gestation.']	(2312, 2399)
PMC1247491.nxml.gz	13	['However, the third trimester is a critical time for cerebellar development and myelination.']	(2400, 2491)
PMC1247491.nxml.gz	14	['The limited amount and quality of the evidence to date is one reason it has been difficult to reach consensus on the etiology as well as screening and treatment requirements for EMTI.']	(2492, 2675)
PMC1247491.nxml.gz	15	['Researchers aren’t sure whether using T4to treat women with EMTI benefits all children of these mothers, or whether there are unforeseen effects.']	(2676, 2821)
PMC1247491.nxml.gz	16	['Therefore, placebo-controlled studies are urgently needed, said Pop.']	(2822, 2890)
PMC1247491.nxml.gz	17	['John Lazarus, a senior lecturer in medicine at the University of Wales, United Kingdom, described his upcoming randomized clinical study of 22,000 women at 13–16 weeks’ gestation.']	(2891, 3070)
PMC1247491.nxml.gz	18	['An experimental group will have T4and the complementary thyroid-stimulating hormone (TSH) measured and thryoxine treatment applied if necessary, while the control mothers will remain untested until after their babies are delivered.']	(3071, 3302)
PMC1247491.nxml.gz	19	['Children from both groups will undergo developmental testing at ages 2 and 5 years.']	(3303, 3386)
PMC1247491.nxml.gz	20	['This study will rigorously evaluate the impact of both subclinical maternal hypothyroidism and hypothyroxinemia (inadequate TSH and free T4, respectively) on the IQ scores of the offspring, as well as the effect of prenatal treatment.']	(3387, 3621)
PMC1247491.nxml.gz	21	['Additional discussions focused on the possible need for screening and treatment.']	(3622, 3702)
PMC1247491.nxml.gz	22	['“While it is not yet known whether early identification and treatment of thyroid deficiency will avoid fetal death and neuropsychological deficits in the offspring, it is clear that women themselves will benefit,” said James Haddow, medical director of the Foundation for Blood Research in Scarborough, Maine.']	(3703, 4012)
PMC1247491.nxml.gz	23	['“Many women go undiagnosed for longer periods of time, so that they lack the energy they need to function well in everyday life during their child’s early years, when the demands placed on them are greatest.”\nHaddow contended that TSH measurement should be added to the list of tests routinely performed at the first prenatal visit (the ATA currently advocates testing for pregnant women with a history of miscarriage, fetal loss, infertility, autoimmune disease, goiter on exam, and family history of thyroid disease).']	(4013, 4532)
PMC1247491.nxml.gz	24	['Lamm and other participants also suggested that normal levels for both TSH and T4should be determined for the different stages of pregnancy.']	(4533, 4673)
PMC1247491.nxml.gz	25	['Another suggestion was to supplement prenatal vitamins with 150 micrograms of iodine (many currently contain little or none).']	(4674, 4799)
PMC1247491.nxml.gz	26	['But scientists still need to agree on other matters, such as TSH and/or T4cut-off points for defining high risk.']	(4800, 4912)
PMC1247491.nxml.gz	27	['A TSH level of 2.5 milliunits per liter was proposed as a good initial cut-off.']	(4913, 4992)
PMC1247491.nxml.gz	28	['“This is a conservative cut-off,” said conference co-planner Joseph Hollowell, a professor of pediatrics at the University of Kansas Medical Center, “and it will prompt further investigation to see if there’s a real problem.”\n\nPubMed Central:']	(4993, 5235)
