PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC1182379.nxml.gz	0	['Washing our hands of the congenital cytomegalovirus disease epidemic\n\nAbstract\n\nBackground\nEach year in the United States, an estimated 40,000 children are born with congenital cytomegalovirus (CMV) infection, causing an estimated 400 deaths and leaving approximately 8000 children with permanent disabilities such as hearing or vision loss, or mental retardation.']	(0, 364)
PMC1182379.nxml.gz	1	['More children are affected by serious CMV-related disabilities than by several better-known childhood maladies, including Down syndrome, fetal alcohol syndrome, and spina bifida.']	(365, 543)
PMC1182379.nxml.gz	2	['Discussion\nCongenital CMV is a prime target for prevention not only because of its substantial disease burden but also because the biology and epidemiology of CMV suggest that there are ways to reduce viral transmission.']	(545, 765)
PMC1182379.nxml.gz	3	['Because exposure to the saliva or urine of young children is a major cause of CMV infection among pregnant women, it is likely that good personal hygiene, especially hand-washing, can reduce the risk of CMV acquisition.']	(766, 985)
PMC1182379.nxml.gz	4	['Experts agree that such measures are likely to be efficacious ( i.e ., they will work if consistently followed) and the American College of Obstetricians and Gynecologists recommends that physicians counsel pregnant women about preventing CMV acquisition through careful attention to hygiene.']	(986, 1278)
PMC1182379.nxml.gz	5	['However, because of concerns about effectiveness ( i.e ., Will women consistently follow hygienic practices as the result of interventions?']	(1279, 1418)
PMC1182379.nxml.gz	6	['), the medical and public health communities appear reluctant to embrace primary CMV prevention via improved hygienic practices, and educational interventions are rare.']	(1418, 1586)
PMC1182379.nxml.gz	7	['Current data on the effectiveness of such measures in preventing CMV infection are promising, but limited.']	(1587, 1693)
PMC1182379.nxml.gz	8	['There is strong evidence, however, that educational interventions can prevent other infectious diseases with similar transmission modes, suggesting that effective interventions can also be found for CMV.']	(1694, 1897)
PMC1182379.nxml.gz	9	['Until a CMV vaccine becomes available, effective educational interventions are needed to inform women about congenital CMV prevention.']	(1898, 2032)
PMC1182379.nxml.gz	10	['Summary\nPerhaps no single cause of birth defects and developmental disabilities in the United States currently provides greater opportunity for improved outcomes in more children than congenital CMV.']	(2034, 2233)
