PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC1592148.nxml.gz	0	['Preconception Care Between Pregnancies: The Content of Internatal Care\n\nAbstract\nFor more than two decades, prenatal care has been a cornerstone of our nation’s strategy for improving pregnancy outcomes.']	(0, 203)
PMC1592148.nxml.gz	1	['In recent years, however, a growing recognition of the limits of prenatal care and the importance of maternal health before pregnancy has drawn increasing attention to preconception and internatal care.']	(204, 406)
PMC1592148.nxml.gz	2	['Internatal care refers to a package of healthcare and ancillary services provided to a woman and her family from the birth of one child to the birth of her next child.']	(407, 574)
PMC1592148.nxml.gz	3	['For healthy mothers, internatal care offers an opportunity for wellness promotion between pregnancies.']	(575, 677)
PMC1592148.nxml.gz	4	['For high-risk mothers, internatal care provides strategies for risk reduction before their next pregnancy.']	(678, 784)
PMC1592148.nxml.gz	5	['In this paper we begin to define the contents of internatal care.']	(785, 850)
PMC1592148.nxml.gz	6	['The core components of internatal care consist of risk assessment, health promotion, clinical and psychosocial interventions.']	(851, 976)
PMC1592148.nxml.gz	7	['We identified several priority areas, such as FINDS (family violence, infections, nutrition, depression, and stress) for risk assessment or BBEEFF (breastfeeding, back-to-sleep, exercise, exposures, family planning and folate) for health promotion.']	(977, 1225)
PMC1592148.nxml.gz	8	['Women with chronic health conditions such as hypertension, diabetes, or weight problems should receive on-going care per clinical guidelines for their evaluation, treatment, and follow-up during the internatal period.']	(1226, 1443)
PMC1592148.nxml.gz	9	['For women with prior adverse outcomes such as preterm delivery, we propose an internatal care model based on known etiologic pathways, with the goal of preventing recurrence by addressing these biobehavioral pathways prior to the next pregnancy.']	(1444, 1689)
PMC1592148.nxml.gz	10	['We suggest enhancing service integration for women and families, including possibly care coordination and home visitation for selected high-risk women.']	(1690, 1841)
PMC1592148.nxml.gz	11	['The primary aim of this paper is to start a dialogue on the content of internatal care.']	(1842, 1929)
PMC1592148.nxml.gz	12	['For more than two decades, prenatal care has been a cornerstone of our nation’s strategy for improving pregnancy outcomes.']	(1930, 2052)
PMC1592148.nxml.gz	13	['In recent years, however, the effectiveness of this strategy has been called into question [1].']	(2053, 2148)
PMC1592148.nxml.gz	14	['Increasing use of early and adequate prenatal care has not led to a significant decline in low birthweight (LBW) or prematurity, which are leading causes of infant mortality in the U.S..']	(2149, 2335)
PMC1592148.nxml.gz	15	['Nor has closing the access gap in prenatal care led to a significant reduction in racial-ethnic or socioeconomic disparities in these adverse birth outcomes.']	(2336, 2493)
PMC1592148.nxml.gz	16	['There is now a growing consensus that further reduction in this nation’s LBW and prematurity rates cannot be achieved solely by improving access to prenatal care [2].']	(2494, 2660)
PMC1592148.nxml.gz	17	['A limitation on the effectiveness of prenatal care may be its timing.']	(2661, 2730)
PMC1592148.nxml.gz	18	['Many of the pathophysiological pathways leading up to adverse birth outcomes may have their onset early in pregnancy, possibly at or even before implantation.']	(2731, 2889)
PMC1592148.nxml.gz	19	['By the time prenatal care is initiated, it may be too little too late to significantly alter the course or outcome of the pregnancy.']	(2890, 3022)
PMC1592148.nxml.gz	20	['Indeed, there is now a growing recognition that birth outcomes are the end product of not only the nine months of pregnancy, but the entire life course of the mother leading up to the pregnancy [3].']	(3023, 3221)
PMC1592148.nxml.gz	21	['Improving birth outcomes, therefore, takes promoting maternal health not only during pregnancy, but before and between pregnancies and, indeed, across the woman’s lifespan.']	(3222, 3394)
PMC1592148.nxml.gz	22	['The recognition of the importance of maternal health before pregnancy has led to a growing interest in preconception care [4].']	(3395, 3521)
PMC1592148.nxml.gz	23	['A special subtype of preconception care is internatal care.']	(3522, 3581)
PMC1592148.nxml.gz	24	['Internatal care refers to a package of healthcare and ancillary services provided to a woman and her family from the birth of one child to the birth of her next child.']	(3582, 3749)
PMC1592148.nxml.gz	25	['It is, in essence, preconception and prenatal care for a subsequent pregnancy.']	(3750, 3828)
PMC1592148.nxml.gz	26	['We prefer the term “internatal care” over the more popular term “interconception care” (from the conception of one pregnancy to the conception of the next pregnancy) because 1) internatal care represents an extension of prenatal care with which the public is familiar; 2) the point of entry into care is the birth of one child; and 3) the endpoint of care is the birth of the next child.']	(3829, 4216)
PMC1592148.nxml.gz	27	['And while in this paper we will focus primarily on the interpregnancy interval (from the termination of one pregnancy to the conception of the next pregnancy), we prefer the term “internatal care” over “interpregnancy care” because internatal care suggests a continuity of care into a subsequent pregnancy.']	(4217, 4523)
PMC1592148.nxml.gz	28	['Despite the growing interest, for most people it remains unclear what is meant by internatal care.']	(4524, 4622)
PMC1592148.nxml.gz	29	['For example, many Healthy Start programs now offer internatal care, and yet the content of care varies greatly across sites.']	(4623, 4747)
PMC1592148.nxml.gz	30	['There have also been a few intervention studies on internatal care, most notably in Denver [5], Atlanta [6], and Philadelphia [7], with vastly different approaches.']	(4748, 4912)
PMC1592148.nxml.gz	31	['The lack of some standards of care makes it difficult to move forward research, practice, and policy, or even discussion, on internatal care.']	(4913, 5054)
PMC1592148.nxml.gz	32	['The purpose of this paper is to begin to define the content of internatal care.']	(5055, 5134)
PMC1592148.nxml.gz	33	['For healthy mothers, internatal care offers an opportunity for wellness promotion between pregnancies.']	(5135, 5237)
PMC1592148.nxml.gz	34	['Presently many women lack such opportunity, particularly among low-income and minority women.']	(5238, 5331)
PMC1592148.nxml.gz	35	['In most states, Medicaid programs terminate pregnancy-related healthcare coverage for most low-income mothers at 60 days postpartum.']	(5332, 5464)
PMC1592148.nxml.gz	36	['Other than the one recommended postpartum visit, many of these women will have little or no access to healthcare between pregnancies.']	(5465, 5598)
PMC1592148.nxml.gz	37	['Internatal care can help close the gap in healthcare for these women.']	(5599, 5668)
PMC1592148.nxml.gz	38	['Even for women with healthcare coverage, it is unclear how much and what internatal care they are currently getting.']	(5669, 5785)
PMC1592148.nxml.gz	39	['In this paper, we begin to define the core contents of universal internatal care that all women of childbearing age should receive between pregnancies.']	(5786, 5937)
PMC1592148.nxml.gz	40	['While we believe that internatal care should be universally available to all women between pregnancies, it may be particularly beneficial for high-risk mothers, such as women with chronic diseases or prior adverse pregnancy outcomes.']	(5938, 6171)
PMC1592148.nxml.gz	41	['Many such outcomes (e.g.']	(6172, 6196)
PMC1592148.nxml.gz	42	['prematurity, fetal death) carry a high recurrence risk in a subsequent pregnancy, and the biobehavioral risk factors are often carried from one pregnancy to the next [8].']	(6197, 6367)
PMC1592148.nxml.gz	43	['For these mothers, internatal care offers an opportunity for risk reduction before their next pregnancy.']	(6368, 6472)
PMC1592148.nxml.gz	44	['In this paper, we also begin to describe the content of enhanced internatal care for high-risk mothers.']	(6473, 6576)
PMC1592148.nxml.gz	45	['We will use women with chronic health conditions (hypertension, diabetes, or weight problems) and women with a prior preterm delivery as examples of what more can be done for high-risk mothers during internatal care than under current prevailing practice which, for many women, consists of the one recommended six-week postpartum visit, or none at all.']	(6577, 6929)
PMC1592148.nxml.gz	46	['Two decades ago, the U.S. Public Health Service assembled an expert panel to define the contents of prenatal care.']	(6930, 7044)
PMC1592148.nxml.gz	47	['In its report Caring for Our Future: The Content of Prenatal Care , the Expert Panel identified four basic components of prenatal care consisting of 1) early and continuing risk assessment, 2) health promotion, 3) clinical interventions, and 4) psychosocial interventions [9].']	(7045, 7321)
