PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC1168874.nxml.gz	0	['Risk and Benefit of Drug Use During Pregnancy\n\nAbstract\nEnvironmental teratogenic factors (e.g.']	(0, 95)
PMC1168874.nxml.gz	1	['alcohol) are preventable.']	(96, 121)
PMC1168874.nxml.gz	2	['We focus our analysis on human teratogenic drugs which are not used frequently during pregnancy.']	(122, 218)
PMC1168874.nxml.gz	3	['The previous human teratogenic studies had serious methodological problems, e.g.']	(219, 299)
PMC1168874.nxml.gz	4	['the first trimester concept is outdated because environmental teratogens cannot induce congenital abnormalities in the first month of gestation.']	(300, 444)
PMC1168874.nxml.gz	5	['In addition, teratogens usually cause specific congenital abnormalities or syndromes.']	(445, 530)
PMC1168874.nxml.gz	6	['Finally, the importance of chemical structures, administrative routes and reasons for treatment at the evaluation of medicinal products was not considered.']	(531, 686)
PMC1168874.nxml.gz	7	['On the other hand, in the so-called case-control epidemiological studies in general recall bias was not limited.']	(687, 799)
PMC1168874.nxml.gz	8	['These biases explain that the teratogenic risk of drugs is exaggerated, while the benefit of medicine use during pregnancy is underestimated.']	(800, 941)
PMC1168874.nxml.gz	9	['Thus, a better balance is needed between the risk and benefit of drug treatments during pregnancy.']	(942, 1040)
PMC1168874.nxml.gz	10	['Of course, we have to do our best to reduce the risk of teratogenic drugs as much as possible, however, it is worth stressing the preventive effect of drugs for maternal diseases (e.g.']	(1041, 1225)
PMC1168874.nxml.gz	11	['diabetes mellitus and hyperthermia) related congenital abnormalities.']	(1226, 1295)
PMC1168874.nxml.gz	12	['1.']	(1297, 1299)
PMC1168874.nxml.gz	13	['Introduction\nAmong environmental factors, dangerous lifestyle seems to be the greatest hazard for the development of the fetus due to the common practice of consuming alcohol and smoking tobacco.']	(1300, 1495)
PMC1168874.nxml.gz	14	['Alcohol may cause fetal alcohol syndrome or at least fetal alcohol effects1,2.']	(1496, 1574)
PMC1168874.nxml.gz	15	['It is preventable by abstinence during pregnancy but often unavoidable because approximately 50% of pregnancies are unplanned and hence alcohol consumption occurs before a woman knows that she is pregnant.']	(1575, 1780)
PMC1168874.nxml.gz	16	['Recently the teratogenic potential of smoking has been shown in some congenital abnormalities (CAs), particularly terminal transverse type of limb deficiencies3and Poland sequence4, while the gene-environmental interaction was shown in the origin of orofacial clefts5.']	(1781, 2049)
PMC1168874.nxml.gz	17	['The role of teratogenic effect of environmental pollutants such as methyl mercury6was also reported but we cannot estimate the magnitude of this problem.']	(2050, 2203)
PMC1168874.nxml.gz	18	['The primary prevention of infectious diseases by vaccination is extremely important particularly in the prevention of CA-syndromes caused by rubella and varicella viruses.']	(2204, 2375)
PMC1168874.nxml.gz	19	['Here we focus on teratogenic medication and their prevention.']	(2376, 2437)
PMC1168874.nxml.gz	20	['2.']	(2439, 2441)
PMC1168874.nxml.gz	21	['Human teratogenic drugs\nIn Hungary 92% of pregnant women used medicinal products and the mean number of drugs and pregnancy supplements per pregnant women was 3.4 between 1980 and 1996.']	(2442, 2627)
PMC1168874.nxml.gz	22	['About 70% pregnant women were treated with drugs during pregnancy7.']	(2628, 2695)
PMC1168874.nxml.gz	23	['These figures are in agreement with a recent publication8.']	(2696, 2754)
PMC1168874.nxml.gz	24	['Experts in many countries have set up risk classification systems based on data from human and animal studies to help physicians interpret the risk associated with drugs during pregnancy.']	(2755, 2942)
PMC1168874.nxml.gz	25	['The most well-known classification was introduced by the US Food and Drug Administration (FDA) in 1979, using the letters A, B, C, D and X for five categories9.']	(2943, 3103)
PMC1168874.nxml.gz	26	['The definition of category A means no risk, and any risk is unlikely in category B.']	(3104, 3187)
PMC1168874.nxml.gz	27	['There is no appropriate data for drugs in category C. The definition of category D is as follows: “There is positive evidence of human fetal risk, but the benefits from use in pregnant women may be acceptable despite the risk” (e.g.']	(3188, 3420)
PMC1168874.nxml.gz	28	['in a life-threatening situation).']	(3421, 3454)
PMC1168874.nxml.gz	29	['Finally, drugs with classification X are “Contraindicated in women who are or may be pregnant”.']	(3455, 3550)
PMC1168874.nxml.gz	30	['We do not like this classification system, because all oral contraceptives and female sex hormones (both estrogens and progestins) were classified as X though we have no evidence of a teratogenic effect.']	(3551, 3754)
PMC1168874.nxml.gz	31	['It is another matter that these hormones are not indicated during pregnancy.']	(3755, 3831)
PMC1168874.nxml.gz	32	['We only found an association between very high doses of oestrogens and unimelic terminal transverse type of limb deficiency when oestrogens were used to induce illegal abortion10.']	(3832, 4011)
PMC1168874.nxml.gz	33	['This general teratogenic risk for limb deficiency was about 1% instead of the usual 0.05%.']	(4012, 4102)
PMC1168874.nxml.gz	34	['On the other hand teratogenic and fetotoxic effects are confused though they have different time factors and consequences.']	(4103, 4225)
PMC1168874.nxml.gz	35	['Finally some other drugs were classified as X without any evidence for teratogenic risk (e.g.']	(4226, 4319)
PMC1168874.nxml.gz	36	['clomiphene) or with much debated findings (e.g.']	(4320, 4367)
PMC1168874.nxml.gz	37	['benzodiazepine such as flurazepam, quazepam, temazepam and triazolam).']	(4368, 4438)
PMC1168874.nxml.gz	38	['This problem is more serious in the groups of drugs with classification D because many drugs were classified without any data and were based only on the general similarity of the chemical structure.']	(4439, 4637)
PMC1168874.nxml.gz	39	['However, mild differences in the chemical structure can change the teratogenic potential, for example the teratogenic oxytetracyclines and non-teratogenic doxycycyline within the group of tetracyclines.']	(4638, 4840)
PMC1168874.nxml.gz	40	['At present the population-based Hungarian Case-Control Surveillance of Congenital Abnormalities (HCCSCA)11contains the largest national case-control data set in the world where the teratogenicity of about a hundred drugs was studied.']	(4841, 5074)
PMC1168874.nxml.gz	41	['Our findings do not confirm the teratogenic risk of benzodiazepines such as diazepam12, chlordiazepoxide13, nitrazepam, medazepam, tofisopam, aplrazolum and clonazepam14.']	(5075, 5245)
PMC1168874.nxml.gz	42	['The teratogenic effect of diazepam and some other benzodiazepines was not confirmed after self-poisoning (i.e.']	(5246, 5356)
PMC1168874.nxml.gz	43	['suicide attempt) with extremely large doses15,16.']	(5357, 5406)
PMC1168874.nxml.gz	44	['The teratogenic effect of barbitals17, furosemide18, aminoglycoside antibiotics19and povidone-iodine20was also not found.']	(5407, 5528)
PMC1168874.nxml.gz	45	['After the negative findings of our studies we cannot accept the risk estimation of the FDA classification system.']	(5529, 5642)
PMC1168874.nxml.gz	46	['Similar opinions were stated by other experts as well, therefore two other drug classification systems have been developed in Sweden21and Australia22.']	(5643, 5793)
PMC1168874.nxml.gz	47	['There are about 8,200 medicinal products in the Hungarian market, however, the number of chemical substances, i.e.']	(5794, 5908)
PMC1168874.nxml.gz	48	['generic drugs with human teratogenic risk is limited.']	(5909, 5962)
PMC1168874.nxml.gz	49	['Table1shows drugs with high and moderate teratogenic risk .']	(5963, 6022)
PMC1168874.nxml.gz	50	['Thalidomide was never marketed in Hungary, however, it is used again in some countries (e.g., Brazil) as an effective drug for leprosy and other diseases.']	(6023, 6177)
PMC1168874.nxml.gz	51	['Androgenic hormones are not indicated in the treatment of pregnant women, nevertheless some women used these drugs at the beginning of their unplanned pregnancies due to their body building activity.']	(6178, 6377)
PMC1168874.nxml.gz	52	['At present isotretinoin and etretinate are considered the most teratogenic risk used for the treatment of acne and psoriasis in Hungary, therefore an effective campaign was organized to prevent their use during pregnancy.']	(6378, 6599)
PMC1168874.nxml.gz	53	['The coumarin derivatives cause the largest clinical problem because pregnant women with a previous thrombosis history frequently need treatment.']	(6600, 6744)
PMC1168874.nxml.gz	54	['However, it is possible to change the treatment protocol and use heparin instead of coumarin derivatives in the early pregnancy because the latter drugs are teratogenic in the third and fourth months of gestation.']	(6745, 6958)
PMC1168874.nxml.gz	55	['Oxytetracyclines are also teratogenic, but these products are now not on the market.']	(6959, 7043)
PMC1168874.nxml.gz	56	['The use of oxytetracyclines was relatively frequent in Hungarian pregnant women, thus we were able to show that Tetran®induced – other than staining of deciduous teeth – a characteristic pattern of multiple CA23.On the other hand doxycycline is not teratogenic24.']	(7044, 7307)
PMC1168874.nxml.gz	57	['The use of D-penicillamine (e.g.']	(7308, 7340)
PMC1168874.nxml.gz	58	['in Wilson disease) rarely occurs and it may cause cutis laxa, not a severe CA.']	(7341, 7419)
PMC1168874.nxml.gz	59	['In addition this CA can be diminished by the parallel use of zinc.']	(7420, 7486)
PMC1168874.nxml.gz	60	['Diethylstilbestrol was also withdrawn from the market.']	(7487, 7541)
