PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2822901.nxml.gz	0	['Maternal macronutrient and energy intakes in pregnancy and offspring intake at 10 y: exploring parental comparisons and prenatal effects\n\nAbstract\nBackground: High maternal dietary intakes in pregnancy may lead to increased fetal growth and program neuroendocrine pathways that result in greater appetite, energy intake, and adiposity in offspring later in life.']	(0, 362)
PMC2822901.nxml.gz	1	['Few prospective dietary studies have explored this relation.']	(363, 423)
PMC2822901.nxml.gz	2	['Objective: The objective was to assess associations of maternal dietary intake in pregnancy and maternal and paternal dietary intake postnatally with child dietary intake and adiposity.']	(424, 609)
PMC2822901.nxml.gz	3	['Design: Dietary intakes of energy, protein, total fat, and carbohydrate were assessed prospectively in mothers during pregnancy, in mothers and their partners at 47 mo postnatally, and in children at 10 y ( n = 5717 mother-child pairs prenatally, 5593 mother-child pairs postnatally, and 3009 father-child pairs).']	(610, 923)
PMC2822901.nxml.gz	4	['Child body composition was assessed at 9 and 11 y ( n = 5725).']	(924, 986)
PMC2822901.nxml.gz	5	['Results: Maternal dietary intakes of protein, fat (when adjusted for energy intake), and carbohydrate in pregnancy were positively associated with child dietary intakes of the same nutrients, and these associations were greater than those observed for paternal dietary intake, which was not strongly associated with offspring diet.']	(987, 1318)
PMC2822901.nxml.gz	6	['Associations of maternal prenatal-offspring intakes were stronger than those of maternal postnatal-offspring intakes for protein and fat.']	(1319, 1456)
PMC2822901.nxml.gz	7	['Greater child energy and macronutrient intakes were only associated with greater adiposity in children when adjusted for potential energy underreporting.']	(1457, 1610)
PMC2822901.nxml.gz	8	['Maternal diet during pregnancy was not associated with offspring adiposity or lean mass.']	(1611, 1699)
PMC2822901.nxml.gz	9	['Conclusion: The stronger prenatal maternal associations with child dietary intake, particularly protein and fat, compared with both paternal intake associations and maternal postnatal intake associations provide some evidence for in utero programming of offspring appetite by maternal intake during pregnancy.']	(1700, 2009)
PMC2822901.nxml.gz	10	['INTRODUCTION\nMaternal plasma glucose concentrations during pregnancy are a key determinant of fetal growth (1), and there is evidence that maternal glucose concentrations affect offspring size and adiposity throughout life (2–10).']	(2011, 2241)
PMC2822901.nxml.gz	11	['The “hyperglycemia-hyperinsulinism” mechanism has been recognized as important since first proposed in the 1950s (2,3).']	(2242, 2361)
PMC2822901.nxml.gz	12	['It suggests that increased fetal secretion of insulin in response to greater transfer of glucose across the placenta stimulates greater somatic fetal growth and higher levels of subcutaneous fat.']	(2362, 2557)
PMC2822901.nxml.gz	13	['In addition, mechanisms acting via cognitive and neuroendocrine development and subsequent offspring appetite and diet might be important (4–7).']	(2558, 2702)
PMC2822901.nxml.gz	14	['Although this has been explored in animals and in relation to gestational diabetes in humans (8–10), to our knowledge no previous study in humans has examined whether differences in maternal dietary intake in pregnancy are related to offspring dietary intake and adiposity in later life.']	(2703, 2990)
PMC2822901.nxml.gz	15	['Maternal macronutrient (carbohydrate, fat, and protein) and energy intakes potentially influence fetal growth and program future appetite.']	(2991, 3129)
PMC2822901.nxml.gz	16	['Glucose, amino acids, and free fatty acids are all transported across the placenta (11), and maternal glucose concentrations are influenced by total energy intake and proportions of carbohydrate, fat, and protein (12,13).']	(3130, 3351)
PMC2822901.nxml.gz	17	['The aim of this study was to build on existing evidence concerning maternal diet and glucose concentrations during pregnancy and the effect of these on fetal growth and subsequent offspring appetite and adiposity.']	(3352, 3565)
PMC2822901.nxml.gz	18	['The focus on maternal diet in pregnancy is important because this is potentially modifiable.']	(3566, 3658)
PMC2822901.nxml.gz	19	['In particular, we sought to explore the association of maternal macronutrients and energy during pregnancy with offspring macronutrient and energy intakes and to examine whether any associations of maternal dietary intakes with offspring dietary intakes have a subsequent effect on offspring fat mass.']	(3659, 3960)
PMC2822901.nxml.gz	20	['Associations of maternal macronutrient and energy intake with offspring intake may occur as a result of shared familial dietary patterns or genetic predisposition to certain tastes, rather than via intrauterine mechanisms.']	(3961, 4183)
PMC2822901.nxml.gz	21	['To examine the extent to which this might be the case, we compared maternal-offspring associations with paternal-offspring associations, assuming that a similar effect of maternal and paternal dietary intake on offspring dietary intake would imply shared familial, rather than intrauterine, mechanisms (14).']	(4184, 4491)
PMC2822901.nxml.gz	22	['This method was implemented previously in the Avon Longitudinal Study of Parents and Children (ALSPAC) (15–17) and was validated by the discordant associations of maternal and paternal smoking with offspring birth weight (14), reflecting the known intrauterine effects of maternal prenatal smoking on birth weight.']	(4492, 4806)
PMC2822901.nxml.gz	23	['We also compared associations for maternal prenatal intake-offspring intakes with associations for maternal postnatal intake-offspring intakes.']	(4807, 4950)
PMC2822901.nxml.gz	24	['If maternal nutrient intake in pregnancy has intrauterine effects on offspring appetite, we would expect stronger maternal prenatal intake-offspring intake associations than postnatal associations.']	(4951, 5148)
PMC2822901.nxml.gz	25	['SUBJECTS AND METHODS\n\nStudy participants\nALSPAC is a geographically based prospective cohort study investigating the health and development of children (18).']	(5150, 5307)
PMC2822901.nxml.gz	26	['Pregnant women residing in 3 health districts in the southwest England with an expected date of delivery between 1 April 1991 and 31 December 1992 were eligible; 14,541 pregnant women were recruited and 13,678 had a live-born, singleton child.']	(5308, 5551)
PMC2822901.nxml.gz	27	['In the present study we excluded parents and children of multiple births.']	(5552, 5625)
PMC2822901.nxml.gz	28	['Of the singleton children with dietary data, there were 5717 maternal-child pairs, 3009 paternal-child pairs, and 2968 parental-offspring trios available for the main analyses.']	(5626, 5802)
PMC2822901.nxml.gz	29	['All children were invited to attend clinics at 9 and 11 y of age, during which time body-composition measurements (fat, lean, and bone mass) were taken.']	(5803, 5955)
PMC2822901.nxml.gz	30	['A total of 7585 singleton children had body-composition measurements at either 9 or 11 y, and, of these children, 6589 had dietary data and 5725 also had maternal prenatal dietary data and fat mass; 5244 children had data on dietary intake, body composition, and maternal postnatal diet.']	(5956, 6243)
PMC2822901.nxml.gz	31	['Ethical approval of the study was obtained from the ALSPAC Law and Ethics Committee and 3 Local Research Ethics Committees.']	(6244, 6367)
