PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC184457.nxml.gz	0	['Monochorionic-triamniotic triplet pregnancy after intracytoplasmic sperm injection, assisted hatching, and two-embryo transfer: first reported case following IVF\n\nAbstract\n\nBackground\nWe present a case of monochorionic-triamniotic pregnancy that developed after embryo transfer following in vitro fertilization (IVF).']	(0, 317)
PMC184457.nxml.gz	1	['Methods\nAfter controlled ovarian hyperstimulation and transvaginal retrieval of 22 metaphase II oocytes, fertilization was accomplished with intracytoplasmic sperm injection (ICSI).']	(319, 500)
PMC184457.nxml.gz	2	['Assisted embryo hatching was performed, and two embryos were transferred in utero .']	(501, 584)
PMC184457.nxml.gz	3	['One non-transferred blastocyst was cryopreserved.']	(585, 634)
PMC184457.nxml.gz	4	['Results\nFourteen days post-transfer, serum hCG level was 423 mIU/ml and subsequent transvaginal ultrasound revealed a single intrauterine gestational sac with three separate amnion compartments.']	(636, 830)
PMC184457.nxml.gz	5	['Three distinct foci of cardiac motion were detected and the diagnosis was revised to monochorionic-triamniotic triplet pregnancy.']	(831, 960)
PMC184457.nxml.gz	6	['Antenatal management included cerclage placement at 19 weeks gestation and hospital admission at 28 weeks gestation due to mild preeclampsia.']	(961, 1102)
PMC184457.nxml.gz	7	['Three viable female infants were delivered via cesarean at 30 5/7 weeks gestation.']	(1103, 1185)
PMC184457.nxml.gz	8	['Conclusions\nThe incidence of triplet delivery in humans is approximately 1:6400, and such pregnancies are classified as high-risk for reasons described in this report.']	(1187, 1354)
PMC184457.nxml.gz	9	['We also outline an obstetric management strategy designed to optimize outcomes.']	(1355, 1434)
PMC184457.nxml.gz	10	['The roles of IVF, ICSI, assisted embryo hatching and associated laboratory culture conditions on the subsequent development of monozygotic/monochorionic pregnancy remain controversial.']	(1435, 1619)
PMC184457.nxml.gz	11	['As demonstrated here, even when two-embryo transfer is employed after IVF the statistical probability of monozygotic multiple gestation cannot be reduced to zero.']	(1620, 1782)
PMC184457.nxml.gz	12	['We encourage discussion of this possibility during informed consent for the advanced reproductive technologies.']	(1783, 1894)
PMC184457.nxml.gz	13	['Background\nAlthough the developmental mechanisms responsible monozygotic mutiple gestation are poorly characterized, some laboratory procedures altering the zona pellucida ( e.g ., ICSI and assisted embryo hatching) have been proposed as important.']	(1896, 2144)
PMC184457.nxml.gz	14	['In this report, we describe the first known case of monochorionic-triamniotic triplets after IVF, an unusual physiological event requiring the sequence of two properly timed, distinct embryo splitting events.']	(2145, 2353)
PMC184457.nxml.gz	15	['Case Report\nA 21 year-old Caucasian nulligravida presented with her partner for assessment and treatment of primary male factor infertility of 24 months duration.']	(2355, 2517)
PMC184457.nxml.gz	16	["Both were in good general health and the female's past gynecological history was unremarkable."]	(2518, 2612)
PMC184457.nxml.gz	17	['The wife smoked approximately 1/2 pack of cigarettes daily, and used alcohol only rarely.']	(2613, 2702)
PMC184457.nxml.gz	18	['Her only regular medication was a prenatal vitamin.']	(2703, 2754)
PMC184457.nxml.gz	19	['Physical exam revealed no abnormality; BMI was 20 kg/m2.']	(2755, 2811)
PMC184457.nxml.gz	20	['Her blood type was O positive.']	(2812, 2842)
