PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC2945165.nxml.gz	0	['Maternally Transmitted and Food-Derived Glycotoxins: A factor preconditioning the young to diabetes?']	(0, 100)
PMC2945165.nxml.gz	1	['Abstract\n\nOBJECTIVE\nProinflammatory advanced glycation end products (AGEs) found in thermally processed foods correlate with serum AGEs (sAGEs) and promote type 1 and type 2 diabetes in mice.']	(102, 293)
PMC2945165.nxml.gz	2	['Herein we assess the relationship of maternal blood and food AGEs to circulating glycoxidants, inflammatory markers, and insulin levels in infants up to age 1 year.']	(294, 458)
PMC2945165.nxml.gz	3	['RESEARCH DESIGN AND METHODS\nAGEs ( Nε-carboxymethyllysine [CML] and methylglyoxal derivatives) were tested in sera of healthy mothers in labor ( n = 60), their infants, and infant foods.']	(460, 646)
PMC2945165.nxml.gz	4	['Plasma 8-isoprostane, fasting glucose, insulin, leptin, and adiponectin levels were assessed in 12-month-old infants.']	(647, 764)
PMC2945165.nxml.gz	5	['RESULTS\nSignificant correlations were found between newborn and maternal serum CML (sCML) ( r = 0.734, P = 0.001) serum methylglyoxal derivatives (sMGs) ( r = 0.593, P = 0.001), and 8-isoprostanes ( r = 0.644, P = 0.001).']	(766, 987)
PMC2945165.nxml.gz	6	['Infant adiponectin at 12 months negatively correlated with maternal sCML ( r = −0.467, P = 0.011), whereas high maternal sMGs predicted higher infant insulin or homeostasis model assessment ( P = 0.027).']	(988, 1191)
PMC2945165.nxml.gz	7	['Infant sAGEs significantly increased with the initiation of processed infant food intake, raising daily AGE consumption by ∼7.5-fold in year 1.']	(1192, 1335)
PMC2945165.nxml.gz	8	['CONCLUSIONS\nMaternal blood and food-derived AGEs prematurely raise AGEs in children to adult norms, preconditioning them to abnormally high oxidant stress and inflammation and thus possibly to early onset of disease, such as diabetes.']	(1337, 1571)
PMC2945165.nxml.gz	9	['Diabetes is a major chronic inflammatory disease, the incidence of which is currently exploding across the world.']	(1572, 1685)
PMC2945165.nxml.gz	10	['Especially disturbing has been the rising incidence of childhood diabetes (1,2).']	(1686, 1766)
PMC2945165.nxml.gz	11	['The current pathogenesis of both diabetes type 1 and type 2 includes a strong inflammatory component and is characterized by an earlier onset than before and an escalating incidence (3).']	(1767, 1953)
PMC2945165.nxml.gz	12	['The causes of the underlying inflammation and oxidant stress are still being debated.']	(1954, 2039)
PMC2945165.nxml.gz	13	['Beyond genetic considerations, maternal transmission of disease risk has recently been raised as a serious contributing factor to diabetes, which increasingly affects younger adults and children (2).']	(2040, 2239)
PMC2945165.nxml.gz	14	['Children of obese, of diabetic, and of pre-diabetic mothers are more susceptible to diabetes, pointing to maternal transmission of pro-diabetic risk factor(s) (1,2).']	(2240, 2405)
PMC2945165.nxml.gz	15	['Changes in the modern diet have been implicated in both type 1 and type 2 diabetes (4).']	(2406, 2493)
PMC2945165.nxml.gz	16	['Among the recently proposed exogenous factors that might predispose individuals to an abnormal increase in oxidant stress and inflammation are diet-derived pro-oxidant advanced glycation end products (AGEs) (5).']	(2494, 2705)
PMC2945165.nxml.gz	17	['These compounds have been shown to be orally absorbed and/or to increase circulating AGEs in the absence of diabetes (6).']	(2706, 2827)
PMC2945165.nxml.gz	18	['AGE compounds common in vivo and in foods, such as Nε-carboxymethyllysine (CML) and methylglyoxal derivatives, have been shown to promote type 1 diabetes in NOD mice, via early autoimmune cytotoxic T-cell activation (7), as well as type 2 diabetes in db/db+/+mice (8), high-fat–fed (9), or aging C57BL6 mice (10) via increased oxidant stress and inflammation.']	(2828, 3187)
PMC2945165.nxml.gz	19	['Moreover, lowering the concentration of AGEs in food prevented diabetes in these animal models (7–10).']	(3188, 3290)
PMC2945165.nxml.gz	20	['Clinical studies in healthy and diabetic subjects have supported the view that AGEs inherent in thermally processed westernized foods predispose individuals to increased oxidant stress and inflammation, independent of caloric or nutrient consumption and that an AGE-restricted diet can improve their inflammation and oxidant stress (11,12).']	(3291, 3631)
PMC2945165.nxml.gz	21	['Because serum AGEs (sAGEs) can be elevated in healthy individuals consuming AGE-rich foods (13), were this to occur in pregnancy, an excess of maternal oxidants could adversely influence fetal development, infancy, or adult health, as previously shown for high glucose (2), cigarette smoke, or alcohol (14,15).']	(3632, 3942)
PMC2945165.nxml.gz	22	['Specific to diabetes, AGEs can impair insulin production (16) or function (17).']	(3943, 4022)
PMC2945165.nxml.gz	23	['The contribution of maternal and/or of food-derived AGEs to the circulating AGEs of newborn and infant children or their implications, however, has not been addressed.']	(4023, 4190)
PMC2945165.nxml.gz	24	['The clinical study presented herein addresses the following relationships: 1 ) maternal to infant sAGEs and oxidants, 2 ) infant sAGEs and select metabolic and inflammatory markers, and 3 ) food AGEs and infant sAGEs during the 1st year of life.']	(4191, 4436)
PMC2945165.nxml.gz	25	['We report that at birth infant sAGEs closely correlate with maternal AGEs and later with food AGEs.']	(4437, 4536)
PMC2945165.nxml.gz	26	['High AGE levels in mothers predict lower adiponectin and higher plasma insulin levels or homeostasis model assessment (HOMA).']	(4537, 4662)
PMC2945165.nxml.gz	27	['We postulate that prematurely elevated infant glycoxidant burden from maternal and dietary AGEs may contribute to the increased incidence of diabetes in the young.']	(4663, 4826)
PMC2945165.nxml.gz	28	['RESEARCH DESIGN AND METHODS\nThis observational study was approved by the institutional review board at the University of Chile School of Medicine, Santiago, Chile.']	(4828, 4991)
PMC2945165.nxml.gz	29	['All participating mothers provided informed consent.']	(4992, 5044)
PMC2945165.nxml.gz	30	['All women were admitted for delivery at the Hospital San Borja Arriaran, Santiago, Chile, during the period between May and September 2006.']	(5045, 5184)
PMC2945165.nxml.gz	31	['Exclusion criteria included any chronic disease, chronic use of medications, abnormal pregnancy, or inability to attend the clinic visits at 6 and 12 months postpartum.']	(5185, 5353)
PMC2945165.nxml.gz	32	['All women had normal fasting glucose (<100 mg/dl) and a normal oral glucose tolerance test (oral intake of 75 g of glucose) with 2-h blood glucose ≤140 mg/dl during pregnancy.']	(5354, 5529)
PMC2945165.nxml.gz	33	['Fasting blood samples were obtained from all mothers and from the umbilical cord of all newborns at the time of delivery.']	(5530, 5651)
PMC2945165.nxml.gz	34	['A full clinical assessment of each newborn was performed including weight, height, and circumference of head, abdomen (at the level of the umbilicus), and hip.']	(5652, 5811)
PMC2945165.nxml.gz	35	['During two follow-up visits, at 6 and 12 months, a full clinical and anthropometric assessment was performed, which included questions about feeding patterns or intercurrent illness, and a sample of blood was obtained.']	(5812, 6030)
PMC2945165.nxml.gz	36	['Blood samples were centrifuged, and aliquots of plasma or serum were used for glucose and insulin measurements by the hospital clinical laboratory or frozen (at −80°C) until assessed by the Laboratory of Experimental Diabetes and Aging, The Mount Sinai School of Medicine (New York, NY).']	(6031, 6318)
PMC2945165.nxml.gz	37	['Serum samples were tested for CML (4G9 monoclonal antibody; Alteon, Northvale, NJ) and for methylglyoxal derivatives, such as MG-H1 (MG3D11 monoclonal antibody) by enzyme-linked immunosorbent assays (ELISAs), based on standards characterized by high-performance liquid chromatography and gas-liquid chromatography-mass spectrometry, as described (18).']	(6319, 6670)
PMC2945165.nxml.gz	38	['Plasma 8-isoprostane, adiponectin, leptin, and insulin levels were measured using commercially available ELISA kits.']	(6671, 6787)
PMC2945165.nxml.gz	39	['Insulin resistance was calculated according to the HOMA index as fasting insulin × fasting glucose (millimoles per liter)/22.5 (13).']	(6788, 6920)
PMC2945165.nxml.gz	40	['All newborns were provided with powdered fortified cow milk (whole bovine milk homogenized and enriched with vitamin C, iron, zinc, and copper) (Purita fortificada; CALO [Central de Abastecimiento del Ministerio de Salud de Chile], Osorno, Chile) according to Chilean government policy, which applies until a child reaches 6 years of age.']	(6921, 7259)
PMC2945165.nxml.gz	41	['Statistical analysis\nData are presented as means ± SD, except in figures, where they are presented as mean ± SEM.']	(7261, 7374)
PMC2945165.nxml.gz	42	['Differences of mean values between groups were tested by an unpaired Student t test or ANOVA (followed by a Bonferroni correction for multiple comparisons), depending on the number of groups.']	(7375, 7566)
PMC2945165.nxml.gz	43	['Correlation analyses were evaluated by Pearson correlation coefficient.']	(7567, 7638)
PMC2945165.nxml.gz	44	['Significant differences were defined as P< 0.05 and are based on two-sided tests.']	(7639, 7720)
PMC2945165.nxml.gz	45	['Data were analyzed using the SPSS statistical program (SPSS 16.0 for Windows; SPSS, Chicago, IL).']	(7721, 7818)
PMC2945165.nxml.gz	46	['RESULTS\n\nGeneral results\nAll women admitted in labor ( n = 60) were apparently healthy, with an average ± SD age of 23 ± 6 years.']	(7820, 7949)
PMC2945165.nxml.gz	47	['The BMI was 23.9 kg/m2at the beginning and 29.9 kg/m2at the end of pregnancy, and average weight gain during pregnancy was 15 ± 6 kg.']	(7950, 8083)
PMC2945165.nxml.gz	48	['The infants were all born by vaginal delivery and had an average gestational age of 39 ± 0.8 weeks (range 38–41 weeks), and their APGAR score at 1 and 5 min was >8.']	(8084, 8248)
PMC2945165.nxml.gz	49	['Anthropometric parameters of infants during their 1st year are described inTable 1.']	(8249, 8332)
PMC2945165.nxml.gz	50	['Caption (TABLE-WRAP): TABLE 1\n\nAnthropometric characteristics of children during the studyNewborn6 months12 monthsWeight (g)3,477 ± 3758,264 ± 96210,252 ± 955Height (cm)50 ± 367 ± 276 ± 2Heart rate (bpm)147 ± 12128 ± 13128 ± 13Mean arterial pressure (mmHg)NA66.8 ± 8.972.8 ± 11.3Head circumference (cm)34.6 ± 1.243.5 ± 1.746.3 ± 1.2Chest circumference (cm)NA44.9 ± 2.247.3 ± 1.7Abdominal circumference (cm)30 ± 1.642.9 ± 344 ± 2Hip circumference (cm)28 ± 1.441 ± 343 ± 2\nData are means ± SD.']	(8334, 8825)
PMC2945165.nxml.gz	51	['As expected, the difference of all these parameters over time is statistically significant (ANOVA).']	(8826, 8925)
PMC2945165.nxml.gz	52	['NA, not available.']	(8926, 8944)
PMC2945165.nxml.gz	53	['Maternal-infant relationship of circulating AGEs and 8-isoprostanes\nAverage levels of maternal sAGEs, serum CML (sCML) (4.9 ± 3 units/ml), and serum methylglyoxal derivatives (sMGs) (1.09 ± 0.60 nmol/ml) at labor were within the normal range.']	(8946, 9188)
PMC2945165.nxml.gz	54	['There were significant intraindividual correlations between levels of sCML and corresponding levels of sMG ( r = 0.634, P = 0.001) and 8-isoprostane ( r = 0.744, P = 0.001).']	(9189, 9362)
PMC2945165.nxml.gz	55	['Maternal sAGEs were not correlated with BMI or biochemical parameters.']	(9363, 9433)
PMC2945165.nxml.gz	56	['Maternal sCML levels correlated with newborn sCML levels ( r = 0.734, P = 0.001) (Fig.']	(9434, 9520)
PMC2945165.nxml.gz	57	['1 A ), maternal sMG with infant sMG levels ( r = 0.593, P = 0.001) (Fig.']	(9521, 9593)
PMC2945165.nxml.gz	58	['1 B ), and maternal 8-isoprostanes with those of their infants ( r = 0.644, P = 0.001) (Fig.']	(9594, 9686)
PMC2945165.nxml.gz	59	['1 D ), but these correlations were no longer evident by 12 months of age (data not shown).']	(9687, 9777)
PMC2945165.nxml.gz	60	['In addition, infant sCML levels correlated with the corresponding infant sMG levels ( r = 0.525, P = 0.001) (Fig.']	(9778, 9891)
PMC2945165.nxml.gz	61	['1 C ).']	(9892, 9898)
PMC2945165.nxml.gz	62	['sCML levels at birth also correlated with the respective sCML at 6 months of age ( r = 0.648, P = 0.001), although not with sMGs.']	(9899, 10028)
PMC2945165.nxml.gz	63	['These findings suggested maternal transmission of sAGEs to the newborn child.']	(10029, 10106)
PMC2945165.nxml.gz	64	['Caption (FIG): FIGURE 1\n\nAssociation between circulating AGE and 8-isoprostane levels in mothers and newborns.']	(10108, 10218)
PMC2945165.nxml.gz	65	['Correlations between maternal and newborn sCML ( A ), maternal and newborn sMGs ( B ), sCML and sMGs at birth ( C ), and maternal and newborn 8-isoprostane (8-iso) ( D ).']	(10219, 10389)
PMC2945165.nxml.gz	66	['Correlations were estimated by Pearson correlation coefficients.']	(10390, 10454)
PMC2945165.nxml.gz	67	['Circulating AGEs in infants increase markedly within the 1st year\nInfant sCML levels at birth were on average ∼50% less than the maternal sCML levels, but increased progressively with time in the absence of hyperglycemia, evident stress (i.e., infection), or other adverse events (Fig.']	(10456, 10741)
PMC2945165.nxml.gz	68	['2 A ).']	(10742, 10748)
PMC2945165.nxml.gz	69	['At 12 months, infant sCML levels were nearly twofold above those at birth and were similar to maternal or adult values.']	(10749, 10868)
PMC2945165.nxml.gz	70	['sMG levels in the infants, although similar at birth to maternal levels, significantly exceeded maternal sMGs by 12 months (Fig.']	(10869, 10997)
PMC2945165.nxml.gz	71	['2 B ).']	(10998, 11004)
PMC2945165.nxml.gz	72	['Both sCML and sMGs retained a positive correlation with 8-isoprostanes from birth throughout the 1st year of life ( r = 0.744, P = 0.001 for sCML and r = 0.575, P = 0.001 for sMGs at birth; r = 0.822, P = 0.001 for sCML and r = 0.390, P = 0.021 for sMGs at 6 months; and r = 0.621, P = 0.001 for sCML and r = 0.400, P = 0.031 for sMGs at 12 months).']	(11005, 11354)
PMC2945165.nxml.gz	73	['Caption (FIG): FIGURE 2\n\nA and B : Circulating levels of AGEs in infants increase with age.']	(11356, 11447)
PMC2945165.nxml.gz	74	['Serum levels of CML ( A ) and methylglyoxal derivatives ( B ) were measured by ELISAs in maternal (M) and umbilical cord blood from newborns at delivery (0) and children at age 6 and 12 months.']	(11448, 11641)
PMC2945165.nxml.gz	75	['Data shown are means ± SEM.']	(11642, 11669)
PMC2945165.nxml.gz	76	['Statistically significant differences are shown between mother and infants at any age (*), between newborn and 6 months (#), newborn and 12 months (§), and 6 and 12 months (&).']	(11670, 11846)
PMC2945165.nxml.gz	77	['C and D : At 12 months of age, lower adiponectin levels ( D ) and higher HOMA levels ( C ) in infants correlate with higher maternal sAGE levels.']	(11847, 11992)
PMC2945165.nxml.gz	78	['HOMA levels were analyzed at 12 months after separation of infants in groups by extreme quartiles of maternal sMGs.']	(11993, 12108)
PMC2945165.nxml.gz	79	['* P< 0.05.']	(12109, 12119)
PMC2945165.nxml.gz	80	['D : Plasma adiponectin levels in 12-month-old infants were correlated (Pearson correlation coefficient) with maternal sCML levels.']	(12120, 12250)
PMC2945165.nxml.gz	81	['Data are means ± SEM.']	(12251, 12272)
