	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S20-PMC3662163	PMC3662163	3/2013	S20-PMC3662163	['acetaminophen) are considered to be safe for pregnant women.']	[('INCOMPLETE_EVIDENCE', 19)]	1	[('CHEBI_15343', 'acetaldehyde', 0, 'acetaminophen'), ('GO_0007565', 'female pregnancy', 45, 'pregnant')]
S117-PMC4380381	PMC4380381	3/2015	S117-PMC4380381	['several of the common initial agents (acetaminophen/aspirin/caffeine, ketorlac, prochlorperazine) are contraindicated in pregnancy.7,51,52prochlorperazine is associated with congenital heart defects and cleft palate and is contraindicated.7a recent study also demonstrates an increased risk of cleft palate with the use of ondansetron (category b).53although studies investigating droperidol are few, there are no significant differences in major or minor birth defect rates compared to the general population.54,55dihydroergotamine (dhe), valproic acid infusion and sumatriptan, are common second-line agents for migraine.']	[('SUPERFICIAL_RELATIONSHIP', 158), ('INCOMPLETE_EVIDENCE', 242), ('INCOMPLETE_EVIDENCE', 260), ('IMPORTANT_CONSIDERATION', 276), ('ANOMALY_CURIOUS_FINDING', 348), ('INCOMPLETE_EVIDENCE', 359), ('INCOMPLETE_EVIDENCE', 396)]	7	[('CHEBI_15343', 'acetaldehyde', 38, 'acetaminophen'), ('CHEBI_2904', 'atenolol', 52, 'aspirin'), ('CHEBI_27732', 'caffeine', 60, 'caffeine'), ('CHEBI_6129', 'ketorolac', 70, 'ketorlac'), ('CHEBI_8459', 'promazine', 80, 'prochlorperazine'), ('GO_0007565', 'female pregnancy', 121, 'pregnancy'), ('UBERON_0000948', 'heart', 185, 'heart'), ('CHEBI_50313', 'onium cation', 323, 'ondansetron'), ('CHEBI_4717', 'droperidol', 381, 'droperidol'), ('GO_0007567', 'parturition', 456, 'birth'), ('CHEBI_9921', 'valerenic acid', 540, 'valproic acid')]
S274-PMC4392553	PMC4392553	3/2015	S274-PMC4392553	['sulfate is critical for bile acid formation and for detoxification of xenobiotics such as acetaminophen.']	[('IMPORTANT_CONSIDERATION', 11)]	1	[('CHEBI_16189', 'sulfate', 0, 'Sulfate'), ('CHEBI_3098', 'bile acid', 24, 'bile acid'), ('GO_0006699', 'bile acid biosynthetic process', 24, 'bile acid formation'), ('UBERON_0001970', 'bile', 24, 'bile'), ('CHEBI_35703', 'xenobiotic', 70, 'xenobiotics'), ('CHEBI_15343', 'acetaldehyde', 90, 'acetaminophen')]
S62-PMC4397922	PMC4397922	4/2015	S62-PMC4397922	['another report of a 48-year-old female with treatment-resistant bipolar disorder who received nine ect treatments stated that at 9 months of age, the infant was developing normally.36\no’reardon et al suggested guidelines for the use of ect during pregnancy (table 1).29the only new data are that the use of acetaminophen has recently become controversial based on data suggesting that it may increase the risk of attention deficit and hyperactivity disorder.37–39formerly, acetaminophen has been recommended for post-ect headaches and muscle soreness in pregnant women, as aspirin and nonsteroidal inflammatory agents have been linked to premature closure of the fetus ductus arteriosus.29large, frequent doses of acetaminophen should be avoided, but occasional use is likely of low risk.']	[('INCOMPLETE_EVIDENCE', 114), ('INCOMPLETE_EVIDENCE', 200), ('INCOMPLETE_EVIDENCE', 273), ('INCOMPLETE_EVIDENCE', 325), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 341), ('PROBABLE_UNDERSTANDING', 355), ('INCOMPLETE_EVIDENCE', 369), ('INCOMPLETE_EVIDENCE', 388), ('INCOMPLETE_EVIDENCE', 487), ('FUTURE_WORK', 496), ('PROBABLE_UNDERSTANDING', 570), ('INCOMPLETE_EVIDENCE', 618), ('SUPERFICIAL_RELATIONSHIP', 628), ('FUTURE_WORK', 728), ('PROBABLE_UNDERSTANDING', 769)]	15	[('GO_0007565', 'female pregnancy', 247, 'pregnancy'), ('CHEBI_15343', 'acetaldehyde', 307, 'acetaminophen'), ('CHEBI_15343', 'acetaldehyde', 473, 'acetaminophen'), ('GO_0007565', 'female pregnancy', 554, 'pregnant'), ('CHEBI_2904', 'atenolol', 573, 'aspirin'), ('CHEBI_35701', 'ester', 585, 'nonsteroidal inflammatory agents'), ('UBERON_0002254', 'thyroglossal duct', 669, 'ductus arteriosus'), ('CHEBI_15343', 'acetaldehyde', 714, 'acetaminophen')]
S16-PMC4404267	PMC4404267	4/2015	S16-PMC4404267	['sulfonation also detoxifies xenobiotics and certain pharmacological drugs such as acetaminophen [5,6], and in most cases inactivates steroids and iodothyronines [7-9].']	[('PROBABLE_UNDERSTANDING', 110)]	1	[('CHEBI_29291', 'sulfuryl dichloride', 0, 'Sulfonation'), ('GO_0098754', 'detoxification', 17, 'detoxifies'), ('CHEBI_35703', 'xenobiotic', 28, 'xenobiotics'), ('CHEBI_33832', 'organic cyclic compound', 52, 'pharmacological drugs'), ('CHEBI_15343', 'acetaldehyde', 82, 'acetaminophen'), ('CHEBI_35341', 'steroid', 133, 'steroids')]
S413-PMC4539876	PMC4539876	7/2015	S413-PMC4539876	['a close liaison must be kept with the pediatrician who can be educated about the potential side effects of medication exposure and interactions with other medications typically prescribed to infants (e.g., antibiotics, nonsteroidal antiinflammatory agents, and acetaminophen).']	[('IMPORTANT_CONSIDERATION', 16), ('INCOMPLETE_EVIDENCE', 81), ('SUPERFICIAL_RELATIONSHIP', 96)]	3	[('CHEBI_25441', 'mycothiols', 155, 'medications'), ('CHEBI_33282', 'antibacterial agent', 206, 'antibiotics'), ('CHEBI_35671', 'porphyra-334', 232, 'antiinflammatory agents'), ('CHEBI_15343', 'acetaldehyde', 261, 'acetaminophen')]
S6079-PMC4896250	PMC4896250	4/2016	S6079-PMC4896250	['n-acetylcysteins (nac) is an effective antidote for acetaminophen overdose, which is usually given intravenously for 20-36 hour.']	[('INCOMPLETE_EVIDENCE', 85)]	1	[('CHEBI_64312', 'memantine', 0, 'N-acetylcysteins'), ('CHEBI_7421', 'NAC', 18, 'NAC'), ('CHEBI_15343', 'acetaldehyde', 52, 'acetaminophen')]
S63-PMC4910734	PMC4910734	6/2015	S63-PMC4910734	['methylglyoxal is a potent aldehyde implicated in numerous disorders.3certainly, candida infections common in asd31have long been suspected of converting carbohydrates into ethanol,32which is subsequently metabolized to the potent neurotoxin, acetaldehyde.']	[('SUPERFICIAL_RELATIONSHIP', 35), ('ANOMALY_CURIOUS_FINDING', 124)]	2	[('CHEBI_17158', 'methylglyoxal', 0, 'Methylglyoxal'), ('CHEBI_17478', 'aldehyde', 26, 'aldehyde'), ('NCBITaxon_10088', 'Mus <genus>', 80, 'Candida'), ('CHEBI_16646', 'carbohydrate', 153, 'carbohydrates'), ('CHEBI_16236', 'ethanol', 172, 'ethanol'), ('GO_0008152', 'metabolic process', 204, 'metabolized'), ('CHEBI_15343', 'acetaldehyde', 242, 'acetaldehyde')]
S68-PMC4910734	PMC4910734	6/2015	S68-PMC4910734	['moreover, acetaldehyde is a probable carcinogen based on animal and human studies.']	[('PROBABLE_UNDERSTANDING', 28), ('SUPERFICIAL_RELATIONSHIP', 48)]	2	[('CHEBI_15343', 'acetaldehyde', 10, 'acetaldehyde'), ('CHEBI_33303', 'chalcogen', 37, 'carcinogen'), ('NCBITaxon_33208', 'Metazoa', 57, 'animal'), ('NCBITaxon_9606', 'Homo sapiens', 68, 'human')]
S70-PMC4910734	PMC4910734	6/2015	S70-PMC4910734	['selective micronutrient deficiencies\nmost of the evidence for selective, aldehyde-induced micronutrient deficiencies arises from the alcoholism literature and the study of acetaldehyde, the intermediate of ethanol metabolism.']	[('INCOMPLETE_EVIDENCE', 49)]	1	[('CHEBI_33962', 'mu4-sulfido-quadro-tetracopper(6+)', 10, 'micronutrient'), ('CHEBI_17478', 'aldehyde', 73, 'aldehyde'), ('CHEBI_33962', 'mu4-sulfido-quadro-tetracopper(6+)', 90, 'micronutrient'), ('CHEBI_15343', 'acetaldehyde', 172, 'acetaldehyde'), ('CHEBI_16236', 'ethanol', 206, 'ethanol'), ('GO_0008152', 'metabolic process', 214, 'metabolism')]
S80-PMC4910734	PMC4910734	6/2015	S80-PMC4910734	['b6 and folate are cofactors in methylation reactions; so chronic deficiencies in one or both disrupt the methylation of dna,48which subsequently alters certain transcriptional signaling, dna repair mechanisms, and chromatin remodeling.49in addition to these micronutrients, there are suggestions that acetaldehyde or other aldehydes may also react with cobalamin and inositol, but at present, there is a paucity of chemical data to confirm such reactions.']	[('INCOMPLETE_EVIDENCE', 284), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 317), ('INCOMPLETE_EVIDENCE', 333), ('INCOMPLETE_EVIDENCE', 381), ('INCOMPLETE_EVIDENCE', 404), ('INCOMPLETE_EVIDENCE', 432)]	6	[('CHEBI_30863', '5-azaorotic acid', 7, 'folate'), ('CHEBI_23357', 'cofactor', 18, 'cofactors'), ('GO_0000274', 'mitochondrial proton-transporting ATP synthase, stator stalk', 105, 'methylation of DNA'), ('GO_0006281', 'DNA repair', 191, 'repair'), ('GO_0000785', 'chromatin', 214, 'chromatin'), ('GO_0006338', 'chromatin remodeling', 214, 'chromatin remodeling'), ('CHEBI_33839', 'macromolecule', 258, 'micronutrients'), ('CHEBI_15343', 'acetaldehyde', 301, 'acetaldehyde'), ('CHEBI_17478', 'aldehyde', 323, 'aldehydes'), ('CHEBI_16220', 'coniferin', 353, 'cobalamin')]
S88-PMC4910734	PMC4910734	6/2015	S88-PMC4910734	['protein and dna damage\nin addition to reacting with small molecules, acetaldehyde is believed to cause long-term cellular damage in chronic alcoholism by reacting with macromolecules.55,56acetaldehyde and other types of endogenous aldehydes cause disruptive tissue damage by reacting with accessible lysines, histidines, cysteines, and arginines on proteins57as well as by forming adducts with mainly deoxyguanine bases of dna, promoting strand breakage and mutagenesis.7curiously, although most proteins contain these amino acids, certain proteins are preferentially modified by acetaldehyde, including hemoglobin, albumin, tubulin, lipoproteins, collagen, cytochrome p450 2e1 (cyp2e1), and ketosteroid reductase.58high concentrations of ethanol increase levels of microsomal cyp2e1, which mediates the generation of ros during ethanol oxidation.']	[('INCOMPLETE_EVIDENCE', 85), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 205), ('PROBABLE_UNDERSTANDING', 394), ('ANOMALY_CURIOUS_FINDING', 470), ('ANOMALY_CURIOUS_FINDING', 482)]	5	[('CHEBI_36357', 'polyatomic entity', 58, 'molecules'), ('CHEBI_15343', 'acetaldehyde', 69, 'acetaldehyde'), ('CHEBI_17478', 'aldehyde', 231, 'aldehydes'), ('UBERON_0000479', 'tissue', 258, 'tissue'), ('SO_0000243', 'internal_ribosome_entry_site', 414, 'bases'), ('CHEBI_15343', 'acetaldehyde', 580, 'acetaldehyde'), ('PR_000005908', 'alpha-crystallin B chain', 616, 'albumin'), ('PR_000028799', 'tubulin', 625, 'tubulin'), ('PR_000005583', 'CAP-Gly domain-containing linker protein 3', 648, 'collagen'), ('CHEBI_38557', 'cytochrome c2', 658, 'cytochrome P450'), ('PR_000006101', 'cytochrome P450 1A1', 658, 'cytochrome P450 2E1'), ('PR_000006101', 'cytochrome P450 1A1', 679, 'CYP2E1'), ('CHEBI_47861', 'dioxidofluorate(1-)', 692, 'ketosteroid'), ('CHEBI_16236', 'ethanol', 739, 'ethanol'), ('PR_000006101', 'cytochrome P450 1A1', 777, 'CYP2E1'), ('CHEBI_8756', 'RNA (poly(A))', 818, 'ROS'), ('GO_0016246', 'RNA interference', 818, 'ROS'), ('CHEBI_16236', 'ethanol', 829, 'ethanol')]
