	ARTICLE	ARTICLE DATE	SENTENCE NUM	SENTENCE	IGNORANCE CATEGORIES	NUM IGNORANCE CATEGORIES	OBO ID (LABEL)
S32-PMC5901203	PMC5901203	4/2018	S32-PMC5901203	['Opioid prescriptions in the first Trimester increased by 33.9% from 1995 to 2009 for non-cancer pain diagnoses INDICATING that pain syndromes during Pregnancy are being increasingly treated with prescription Opioids.14THIS FINDING is NOT SURPRISING AS Opioids are OFTEN second-line treatment options during Pregnancy, after Acetaminophen, DUE to the established efficacy in acute conditions and LIMITED Reproductive safety data of OTHER Pharmacological options.15coinciding with the increase in prescription Opioid use is an increasing rise in rates of infant with neonatal abstinence syndrome (nas), a syndrome RELATED to Opioid exposure in utero that is characterized by DIFFICULTIES with Feeding and sleeping as well as Central Nervous System dysfunction.16a single source, the canadian guideline for the use of Opioids in the treatment of chronic noncancer pain, has published treatment guidelines that RECOMMEND the following: 1) Opioids SHOULD BE tapered and discontinued or prescribed at the lowest effective dose; 2) in the Postpartum Period, Codeine use SHOULD BE avoided or LIMITED to 4 days; 3) women SHOULD BE managed by Perinatologists; and 4) women with Opioid use disorders SHOULD BE referred for appropriate treatment.17the formulation of these GUIDELINES is INFLUENCED by the POTENTIAL addictive and Teratogenic EFFECTS of Opioids (ie, Cardiovascular Birth defects, Neural Tube defects, hydrocephaly, glaucoma, nas, gastroschisis, and fetal death)18–21as well as the CORRELATION of codeine with planned cesarean Delivery, Postpartum hemorrhage,22and infant death in a breastfeeding mother who is a Cyp2D6 ultra-rapid metabolizer.23no Opioid is given preference in these guidelines OWING TO LACK OF DATA supporting individual medications.']	[('INCOMPLETE_EVIDENCE', 111), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 216), ('INCOMPLETE_EVIDENCE', 223), ('PROBABLE_UNDERSTANDING', 234), ('PROBABLE_UNDERSTANDING', 249), ('PROBABLE_UNDERSTANDING', 264), ('IMPORTANT_CONSIDERATION', 339), ('INCOMPLETE_EVIDENCE', 395), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 431), ('SUPERFICIAL_RELATIONSHIP', 612), ('DIFFICULT_TASK', 673), ('FUTURE_WORK', 907), ('FUTURE_WORK', 943), ('FUTURE_WORK', 1063), ('INCOMPLETE_EVIDENCE', 1084), ('FUTURE_WORK', 1112), ('FUTURE_WORK', 1189), ('PROBABLE_UNDERSTANDING', 1261), ('SUPERFICIAL_RELATIONSHIP', 1275), ('INCOMPLETE_EVIDENCE', 1293), ('SUPERFICIAL_RELATIONSHIP', 1329), ('SUPERFICIAL_RELATIONSHIP', 1484), ('PROBABLE_UNDERSTANDING', 1698), ('PROBLEM_COMPLICATION', 1698), ('INCOMPLETE_EVIDENCE', 1707), ('ANOMALY_CURIOUS_FINDING', 1712)]	26	[('CHEBI_33903', 'glucuronates', 0, 'Opioid'), ('GO_0009294', 'DNA mediated transformation', 34, 'trimester'), ('GO_0007565', 'female pregnancy', 149, 'pregnancy'), ('CHEBI_35998', 'tridecane', 208, 'opioids'), ('CHEBI_35998', 'tridecane', 252, 'opioids'), ('GO_0007565', 'female pregnancy', 307, 'pregnancy'), ('CHEBI_15343', 'acetaldehyde', 324, 'acetaminophen'), ('GO_0000003', 'reproduction', 403, 'reproductive'), ('CHEBI_52217', 'pharmaceutical', 437, 'pharmacological'), ('CHEBI_35701', 'ester', 508, 'opioid'), ('CHEBI_35701', 'ester', 623, 'opioid'), ('GO_0007631', 'feeding behavior', 691, 'feeding'), ('UBERON_0001017', 'central nervous system', 723, 'central nervous system'), ('CHEBI_33101', 'nitrogen dioxide', 815, 'Opioids'), ('CHEBI_35998', 'tridecane', 935, 'opioids'), ('GO_0007565', 'female pregnancy', 1032, 'postpartum'), ('UBERON_2001055', 'pronephric duct opening', 1043, 'period'), ('CHEBI_16714', 'codeine', 1051, 'codeine'), ('GO_0043277', 'apoptotic cell clearance', 1133, 'perinatologists'), ('UBERON_0022283', 'pineal recess of third ventricle', 1133, 'perinatologists'), ('CHEBI_35701', 'ester', 1168, 'opioid'), ('CHEBI_50905', 'teratogenic agent', 1317, 'teratogenic'), ('CHEBI_35998', 'tridecane', 1340, 'opioids'), ('UBERON_0004535', 'cardiovascular system', 1353, 'cardiovascular'), ('GO_0007567', 'parturition', 1368, 'birth'), ('UBERON_0001049', 'neural tube', 1383, 'neural tube'), ('GO_0007567', 'parturition', 1529, 'delivery'), ('GO_0007565', 'female pregnancy', 1539, 'postpartum'), ('PR_000006099', 'cytochrome P450 17A1', 1615, 'CYP2D6'), ('CHEBI_35701', 'ester', 1651, 'opioid')]
S80-PMC4995778	PMC4995778	8/2016	S80-PMC4995778	['caption (table-wrap): table 4\n\nmajor and minor Birth defects with POSSIBLE temporal RELATIONSHIPATO exposuremajor Birth defectsminor Birth defectsgestational age at last natalizumab dosematernal concomitant medicationsabsent right femurna4\xa0weeksazelastine Nasal, Prenatal Vitamins, zolpidemanomaly of Nose, cystic dysplasia of Kidney, holoprosencephalysandal Toe gap, small anterior Fontanelle3\xa0weeksmethylphenidate, Prenatal vitaminsatrial shuntna1\xa0weekheparin Sodium, Prenatal Vitaminschordee with hypospadiasna26\xa0daysfluvoxamine, Hydrocodone/Acetaminophen, lamotrigine, Meperidine/promethazine, Ondansetron Hydrochloride, Prenatal Vitaminscolpocephaly, hydrocephalus, partial agenesis of Corpus Callosumna4\xa0daysmethylprednisolone Sodium Succinate, sertraline Hydrochloridehydronephrosisna5\xa0weekslevothyroxine, Metformin, sertraline Hydrochloridepenile concealmentna3\xa0weeksprenatal Vitaminspolydactylyna5\xa0daysfolic Acid, insulintetralogy of fallotna0 (29\xa0days prior to lmp)Duloxetine, Prenatal Vitamins, Topiramate, Trazodonetorticollisna8\xa0weeksbupropion, Methylprednisolone, Pantoprazole, Propoxyphene/ Acetaminophen, Topiramatetricuspid Valve atresiana3\xa0weeksnrventricular Septal defectna1\xa0daynrnacongenital hypothyroidism4.5\xa0weeksnitrofurantoin, Prenatal Vitamins, rh0(d) immune globulin, venlafaxine Hydrochloridenairregular Tragus, Umbilical hernia11\xa0weeksprenatal vitaminsnamongolian spot3\xa0weeksescitalopram, Hydrocodone, Levothyroxine, Modafinil, Prenatal vitaminsnasacral dimple, Umbilical hernia5\xa0weeksprenatal Vitamins, valacyclovirnasubcutaneous Cyst3\xa0weeksprenatal Vitaminsnatight frenulum3\xa0daysprenatal Vitamins, Tizanidine\nabbreviations : Lmp last Menstrual Period, na not applicable, nr not reported\napotential RELEVANCE of the timing of Natalizumab exposure to the Birth defect(s) was evaluated and coded by the Geneticist as “known cause”, “unknown cause”, “no association”, or “POSSIBLE ASSOCIATION”\n\nspontaneous Abortions and fetal demise\namong the 355 Pregnancies resulting in 363 known Pregnancy outcomes, mean Gestational age at enrollment was 11.8\xa0weeks (sd, 6.8\xa0weeks; range 3–39 weeks).']	[('INCOMPLETE_EVIDENCE', 66), ('SUPERFICIAL_RELATIONSHIP', 84), ('IMPORTANT_CONSIDERATION', 1728), ('INCOMPLETE_EVIDENCE', 1898), ('SUPERFICIAL_RELATIONSHIP', 1907)]	5	[('GO_0007567', 'parturition', 47, 'birth'), ('GO_0007567', 'parturition', 114, 'birth'), ('GO_0007567', 'parturition', 133, 'birth'), ('UBERON_0000004', 'nose', 256, 'nasal'), ('GO_0007565', 'female pregnancy', 263, 'prenatal'), ('CHEBI_33277', 'gamma-tocotrienol', 272, 'vitamins'), ('UBERON_0000004', 'nose', 301, 'nose'), ('UBERON_0002113', 'kidney', 327, 'kidney'), ('UBERON_0001466', 'pedal digit', 359, 'toe'), ('UBERON_0002389', 'manual digit', 383, 'fontanelle3'), ('GO_0007565', 'female pregnancy', 417, 'prenatal'), ('CHEBI_52632', 'potassium-39 atom', 462, 'sodium'), ('GO_0007565', 'female pregnancy', 470, 'prenatal'), ('CHEBI_50886', 'tin disulfide', 479, 'vitaminsChordee'), ('CHEBI_5779', 'hydrocodone', 533, 'hydrocodone'), ('CHEBI_15343', 'acetaldehyde', 545, 'acetaminophen'), ('CHEBI_6757', 'mephenytoin', 573, 'meperidine'), ('CHEBI_50313', 'onium cation', 598, 'ondansetron'), ('CHEBI_17883', 'hydrogen chloride', 610, 'hydrochloride'), ('GO_0007565', 'female pregnancy', 625, 'prenatal'), ('CHEBI_83530', 'atenolol-desisopropyl', 634, 'vitaminsColpocephaly'), ('UBERON_0034924', 'aligned anatomical group', 691, 'corpus callosumNA4'), ('CHEBI_32139', 'sodium hydrogencarbonate', 733, 'sodium succinate'), ('CHEBI_67397', 'chermesinone B', 762, 'hydrochlorideHydronephrosisNA5'), ('CHEBI_6801', 'metformin', 813, 'metformin'), ('CHEBI_51318', '2-vinylaziridine', 835, 'hydrochloridePenile'), ('CHEBI_83416', '1,2-dioctanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4,5-trisphosphate)(7-)', 884, 'vitaminsPolydactylyNA5'), ('CHEBI_37527', 'acid', 917, 'acid'), ('CHEBI_4723', 'Dunnione', 975, 'Duloxetine'), ('GO_0007565', 'female pregnancy', 987, 'prenatal'), ('CHEBI_33277', 'gamma-tocotrienol', 996, 'vitamins'), ('CHEBI_63631', 'topiramate', 1006, 'topiramate'), ('CHEBI_64157', 'imetit(2+)', 1018, 'trazodoneTorticollisNA8'), ('CHEBI_52498', 'zineb', 1058, 'methylprednisolone'), ('CHEBI_7915', 'pantoprazole', 1078, 'pantoprazole'), ('CHEBI_15362', 'hydroxyacetone phosphate', 1092, 'propoxyphene'), ('CHEBI_15343', 'acetaldehyde', 1106, 'acetaminophen'), ('CHEBI_83627', 'hexadecanoyl-AMP(1-)', 1121, 'topiramateTricuspid'), ('UBERON_0003978', 'valve', 1141, 'valve'), ('UBERON_0003037', 'septum', 1177, 'septal'), ('GO_0007565', 'female pregnancy', 1251, 'prenatal'), ('CHEBI_33277', 'gamma-tocotrienol', 1260, 'vitamins'), ('CHEBI_65298', 'phosphatidylcholine 30:5', 1306, 'hydrochlorideNAIrregular'), ('UBERON_0010887', 'tragus', 1331, 'tragus'), ('UBERON_0007118', 'umbilicus', 1339, 'umbilical'), ('CHEBI_5779', 'hydrocodone', 1417, 'hydrocodone'), ('CHEBI_6437', 'levetiracetam', 1430, 'levothyroxine'), ('CHEBI_31859', 'modafinil', 1445, 'modafinil'), ('GO_0007565', 'female pregnancy', 1456, 'prenatal'), ('UBERON_0007118', 'umbilicus', 1490, 'umbilical'), ('CHEBI_33277', 'gamma-tocotrienol', 1522, 'vitamins'), ('UBERON_0003123', 'pharyngeal arch artery 6', 1559, 'cyst3'), ('CHEBI_85646', 'avilamycin A', 1579, 'vitaminsNATight'), ('CHEBI_33277', 'gamma-tocotrienol', 1618, 'vitamins'), ('CHEBI_63629', 'tizanidine', 1628, 'tizanidine'), ('UBERON_0014287', 'medial accessory olive', 1655, 'LMP'), ('GO_0007613', 'memory', 1664, 'menstrual'), ('UBERON_0006505', 'palmar interosseous muscle of manus', 1664, 'menstrual period'), ('CHEBI_66611', 'nardoperoxide', 1755, 'natalizumab'), ('GO_0007567', 'parturition', 1783, 'birth'), ('SO_0000704', 'gene', 1830, 'geneticist'), ('GO_0006915', 'apoptotic process', 1933, 'abortions'), ('GO_0007565', 'female pregnancy', 1974, 'pregnancies'), ('GO_0007565', 'female pregnancy', 2009, 'pregnancy'), ('GO_0007565', 'female pregnancy', 2034, 'gestational')]
S46-PMC5901203	PMC5901203	4/2018	S46-PMC5901203	['in a large prospective, observational study, Triptan (ie, sumatriptan, rizatriptan, zolmitriptan, eletriptan, naratriptan, Almotriptan) use in the 6 months prior to Pregnancy was ASSOCIATED with an INCREASED RISK of stillbirth.62the same STUDY FOUND that Triptan use during Pregnancy was not associated with an increased rate of major congenital malformations, while use in the second and third trimester was ASSOCIATED with an increased risk of atonic Uterus and Blood loss >500 ml during Labor.62maternal prescription of a Sumatriptan during Pregnancy was not associated with increased Teratogenic risk63but was ASSOCIATED with an increased risk of Preterm Delivery.64an examination of children with in utero exposure to Triptans (ie, sumatriptan, rizatriptan, zolmitriptan, eletriptan, naratriptan, almotriptan, frovatriptan) at 3 years of age SHOWED a positive ASSOCIATION with externalizing behaviors BUT no association with altered or delayed Psychomotor function, communication, or temperament development.51,65metoclopramide with or without Acetaminophen CAN also be used to treat both acute migraines as well as accompanying nausea without adverse Perinatal effects.66EVIDENCE SUPPORTING the use of OTHER Antiemetics for acute treatment of migraine was NOT FOUND.']	[('SUPERFICIAL_RELATIONSHIP', 179), ('IMPORTANT_CONSIDERATION', 198), ('INCOMPLETE_EVIDENCE', 238), ('INCOMPLETE_EVIDENCE', 244), ('SUPERFICIAL_RELATIONSHIP', 409), ('SUPERFICIAL_RELATIONSHIP', 614), ('INCOMPLETE_EVIDENCE', 847), ('SUPERFICIAL_RELATIONSHIP', 865), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 906), ('ANOMALY_CURIOUS_FINDING', 906), ('INCOMPLETE_EVIDENCE', 1063), ('INCOMPLETE_EVIDENCE', 1175), ('INCOMPLETE_EVIDENCE', 1186), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 1208), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 1262)]	15	[('CHEBI_27026', 'toxin', 45, 'triptan'), ('CHEBI_520985', 'almotriptan', 123, 'almotriptan'), ('GO_0007565', 'female pregnancy', 165, 'pregnancy'), ('CHEBI_27026', 'toxin', 255, 'triptan'), ('GO_0007565', 'female pregnancy', 274, 'pregnancy'), ('UBERON_0000995', 'uterus', 453, 'uterus'), ('UBERON_0000178', 'blood', 464, 'blood'), ('GO_0007612', 'learning', 490, 'labor'), ('CHEBI_45373', 'sulfanilamide', 525, 'sumatriptan'), ('GO_0007565', 'female pregnancy', 544, 'pregnancy'), ('CHEBI_50905', 'teratogenic agent', 588, 'teratogenic'), ('GO_0031649', 'heat generation', 588, 'teratogenic'), ('GO_0007565', 'female pregnancy', 651, 'preterm'), ('GO_0007567', 'parturition', 659, 'delivery'), ('CHEBI_26376', '4-{[(2-amino-4-hydroxypteridin-6-yl)methyl]amino}benzoate', 723, 'triptans'), ('GO_0036343', 'psychomotor behavior', 949, 'psychomotor'), ('CHEBI_15343', 'acetaldehyde', 1049, 'acetaminophen'), ('GO_0036268', 'swimming', 1157, 'perinatal'), ('UBERON_0012101', 'perinatal stage', 1157, 'perinatal'), ('CHEBI_35492', 'cystine zwitterion', 1214, 'antiemetics')]
S55-PMC4910734	PMC4910734	6/2015	S55-PMC4910734	['NOT ONLY is the Acetaldehyde intermediate responsible for the NOTORIOUS asian flush reaction and OTHER unpleasant EFFECTS, which discourage Ethanol ingestion, BUT the Aldh2 mutation HAS also been ASSOCIATED with an increased risk of Gastrointestinal, Esophageal, Colon, and Liver cancers20as well as late-onset alzheimer’s disease,21even in the absence of long-term Ethanol usage.']	[('ANOMALY_CURIOUS_FINDING', 0), ('IMPORTANT_CONSIDERATION', 62), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 97), ('SUPERFICIAL_RELATIONSHIP', 114), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 159), ('IMPORTANT_CONSIDERATION', 182), ('SUPERFICIAL_RELATIONSHIP', 196)]	7	[('CHEBI_15343', 'acetaldehyde', 16, 'acetaldehyde'), ('CHEBI_16236', 'ethanol', 140, 'ethanol'), ('PR_000003923', 'aldehyde dehydrogenase X, mitochondrial', 167, 'ALDH2'), ('UBERON_0005409', 'alimentary part of gastrointestinal system', 233, 'gastrointestinal'), ('UBERON_0011358', 'infundibular organ', 251, 'esophageal'), ('UBERON_0001155', 'colon', 263, 'colon'), ('UBERON_0002107', 'liver', 274, 'liver'), ('CHEBI_16236', 'ethanol', 366, 'ethanol')]
S244-PMC5215441	PMC5215441	7/2016	S244-PMC5215441	['an ALTERNATIVE mechanism by which Colonic bacteria can establish a biological response in the host is by the variety of fermentation products produced by the microbiota including short‐chain Fatty Acids (scfas), Ethanol, trimethylamine, Acetaldehyde, and Inflammatory Mediators55.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 3)]	1	[('UBERON_0001155', 'colon', 34, 'colonic'), ('CHEBI_35366', 'fatty acid', 191, 'fatty acids'), ('CHEBI_16236', 'ethanol', 212, 'ethanol'), ('CHEBI_15343', 'acetaldehyde', 237, 'acetaldehyde'), ('CHEBI_66898', '(3R)-11-cis-3-hydroxyretinal', 255, 'inflammatory mediators55')]
S50-PMC4910734	PMC4910734	6/2015	S50-PMC4910734	['the seven Human adh Genes, listed intable 1, are closely clustered on chromosome 4 (4q21-4q25), in the following 5′ to 3′ order: adh7 , Adh1C , Adh1B , Adh1A , adh6 , adh4 , and adh5 .17,18to date, hundreds of mutations in the coding and Noncoding regions of the adh Genes HAVE BEEN IDENTIFIED, which are ASSOCIATED with either alcoholism or an aversion to alcoholism.19for example, the Adh1B*2 Allele, found in high frequency in asians and a lower frequency in european, african, and jewish populations, APPEARS TO have a PROTECTIVE EFFECT against Alcohol dependence because the mutation increases the rapid oxidation of Ethanol, thus forming the toxic Acetaldehyde intermediate.']	[('INCOMPLETE_EVIDENCE', 273), ('INCOMPLETE_EVIDENCE', 283), ('SUPERFICIAL_RELATIONSHIP', 305), ('ANOMALY_CURIOUS_FINDING', 505), ('SUPERFICIAL_RELATIONSHIP', 523), ('SUPERFICIAL_RELATIONSHIP', 534)]	6	[('NCBITaxon_9606', 'Homo sapiens', 10, 'human'), ('SO_0000704', 'gene', 20, 'genes'), ('PR_000003775', '1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase', 136, 'ADH1C'), ('PR_000003790', 'ADP-ribose glycohydrolase ARH3', 144, 'ADH1B'), ('PR_000003790', 'ADP-ribose glycohydrolase ARH3', 152, 'ADH1A'), ('SO_0000441', 'ss_oligo', 238, 'noncoding'), ('SO_0000704', 'gene', 267, 'genes'), ('PR_000003790', 'ADP-ribose glycohydrolase ARH3', 387, 'ADH1B'), ('SO_0001023', 'allele', 395, 'allele'), ('CHEBI_30879', 'alcohol', 549, 'alcohol'), ('CHEBI_16236', 'ethanol', 622, 'ethanol'), ('CHEBI_15343', 'acetaldehyde', 654, 'acetaldehyde')]
S52-PMC4910734	PMC4910734	6/2015	S52-PMC4910734	['one EXPLANATION APPEARS TO be that mutations increasing the Ethanol oxidation cannot be INTERPRETED in isolation from INFORMATION about the corresponding Aldh2 Gene, which MAY or MAY not rapidly Metabolize any excess Acetaldehyde generated by mutant adh Genes.']	[('PROBABLE_UNDERSTANDING', 4), ('ANOMALY_CURIOUS_FINDING', 16), ('FULL_UNKNOWN', 88), ('INCOMPLETE_EVIDENCE', 118), ('INCOMPLETE_EVIDENCE', 172), ('INCOMPLETE_EVIDENCE', 179)]	6	[('CHEBI_16236', 'ethanol', 60, 'ethanol'), ('PR_000003923', 'aldehyde dehydrogenase X, mitochondrial', 154, 'ALDH2'), ('SO_0000704', 'gene', 160, 'gene'), ('GO_0008152', 'metabolic process', 195, 'metabolize'), ('CHEBI_15343', 'acetaldehyde', 217, 'acetaldehyde'), ('SO_0000704', 'gene', 254, 'genes')]
S153-PMC4910734	PMC4910734	6/2015	S153-PMC4910734	['in the alcoholism literature, Acetaldehyde accumulation results, NOT ONLY from an excess of Ethanol ingestion, BUT ALSO from the Genetic errors, which predispose an Individual to alcoholism.']	[('ANOMALY_CURIOUS_FINDING', 65), ('ANOMALY_CURIOUS_FINDING', 111)]	2	[('CHEBI_15343', 'acetaldehyde', 30, 'acetaldehyde'), ('CHEBI_16236', 'ethanol', 92, 'ethanol'), ('SO_0000704', 'gene', 129, 'genetic'), ('NCBITaxon_1', 'root', 165, 'individual')]
S154-PMC4910734	PMC4910734	6/2015	S154-PMC4910734	['SOME of the KNOWN Genetic errors involve the primary Ethanol-Metabolizing Genes: the adh isozymes and Aldh2 .19,128,129in the absence of Ethanol, the adhs and Aldh2 catalyze OTHER substrates, PRIMARILY INVOLVED in Retinol Metabolism14,15and Neurotransmitter Catabolism.16if an Individual has inherited mutations, which lead to an accumulation of Acetaldehyde during Ethanol Ingestion, these same mutations will lead to an accumulation of OTHER types of Aldehydes in the absence of Ethanol.']	[('INCOMPLETE_EVIDENCE', 0), ('INCOMPLETE_EVIDENCE', 12), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 174), ('PROBABLE_UNDERSTANDING', 192), ('SUPERFICIAL_RELATIONSHIP', 202), ('ALTERNATIVE_OPTIONS_CONTROVERSY', 438)]	6	[('SO_0000704', 'gene', 18, 'genetic'), ('CHEBI_16236', 'ethanol', 53, 'ethanol'), ('GO_0006098', 'pentose-phosphate shunt', 53, 'ethanol-metabolizing'), ('SO_0000704', 'gene', 74, 'genes'), ('PR_000003923', 'aldehyde dehydrogenase X, mitochondrial', 102, 'ALDH2'), ('CHEBI_16236', 'ethanol', 137, 'ethanol'), ('PR_000003923', 'aldehyde dehydrogenase X, mitochondrial', 159, 'ALDH2'), ('CHEBI_26536', 'retinoic acid', 214, 'retinol'), ('GO_0031009', 'plastid ADPG pyrophosphorylase complex', 214, 'retinol metabolism14'), ('CHEBI_25512', 'neurotransmitter', 241, 'neurotransmitter'), ('GO_0042135', 'neurotransmitter catabolic process', 241, 'neurotransmitter catabolism'), ('NCBITaxon_1', 'root', 277, 'individual'), ('CHEBI_15343', 'acetaldehyde', 346, 'acetaldehyde'), ('CHEBI_16236', 'ethanol', 366, 'ethanol'), ('GO_0007631', 'feeding behavior', 374, 'ingestion'), ('CHEBI_17478', 'aldehyde', 453, 'aldehydes'), ('CHEBI_16236', 'ethanol', 481, 'ethanol')]
S159-PMC4910734	PMC4910734	6/2015	S159-PMC4910734	['IF some subsets of autistic children have inherited Genes, which predispose them to alcoholism, then in the absence of Ethanol, they are LIKELY to have Metabolic reactions that result in an accumulation of endogenous Aldehydes with similar consequences to that of Acetaldehyde toxicity.']	[('ALTERNATIVE_OPTIONS_CONTROVERSY', 0), ('PROBABLE_UNDERSTANDING', 137)]	2	[('SO_0000704', 'gene', 52, 'genes'), ('CHEBI_16236', 'ethanol', 119, 'ethanol'), ('GO_0008152', 'metabolic process', 152, 'metabolic'), ('CHEBI_17478', 'aldehyde', 217, 'aldehydes'), ('CHEBI_15343', 'acetaldehyde', 264, 'acetaldehyde')]
