PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC5025055.nxml.gz	0	['E2F1 Orchestrates Transcriptomics and Oxidative Metabolism in Wharton’s Jelly-Derived Mesenchymal Stem Cells from Growth-Restricted Infants\n\nAbstract\nWharton’s jelly-derived Mesenchymal Stem Cells (MSCs) isolated from newborns with intrauterine fetal growth restriction were previously shown to exert anabolic features including insulin hypersensitivity.']	(0, 354)
PMC5025055.nxml.gz	1	['Here, we extend these observations and demonstrate that MSCs from small for gestational age (SGA) individuals have decreased mitochondrial oxygen consumption rates.']	(355, 519)
PMC5025055.nxml.gz	2	['Comparing normally grown and SGA MSCs using next generation sequencing studies, we measured global transcriptomic and epigenetic profiles and identified E2F1 as an over-expressed transcription factor regulating oxidative metabolism in the SGA group.']	(520, 769)
PMC5025055.nxml.gz	3	['We further show that E2F1 regulates the differential transcriptome found in SGA derived MSCs and is associated with the activating histone marks H3K27ac and H3K4me3.']	(770, 935)
PMC5025055.nxml.gz	4	['One of the key genes regulated by E2F1 was found to be the fatty acid elongase ELOVL2, a gene involved in the endogenous synthesis of docosahexaenoic acid (DHA).']	(936, 1097)
PMC5025055.nxml.gz	5	['Finally, we shed light on how the E2F1-ELOVL2 pathway may alter oxidative respiration in the SGA condition by contributing to the maintenance of cellular metabolic homeostasis.']	(1098, 1274)
PMC5025055.nxml.gz	6	['Introduction\nThere is a developmental component to the origin of metabolic diseases such as obesity, type 2 diabetes mellitus, and cardiovascular disease.']	(1276, 1430)
PMC5025055.nxml.gz	7	['Early studies focused on fetal growth impairment as a risk factor for later disease [1,2].']	(1431, 1521)
PMC5025055.nxml.gz	8	['Whereas suboptimal prenatal nutrient supply and placental dysfunction can impair fetal growth, the long-term effects of early experience that increase an individual’s metabolic risk are thought to be dependent on altered epigenetic regulation of gene expression established within a critical window of fetal development [3–5].']	(1522, 1848)
PMC5025055.nxml.gz	9	['To provide insights into future onset of metabolic disease, we used human Wharton’s jelly-derived MSCs which are more primitive than MSCs derived from other sources [6] and retain the potential to differentiate into multiple lineages.']	(1849, 2083)
PMC5025055.nxml.gz	10	['As these MSCs originate from the umbilical cord, cellular changes in gene transcription and epigenetics may be passed onto the fetus, and thus, predispose it to later health risk.']	(2084, 2263)
PMC5025055.nxml.gz	11	['Our laboratory has shown that such MSCs of growth restricted neonates are hyper-anabolic with enhanced insulin sensitivity [7], reflecting the clinical situation of growth restricted infants who are often insulin hypersensitive [8], but become insulin resistant later in childhood [9].']	(2264, 2549)
PMC5025055.nxml.gz	12	['The insulin-sensitive nature of MSCs derived from newborns with SGA was maintained when they were differentiated in vitro into mature adipocytes [10].']	(2550, 2700)
PMC5025055.nxml.gz	13	['However, little is known about the mechanisms controlling the increased insulin sensitivity of SGA newborns and whether the SGA associated gene expression pattern is preserved in primary cells taken from SGA individuals.']	(2701, 2921)
PMC5025055.nxml.gz	14	['Our goal is to understand the molecular basis of the altered metabolic state accompanying the insulin hypersensitivity found in growth restricted infants which is eventually replaced by insulin resistance in later childhood.']	(2922, 3146)
PMC5025055.nxml.gz	15	['There are close relationships between cellular energy expenditure, nutrient uptake and insulin sensitivity.']	(3147, 3254)
PMC5025055.nxml.gz	16	['Previous work has suggested that developmental programming is associated with changed mitochondrial function.']	(3255, 3364)
PMC5025055.nxml.gz	17	['For instance, fasting adult subjects with prior SGA condition were shown to have a decreased energy expenditure compared to a control group [11].']	(3365, 3510)
