PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC5996965.nxml.gz	0	['Hunger and malnutrition in the 21st century\n\nAbstract:TEASER\nDespite record food output globally, hunger is still with us.']	(0, 122)
PMC5996965.nxml.gz	1	['Patrick Webb and colleagues argue that key policy actions are urgently needed to tackle this scourge and must focus on improving diet quality for all\nToday’s world is characterised by the coexistence of agricultural bounty and widespread hunger and malnutrition.1Recent years have seen a reversal of a decades old trend of falling hunger, alongside the re-emergence of famine.1National and global evidence shows that ensuring an adequate food supply is still an important contribution to eradicating hunger.']	(123, 630)
PMC5996965.nxml.gz	2	['However, generating more food in the form of staple grains or tubers is not enough.']	(631, 714)
PMC5996965.nxml.gz	3	['Good nutrition and an end to hunger both require everyone to have an appropriate diet.']	(715, 801)
PMC5996965.nxml.gz	4	['How can that be achieved?']	(802, 827)
PMC5996965.nxml.gz	5	['Characterising the problem\nA recent report for the World Committee on Food Security argued that “malnutrition in all its forms—not only hunger, but also micronutrient deficiencies, as well as overweight and obesity—is … a critical challenge not only in the developing but also in the developed countries.']	(829, 1133)
PMC5996965.nxml.gz	6	['Resolving malnutrition requires a better understanding of the determinants and processes that influence diets.”1Malnutrition ranges from extreme hunger and undernutrition to obesity (box 1).23Furthermore, malnutrition is found in all countries, irrespective of their economic development, where people lack high quality diets.456Thus, solutions to hunger and to all forms of malnutrition need to focus on ensuring an adequate supply of food, but equally, on the quality of diets.']	(1134, 1613)
PMC5996965.nxml.gz	7	['Caption (BOXED-TEXT): BOX 1\nTerms and definitions123\nHunger is characterised in many ways.']	(1615, 1705)
PMC5996965.nxml.gz	8	['It encompasses individual sensations and household behavioural responses, food scarcity (actual or feared) and national food balance sheets that focus on supply of energy (kilocalories) in any country in relation to a minimum threshold of need.']	(1706, 1950)
PMC5996965.nxml.gz	9	['The food balance sheet approach is the only standard of measurement used globally.']	(1951, 2033)
PMC5996965.nxml.gz	10	['It is based on data collated by the Food and Agriculture Organization of the United Nations.']	(2034, 2126)
PMC5996965.nxml.gz	11	['This organisation has replaced its previous use of the word “hunger” in describing this metric with the phrase “chronic undernourishment”.']	(2127, 2265)
PMC5996965.nxml.gz	12	['This today is defined as “a person’s inability to acquire enough food to meet daily minimum dietary energy requirements during 1 year”1\nMalnutrition— An all inclusive term that represents all manifestations of poor nutrition.']	(2266, 2491)
PMC5996965.nxml.gz	13	['It can mean any or all forms of undernutrition, overweight, and obesity\nUndernutrition —Refers to any form of nutritional deficiency, particularly those manifest in maternal underweight, child stunting, child wasting, or micronutrient deficiencies.']	(2492, 2740)
PMC5996965.nxml.gz	14	['It does not include reference to overweight and obesity\nMaternal underweight— A body mass index (BMI) of <18.5 among women of reproductive age.']	(2741, 2884)
PMC5996965.nxml.gz	15	['This typically reflects chronic energy deficiency coupled with a lack of other key macronutrients or micronutrients, ill health, or energy expenditure higher than consumption.']	(2885, 3060)
PMC5996965.nxml.gz	16	['A prevalence >20% indicates a serious public health problem\nChild stunting —Height for age ≤ −2 standard deviations of the median for children aged 6-59 months, according to World Health Organization child growth standards\nChild wasting— Weight for height ≤ −2 standard deviations of the median for children aged 6-59 months, according to WHO child growth standards\nMicronutrient deficiencies— A lack of various key vitamins and minerals leads to a range of symptoms that are of global concern.']	(3061, 3555)
PMC5996965.nxml.gz	17	['These include anaemia due to iron deficiency and risk of child mortality associated with clinical vitamin A deficiency.']	(3556, 3675)
PMC5996965.nxml.gz	18	['Such deficiencies are measured in several ways, including biomarkers (assessed using blood, serum, urine, etc), clinical manifestations, or proxy measures of diet quality\nOverweight and obesity —For non-pregnant adults, a BMI ≥25 represents being overweight.']	(3676, 3934)
PMC5996965.nxml.gz	19	['The threshold for obesity is a BMI ≥30.']	(3935, 3974)
PMC5996965.nxml.gz	20	['Child obesity is of increasing concern and was included in the latest global nutrition goals for 2030 (“no increase in childhood obesity”)4\nToday, risk factors for ill health associated with poor quality diets are the main causes of the global burden of disease.56Low quality diets lack key vitamins, minerals (micronutrients), and fibre or contain too many calories, saturated fats, salt, and sugar.7In 2010, dietary risk factors combined with physical inactivity accounted for 10% of the global burden of disease (measured as disability adjusted life years, which reflect the number of years lost due to ill health, disability, or early death).8By 2015, six of the top 11 global risk factors were related to diet, including undernutrition, high body mass index (BMI), and high cholesterol.910Where governments have invested the economic gains derived from rising productivity in safety nets and services accessible to the poor, this has resulted in national growth.111213However, where poverty persists, including in rich nations, hunger also persists.']	(3975, 5029)
PMC5996965.nxml.gz	21	['Several faces of hunger\nHunger is a broad unscientific term that relates to nutrition and health outcomes in various ways.']	(5031, 5153)
PMC5996965.nxml.gz	22	['The proportion of people defined as hungry over the long term (usually termed “chronically undernourished”) fell from 18.6% globally in 1990-2002 to under 11% in 2014-16 (table 1).']	(5154, 5334)
PMC5996965.nxml.gz	23	['That was a decline of 211 million people while the world’s population increased by 2 billion.2Big gains were made in large countries like China and in Brazil, Ethiopia, and Bangladesh (box 2).']	(5335, 5527)
PMC5996965.nxml.gz	24	['South America was particularly successful, reducing undernourishment by over 50% in 25 years.1Such gains were made possible largely by rapid reduction of poverty, rising levels of literacy, and health improvements that reduced preventable child mortality.17\n\nCaption (TABLE-WRAP): TABLE 1\n\nNumbers (millions) and prevalence (%) of people with chronic undernourishment, stunting, and wasting* by year and geographical region214RegionUndernourishedStunted (6-59 million)Wasted† (6-59 million)1990-20022014-161990-20022014-161990-952014-16World1010 (19)795 (11)254 (40)155 (24)50†(9)52 (7)Sub-Saharan Africa176 (33)220 (19)38 (42)59 (32)8 (7)14 (7)Asia742 (24)512 (12)190 (48)88 (25)40 (11)36 (10)Latin America and Caribbean66 (15)34 (6)14 (26)6 (12)2 (3)1 (1)Oceania1 (16)1 (14)<1 (36)<1 (38)<1 (6)<1 (9)\nThese are the three main metrics relating to hunger that can be reported globally, comparably and over time.']	(5528, 6439)
PMC5996965.nxml.gz	25	['Other measures (relating to food security, obesity, and micronutrient deficiencies) are not standardised in this way.']	(6440, 6557)
