PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC5133065.nxml.gz	0	['Administration of a Multi-Strain Probiotic Product to Women in the Perinatal Period Differentially Affects the Breast Milk Cytokine Profile and May Have Beneficial Effects on Neonatal Gastrointestinal Functional Symptoms.']	(0, 221)
PMC5133065.nxml.gz	1	['A Randomized Clinical Trial\n\nAbstract\nBackground: Probiotic supplementation to women during pregnancy and lactation can modulate breast milk composition, with immune benefits being transferred to their infants.']	(222, 432)
PMC5133065.nxml.gz	2	['Aim: The aim of the study was to evaluate the effect of high-dose probiotic supplementation to women during late pregnancy and lactation on cytokine profile and secretory IgA (sIgA) in breast milk and thus to study if differences in breast milk composition can affect lactoferrin and sIgA levels in stool samples of newborns.']	(433, 758)
PMC5133065.nxml.gz	3	['The safety of maternal probiotic administration on neonatal growth pattern and gastrointestinal symptoms were also evaluated.']	(759, 884)
PMC5133065.nxml.gz	4	['Methods: In a double-blind, placebo-controlled, randomized trial, 66 women took either the probiotic ( n = 33) or a placebo ( n = 33) daily.']	(885, 1025)
PMC5133065.nxml.gz	5	['Levels of interleukins (IL-6, IL-10 and IL-1β), transforming growth factor-β1 (TGF-β1), and sIgA in breast milk; and the level of sIgA and lactoferrin in newborn stool samples were analyzed at birth and then again at one month of life.']	(1026, 1261)
PMC5133065.nxml.gz	6	['Antropometrical evaluation and analysis of gastrointestinal events in newborns was also performed.']	(1262, 1360)
PMC5133065.nxml.gz	7	['Results: Probiotic maternal consumption had a significant impact on IL6 mean values in colostrum and on IL10 and TGF-β1 mean values in mature breast milk.']	(1361, 1515)
PMC5133065.nxml.gz	8	['Fecal sIgA mean values were higher in newborns whose mothers took the probiotic product than in the control group.']	(1516, 1630)
PMC5133065.nxml.gz	9	['Probiotic maternal supplementation seems to decrease incidence of infantile colic and regurgitation in infants.']	(1631, 1742)
PMC5133065.nxml.gz	10	['Conclusion: High-dose multi-strain probiotic administration to women during pregnancy influences breast milk cytokines pattern and sIgA production in newborns, and seems to improve gastrointestinal functional symptoms in infants.']	(1743, 1972)
PMC5133065.nxml.gz	11	['1.']	(1974, 1976)
PMC5133065.nxml.gz	12	['Introduction\nSeveral papers have shown that probiotic supplementation to women during pregnancy and lactation can modulate the microbial milk composition and the level of different breast milk immunity and immunity-modulating molecules, with health benefits ranging from gastrointestinal symptoms to allergies, transferred to the children [1].']	(1977, 2320)
PMC5133065.nxml.gz	13	['Our previously published studies demonstrated that the same high concentration multi-strain probiotic, when supplemented to mothers in the perinatal period, was associated with a modulation of the vaginal microbiota and vaginal cytokine secretion [2] and with an increase in levels of breast milk bifidobacteria and lactobacilli in women with vaginal deliveries, regardless of the milk concentrations of functional components such as oligosaccharides and lactoferrin [3].']	(2321, 2792)
PMC5133065.nxml.gz	14	['An improved microbial milk composition might have important consequences for the health of the newborn [4].']	(2793, 2900)
PMC5133065.nxml.gz	15	['We did not, however, find any correlation between the amount of bifidobacteria and lactobacilli in maternal breast milk and levels in the feces of infants [5].']	(2901, 3060)
PMC5133065.nxml.gz	16	['We have speculated that cytokines and other immunoregulatory factors, modulated by probiotic supplementation, might have a key role in the establishment of the microbiota of human milk.']	(3061, 3246)
PMC5133065.nxml.gz	17	['The primary outcomes of this study were to evaluate if maternal probiotics supplementation can modulate the cytokine profile and secretory IgA (sIgA) in breast milk and thus to study if differences in breast milk composition can affect lactoferrin and sIgA levels in newborn stool samples.']	(3247, 3536)
PMC5133065.nxml.gz	18	['Our secondary outcome was to evaluate the safety of high-concentration administration of maternal probiotics for newborns, evaluating growth and the onset of the most frequent gastrointestinal symptoms in infants.']	(3537, 3750)
PMC5133065.nxml.gz	19	['It has been hypothesized that perinatal manipulation of gut microbiota by probiotics supplementation can result in a decrease of gastrointestinal functional symptoms [6].']	(3751, 3921)
PMC5133065.nxml.gz	20	['A previous study demonstrated that early life probiotic administration could prevent the onset of gastrointestinal functional symptoms in newborns [7].']	(3922, 4073)
PMC5133065.nxml.gz	21	['The correct mechanism of action of probiotics in this field has not thus far been clarified, but it appears to be mediated by activity on colonic intrinsic sensory neurons with an improvement in gut motility, as well as positive effects on function and visceral pain [8].']	(4074, 4345)
PMC5133065.nxml.gz	22	['Recently, a study on rats allowed the identification of novel regulatory mechanisms and specific patterns of genic expression caused by exposure to the same high concentration multi-strain probiotic which may have clinical readouts in visceral pain [9].']	(4346, 4599)
PMC5133065.nxml.gz	23	['In addition, it is important to note that health benefits conferred by probiotics bacteria are strain-specific.']	(4600, 4711)
PMC5133065.nxml.gz	24	['2.']	(4713, 4715)
PMC5133065.nxml.gz	25	['Experimental Section\n\n2.1.']	(4716, 4742)
PMC5133065.nxml.gz	26	['Study Design and Patients\nThis was a double-blind, randomized, placebo-controlled clinical trial (clinicaltrials.gov: NCT01367470), performed to assess the effect of maternal probiotic administration on the breast milk cytokine pattern and sIgA production.']	(4743, 4999)
PMC5133065.nxml.gz	27	['Patients and methods are described in detail in our previous paper where we evaluated the effect of oral probiotic supplementation to women on breast milk levels of beneficial bacteria [4].']	(5000, 5189)
PMC5133065.nxml.gz	28	['Healthy, pregnant women, aged 18–44 years, who had been admitted with a low obstetric risk at the Unit of Obstetrics and Gynecology, Department of Biomedical and Human Oncological Science (DIMO), University of Bari, Bari, Italy between April 2011 and December 2013, were enrolled.']	(5190, 5470)
PMC5133065.nxml.gz	29	['Exclusion criteria were: (a) pre-existing clinical conditions such as diabetes, hypertension, autoimmune diseases, asthma, allergies, renal or hepatic diseases, viral, bacterial or protozoan infection, anemia (hemoglobin, Hb < 10 g/L); (b) twin pregnancies; (c) pregnancy disease and preterm deliveries; (d) smoking more than 10 cigarettes per day; (e) use of other probiotics during the study protocol.']	(5471, 5874)
PMC5133065.nxml.gz	30	['Informed consent was obtained at the enrolment, in accordance with the local Ethics Committee, (University of Bari, Policlinico Hospital of Bari, Medical School, BARI, Italy) which reviewed and approved the study protocol.']	(5875, 6097)
PMC5133065.nxml.gz	31	['All women enrolled were randomized to receive either oral probiotics or a placebo supplementation daily, four weeks before the expected delivery date (36th week of pregnancy) until four weeks after delivery.']	(6098, 6305)
PMC5133065.nxml.gz	32	['Randomization was performed using a computer-generated allocation sequence.']	(6306, 6381)
PMC5133065.nxml.gz	33	['All participants, as well as scientific and medical personnel dedicated to the study and distributing the study agents or assessing the samples and analyses, were blinded to group assignment.']	(6382, 6573)
PMC5133065.nxml.gz	34	['A high-concentration multi-strain probiotic supplement was used, consisting of packets containing 900 billion viable lyophilized bacteria of four different strains of lactobacilli ( L. paracasei DSM 24733, L. plantarum DSM 24730, L. acidophilus DSM 24735, and L. delbrueckii subsp.']	(6574, 6855)
PMC5133065.nxml.gz	35	['bulgaricus DSM 24734), three strains of bifidobacteria ( B. longum DSM 24736, B. breve DSM 24732, and B. infantis DSM 24737), and one strain of Streptococcus thermophilus DSM 24731, produced at Danisco-Dupont, WI, USA and currently sold in Continental Europe and USA under the brand Vivomixx®and Visbiome®, respectively.']	(6856, 7176)
PMC5133065.nxml.gz	36	['The placebo was composed of corn starch and was identical in sensory properties in order to maintain a double-blind status.']	(7177, 7300)
PMC5133065.nxml.gz	37	['A nutritionist gave dietary guidance to each mother, according to the collected anthropometric values and a dietary interview at the end of the first trimester of pregnancy.']	(7301, 7474)
PMC5133065.nxml.gz	38	['No specific dietary restrictions during pregnancy and lactation were recommended, with the exception of other commercial products containing probiotics.']	(7475, 7627)
PMC5133065.nxml.gz	39	['Mothers who delivered by cesarean section received an “intra-partum” single dose of 2 g of a “third generation” cephalosporin.']	(7628, 7754)
PMC5133065.nxml.gz	40	['Maternal and neonatal characteristics were collected at baseline.']	(7755, 7820)
PMC5133065.nxml.gz	41	['2.2.']	(7822, 7826)
PMC5133065.nxml.gz	42	['Analysis of Breast Milk\nTo evaluate if maternal probiotic supplementation modulated the cytokine profile and sIgA in breast milk, two samples of maternal milk were collected by manual extraction: colostrum within 72 h after delivery (T0) and mature milk at 30 days postpartum (T30).']	(7827, 8109)
PMC5133065.nxml.gz	43	['Levels of interleukins (IL-6, IL-10 and IL-1β) and transforming growth factor-β1 (TGF-β1) were analyzed using commercial enzyme-linked immunosorbent assay (ELISA) kits (CLB Pelikine Compact, Research Diagnostics Inc., Flandern, NJ, USA, and R&D Systems Inc., Minneapolis, MN, USA, respectively) according to the manufacturer’s recommendations.']	(8110, 8453)
PMC5133065.nxml.gz	44	['All samples were analyzed in duplicate.']	(8454, 8493)
PMC5133065.nxml.gz	45	['Values are expressed in pg/mL.']	(8494, 8524)
PMC5133065.nxml.gz	46	['IgA levels were determined by nephelometry (Behring Nephelometer Analyzer; Dade-Behring, Marburg, Germany).']	(8525, 8632)
PMC5133065.nxml.gz	47	['2.3.']	(8634, 8638)
