PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC5486996.nxml.gz	0	['Pregnancy eating attributes study (PEAS): a cohort study examining behavioral and environmental influences on diet and weight change in pregnancy and postpartum\n\nAbstract\n\nBackground\nThe rising prevalence of maternal overweight/obesity and excessive gestational weight gain poses a serious public health concern due to the contribution of these factors to increased risk of negative health outcomes for both mother and child.']	(0, 425)
PMC5486996.nxml.gz	1	['Scant intervention research has indicated moderate short-term improvement in maternal diet and gestational weight gain, with little evidence of long-term behavior change, in parallel with findings from interventions outside of pregnancy.']	(426, 663)
PMC5486996.nxml.gz	2	['Recent laboratory-based findings from neuroscience implicate aberrant reward processing of food at the brain level (“food reward sensitivity,” the between-individual variation in the response to food stimuli) as a contributor to eating beyond energy needs.']	(664, 920)
PMC5486996.nxml.gz	3	['However, scant research has examined the influence of these processes on weight change in population-based settings, and the relevance of these processes to pregnancy-related weight change has not been explored.']	(921, 1132)
PMC5486996.nxml.gz	4	['The purpose of the Pregnancy Eating Attributes Study (PEAS) is to examine the role of food reward sensitivity in maternal diet and weight change during pregnancy and postpartum.']	(1133, 1310)
PMC5486996.nxml.gz	5	['The study examines the interplay of food reward sensitivity with behavioral control, home food environment, and related aspects of eating behavior in the context of weight-related biomedical, psychosocial, genetic and behavioral factors including physical activity, stress, sleep and depression.']	(1311, 1606)
PMC5486996.nxml.gz	6	['Methods\nWomen of varying baseline weight status (n = 450) are enrolled early in pregnancy and followed, along with their infants, until 1 year postpartum.']	(1608, 1762)
PMC5486996.nxml.gz	7	['Assessments occur during each trimester of pregnancy, and postpartum at approximately 2 months, 6 months, 9 months and 12 months.']	(1763, 1892)
PMC5486996.nxml.gz	8	['Maternal food reward, self-control, home food environment, eating behaviors, dietary intake, health behaviors, and anthropometrics are assessed along with maternal and infant clinical and biological data, infant anthropometrics, and feeding practices.']	(1893, 2144)
PMC5486996.nxml.gz	9	['Primary exposures of interest include food reward sensitivity, behavioral control, and home food environment.']	(2145, 2254)
PMC5486996.nxml.gz	10	['Primary outcomes include gestational weight gain, postpartum weight retention and maternal diet quality.']	(2255, 2359)
PMC5486996.nxml.gz	11	['Discussion\nWith increasing evidence suggesting the relevance of food reward sensitivity for understanding eating behavior, PEAS aims to advance understanding of the determinants of eating behavior during pregnancy, informing future interventions for improving maternal diet and weight change, and leading to improved maternal and child health and weight trajectories.']	(2361, 2728)
PMC5486996.nxml.gz	12	['Trial registration\nClinicaltrials.gov, NCT02217462.']	(2730, 2781)
PMC5486996.nxml.gz	13	['Date of registration: August 13, 2014\n\nBackground\nApproximately two-thirds of women of reproductive age are overweight or obese [1], and across the range of body mass index (BMI), gestational weight gain (GWG) in excess of guidelines is more common than GWG within or below guidelines, contributing to maternal obesity risk, pregnancy complications, and unsuccessful breastfeeding [1].']	(2782, 3167)
PMC5486996.nxml.gz	14	['Adverse infant outcomes associated with maternal obesity and excessive GWG include birth defects, macrosomia, shoulder dystocia, perinatal mortality, hyperinsulinemia, developmental delays, childhood obesity and cardiovascular disease [2–15].']	(3168, 3410)
PMC5486996.nxml.gz	15	['Maternal diet is increasingly recognized as an important factor in the developmental origins of health and disease.']	(3411, 3526)
PMC5486996.nxml.gz	16	['Antecedents of obesity may develop in utero [16,17], and data suggest that altering maternal prenatal diet impacts off-spring body composition [18–23] as well as a range of adverse child outcomes including birth defects [24], cancer [25–28], type 1 diabetes [29], and asthma symptoms [30].']	(3527, 3816)
PMC5486996.nxml.gz	17	['Research is needed to identify dietary determinants of excessive GWG and postpartum weight retention, and inform best practices for weight management during pregnancy and the postpartum period [31].']	(3817, 4015)
PMC5486996.nxml.gz	18	['The problem of obesity and weight gain in pregnancy is linked to the larger epidemic of obesity in the US which, along with poor diet quality, contributes to numerous adverse health outcomes, including reduced fecundity and fertility and chronic diseases such as cardiovascular disease, sleep disorders, and many cancers [32].']	(4016, 4342)
PMC5486996.nxml.gz	19	['The poor diet quality of the US population, characterized by excessive intake of total energy, added sugar, fat and sodium, and inadequate intake of fruit, vegetables and whole grains, is well-documented [33–37].']	(4343, 4555)
PMC5486996.nxml.gz	20	['Mirroring findings regarding weight management in pregnancy, weight management interventions in the general population have been only marginally successful, with less than optimal initial weight loss and poor long-term maintenance [38–41].']	(4556, 4795)
PMC5486996.nxml.gz	21	['The most proximal cause for excess body weight is eating beyond energetic needs.']	(4796, 4876)
PMC5486996.nxml.gz	22	['An emerging hypothesis for widespread excess energy intake leading to weight gain and increased adiposity is excess “hedonically motivated food intake” [42], which posits that the neural reward response to highly palatable food cues acts to override the homeostatic processes that historically balanced energy intake with energy expenditure, e.g., [42,43].']	(4877, 5233)
PMC5486996.nxml.gz	23	['Human neuroimaging research has revealed differential mesolimbic/mesocortical reward circuitry response to both consuming and viewing images of highly palatable foods versus control stimuli (e.g., non-food objects and tasteless solution) as a function of weight status [44].']	(5234, 5508)
PMC5486996.nxml.gz	24	['Differences in reward-related brain activity in the nucleus accumbens in response to food images predicted weight change across 6 months among college students [45].']	(5509, 5674)
PMC5486996.nxml.gz	25	['These neuroimaging results dovetail with research using behavioral assessments of food reinforcement value – the degree to which individuals are willing to work for food rewards – which also implicates the reinforcing value of food as an important determinant of dietary intake and weight status [46].']	(5675, 5976)
PMC5486996.nxml.gz	26	['Evidence suggests that the neural reward response to food stimuli is dependent on a number of food attributes, indicating that highly palatable foods may be more likely than others to contribute to hedonically-driven overeating.']	(5977, 6205)
PMC5486996.nxml.gz	27	['Neural reward response is positively associated with perceived energy content of food in images [47–49], and as such, foods high in reinforcement value are generally high-fat, high-sugar, high-sodium selections [50–55].']	(6206, 6425)
PMC5486996.nxml.gz	28	['It is likely, then, that foods processed to contain added fat, sugar, and salt including desserts/ pastries, candy, sweetened cereal, snack chips, cheese, fried foods, and processed meat – all highly prevalent in the US diet [56,57] – are high in reinforcement value.']	(6426, 6693)
PMC5486996.nxml.gz	29	['In comparison, nutrient-dense foods containing minimal added sugar, fat and sodium such as whole grains, vegetables, fruit and legumes [58,59] may be less likely to result in hedonic overeating, and are referred to herein as “normo-palatable” foods.']	(6694, 6943)
PMC5486996.nxml.gz	30	['Relative to their highly palatable counterparts, images of these normo-palatable foods elicit a lower reward and attentional response [48,60–62].']	(6944, 7089)
PMC5486996.nxml.gz	31	['Consequently, the pervasive availability, accessibility and low cost of highly palatable foods may displace normo-palatable foods in the diet [63], leading to excessive intake of energy, sugar, fat, and sodium, inadequate intake of nutrient-dense foods, and excess weight gain.']	(7090, 7367)
