PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC5291080.nxml.gz	0	['Primary health workers’ knowledge and practices relating to neonatal jaundice in Ibadan, Nigeria\n\nAbstract\n\nBackground\nOver half of births and newborn care occur in primary healthcare facilities in Nigeria, but information on activities of personnel working there is scarce.']	(0, 274)
PMC5291080.nxml.gz	1	['Aim\nTo assess the knowledge and practices relating to neonatal jaundice (NNJ) among community health workers (CHWs) and community birth attendants (CBAs) in Nigeria.']	(276, 441)
PMC5291080.nxml.gz	2	['Setting\nWe conducted a cross-sectional survey of all 227 CHWs and 193 registered CBAs in Ibadan, Nigeria.']	(443, 548)
PMC5291080.nxml.gz	3	['Methods\nKnowledge and practices regarding NNJ were measured using a pretested questionnaire.']	(550, 642)
PMC5291080.nxml.gz	4	['Knowledge and practices were assessed on a 33-point scale and a 13-point scale, respectively.']	(643, 736)
PMC5291080.nxml.gz	5	['Scores ≤ 17 and ≤ 9 was regarded as poor knowledge and as wrong practice, respectively.']	(737, 824)
PMC5291080.nxml.gz	6	['Results\nMany (64.5%) of the respondents could not correctly describe examination for NNJ (CHWs: 49.4%; CBAs: 50.6%).']	(826, 942)
PMC5291080.nxml.gz	7	['Of the 200 (47.6%) who treated NNJ 3 months prior to the study, 62.5% (CHWs: 66.9% and CBAs: 53.7%) treated NNJ with orthodox drugs.']	(943, 1075)
PMC5291080.nxml.gz	8	['Drugs prescribed included: antibiotics (93.3%), antimalarials (5.3%), multivitamins (28.0%), paracetamol (6.2%) and phenobarbitone (7.1%).']	(1076, 1214)
PMC5291080.nxml.gz	9	['Significantly more CHWs than CBAs practiced exposure to sunlight (33.1% versus 16.4%) and administration of glucose water (28.6% versus 14.9%), while 58.0% of all respondents referred cases to secondary health facilities.']	(1215, 1436)
