PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC3556301.nxml.gz	0	['Need for insulin to control gestational diabetes is reflected in the ambulatory arterial stiffness index\n\nAbstract\n\nBackground\nThe aim was to evaluate the metabolic profile in conjunction with vascular function using the ambulatory arterial stiffness index (AASI) in women with uncomplicated pregnancies and in women with gestational diabetes mellitus (GDM).']	(0, 358)
PMC3556301.nxml.gz	1	['Methods\nPlasma glucose, lipids, HOMA –IR (homeostasis model assessment of insulin resistance) and AASI, as obtained from 24-hour ambulatory blood pressure monitoring in third trimester pregnancy and at three months postpartum, were measured in three groups of women: controls (N = 32), women with GDM on diet (N = 42) and women with GDM requiring insulin treatment (N = 10).']	(360, 734)
PMC3556301.nxml.gz	2	['Results\nWomen with GDM had poorer glycemic control and higher HOMA-IR during and after pregnancy and their total and LDL (low density lipoprotein) cholesterol levels were significantly higher after pregnancy than in the controls.']	(736, 965)
PMC3556301.nxml.gz	3	['After delivery, there was an improvement in AASI from 0.26 ± 0.10 to 0.17 ± 0.09 (P = 0.002) in women with GDM on diet, but not in women with GDM receiving insulin whose AASI tended to worsen after delivery from 0.30 ± 0.23 to 0.33 ± 0.09 (NS), then being significantly higher than in the other groups (P = 0.001-0.047).']	(966, 1286)
PMC3556301.nxml.gz	4	['Conclusions\nWomen with GDM had more unfavorable lipid profile and higher blood glucose values at three months after delivery, the metabolic profile being worst in women requiring insulin.']	(1288, 1475)
PMC3556301.nxml.gz	5	['Interestingly, the metabolic disturbances at three months postpartum were accompanied by a tendency towards arterial stiffness to increase in women requiring insulin.']	(1476, 1642)
PMC3556301.nxml.gz	6	['Background\nGestational diabetes mellitus (GDM) is defined as glucose intolerance with its onset or first recognition during pregnancy and it occurs in 3–6% of all pregnancies [1].']	(1644, 1823)
PMC3556301.nxml.gz	7	['In Finland, the frequency is even higher, up to 8% [2].']	(1824, 1879)
PMC3556301.nxml.gz	8	['Individuals with GDM exhibit a tendency to develop diabetes in later life [3,4], and it also exhibits an association with pregnancy-induced hypertension [5].']	(1880, 2037)
PMC3556301.nxml.gz	9	['The metabolic syndrome with dyslipidemia as one of its components is more common in women with previous GDM [6,7].']	(2038, 2152)
PMC3556301.nxml.gz	10	['During a GDM pregnancy, the maternal lipids are strong predictors for fetal lipids and abnormal growth [8], with high maternal triglyceride levels leading to fetal macrosomia.']	(2153, 2328)
PMC3556301.nxml.gz	11	['When dietary therapy is not successful in maintaining appropriate glucose values in GDM pregnancy, medication is required, traditionally this has been insulin.']	(2329, 2488)
PMC3556301.nxml.gz	12	['Usually insulin therapy can be discontinued after delivery.']	(2489, 2548)
PMC3556301.nxml.gz	13	['The vascular changes in GDM have been studied in many different ways, mainly at the endothelial level [9].']	(2549, 2655)
PMC3556301.nxml.gz	14	['Paradisi et al.']	(2656, 2671)
PMC3556301.nxml.gz	15	['used FMD (flow mediated dilation) to reveal that endothelial dysfunction was present in those pregnancies complicated by GDM [10].']	(2672, 2802)
PMC3556301.nxml.gz	16	['In addition, a history of GDM has been shown to be a risk for endothelial dysfunction [11,12] and increased wall stiffness in the common carotid artery [13], even after the glucose tolerance has normalized.']	(2803, 3009)
PMC3556301.nxml.gz	17	['In non-pregnant subjects arterial stiffness is a strong predictor of risk of suffering cardiovascular events.']	(3010, 3119)
