PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC5431557.nxml.gz	0	['Paternal obesity modifies the effect of an antenatal lifestyle intervention in women who are overweight or obese on newborn anthropometry\n\nAbstract\nThe contribution of paternal obesity to pregnancy outcomes has been little described.']	(0, 233)
PMC5431557.nxml.gz	1	['Our aims were to determine whether the effect of an antenatal maternal dietary and lifestyle intervention among women who are overweight or obese on newborn adiposity, was modified by paternal obesity.']	(234, 435)
PMC5431557.nxml.gz	2	['We conducted a secondary analysis of a multicenter randomised trial.']	(436, 504)
PMC5431557.nxml.gz	3	['Pregnant women with BMI ≥25\u2009kg/m2received either Lifestyle Advice or Standard Care.']	(505, 588)
PMC5431557.nxml.gz	4	['Paternal anthropometric measures included height, weight, BMI; waist, hip, calf and mid-upper arm circumferences; biceps and calf skinfold thickness measurements (SFTM); and percentage body fat.']	(589, 783)
PMC5431557.nxml.gz	5	['Newborn anthropometric outcomes included length; weight; head, arm, abdominal, and chest circumferences; biceps, triceps, subscapular, suprailiac, thigh, and lateral abdominal wall SFTM; and percentage body fat.']	(784, 995)
PMC5431557.nxml.gz	6	['The effect of an antenatal maternal dietary and lifestyle intervention among women who were overweight or obese on neonatal anthropometric measures, was significantly modified by paternal BMI ≥35.0\u2009kg/m2, with a significantly smaller infant triceps, suprailiac, and thigh SFTM, and percent fat mass, compared with that observed in offspring of lean fathers.']	(996, 1353)
PMC5431557.nxml.gz	7	['Further research is required to determine whether our observed associations are causal, and whether paternal weight loss prior to conception is a potential strategy to reduce the intergenerational effects of obesity.']	(1354, 1570)
PMC5431557.nxml.gz	8	['Introduction\nGlobally 2.1 billion adults are overweight or obese1.']	(1572, 1638)
PMC5431557.nxml.gz	9	['In many developed countries, overweight and obesity has increased over the past three decades1, with over 70% of adult males and 60% of females having a body mass index (BMI) above 25.0\u2009kg/m2\u20091.']	(1639, 1833)
PMC5431557.nxml.gz	10	['Obesity contributes significantly to overall burden of disease2, being associated with increased risks of cardiovascular disease, type-2 diabetes and many malignancies3, contributing indirectly to more than 3.4 million deaths annually4.']	(1834, 2070)
PMC5431557.nxml.gz	11	['Overweight and obesity during pregnancy represents a significant health burden, with almost 50% of women having a BMI above 25\u2009kg/m2on entering pregnancy5.']	(2071, 2226)
PMC5431557.nxml.gz	12	['Adverse effects of high maternal BMI on maternal pregnancy outcomes are well documented, the risks increasing as BMI increases6,7.']	(2227, 2357)
PMC5431557.nxml.gz	13	['Furthermore, maternal obesity is associated with an increased risk of high infant birth weight, nursery admission, preterm birth, congenital anomalies, and both jaundice and hypoglycaemia7, with both high maternal BMI and gestational weight gain significant predictors of offspring obesity8.']	(2358, 2649)
PMC5431557.nxml.gz	14	['In an attempt to improve maternal and infant outcomes, interest has focused on interventions in the antenatal period to limit gestational weight gain, with systematic reviews and meta-analyses of randomized trials identifying only a modest effect on maternal weight change9,10.']	(2650, 2927)
PMC5431557.nxml.gz	15	['Paternal contributions to fetal growth, infant birth weight and body composition are less well described.']	(2928, 3033)
PMC5431557.nxml.gz	16	['Paternal height has been consistently correlated with birth weight and measures of skeletal growth, primarily birth length11–15.']	(3034, 3162)
PMC5431557.nxml.gz	17	['While some report positive associations between paternal weight and infant birth weight16,17, this is not universal14.']	(3163, 3281)
PMC5431557.nxml.gz	18	['Furthermore, while some have identified associations between paternal BMI and infant birth weight16,18,19, others have not11,13,20.']	(3282, 3413)
PMC5431557.nxml.gz	19	['These studies have limitations.']	(3414, 3445)
PMC5431557.nxml.gz	20	['Most have not evaluated the contribution of paternal BMI to newborn anthropometric measures of adiposity, have involved relatively lean individuals, and have not adequately controlled for maternal factors contributing to fetal growth, or have relied upon maternal reporting of paternal weight and height.']	(3446, 3750)
PMC5431557.nxml.gz	21	['The impact of paternal obesity on the efficacy of pregnancy interventions to limit gestational weight gain, particularly among overweight or obese women, has not been examined.']	(3751, 3927)
PMC5431557.nxml.gz	22	['We have reported the primary findings of the LIMIT randomised trial evaluating provision of antenatal dietary and lifestyle advice to women who were overweight or obese, indicating an 18% relative risk reduction in infant birth weight above 4\u2009kg21, following improvements in maternal diet and physical activity22.']	(3928, 4241)
PMC5431557.nxml.gz	23	['The planned secondary study reported here, evaluated whether the effect of a randomised antenatal maternal dietary and lifestyle intervention among women who are overweight or obese on newborn adiposity measures, was modified by paternal BMI.']	(4242, 4484)
PMC5431557.nxml.gz	24	['Results\nWe randomized 2,212 women, (1,108 Lifestyle Advice; 1,104 Standard Care).']	(4486, 4567)
PMC5431557.nxml.gz	25	['There were 2,142 live-born infants (1,075 Lifestyle Advice; 1,067 Standard Care), with detailed anthropometric measurements for 913 fathers and infants (442 Lifestyle Advice; 471 Standard Care) (Fig.']	(4568, 4767)
PMC5431557.nxml.gz	26	['1).']	(4768, 4771)
PMC5431557.nxml.gz	27	['Baseline characteristics of mothers of these infants were similar between treatment groups (Table\xa01), and similar to the full randomised groups21.']	(4772, 4918)
PMC5431557.nxml.gz	28	['Paternal (Table\xa02) and neonatal23anthropometric measurements were also similar between treatment groups.']	(4919, 5023)
PMC5431557.nxml.gz	29	['There was a statistically significant correlation between maternal and paternal BMI (Pearson correlation coefficient 0.22, p\u2009<\u20090.001); a higher proportion of fathers were in the obese category for the highest maternal BMI groups compared to the lowest; however more than 50% of fathers had BMI <30 in every maternal BMI category.']	(5024, 5353)
PMC5431557.nxml.gz	30	['Caption (FIG): FIGURE 1\n\nFlow of participants through the trial.']	(5355, 5419)
PMC5431557.nxml.gz	31	['Caption (TABLE-WRAP): TABLE 1\n\nMaternal baseline characteristics by randomised group.CharacteristicLifestyle Advice (N\u2009=\u2009442)Standard Care (N\u2009=\u2009471)Maternal Age (Years)*29.5 (5.7)29.6 (5.4)Gestational Age at Entry (Weeks)+14.0 (11.9–16.6)14.1 (11.7–16.7)Body Mass Index (kg/m2)+31.1 (27.9–36.2)31.3 (27.6–36.3)Body Mass Index Category#\xa0BMI 25.0–29.9187 (42.3)190 (40.3)\xa0BMI 30.0–34.9112 (25.3)135 (28.7)\xa0BMI 35.0–39.990 (20.4)79 (16.8)\xa0BMI >=40.053 (12.0)67 (14.2)Public Patient#429 (97.1)461 (97.9)Caucasian#412 (93.2)431 (91.5)Smoker#41 (9.3)48 (10.2)Nulliparous#210 (47.5)231 (49.0)Index of Socio-economic Disadvantage^\xa0Quintile 1 (Most Disadvantaged)123 (27.8)130 (27.6)\xa0Quintile 2115 (26.0)135 (28.7)\xa0Quintile 369 (15.6)67 (14.2)\xa0Quintile 464 (14.5)74 (15.7)\xa0Quintile 5 (Least Disadvantaged)71 (16.1)65 (13.8)\n*Mean and standard deviation.+Median and interquartile range.#Number and %.']	(5421, 6311)
PMC5431557.nxml.gz	32	['^Socioeconomic index as measured by SEIFA.']	(6312, 6354)
PMC5431557.nxml.gz	33	['Caption (TABLE-WRAP): TABLE 2\n\nPaternal anthropometric characteristics by maternal randomised treatment group.CharacteristicLifestyle Advice (N\u2009=\u2009442)Standard Care (N\u2009=\u2009471)Weight (kg)*91.9 (18.4)91.9 (18.7)Height (cm)*179.0 (6.8)179.1 (7.5)Body Mass Index (kg/m2)*28.7 (5.6)28.6 (5.4)Body Mass Index Category#\xa0Missing8 (1.8)10 (2.1)\xa0BMI <25110 (24.9)110 (23.4)\xa0BMI 25-<30183 (41.4)193 (41.0)\xa0BMI 30-<3589 (20.1)110 (23.4)\xa0BMI >=3552 (11.8)48 (10.2)Age (years)*,^32.58 (6.34)32.54 (6.35)Calculated Fat Mass (kg)+17.2 (11.3–24.8)17.7 (11.8–24.8)Calculated Percent Body Fat+19.4 (14.3–25.0)19.3 (14.4–25.2)\n*Mean and standard deviation.+Median and interquartile range.#Number and %.']	(6356, 7036)
