PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC3973641.nxml.gz	0	['Effect of Vitamin B Deprivation during Pregnancy and Lactation on Homocysteine Metabolism and Related Metabolites in Brain and Plasma of Mice Offspring\n\nAbstract\nEpidemiological and experimental studies indicate that the altered fetal and neonatal environment influences physiological functions and may increase the risk of developing chronic diseases in adulthood.']	(0, 365)
PMC3973641.nxml.gz	1	["Because homocysteine (Hcy) metabolic imbalance is considered a risk factor for neurodegenerative diseases, we investigated whether maternal Vitamin B deficiency during early development alters the offspring's methionine-homocysteine metabolism in their brain."]	(366, 625)
PMC3973641.nxml.gz	2	['To this end, the dams were submitted to experimental diet one month before and during pregnancy or pregnancy/lactation.']	(626, 745)
PMC3973641.nxml.gz	3	['After birth, the offspring were organized into the following groups: control (CT), deficient diet during pregnancy and lactation (DPL) and deficient diet during pregnancy (DP).']	(746, 922)
PMC3973641.nxml.gz	4	['The mice were euthanized at various stages of development.']	(923, 981)
PMC3973641.nxml.gz	5	['Hcy, cysteine, glutathione (GSH), S-adenosylmethionine (SAM), S-adenosylhomocysteine (SAH), folate and cobalamin concentrations were measured in the plasma and/or brain.']	(982, 1151)
PMC3973641.nxml.gz	6	['At postnatal day (PND) 0, total brain of female and male offspring exhibited decreased SAM/SAH ratios.']	(1152, 1254)
PMC3973641.nxml.gz	7	['Moreover, at PND 28, we observed decreased GSH/GSSG ratios in both females and males in the DPL group.']	(1255, 1357)
PMC3973641.nxml.gz	8	['Exposure to a Vitamin B-deficient diet during the ontogenic plasticity period had a negative impact on plasma folate and brain cortex SAM concentrations in aged DPL males.']	(1358, 1529)
PMC3973641.nxml.gz	9	['We also observed decreased plasma GSH concentrations in both DP and DPL males (PND 210).']	(1530, 1618)
PMC3973641.nxml.gz	10	['Additionally, this manipulation seemed to affect the female and male offspring differently.']	(1619, 1710)
PMC3973641.nxml.gz	11	['The decreased plasma GSH concentration may reflect redox changes in tissues and the decreased brain cortex SAM may be involved in changes of gene expression, which could contribute to neurodegenerative diseases over the long term.']	(1711, 1941)
PMC3973641.nxml.gz	12	['Introduction\nHomocysteine (Hcy) is a sulfur-containing amino acid derived from the metabolism of methionine[1],[2].']	(1943, 2058)
PMC3973641.nxml.gz	13	['First, the methionine adenosyltransferase enzyme produces an intermediate metabolite called S-adenosylmethionine (SAM), which has an important biological function as methyl donor in a multitude of cellular methylation reactions[3].']	(2059, 2290)
PMC3973641.nxml.gz	14	['After the transmethylation reaction by the action of specific methyltransferases, SAM is converted into S-adenosylhomocysteine (SAH).']	(2291, 2424)
PMC3973641.nxml.gz	15	['Interestingly, SAH is an inhibitor of SAM-dependent methyltransferases activity, and the ratio SAM/SAH is used as an index of cellular methylation potential.']	(2425, 2582)
