PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC5513591.nxml.gz	0	['Use of water turnover method to measure mother’s milk flow in a rat model: Application to dams receiving a low protein diet during gestation and lactation\n\nAbstract\nAssessment of milk production is of utmost relevance for pediatricians and scientists interested in early life nutrition.']	(0, 286)
PMC5513591.nxml.gz	1	['The weight-suckle-weight (WSW) method, which consists of weighing babies before and after they suckle their mother, uses the difference in body weight as an estimate of milk intake.']	(287, 468)
PMC5513591.nxml.gz	2	['However, this is prone to many sources of error.']	(469, 517)
PMC5513591.nxml.gz	3	['In the current study, we used for the first time the water turnover method and compartmental analysis with deuterated water (D2O) as a non-toxic tracer to quantify in vivo milk production in a rat model.']	(518, 721)
PMC5513591.nxml.gz	4	['We assessed the effect of a nutritional intervention presumed to affect milk production, a maternal dietary protein restriction during gestation and lactation, which results in the birth of pups with intrauterine growth restriction.']	(722, 954)
PMC5513591.nxml.gz	5	['The specific aim of this study was to determine milk production with the body water turnover method in rat dams receiving during gestation and lactation, either a control diet (NP) or an iso-caloric low-protein diet (LP).']	(955, 1176)
PMC5513591.nxml.gz	6	['In NP dams, mass of dam’s total body water, output flow constant from dam to litter (K21) and median milk flow, calculated between days 11 to 14 after pup birth, were 282.1 g, 0.0122 h-1and 3.30 g/h for NP dams, respectively.']	(1177, 1402)
PMC5513591.nxml.gz	7	['Maternal dietary protein restriction (-59%) during perinatal period led to a 34% reduction in milk flow (NP versus LP).']	(1403, 1522)
PMC5513591.nxml.gz	8	['With the WSW method, milk flow varied from 1.96 g/h to 2.37 g/h between days 11 to 14 for NP dams.']	(1523, 1621)
PMC5513591.nxml.gz	9	['The main advantage of the D20 method compared to the WSW method stems from its higher precision, as attested by the narrowest range of measured values of milk flow ([2.90; 3.75] and [0.98; 6.85] g/h, respectively) for NP group.']	(1622, 1849)
PMC5513591.nxml.gz	10	['This method could be suitable for testing the effectiveness of candidate galactologue molecules presumed to enhance milk production in the lactating rat model.']	(1850, 2009)
PMC5513591.nxml.gz	11	['Introduction\nThe World Health Organization recommends exclusive breastfeeding during the first six months of life because breastfeeding has been shown to be associated with health benefits not only for the infant but for the mother as well [1].']	(2011, 2255)
PMC5513591.nxml.gz	12	['Even though the rate of initiation of breastfeeding is as high as 60% in most high-income countries like in France, exclusive breastfeeding rate plummets long before 6 months of age [2].']	(2256, 2442)
PMC5513591.nxml.gz	13	['The main reasons of the early cessation of breastfeeding are (i) the early return of mothers to work but (ii) perceived insufficient lactation was the reason stated by 62% of mothers who stopped breastfeeding [3–5].']	(2443, 2658)
PMC5513591.nxml.gz	14	['It therefore would be of utmost interest to find innovative ways to enhance lactation in these mothers.']	(2659, 2762)
PMC5513591.nxml.gz	15	['For this purpose, candidate molecules have to be found and tested, as a first step, in animal models.']	(2763, 2864)
PMC5513591.nxml.gz	16	['Rodent models are indispensable for the detailed study of the long-term impact of mother’s milk on the development and health of offspring until adulthood.']	(2865, 3020)
PMC5513591.nxml.gz	17	['It is thus crucial to be able to precisely quantitate the production of maternal milk in rodents, and its modulation by maternal supplementation with candidate molecules.']	(3021, 3191)
PMC5513591.nxml.gz	18	['Traditionally, the method used to estimate the volume of milk ingested by infants is the weight-suckle-weight (WSW) method which consists of weighing babies before and after they suckle their mother, and to use the difference in babies’ weight as an estimate of milk intake.']	(3192, 3466)
PMC5513591.nxml.gz	19	['This method has the advantage of being non-invasive, inexpensive, quick, and easy to apply in humans [6] as well as in animals models [7].']	(3467, 3605)
PMC5513591.nxml.gz	20	['Nonetheless, the WSW method lacks precision and accuracy because of the small size of weight changes measured, particularly in rodent models.']	(3606, 3747)
PMC5513591.nxml.gz	21	['Moreover, the method requires weighing after each nursing period, and does not take into account the metabolic weight loss of newborns during the suckling period due to water loss into urine, feces and sweat [6,8].']	(3748, 3962)
PMC5513591.nxml.gz	22	['Deuterated water (D2O), a common non-toxic tracer, has been successfully used in women [9,10] and sows [11] to measure in vivo milk production.']	(3963, 4106)
PMC5513591.nxml.gz	23	['This method that requires the administration of a dose of labeled water to calculate maternal body water, has been shown to be precise and accurate in large animals such as pigs [11].']	(4107, 4290)
PMC5513591.nxml.gz	24	['In the current study, we used for the first time the water turnover method and compartmental analysis to quantify milk production in a rodent model which is relevant for its short generation time.']	(4291, 4487)
PMC5513591.nxml.gz	25	['Such method will be useful to study nutrients or bioactive molecules likely to modulate breastmilk production.']	(4488, 4598)
PMC5513591.nxml.gz	26	['To further assess the adequacy of the approach, we studied a nutritional intervention presumed to affect milk production.']	(4599, 4720)
PMC5513591.nxml.gz	27	['We used maternal dietary protein restriction during gestation and lactation, which results in the birth of pups with intrauterine growth restriction [12,13].']	(4721, 4878)
PMC5513591.nxml.gz	28	['Moreover, low maternal protein intake maintained throughout lactation induces extra-uterine growth restriction [13], which may result from either (a) physiologic modifications related to the low birth weight per se [12,13], (b) changes in milk composition, as shown in our earlier study [14], or (c) a reduction in milk yield, as suggested by BAUTISTA et al.']	(4879, 5237)
PMC5513591.nxml.gz	29	['[15] who used the WSW method in a rodent model.']	(5238, 5285)
PMC5513591.nxml.gz	30	['The specific aims of this study were (i) to determine milk production in rat dams by studying body water turnover; and (ii) to apply this method to measure milk production in dams receiving during gestation and lactation, either a control diet or an isocaloric, low-protein diet.']	(5286, 5565)
